song,album,prev,lyric,next,artist
Wonderful Life,Nocturama,If you can find it,And if you find it,It’s a wonderful life that you bring,Nick Cave & The Bad Seeds
Wonderful Life,Nocturama,And if you find it,It’s a wonderful life that you bring,"It’s a wonderful, wonderful thing",Nick Cave & The Bad Seeds
Wonderful Life,Nocturama,It’s a wonderful life that you bring,"It’s a wonderful, wonderful thing",It’s a wonderful life,Nick Cave & The Bad Seeds
Wonderful Life,Nocturama,"It’s a wonderful, wonderful thing",It’s a wonderful life,It’s a wonderful life,Nick Cave & The Bad Seeds
Wonderful Life,Nocturama,It’s a wonderful life,It’s a wonderful life,,Nick Cave & The Bad Seeds
He Wants You,Nocturama,,In his boat and through the dark he rowed,Chained to oar and the night and the wind that blowed,Nick Cave & The Bad Seeds
He Wants You,Nocturama,In his boat and through the dark he rowed,Chained to oar and the night and the wind that blowed,Horribly ‘round his ears,Nick Cave & The Bad Seeds
He Wants You,Nocturama,Chained to oar and the night and the wind that blowed,Horribly ‘round his ears,Under the bridge and into your dreams he soars,Nick Cave & The Bad Seeds
He Wants You,Nocturama,Horribly ‘round his ears,Under the bridge and into your dreams he soars,While you lie alone in that idea-free sleep of yours,Nick Cave & The Bad Seeds
He Wants You,Nocturama,Under the bridge and into your dreams he soars,While you lie alone in that idea-free sleep of yours,That you’ve been sleeping now for years,Nick Cave & The Bad Seeds
He Wants You,Nocturama,While you lie alone in that idea-free sleep of yours,That you’ve been sleeping now for years,,Nick Cave & The Bad Seeds
He Wants You,Nocturama,That you’ve been sleeping now for years,,And he wants you,Nick Cave & The Bad Seeds
He Wants You,Nocturama,,And he wants you,He wants you,Nick Cave & The Bad Seeds
He Wants You,Nocturama,And he wants you,He wants you,He is straight and he is true,Nick Cave & The Bad Seeds
He Wants You,Nocturama,He wants you,He is straight and he is true,Ooh hoo hoo,Nick Cave & The Bad Seeds
He Wants You,Nocturama,He is straight and he is true,Ooh hoo hoo,,Nick Cave & The Bad Seeds
He Wants You,Nocturama,Ooh hoo hoo,,Beneath the hanging cliffs and under the many stars where,Nick Cave & The Bad Seeds
He Wants You,Nocturama,,Beneath the hanging cliffs and under the many stars where,"He will move, all amongst your tangled hair",Nick Cave & The Bad Seeds
He Wants You,Nocturama,Beneath the hanging cliffs and under the many stars where,"He will move, all amongst your tangled hair",And deep into the sea,Nick Cave & The Bad Seeds
He Wants You,Nocturama,"He will move, all amongst your tangled hair",And deep into the sea,And you will wake and walk and draw the blind,Nick Cave & The Bad Seeds
He Wants You,Nocturama,And deep into the sea,And you will wake and walk and draw the blind,And feel some presence there behind,Nick Cave & The Bad Seeds
He Wants You,Nocturama,And you will wake and walk and draw the blind,And feel some presence there behind,And turn to see what that may be,Nick Cave & The Bad Seeds
He Wants You,Nocturama,And feel some presence there behind,And turn to see what that may be,"Oh, babe, it’s me",Nick Cave & The Bad Seeds
He Wants You,Nocturama,And turn to see what that may be,"Oh, babe, it’s me",,Nick Cave & The Bad Seeds
He Wants You,Nocturama,"Oh, babe, it’s me",,And he wants you,Nick Cave & The Bad Seeds
He Wants You,Nocturama,,And he wants you,He wants you,Nick Cave & The Bad Seeds
He Wants You,Nocturama,And he wants you,He wants you,He is straight and he is true,Nick Cave & The Bad Seeds
He Wants You,Nocturama,He wants you,He is straight and he is true,Ooh hoo hoo,Nick Cave & The Bad Seeds
He Wants You,Nocturama,He is straight and he is true,Ooh hoo hoo,,Nick Cave & The Bad Seeds
Right Out of Your Hand,Nocturama,,Please forgive me,If I appear unkind,Nick Cave & The Bad Seeds
Right Out of Your Hand,Nocturama,Please forgive me,If I appear unkind,But any fool can tell you,Nick Cave & The Bad Seeds
Right Out of Your Hand,Nocturama,If I appear unkind,But any fool can tell you,It’s all in your mind,Nick Cave & The Bad Seeds
Right Out of Your Hand,Nocturama,But any fool can tell you,It’s all in your mind,,Nick Cave & The Bad Seeds
Right Out of Your Hand,Nocturama,It’s all in your mind,,Down in the meadow,Nick Cave & The Bad Seeds
Right Out of Your Hand,Nocturama,,Down in the meadow,The old lion stirs,Nick Cave & The Bad Seeds
Right Out of Your Hand,Nocturama,Down in the meadow,The old lion stirs,Puts his hand across his mouth,Nick Cave & The Bad Seeds
Right Out of Your Hand,Nocturama,The old lion stirs,Puts his hand across his mouth,He has no use for words,Nick Cave & The Bad Seeds
Right Out of Your Hand,Nocturama,Puts his hand across his mouth,He has no use for words,,Nick Cave & The Bad Seeds
Right Out of Your Hand,Nocturama,He has no use for words,,Poor little girl,Nick Cave & The Bad Seeds
Right Out of Your Hand,Nocturama,,Poor little girl,With your handful of snow,Nick Cave & The Bad Seeds
Right Out of Your Hand,Nocturama,Poor little girl,With your handful of snow,Poor little girl,Nick Cave & The Bad Seeds
Right Out of Your Hand,Nocturama,With your handful of snow,Poor little girl,Had no way to know,Nick Cave & The Bad Seeds
Right Out of Your Hand,Nocturama,Poor little girl,Had no way to know,,Nick Cave & The Bad Seeds
Right Out of Your Hand,Nocturama,Had no way to know,,And you’ve got me eating,Nick Cave & The Bad Seeds
Right Out of Your Hand,Nocturama,,And you’ve got me eating,you’ve got me eating,Nick Cave & The Bad Seeds
Right Out of Your Hand,Nocturama,And you’ve got me eating,you’ve got me eating,You’ve got me eating,Nick Cave & The Bad Seeds
Right Out of Your Hand,Nocturama,you’ve got me eating,You’ve got me eating,Right out of your hand,Nick Cave & The Bad Seeds
Right Out of Your Hand,Nocturama,You’ve got me eating,Right out of your hand,,Nick Cave & The Bad Seeds
Right Out of Your Hand,Nocturama,Right out of your hand,,I mean you no harm,Nick Cave & The Bad Seeds
Right Out of Your Hand,Nocturama,,I mean you no harm,When I tell you you’re blind,Nick Cave & The Bad Seeds
Right Out of Your Hand,Nocturama,I mean you no harm,When I tell you you’re blind,Give a sucker an even break,Nick Cave & The Bad Seeds
Right Out of Your Hand,Nocturama,When I tell you you’re blind,Give a sucker an even break,"He’ll lose it all, every time",Nick Cave & The Bad Seeds
Right Out of Your Hand,Nocturama,Give a sucker an even break,"He’ll lose it all, every time",,Nick Cave & The Bad Seeds
Right Out of Your Hand,Nocturama,"He’ll lose it all, every time",,The airborne starlings circle,Nick Cave & The Bad Seeds
Right Out of Your Hand,Nocturama,,The airborne starlings circle,One the frozen fields,Nick Cave & The Bad Seeds
Right Out of Your Hand,Nocturama,The airborne starlings circle,One the frozen fields,The hollyhocks hang harmlessly,Nick Cave & The Bad Seeds
Right Out of Your Hand,Nocturama,One the frozen fields,The hollyhocks hang harmlessly,And the old lion yields,Nick Cave & The Bad Seeds
Right Out of Your Hand,Nocturama,The hollyhocks hang harmlessly,And the old lion yields,,Nick Cave & The Bad Seeds
Right Out of Your Hand,Nocturama,And the old lion yields,,And you’ve got me eating,Nick Cave & The Bad Seeds
Right Out of Your Hand,Nocturama,,And you’ve got me eating,You’ve got me eating,Nick Cave & The Bad Seeds
Right Out of Your Hand,Nocturama,And you’ve got me eating,You’ve got me eating,You’ve got me eating,Nick Cave & The Bad Seeds
Right Out of Your Hand,Nocturama,You’ve got me eating,You’ve got me eating,Right out of your hand,Nick Cave & The Bad Seeds
Right Out of Your Hand,Nocturama,You’ve got me eating,Right out of your hand,,Nick Cave & The Bad Seeds
Bring It On,Nocturama,,This garden that I built for you,That you sit in now and yearn,Nick Cave & The Bad Seeds
Bring It On,Nocturama,This garden that I built for you,That you sit in now and yearn,"I will never leave it, dear",Nick Cave & The Bad Seeds
Bring It On,Nocturama,That you sit in now and yearn,"I will never leave it, dear",I could not bear to return,Nick Cave & The Bad Seeds
Bring It On,Nocturama,"I will never leave it, dear",I could not bear to return,And find it all untended,Nick Cave & The Bad Seeds
Bring It On,Nocturama,I could not bear to return,And find it all untended,With the trees all bended low,Nick Cave & The Bad Seeds
Bring It On,Nocturama,And find it all untended,With the trees all bended low,"This garden is our home, dear",Nick Cave & The Bad Seeds
Bring It On,Nocturama,With the trees all bended low,"This garden is our home, dear",And I got nowhere else to go,Nick Cave & The Bad Seeds
Bring It On,Nocturama,"This garden is our home, dear",And I got nowhere else to go,,Nick Cave & The Bad Seeds
Bring It On,Nocturama,And I got nowhere else to go,,So bring it on,Nick Cave & The Bad Seeds
Bring It On,Nocturama,,So bring it on,Bring it on,Nick Cave & The Bad Seeds
Bring It On,Nocturama,So bring it on,Bring it on,Every little tear,Nick Cave & The Bad Seeds
Bring It On,Nocturama,Bring it on,Every little tear,Bring it on,Nick Cave & The Bad Seeds
Bring It On,Nocturama,Every little tear,Bring it on,Every useless fear,Nick Cave & The Bad Seeds
Bring It On,Nocturama,Bring it on,Every useless fear,Bring it on,Nick Cave & The Bad Seeds
Bring It On,Nocturama,Every useless fear,Bring it on,All your shattered dreams,Nick Cave & The Bad Seeds
Bring It On,Nocturama,Bring it on,All your shattered dreams,And I’ll scatter them into the sea,Nick Cave & The Bad Seeds
Bring It On,Nocturama,All your shattered dreams,And I’ll scatter them into the sea,Into the sea,Nick Cave & The Bad Seeds
Bring It On,Nocturama,And I’ll scatter them into the sea,Into the sea,,Nick Cave & The Bad Seeds
Bring It On,Nocturama,Into the sea,,The geraniums on your window sill,Nick Cave & The Bad Seeds
Bring It On,Nocturama,,The geraniums on your window sill,"The carnations, dear, and the daffodil",Nick Cave & The Bad Seeds
Bring It On,Nocturama,The geraniums on your window sill,"The carnations, dear, and the daffodil","Well, they’re ordinary flowers",Nick Cave & The Bad Seeds
Bring It On,Nocturama,"The carnations, dear, and the daffodil","Well, they’re ordinary flowers",But they long for the light of your touch,Nick Cave & The Bad Seeds
Bring It On,Nocturama,"Well, they’re ordinary flowers",But they long for the light of your touch,And of your trembling will,Nick Cave & The Bad Seeds
Bring It On,Nocturama,But they long for the light of your touch,And of your trembling will,"Ah, you’re trembling still",Nick Cave & The Bad Seeds
Bring It On,Nocturama,And of your trembling will,"Ah, you’re trembling still",And I am trembling too,Nick Cave & The Bad Seeds
Bring It On,Nocturama,"Ah, you’re trembling still",And I am trembling too,To be perfectly honest I don’t know,Nick Cave & The Bad Seeds
Bring It On,Nocturama,And I am trembling too,To be perfectly honest I don’t know,Quite else what to do,Nick Cave & The Bad Seeds
Bring It On,Nocturama,To be perfectly honest I don’t know,Quite else what to do,,Nick Cave & The Bad Seeds
Bring It On,Nocturama,Quite else what to do,,So bring it on,Nick Cave & The Bad Seeds
Bring It On,Nocturama,,So bring it on,Bring it on,Nick Cave & The Bad Seeds
Bring It On,Nocturama,So bring it on,Bring it on,Every neglected dream,Nick Cave & The Bad Seeds
Bring It On,Nocturama,Bring it on,Every neglected dream,Bring it on,Nick Cave & The Bad Seeds
Bring It On,Nocturama,Every neglected dream,Bring it on,Every little scheme,Nick Cave & The Bad Seeds
Bring It On,Nocturama,Bring it on,Every little scheme,Bring it on,Nick Cave & The Bad Seeds
Bring It On,Nocturama,Every little scheme,Bring it on,Every little fear,Nick Cave & The Bad Seeds
Bring It On,Nocturama,Bring it on,Every little fear,And I’ll make them disappear,Nick Cave & The Bad Seeds
Bring It On,Nocturama,Every little fear,And I’ll make them disappear,,Nick Cave & The Bad Seeds
Bring It On,Nocturama,And I’ll make them disappear,,"So bring it on, bring it on",Nick Cave & The Bad Seeds
Bring It On,Nocturama,,"So bring it on, bring it on",Bring it on,Nick Cave & The Bad Seeds
Bring It On,Nocturama,"So bring it on, bring it on",Bring it on,Every little thing,Nick Cave & The Bad Seeds
Bring It On,Nocturama,Bring it on,Every little thing,Bring it on,Nick Cave & The Bad Seeds
Bring It On,Nocturama,Every little thing,Bring it on,Every tiny fear,Nick Cave & The Bad Seeds
Bring It On,Nocturama,Bring it on,Every tiny fear,Bring it on,Nick Cave & The Bad Seeds
Bring It On,Nocturama,Every tiny fear,Bring it on,Every shattered dream,Nick Cave & The Bad Seeds
Bring It On,Nocturama,Bring it on,Every shattered dream,And I’ll scatter them into the sea,Nick Cave & The Bad Seeds
Bring It On,Nocturama,Every shattered dream,And I’ll scatter them into the sea,,Nick Cave & The Bad Seeds
Dead Man in My Bed,Nocturama,,"She sat in a wicker chair, her eyes they were downcast","She breathed in the future, by breathing out the past",Nick Cave & The Bad Seeds
Dead Man in My Bed,Nocturama,"She sat in a wicker chair, her eyes they were downcast","She breathed in the future, by breathing out the past","The die is done, the die is shook, the die is duly cast",Nick Cave & The Bad Seeds
Dead Man in My Bed,Nocturama,"She breathed in the future, by breathing out the past","The die is done, the die is shook, the die is duly cast","There’s a dead man in my bed, she said",Nick Cave & The Bad Seeds
Dead Man in My Bed,Nocturama,"The die is done, the die is shook, the die is duly cast","There’s a dead man in my bed, she said",That smile you see upon his face,Nick Cave & The Bad Seeds
Dead Man in My Bed,Nocturama,"There’s a dead man in my bed, she said",That smile you see upon his face,It’s been there for many days,Nick Cave & The Bad Seeds
Dead Man in My Bed,Nocturama,That smile you see upon his face,It’s been there for many days,There’s a dead man in my bed,Nick Cave & The Bad Seeds
Dead Man in My Bed,Nocturama,It’s been there for many days,There’s a dead man in my bed,,Nick Cave & The Bad Seeds
Dead Man in My Bed,Nocturama,There’s a dead man in my bed,,"I ain’t been feeling that good too much no more, she said, I swear",Nick Cave & The Bad Seeds
Dead Man in My Bed,Nocturama,,"I ain’t been feeling that good too much no more, she said, I swear",She pointed at the bedroom door and said I ain’t going in there,Nick Cave & The Bad Seeds
Dead Man in My Bed,Nocturama,"I ain’t been feeling that good too much no more, she said, I swear",She pointed at the bedroom door and said I ain’t going in there,She leaped out of her seat and screamed someone’s not concentrating here,Nick Cave & The Bad Seeds
Dead Man in My Bed,Nocturama,She pointed at the bedroom door and said I ain’t going in there,She leaped out of her seat and screamed someone’s not concentrating here,"There’s a dead man in my bed, she said",Nick Cave & The Bad Seeds
Dead Man in My Bed,Nocturama,She leaped out of her seat and screamed someone’s not concentrating here,"There’s a dead man in my bed, she said",I ain’t speaking metaphorically,Nick Cave & The Bad Seeds
Dead Man in My Bed,Nocturama,"There’s a dead man in my bed, she said",I ain’t speaking metaphorically,His eyes are open but he cannot see,Nick Cave & The Bad Seeds
Dead Man in My Bed,Nocturama,I ain’t speaking metaphorically,His eyes are open but he cannot see,There’s a dead man in my bed,Nick Cave & The Bad Seeds
Dead Man in My Bed,Nocturama,His eyes are open but he cannot see,There’s a dead man in my bed,,Nick Cave & The Bad Seeds
Dead Man in My Bed,Nocturama,There’s a dead man in my bed,,"Then leaves outside the window waved, all brown, they were, and falling",Nick Cave & The Bad Seeds
Dead Man in My Bed,Nocturama,,"Then leaves outside the window waved, all brown, they were, and falling",Even I could tell the atmosphere in here was utterly appalling,Nick Cave & The Bad Seeds
Dead Man in My Bed,Nocturama,"Then leaves outside the window waved, all brown, they were, and falling",Even I could tell the atmosphere in here was utterly appalling,The phone it rand incessantly but nobody was calling,Nick Cave & The Bad Seeds
Dead Man in My Bed,Nocturama,Even I could tell the atmosphere in here was utterly appalling,The phone it rand incessantly but nobody was calling,"There’s a dead man in my bed, she said",Nick Cave & The Bad Seeds
Dead Man in My Bed,Nocturama,The phone it rand incessantly but nobody was calling,"There’s a dead man in my bed, she said",And though he keeps on taking notes,Nick Cave & The Bad Seeds
Dead Man in My Bed,Nocturama,"There’s a dead man in my bed, she said",And though he keeps on taking notes,I swear this ain’t some kind of hoax,Nick Cave & The Bad Seeds
Dead Man in My Bed,Nocturama,And though he keeps on taking notes,I swear this ain’t some kind of hoax,There’s a dead man in my bed,Nick Cave & The Bad Seeds
Dead Man in My Bed,Nocturama,I swear this ain’t some kind of hoax,There’s a dead man in my bed,,Nick Cave & The Bad Seeds
Dead Man in My Bed,Nocturama,There’s a dead man in my bed,,Now she’s in the kitchen rattling those pots and pans,Nick Cave & The Bad Seeds
Dead Man in My Bed,Nocturama,,Now she’s in the kitchen rattling those pots and pans,"I’d cook him something nice, she said, but he refuses to wash his hands",Nick Cave & The Bad Seeds
Dead Man in My Bed,Nocturama,Now she’s in the kitchen rattling those pots and pans,"I’d cook him something nice, she said, but he refuses to wash his hands","He used to be so good to me, but now he smells so fucking bad",Nick Cave & The Bad Seeds
Dead Man in My Bed,Nocturama,"I’d cook him something nice, she said, but he refuses to wash his hands","He used to be so good to me, but now he smells so fucking bad","There is a dead man in my bed, she says",Nick Cave & The Bad Seeds
Dead Man in My Bed,Nocturama,"He used to be so good to me, but now he smells so fucking bad","There is a dead man in my bed, she says",I keep poking at him with my stick,Nick Cave & The Bad Seeds
Dead Man in My Bed,Nocturama,"There is a dead man in my bed, she says",I keep poking at him with my stick,But his skin is just so fucking thick,Nick Cave & The Bad Seeds
Dead Man in My Bed,Nocturama,I keep poking at him with my stick,But his skin is just so fucking thick,There’s a dead man in my bed,Nick Cave & The Bad Seeds
Dead Man in My Bed,Nocturama,But his skin is just so fucking thick,There’s a dead man in my bed,,Nick Cave & The Bad Seeds
Still in Love,Nocturama,,The cops are hanging around the house,The cars outside look like they’ve got the blues,Nick Cave & The Bad Seeds
Still in Love,Nocturama,The cops are hanging around the house,The cars outside look like they’ve got the blues,The moon don’t know if it’s day or night,Nick Cave & The Bad Seeds
Still in Love,Nocturama,The cars outside look like they’ve got the blues,The moon don’t know if it’s day or night,Everybody’s creeping around with plastic covers on their shoes,Nick Cave & The Bad Seeds
Still in Love,Nocturama,The moon don’t know if it’s day or night,Everybody’s creeping around with plastic covers on their shoes,You’re making coffee for everyone concerned,Nick Cave & The Bad Seeds
Still in Love,Nocturama,Everybody’s creeping around with plastic covers on their shoes,You’re making coffee for everyone concerned,Someone points to this and someone points to that,Nick Cave & The Bad Seeds
Still in Love,Nocturama,You’re making coffee for everyone concerned,Someone points to this and someone points to that,Everyone is saying that you should lie down,Nick Cave & The Bad Seeds
Still in Love,Nocturama,Someone points to this and someone points to that,Everyone is saying that you should lie down,But you ain’t having none of that,Nick Cave & The Bad Seeds
Still in Love,Nocturama,Everyone is saying that you should lie down,But you ain’t having none of that,And I say to the sleepy summer rain,Nick Cave & The Bad Seeds
Still in Love,Nocturama,But you ain’t having none of that,And I say to the sleepy summer rain,With a complete absence of pain,Nick Cave & The Bad Seeds
Still in Love,Nocturama,And I say to the sleepy summer rain,With a complete absence of pain,You might think I’m crazy,Nick Cave & The Bad Seeds
Still in Love,Nocturama,With a complete absence of pain,You might think I’m crazy,But I’m still in love with you,Nick Cave & The Bad Seeds
Still in Love,Nocturama,You might think I’m crazy,But I’m still in love with you,,Nick Cave & The Bad Seeds
Still in Love,Nocturama,But I’m still in love with you,,"Hide your eyes, hide your tears",Nick Cave & The Bad Seeds
Still in Love,Nocturama,,"Hide your eyes, hide your tears","Hide your face, my love",Nick Cave & The Bad Seeds
Still in Love,Nocturama,"Hide your eyes, hide your tears","Hide your face, my love","Hide your ribbons, hide your bows",Nick Cave & The Bad Seeds
Still in Love,Nocturama,"Hide your face, my love","Hide your ribbons, hide your bows",Hide your coloured cotton gloves,Nick Cave & The Bad Seeds
Still in Love,Nocturama,"Hide your ribbons, hide your bows",Hide your coloured cotton gloves,"Hide your trinkets, hide your treasures",Nick Cave & The Bad Seeds
Still in Love,Nocturama,Hide your coloured cotton gloves,"Hide your trinkets, hide your treasures",Hide your neatly scissored locks,Nick Cave & The Bad Seeds
Still in Love,Nocturama,"Hide your trinkets, hide your treasures",Hide your neatly scissored locks,"Hide your memories, hide them all",Nick Cave & The Bad Seeds
Still in Love,Nocturama,Hide your neatly scissored locks,"Hide your memories, hide them all",Stuff them in a cardboard box,Nick Cave & The Bad Seeds
Still in Love,Nocturama,"Hide your memories, hide them all",Stuff them in a cardboard box,Or throw them into the street below,Nick Cave & The Bad Seeds
Still in Love,Nocturama,Stuff them in a cardboard box,Or throw them into the street below,Leave them to the wind and the rain and the snow,Nick Cave & The Bad Seeds
Still in Love,Nocturama,Or throw them into the street below,Leave them to the wind and the rain and the snow,For you might think I’m crazy,Nick Cave & The Bad Seeds
Still in Love,Nocturama,Leave them to the wind and the rain and the snow,For you might think I’m crazy,But I’m still in love with you,Nick Cave & The Bad Seeds
Still in Love,Nocturama,For you might think I’m crazy,But I’m still in love with you,,Nick Cave & The Bad Seeds
Still in Love,Nocturama,But I’m still in love with you,,"Call me up, baby, and I will answer your call",Nick Cave & The Bad Seeds
Still in Love,Nocturama,,"Call me up, baby, and I will answer your call",Call me up but remember I am no use to you at all,Nick Cave & The Bad Seeds
Still in Love,Nocturama,"Call me up, baby, and I will answer your call",Call me up but remember I am no use to you at all,"Now, you’re standing at the top of the stairs",Nick Cave & The Bad Seeds
Still in Love,Nocturama,Call me up but remember I am no use to you at all,"Now, you’re standing at the top of the stairs","One hand on the banister, a flower in your hair",Nick Cave & The Bad Seeds
Still in Love,Nocturama,"Now, you’re standing at the top of the stairs","One hand on the banister, a flower in your hair",The other one resting on your hip,Nick Cave & The Bad Seeds
Still in Love,Nocturama,"One hand on the banister, a flower in your hair",The other one resting on your hip,Without a solitary care,Nick Cave & The Bad Seeds
Still in Love,Nocturama,The other one resting on your hip,Without a solitary care,I fall to sleep in the summer rain,Nick Cave & The Bad Seeds
Still in Love,Nocturama,Without a solitary care,I fall to sleep in the summer rain,With no single memory of pain,Nick Cave & The Bad Seeds
Still in Love,Nocturama,I fall to sleep in the summer rain,With no single memory of pain,And you might think I’m crazy,Nick Cave & The Bad Seeds
Still in Love,Nocturama,With no single memory of pain,And you might think I’m crazy,But I’m still in love with you,Nick Cave & The Bad Seeds
Still in Love,Nocturama,And you might think I’m crazy,But I’m still in love with you,,Nick Cave & The Bad Seeds
There Is a Town,Nocturama,,There is a town,Where I was born,Nick Cave & The Bad Seeds
There Is a Town,Nocturama,There is a town,Where I was born,Far far away,Nick Cave & The Bad Seeds
There Is a Town,Nocturama,Where I was born,Far far away,Across the sea,Nick Cave & The Bad Seeds
