song,album,prev,lyric,next,artist
There Is a Town,Nocturama,Far far away,Across the sea,,Nick Cave & The Bad Seeds
There Is a Town,Nocturama,Across the sea,,And in that town,Nick Cave & The Bad Seeds
There Is a Town,Nocturama,,And in that town,Where I was born,Nick Cave & The Bad Seeds
There Is a Town,Nocturama,And in that town,Where I was born,I would dream,Nick Cave & The Bad Seeds
There Is a Town,Nocturama,Where I was born,I would dream,That one day,Nick Cave & The Bad Seeds
There Is a Town,Nocturama,I would dream,That one day,I would leave,Nick Cave & The Bad Seeds
There Is a Town,Nocturama,That one day,I would leave,And cross the sea,Nick Cave & The Bad Seeds
There Is a Town,Nocturama,I would leave,And cross the sea,,Nick Cave & The Bad Seeds
There Is a Town,Nocturama,And cross the sea,,And so it goes,Nick Cave & The Bad Seeds
There Is a Town,Nocturama,,And so it goes,And so it seems,Nick Cave & The Bad Seeds
There Is a Town,Nocturama,And so it goes,And so it seems,That God lives only in our dreams,Nick Cave & The Bad Seeds
There Is a Town,Nocturama,And so it seems,That God lives only in our dreams,In our dreams,Nick Cave & The Bad Seeds
There Is a Town,Nocturama,That God lives only in our dreams,In our dreams,,Nick Cave & The Bad Seeds
There Is a Town,Nocturama,In our dreams,,And now I live,Nick Cave & The Bad Seeds
There Is a Town,Nocturama,,And now I live,In this town,Nick Cave & The Bad Seeds
There Is a Town,Nocturama,And now I live,In this town,I walk these dark streets,Nick Cave & The Bad Seeds
There Is a Town,Nocturama,In this town,I walk these dark streets,"Up and down, up and down",Nick Cave & The Bad Seeds
There Is a Town,Nocturama,I walk these dark streets,"Up and down, up and down",Under a dark sky,Nick Cave & The Bad Seeds
There Is a Town,Nocturama,"Up and down, up and down",Under a dark sky,And I dream,Nick Cave & The Bad Seeds
There Is a Town,Nocturama,Under a dark sky,And I dream,That one day,Nick Cave & The Bad Seeds
There Is a Town,Nocturama,And I dream,That one day,I’ll go back home,Nick Cave & The Bad Seeds
There Is a Town,Nocturama,That one day,I’ll go back home,,Nick Cave & The Bad Seeds
There Is a Town,Nocturama,I’ll go back home,,And so it goes,Nick Cave & The Bad Seeds
There Is a Town,Nocturama,,And so it goes,And so it seems,Nick Cave & The Bad Seeds
There Is a Town,Nocturama,And so it goes,And so it seems,That God lives only in our dreams,Nick Cave & The Bad Seeds
There Is a Town,Nocturama,And so it seems,That God lives only in our dreams,In our dreams,Nick Cave & The Bad Seeds
There Is a Town,Nocturama,That God lives only in our dreams,In our dreams,,Nick Cave & The Bad Seeds
Rock of Gibraltar,Nocturama,,Let me say this to you,I’ll be steadfast and true,Nick Cave & The Bad Seeds
Rock of Gibraltar,Nocturama,Let me say this to you,I’ll be steadfast and true,And my love will never falter,Nick Cave & The Bad Seeds
Rock of Gibraltar,Nocturama,I’ll be steadfast and true,And my love will never falter,,Nick Cave & The Bad Seeds
Rock of Gibraltar,Nocturama,And my love will never falter,,The sea would crash about us,Nick Cave & The Bad Seeds
Rock of Gibraltar,Nocturama,,The sea would crash about us,The waves would lash about us,Nick Cave & The Bad Seeds
Rock of Gibraltar,Nocturama,The sea would crash about us,The waves would lash about us,I’ll be your Rock of Gibraltar,Nick Cave & The Bad Seeds
Rock of Gibraltar,Nocturama,The waves would lash about us,I’ll be your Rock of Gibraltar,,Nick Cave & The Bad Seeds
Rock of Gibraltar,Nocturama,I’ll be your Rock of Gibraltar,,The best thing I done,Nick Cave & The Bad Seeds
Rock of Gibraltar,Nocturama,,The best thing I done,Was to make you the one,Nick Cave & The Bad Seeds
Rock of Gibraltar,Nocturama,The best thing I done,Was to make you the one,Who I’d walk with down to the altar,Nick Cave & The Bad Seeds
Rock of Gibraltar,Nocturama,Was to make you the one,Who I’d walk with down to the altar,,Nick Cave & The Bad Seeds
Rock of Gibraltar,Nocturama,Who I’d walk with down to the altar,,You’d stand by me,Nick Cave & The Bad Seeds
Rock of Gibraltar,Nocturama,,You’d stand by me,And together we’d be,Nick Cave & The Bad Seeds
Rock of Gibraltar,Nocturama,You’d stand by me,And together we’d be,"That great, steady Rock of Gibraltar",Nick Cave & The Bad Seeds
Rock of Gibraltar,Nocturama,And together we’d be,"That great, steady Rock of Gibraltar",,Nick Cave & The Bad Seeds
Rock of Gibraltar,Nocturama,"That great, steady Rock of Gibraltar",,Under the big yellow moon,Nick Cave & The Bad Seeds
Rock of Gibraltar,Nocturama,,Under the big yellow moon,On our honeymoon,Nick Cave & The Bad Seeds
Rock of Gibraltar,Nocturama,Under the big yellow moon,On our honeymoon,I took you on a trip to Malta,Nick Cave & The Bad Seeds
Rock of Gibraltar,Nocturama,On our honeymoon,I took you on a trip to Malta,,Nick Cave & The Bad Seeds
Rock of Gibraltar,Nocturama,I took you on a trip to Malta,,And all through the night,Nick Cave & The Bad Seeds
Rock of Gibraltar,Nocturama,,And all through the night,You held me so tight,Nick Cave & The Bad Seeds
Rock of Gibraltar,Nocturama,And all through the night,You held me so tight,"Your great, steady Rock of Gibraltar",Nick Cave & The Bad Seeds
Rock of Gibraltar,Nocturama,You held me so tight,"Your great, steady Rock of Gibraltar",,Nick Cave & The Bad Seeds
Rock of Gibraltar,Nocturama,"Your great, steady Rock of Gibraltar",,Could the powers that be,Nick Cave & The Bad Seeds
Rock of Gibraltar,Nocturama,,Could the powers that be,Ever forsee,Nick Cave & The Bad Seeds
Rock of Gibraltar,Nocturama,Could the powers that be,Ever forsee,That things could so utterly alter?,Nick Cave & The Bad Seeds
Rock of Gibraltar,Nocturama,Ever forsee,That things could so utterly alter?,,Nick Cave & The Bad Seeds
Rock of Gibraltar,Nocturama,That things could so utterly alter?,,All the plans that we laid,Nick Cave & The Bad Seeds
Rock of Gibraltar,Nocturama,,All the plans that we laid,Could soon be betrayed,Nick Cave & The Bad Seeds
Rock of Gibraltar,Nocturama,All the plans that we laid,Could soon be betrayed,Betrayed like the Rock of Gibraltar,Nick Cave & The Bad Seeds
Rock of Gibraltar,Nocturama,Could soon be betrayed,Betrayed like the Rock of Gibraltar,,Nick Cave & The Bad Seeds
She Passed By My Window,Nocturama,,She passed by my window,Her eyes were all aglow,Nick Cave & The Bad Seeds
She Passed By My Window,Nocturama,She passed by my window,Her eyes were all aglow,And bent to pick her glove she’d dropped,Nick Cave & The Bad Seeds
She Passed By My Window,Nocturama,Her eyes were all aglow,And bent to pick her glove she’d dropped,From the bright and brittle snow,Nick Cave & The Bad Seeds
She Passed By My Window,Nocturama,And bent to pick her glove she’d dropped,From the bright and brittle snow,,Nick Cave & The Bad Seeds
She Passed By My Window,Nocturama,From the bright and brittle snow,,Nature had spoken it in the Spring,Nick Cave & The Bad Seeds
She Passed By My Window,Nocturama,,Nature had spoken it in the Spring,"With apple, plum and brand new pear",Nick Cave & The Bad Seeds
She Passed By My Window,Nocturama,Nature had spoken it in the Spring,"With apple, plum and brand new pear",Have you time for my company?,Nick Cave & The Bad Seeds
She Passed By My Window,Nocturama,"With apple, plum and brand new pear",Have you time for my company?,"No, I said, I have none to spare",Nick Cave & The Bad Seeds
She Passed By My Window,Nocturama,Have you time for my company?,"No, I said, I have none to spare",,Nick Cave & The Bad Seeds
She Passed By My Window,Nocturama,"No, I said, I have none to spare",,You gotta sanctify my love,Nick Cave & The Bad Seeds
She Passed By My Window,Nocturama,,You gotta sanctify my love,You gotta sanctify my love,Nick Cave & The Bad Seeds
She Passed By My Window,Nocturama,You gotta sanctify my love,You gotta sanctify my love,You gotta sanctify my love,Nick Cave & The Bad Seeds
She Passed By My Window,Nocturama,You gotta sanctify my love,You gotta sanctify my love,I ain’t no lover-boy,Nick Cave & The Bad Seeds
She Passed By My Window,Nocturama,You gotta sanctify my love,I ain’t no lover-boy,,Nick Cave & The Bad Seeds
She Passed By My Window,Nocturama,I ain’t no lover-boy,,"For apple, plum and brand new pear",Nick Cave & The Bad Seeds
She Passed By My Window,Nocturama,,"For apple, plum and brand new pear",Soon wither on the ground,Nick Cave & The Bad Seeds
She Passed By My Window,Nocturama,"For apple, plum and brand new pear",Soon wither on the ground,She slapped the snow from off her glove,Nick Cave & The Bad Seeds
She Passed By My Window,Nocturama,Soon wither on the ground,She slapped the snow from off her glove,And move on without a sound,Nick Cave & The Bad Seeds
She Passed By My Window,Nocturama,She slapped the snow from off her glove,And move on without a sound,,Nick Cave & The Bad Seeds
She Passed By My Window,Nocturama,And move on without a sound,,You gotta sanctify my love,Nick Cave & The Bad Seeds
She Passed By My Window,Nocturama,,You gotta sanctify my love,You gotta sanctify my love,Nick Cave & The Bad Seeds
She Passed By My Window,Nocturama,You gotta sanctify my love,You gotta sanctify my love,You gotta sanctify my love,Nick Cave & The Bad Seeds
She Passed By My Window,Nocturama,You gotta sanctify my love,You gotta sanctify my love,I ain’t no lover-boy,Nick Cave & The Bad Seeds
She Passed By My Window,Nocturama,You gotta sanctify my love,I ain’t no lover-boy,,Nick Cave & The Bad Seeds
"Babe, I’m on Fire",Nocturama,,"Father says it, mother says it","Sister says it, brother says it",Nick Cave & The Bad Seeds
"Babe, I’m on Fire",Nocturama,"Father says it, mother says it","Sister says it, brother says it","Uncle says it, Auntie says it",Nick Cave & The Bad Seeds
"Babe, I’m on Fire",Nocturama,"Sister says it, brother says it","Uncle says it, Auntie says it","Babe, I’m on fire",Nick Cave & The Bad Seeds
"Babe, I’m on Fire",Nocturama,"Uncle says it, Auntie says it","Babe, I’m on fire","Babe, I’m on fire",Nick Cave & The Bad Seeds
"Babe, I’m on Fire",Nocturama,"Babe, I’m on fire","Babe, I’m on fire",,Nick Cave & The Bad Seeds
"Babe, I’m on Fire",Nocturama,"Babe, I’m on fire",,"The horse says it, the pig says it",Nick Cave & The Bad Seeds
"Babe, I’m on Fire",Nocturama,,"The horse says it, the pig says it",The judge in his wig says it,Nick Cave & The Bad Seeds
"Babe, I’m on Fire",Nocturama,"The horse says it, the pig says it",The judge in his wig says it,The fox and the rabbit,Nick Cave & The Bad Seeds
"Babe, I’m on Fire",Nocturama,The judge in his wig says it,The fox and the rabbit,And the nun in her habit says,Nick Cave & The Bad Seeds
"Babe, I’m on Fire",Nocturama,The fox and the rabbit,And the nun in her habit says,"Babe, I’m on fire",Nick Cave & The Bad Seeds
"Babe, I’m on Fire",Nocturama,And the nun in her habit says,"Babe, I’m on fire","Babe, I’m on fire",Nick Cave & The Bad Seeds
"Babe, I’m on Fire",Nocturama,"Babe, I’m on fire","Babe, I’m on fire",,Nick Cave & The Bad Seeds
"Babe, I’m on Fire",Nocturama,"Babe, I’m on fire",,My mate Bill Gates says it,Nick Cave & The Bad Seeds
"Babe, I’m on Fire",Nocturama,,My mate Bill Gates says it,The President of the United States says it,Nick Cave & The Bad Seeds
"Babe, I’m on Fire",Nocturama,My mate Bill Gates says it,The President of the United States says it,The slacker and the worker,Nick Cave & The Bad Seeds
"Babe, I’m on Fire",Nocturama,The President of the United States says it,The slacker and the worker,The girl in her burqa says,Nick Cave & The Bad Seeds
"Babe, I’m on Fire",Nocturama,The slacker and the worker,The girl in her burqa says,"Babe, I’m on fire",Nick Cave & The Bad Seeds
"Babe, I’m on Fire",Nocturama,The girl in her burqa says,"Babe, I’m on fire","Babe, I’m on fire",Nick Cave & The Bad Seeds
"Babe, I’m on Fire",Nocturama,"Babe, I’m on fire","Babe, I’m on fire",,Nick Cave & The Bad Seeds
"Babe, I’m on Fire",Nocturama,"Babe, I’m on fire",,The general with his tank says it,Nick Cave & The Bad Seeds
"Babe, I’m on Fire",Nocturama,,The general with his tank says it,The man at the bank says it,Nick Cave & The Bad Seeds
"Babe, I’m on Fire",Nocturama,The general with his tank says it,The man at the bank says it,The soldier with his rocket,Nick Cave & The Bad Seeds
"Babe, I’m on Fire",Nocturama,The man at the bank says it,The soldier with his rocket,And the mouse in my pocket says,Nick Cave & The Bad Seeds
"Babe, I’m on Fire",Nocturama,The soldier with his rocket,And the mouse in my pocket says,"Babe, I’m on fire",Nick Cave & The Bad Seeds
"Babe, I’m on Fire",Nocturama,And the mouse in my pocket says,"Babe, I’m on fire","Babe, I’m on fire",Nick Cave & The Bad Seeds
"Babe, I’m on Fire",Nocturama,"Babe, I’m on fire","Babe, I’m on fire",,Nick Cave & The Bad Seeds
"Babe, I’m on Fire",Nocturama,"Babe, I’m on fire",,The drug-addled wreck,Nick Cave & The Bad Seeds
"Babe, I’m on Fire",Nocturama,,The drug-addled wreck,With a needle in his neck says it,Nick Cave & The Bad Seeds
"Babe, I’m on Fire",Nocturama,The drug-addled wreck,With a needle in his neck says it,"The drunk says it, punk says it",Nick Cave & The Bad Seeds
"Babe, I’m on Fire",Nocturama,With a needle in his neck says it,"The drunk says it, punk says it",The brave Buddhist monk says,Nick Cave & The Bad Seeds
"Babe, I’m on Fire",Nocturama,"The drunk says it, punk says it",The brave Buddhist monk says,"Babe, I’m on fire",Nick Cave & The Bad Seeds
"Babe, I’m on Fire",Nocturama,The brave Buddhist monk says,"Babe, I’m on fire","Babe, I’m on fire",Nick Cave & The Bad Seeds
"Babe, I’m on Fire",Nocturama,"Babe, I’m on fire","Babe, I’m on fire",,Nick Cave & The Bad Seeds
"Babe, I’m on Fire",Nocturama,"Babe, I’m on fire",,"Hit me up, baby, and knock me down",Nick Cave & The Bad Seeds
"Babe, I’m on Fire",Nocturama,,"Hit me up, baby, and knock me down",Drop what you’re doing and come around,Nick Cave & The Bad Seeds
"Babe, I’m on Fire",Nocturama,"Hit me up, baby, and knock me down",Drop what you’re doing and come around,We can hold hand till the sun goes down,Nick Cave & The Bad Seeds
"Babe, I’m on Fire",Nocturama,Drop what you’re doing and come around,We can hold hand till the sun goes down,Cause I know,Nick Cave & The Bad Seeds
"Babe, I’m on Fire",Nocturama,We can hold hand till the sun goes down,Cause I know,That you,Nick Cave & The Bad Seeds
"Babe, I’m on Fire",Nocturama,Cause I know,That you,And I,Nick Cave & The Bad Seeds
"Babe, I’m on Fire",Nocturama,That you,And I,Can be,Nick Cave & The Bad Seeds
"Babe, I’m on Fire",Nocturama,And I,Can be,Together,Nick Cave & The Bad Seeds
"Babe, I’m on Fire",Nocturama,Can be,Together,Cause I love you,Nick Cave & The Bad Seeds
"Babe, I’m on Fire",Nocturama,Together,Cause I love you,,Nick Cave & The Bad Seeds
"Babe, I’m on Fire",Nocturama,Cause I love you,,The blind referee says it,Nick Cave & The Bad Seeds
"Babe, I’m on Fire",Nocturama,,The blind referee says it,The unlucky amputee says it,Nick Cave & The Bad Seeds
"Babe, I’m on Fire",Nocturama,The blind referee says it,The unlucky amputee says it,The giant killer bee,Nick Cave & The Bad Seeds
"Babe, I’m on Fire",Nocturama,The unlucky amputee says it,The giant killer bee,Landing on my knee says,Nick Cave & The Bad Seeds
"Babe, I’m on Fire",Nocturama,The giant killer bee,Landing on my knee says,"Babe, I’m on fire",Nick Cave & The Bad Seeds
"Babe, I’m on Fire",Nocturama,Landing on my knee says,"Babe, I’m on fire","Babe, I’m on fire",Nick Cave & The Bad Seeds
"Babe, I’m on Fire",Nocturama,"Babe, I’m on fire","Babe, I’m on fire",,Nick Cave & The Bad Seeds
"Babe, I’m on Fire",Nocturama,"Babe, I’m on fire",,The cop with his breathalyser,Nick Cave & The Bad Seeds
"Babe, I’m on Fire",Nocturama,,The cop with his breathalyser,The paddy with his fertiliser,Nick Cave & The Bad Seeds
"Babe, I’m on Fire",Nocturama,The cop with his breathalyser,The paddy with his fertiliser,The man in the basement,Nick Cave & The Bad Seeds
"Babe, I’m on Fire",Nocturama,The paddy with his fertiliser,The man in the basement,That’s getting a taste for it says,Nick Cave & The Bad Seeds
"Babe, I’m on Fire",Nocturama,The man in the basement,That’s getting a taste for it says,"Babe, I’m on fire",Nick Cave & The Bad Seeds
"Babe, I’m on Fire",Nocturama,That’s getting a taste for it says,"Babe, I’m on fire","Babe, I’m on fire",Nick Cave & The Bad Seeds
"Babe, I’m on Fire",Nocturama,"Babe, I’m on fire","Babe, I’m on fire",,Nick Cave & The Bad Seeds
"Babe, I’m on Fire",Nocturama,"Babe, I’m on fire",,The fucked-up Rastafarian says it,Nick Cave & The Bad Seeds
"Babe, I’m on Fire",Nocturama,,The fucked-up Rastafarian says it,The dribbling libertarian says it,Nick Cave & The Bad Seeds
"Babe, I’m on Fire",Nocturama,The fucked-up Rastafarian says it,The dribbling libertarian says it,The sweet little Goth,Nick Cave & The Bad Seeds
"Babe, I’m on Fire",Nocturama,The dribbling libertarian says it,The sweet little Goth,With the ears of cloth says,Nick Cave & The Bad Seeds
"Babe, I’m on Fire",Nocturama,The sweet little Goth,With the ears of cloth says,"Babe, I’m on fire",Nick Cave & The Bad Seeds
"Babe, I’m on Fire",Nocturama,With the ears of cloth says,"Babe, I’m on fire","Babe, I’m on fire",Nick Cave & The Bad Seeds
"Babe, I’m on Fire",Nocturama,"Babe, I’m on fire","Babe, I’m on fire",,Nick Cave & The Bad Seeds
"Babe, I’m on Fire",Nocturama,"Babe, I’m on fire",,The cross-over country singer says it,Nick Cave & The Bad Seeds
"Babe, I’m on Fire",Nocturama,,The cross-over country singer says it,The hump-backed bell ringer says it,Nick Cave & The Bad Seeds
"Babe, I’m on Fire",Nocturama,The cross-over country singer says it,The hump-backed bell ringer says it,"The swinger, the flinger",Nick Cave & The Bad Seeds
"Babe, I’m on Fire",Nocturama,The hump-backed bell ringer says it,"The swinger, the flinger",The outraged right-winger says,Nick Cave & The Bad Seeds
"Babe, I’m on Fire",Nocturama,"The swinger, the flinger",The outraged right-winger says,"Babe, I’m on fire",Nick Cave & The Bad Seeds
"Babe, I’m on Fire",Nocturama,The outraged right-winger says,"Babe, I’m on fire","Babe, I’m on fire",Nick Cave & The Bad Seeds
"Babe, I’m on Fire",Nocturama,"Babe, I’m on fire","Babe, I’m on fire",,Nick Cave & The Bad Seeds
"Babe, I’m on Fire",Nocturama,"Babe, I’m on fire",,The man going hiking says it,Nick Cave & The Bad Seeds
"Babe, I’m on Fire",Nocturama,,The man going hiking says it,The misunderstood Viking says it,Nick Cave & The Bad Seeds
"Babe, I’m on Fire",Nocturama,The man going hiking says it,The misunderstood Viking says it,The man at the rodeo,Nick Cave & The Bad Seeds
"Babe, I’m on Fire",Nocturama,The misunderstood Viking says it,The man at the rodeo,And the lonely Eskimo says,Nick Cave & The Bad Seeds
"Babe, I’m on Fire",Nocturama,The man at the rodeo,And the lonely Eskimo says,"Babe, I’m on fire",Nick Cave & The Bad Seeds
"Babe, I’m on Fire",Nocturama,And the lonely Eskimo says,"Babe, I’m on fire","Babe, I’m on fire",Nick Cave & The Bad Seeds
"Babe, I’m on Fire",Nocturama,"Babe, I’m on fire","Babe, I’m on fire",,Nick Cave & The Bad Seeds
"Babe, I’m on Fire",Nocturama,"Babe, I’m on fire",,"Hit me up, baby, and knock me down",Nick Cave & The Bad Seeds
"Babe, I’m on Fire",Nocturama,,"Hit me up, baby, and knock me down",Drop what you’re doing and come around,Nick Cave & The Bad Seeds
"Babe, I’m on Fire",Nocturama,"Hit me up, baby, and knock me down",Drop what you’re doing and come around,We can hold hand till the sun goes down,Nick Cave & The Bad Seeds
"Babe, I’m on Fire",Nocturama,Drop what you’re doing and come around,We can hold hand till the sun goes down,Cause I know,Nick Cave & The Bad Seeds
"Babe, I’m on Fire",Nocturama,We can hold hand till the sun goes down,Cause I know,That you,Nick Cave & The Bad Seeds
"Babe, I’m on Fire",Nocturama,Cause I know,That you,And I,Nick Cave & The Bad Seeds
"Babe, I’m on Fire",Nocturama,That you,And I,Can be,Nick Cave & The Bad Seeds
"Babe, I’m on Fire",Nocturama,And I,Can be,Together,Nick Cave & The Bad Seeds
"Babe, I’m on Fire",Nocturama,Can be,Together,Cause I love you,Nick Cave & The Bad Seeds
"Babe, I’m on Fire",Nocturama,Together,Cause I love you,,Nick Cave & The Bad Seeds
"Babe, I’m on Fire",Nocturama,Cause I love you,,The mild little Christian says it,Nick Cave & The Bad Seeds
"Babe, I’m on Fire",Nocturama,,The mild little Christian says it,The wild Sonny Liston says it,Nick Cave & The Bad Seeds
"Babe, I’m on Fire",Nocturama,The mild little Christian says it,The wild Sonny Liston says it,The pimp and the gimp,Nick Cave & The Bad Seeds
"Babe, I’m on Fire",Nocturama,The wild Sonny Liston says it,The pimp and the gimp,And the guy with the limp says,Nick Cave & The Bad Seeds
"Babe, I’m on Fire",Nocturama,The pimp and the gimp,And the guy with the limp says,"Babe, I’m on fire",Nick Cave & The Bad Seeds
"Babe, I’m on Fire",Nocturama,And the guy with the limp says,"Babe, I’m on fire","Babe, I’m on fire",Nick Cave & The Bad Seeds
"Babe, I’m on Fire",Nocturama,"Babe, I’m on fire","Babe, I’m on fire",,Nick Cave & The Bad Seeds
"Babe, I’m on Fire",Nocturama,"Babe, I’m on fire",,The blind piano tuner says it,Nick Cave & The Bad Seeds
"Babe, I’m on Fire",Nocturama,,The blind piano tuner says it,The Las Vegas crooner says it,Nick Cave & The Bad Seeds
"Babe, I’m on Fire",Nocturama,The blind piano tuner says it,The Las Vegas crooner says it,The hooligan sooner,Nick Cave & The Bad Seeds
"Babe, I’m on Fire",Nocturama,The Las Vegas crooner says it,The hooligan sooner,Holding a schooner says,Nick Cave & The Bad Seeds
"Babe, I’m on Fire",Nocturama,The hooligan sooner,Holding a schooner says,"Babe, I’m on fire",Nick Cave & The Bad Seeds
"Babe, I’m on Fire",Nocturama,Holding a schooner says,"Babe, I’m on fire","Babe, I’m on fire",Nick Cave & The Bad Seeds
"Babe, I’m on Fire",Nocturama,"Babe, I’m on fire","Babe, I’m on fire",,Nick Cave & The Bad Seeds
"Babe, I’m on Fire",Nocturama,"Babe, I’m on fire",,The Chinese contortionist says it,Nick Cave & The Bad Seeds
"Babe, I’m on Fire",Nocturama,,The Chinese contortionist says it,The backyard abortionist says it,Nick Cave & The Bad Seeds
"Babe, I’m on Fire",Nocturama,The Chinese contortionist says it,The backyard abortionist says it,The poor Pakistani,Nick Cave & The Bad Seeds
"Babe, I’m on Fire",Nocturama,The backyard abortionist says it,The poor Pakistani,With his lamb Bhirriani says,Nick Cave & The Bad Seeds
"Babe, I’m on Fire",Nocturama,The poor Pakistani,With his lamb Bhirriani says,"Babe, I’m on fire",Nick Cave & The Bad Seeds
"Babe, I’m on Fire",Nocturama,With his lamb Bhirriani says,"Babe, I’m on fire","Babe, I’m on fire",Nick Cave & The Bad Seeds
"Babe, I’m on Fire",Nocturama,"Babe, I’m on fire","Babe, I’m on fire",,Nick Cave & The Bad Seeds
"Babe, I’m on Fire",Nocturama,"Babe, I’m on fire",,The hopeless defendant says it,Nick Cave & The Bad Seeds
"Babe, I’m on Fire",Nocturama,,The hopeless defendant says it,The toilet attendant says it,Nick Cave & The Bad Seeds
"Babe, I’m on Fire",Nocturama,The hopeless defendant says it,The toilet attendant says it,"The pornographer, the stenographer",Nick Cave & The Bad Seeds
"Babe, I’m on Fire",Nocturama,The toilet attendant says it,"The pornographer, the stenographer",The fashion photographer says,Nick Cave & The Bad Seeds
"Babe, I’m on Fire",Nocturama,"The pornographer, the stenographer",The fashion photographer says,"Babe, I’m on fire",Nick Cave & The Bad Seeds
"Babe, I’m on Fire",Nocturama,The fashion photographer says,"Babe, I’m on fire","Babe, I’m on fire",Nick Cave & The Bad Seeds
"Babe, I’m on Fire",Nocturama,"Babe, I’m on fire","Babe, I’m on fire",,Nick Cave & The Bad Seeds
"Babe, I’m on Fire",Nocturama,"Babe, I’m on fire",,The college professor says it,Nick Cave & The Bad Seeds
"Babe, I’m on Fire",Nocturama,,The college professor says it,The vicious cross-dresser says it,Nick Cave & The Bad Seeds
"Babe, I’m on Fire",Nocturama,The college professor says it,The vicious cross-dresser says it,Grandma and Grandpa,Nick Cave & The Bad Seeds
"Babe, I’m on Fire",Nocturama,The vicious cross-dresser says it,Grandma and Grandpa,In the back of the car says,Nick Cave & The Bad Seeds
"Babe, I’m on Fire",Nocturama,Grandma and Grandpa,In the back of the car says,"Babe, I’m on fire",Nick Cave & The Bad Seeds
"Babe, I’m on Fire",Nocturama,In the back of the car says,"Babe, I’m on fire","Babe, I’m on fire",Nick Cave & The Bad Seeds
"Babe, I’m on Fire",Nocturama,"Babe, I’m on fire","Babe, I’m on fire",,Nick Cave & The Bad Seeds
"Babe, I’m on Fire",Nocturama,"Babe, I’m on fire",,"Hit me up, baby, and knock me down",Nick Cave & The Bad Seeds
"Babe, I’m on Fire",Nocturama,,"Hit me up, baby, and knock me down",Drop what you’re doing and come around,Nick Cave & The Bad Seeds
"Babe, I’m on Fire",Nocturama,"Hit me up, baby, and knock me down",Drop what you’re doing and come around,We can hold hand till the sun goes down,Nick Cave & The Bad Seeds
"Babe, I’m on Fire",Nocturama,Drop what you’re doing and come around,We can hold hand till the sun goes down,Cause I know,Nick Cave & The Bad Seeds
"Babe, I’m on Fire",Nocturama,We can hold hand till the sun goes down,Cause I know,That you,Nick Cave & The Bad Seeds
"Babe, I’m on Fire",Nocturama,Cause I know,That you,And I,Nick Cave & The Bad Seeds
"Babe, I’m on Fire",Nocturama,That you,And I,Can be,Nick Cave & The Bad Seeds
"Babe, I’m on Fire",Nocturama,And I,Can be,Together,Nick Cave & The Bad Seeds
"Babe, I’m on Fire",Nocturama,Can be,Together,Cause I love you,Nick Cave & The Bad Seeds
"Babe, I’m on Fire",Nocturama,Together,Cause I love you,,Nick Cave & The Bad Seeds
"Babe, I’m on Fire",Nocturama,Cause I love you,,The hack at the doorstep says it,Nick Cave & The Bad Seeds
"Babe, I’m on Fire",Nocturama,,The hack at the doorstep says it,The midwife with her forceps says it,Nick Cave & The Bad Seeds
"Babe, I’m on Fire",Nocturama,The hack at the doorstep says it,The midwife with her forceps says it,The demented young lady,Nick Cave & The Bad Seeds
"Babe, I’m on Fire",Nocturama,The midwife with her forceps says it,The demented young lady,Who is roasting her baby,Nick Cave & The Bad Seeds
"Babe, I’m on Fire",Nocturama,The demented young lady,Who is roasting her baby,On the fire,Nick Cave & The Bad Seeds
"Babe, I’m on Fire",Nocturama,Who is roasting her baby,On the fire,"Babe, I’m on fire",Nick Cave & The Bad Seeds
"Babe, I’m on Fire",Nocturama,On the fire,"Babe, I’m on fire",,Nick Cave & The Bad Seeds
"Babe, I’m on Fire",Nocturama,"Babe, I’m on fire",,The athlete with his hernia says it,Nick Cave & The Bad Seeds
"Babe, I’m on Fire",Nocturama,,The athlete with his hernia says it,Picasso with his Guernica says it,Nick Cave & The Bad Seeds
"Babe, I’m on Fire",Nocturama,The athlete with his hernia says it,Picasso with his Guernica says it,My wife with her furniture,Nick Cave & The Bad Seeds
"Babe, I’m on Fire",Nocturama,Picasso with his Guernica says it,My wife with her furniture,Everybody!,Nick Cave & The Bad Seeds
"Babe, I’m on Fire",Nocturama,My wife with her furniture,Everybody!,"Babe, I’m on fire",Nick Cave & The Bad Seeds
"Babe, I’m on Fire",Nocturama,Everybody!,"Babe, I’m on fire","Babe, I’m on fire",Nick Cave & The Bad Seeds
"Babe, I’m on Fire",Nocturama,"Babe, I’m on fire","Babe, I’m on fire",,Nick Cave & The Bad Seeds
"Babe, I’m on Fire",Nocturama,"Babe, I’m on fire",,The laughing hyena says it,Nick Cave & The Bad Seeds
"Babe, I’m on Fire",Nocturama,,The laughing hyena says it,The homesick polish cleaner says it,Nick Cave & The Bad Seeds
"Babe, I’m on Fire",Nocturama,The laughing hyena says it,The homesick polish cleaner says it,The man from the Klan,Nick Cave & The Bad Seeds
"Babe, I’m on Fire",Nocturama,The homesick polish cleaner says it,The man from the Klan,With a torch in his hand says,Nick Cave & The Bad Seeds
"Babe, I’m on Fire",Nocturama,The man from the Klan,With a torch in his hand says,"Babe, I’m on fire",Nick Cave & The Bad Seeds
"Babe, I’m on Fire",Nocturama,With a torch in his hand says,"Babe, I’m on fire","Babe, I’m on fire",Nick Cave & The Bad Seeds
"Babe, I’m on Fire",Nocturama,"Babe, I’m on fire","Babe, I’m on fire",,Nick Cave & The Bad Seeds
