song,album,prev,lyric,next,artist
Worm Tamer,Grinderman 2,Eating inchworms down the bill-a-bong,I spent all last night trying to untangle her,I guess that I’ve loved you for too long,Grinderman
Worm Tamer,Grinderman 2,I spent all last night trying to untangle her,I guess that I’ve loved you for too long,,Grinderman
Worm Tamer,Grinderman 2,I guess that I’ve loved you for too long,,For too long!,Grinderman
Worm Tamer,Grinderman 2,,For too long!,For too long!,Grinderman
Worm Tamer,Grinderman 2,For too long!,For too long!,,Grinderman
Worm Tamer,Grinderman 2,For too long!,,You know they call my baby The Mambo Rider,Grinderman
Worm Tamer,Grinderman 2,,You know they call my baby The Mambo Rider,I cry storms of tears till the rising of the dawn,Grinderman
Worm Tamer,Grinderman 2,You know they call my baby The Mambo Rider,I cry storms of tears till the rising of the dawn,You know I’m only happy when I’m inside her,Grinderman
Worm Tamer,Grinderman 2,I cry storms of tears till the rising of the dawn,You know I’m only happy when I’m inside her,I guess that I’ve just loved you for too long,Grinderman
Worm Tamer,Grinderman 2,You know I’m only happy when I’m inside her,I guess that I’ve just loved you for too long,,Grinderman
Worm Tamer,Grinderman 2,I guess that I’ve just loved you for too long,,For too long!,Grinderman
Worm Tamer,Grinderman 2,,For too long!,For too long!,Grinderman
Worm Tamer,Grinderman 2,For too long!,For too long!,,Grinderman
Worm Tamer,Grinderman 2,For too long!,,Well my baby calls me the Loch Ness Monster,Grinderman
Worm Tamer,Grinderman 2,,Well my baby calls me the Loch Ness Monster,Two great big humps and then I’m gone,Grinderman
Worm Tamer,Grinderman 2,Well my baby calls me the Loch Ness Monster,Two great big humps and then I’m gone,But actually I am the Abominable Snowman,Grinderman
Worm Tamer,Grinderman 2,Two great big humps and then I’m gone,But actually I am the Abominable Snowman,And I guess I’ve loved you for too long,Grinderman
Worm Tamer,Grinderman 2,But actually I am the Abominable Snowman,And I guess I’ve loved you for too long,,Grinderman
Heathen Child,Grinderman 2,,Hey little Moo Moo,Light as a rainbow,Grinderman
Heathen Child,Grinderman 2,Hey little Moo Moo,Light as a rainbow,Happy as an asteroid,Grinderman
Heathen Child,Grinderman 2,Light as a rainbow,Happy as an asteroid,Crashed in the bathtub,Grinderman
Heathen Child,Grinderman 2,Happy as an asteroid,Crashed in the bathtub,Yeah sitting in the bathtub,Grinderman
Heathen Child,Grinderman 2,Crashed in the bathtub,Yeah sitting in the bathtub,Full of her fingers,Grinderman
Heathen Child,Grinderman 2,Yeah sitting in the bathtub,Full of her fingers,Full of her fingers,Grinderman
Heathen Child,Grinderman 2,Full of her fingers,Full of her fingers,Sitting in the bathtub,Grinderman
Heathen Child,Grinderman 2,Full of her fingers,Sitting in the bathtub,Says I’m scared and lonely,Grinderman
Heathen Child,Grinderman 2,Sitting in the bathtub,Says I’m scared and lonely,Never see no one,Grinderman
Heathen Child,Grinderman 2,Says I’m scared and lonely,Never see no one,Says I’m scared and lonely,Grinderman
Heathen Child,Grinderman 2,Never see no one,Says I’m scared and lonely,Here come the Wolfman,Grinderman
Heathen Child,Grinderman 2,Says I’m scared and lonely,Here come the Wolfman,Saying hey little Moo Moo,Grinderman
Heathen Child,Grinderman 2,Here come the Wolfman,Saying hey little Moo Moo,Saying hey little Moo Moo,Grinderman
Heathen Child,Grinderman 2,Saying hey little Moo Moo,Saying hey little Moo Moo,Sitting in the bathtub,Grinderman
Heathen Child,Grinderman 2,Saying hey little Moo Moo,Sitting in the bathtub,,Grinderman
Heathen Child,Grinderman 2,Sitting in the bathtub,,My heathen child,Grinderman
Heathen Child,Grinderman 2,,My heathen child,She’s a heathen child,Grinderman
Heathen Child,Grinderman 2,My heathen child,She’s a heathen child,She’s a heathen child,Grinderman
Heathen Child,Grinderman 2,She’s a heathen child,She’s a heathen child,She’s a real wild child,Grinderman
Heathen Child,Grinderman 2,She’s a heathen child,She’s a real wild child,,Grinderman
Heathen Child,Grinderman 2,She’s a real wild child,,She gotta little powder,Grinderman
Heathen Child,Grinderman 2,,She gotta little powder,She gotta little gun,Grinderman
Heathen Child,Grinderman 2,She gotta little powder,She gotta little gun,"She gotta little poison, gotta little gun",Grinderman
Heathen Child,Grinderman 2,She gotta little gun,"She gotta little poison, gotta little gun",Sitting in the bathtub sucking her thumb,Grinderman
Heathen Child,Grinderman 2,"She gotta little poison, gotta little gun",Sitting in the bathtub sucking her thumb,Says I don’t care about Buddha,Grinderman
Heathen Child,Grinderman 2,Sitting in the bathtub sucking her thumb,Says I don’t care about Buddha,I don’t care about Krishna,Grinderman
Heathen Child,Grinderman 2,Says I don’t care about Buddha,I don’t care about Krishna,I don’t care about Allah,Grinderman
Heathen Child,Grinderman 2,I don’t care about Krishna,I don’t care about Allah,I don’t care about any of them,Grinderman
Heathen Child,Grinderman 2,I don’t care about Allah,I don’t care about any of them,Just sitting in the bathtub sucking her thumb,Grinderman
Heathen Child,Grinderman 2,I don’t care about any of them,Just sitting in the bathtub sucking her thumb,,Grinderman
Heathen Child,Grinderman 2,Just sitting in the bathtub sucking her thumb,,Cause she’s a heathen child,Grinderman
Heathen Child,Grinderman 2,,Cause she’s a heathen child,She’s a heathen child,Grinderman
Heathen Child,Grinderman 2,Cause she’s a heathen child,She’s a heathen child,She’s a heathen child,Grinderman
Heathen Child,Grinderman 2,She’s a heathen child,She’s a heathen child,Yeah she’s a real wild child,Grinderman
Heathen Child,Grinderman 2,She’s a heathen child,Yeah she’s a real wild child,,Grinderman
Heathen Child,Grinderman 2,Yeah she’s a real wild child,,Poor little Moo Moo,Grinderman
Heathen Child,Grinderman 2,,Poor little Moo Moo,Papped and Monroed,Grinderman
Heathen Child,Grinderman 2,Poor little Moo Moo,Papped and Monroed,"She’s gotta little powder, gotta lil gun",Grinderman
Heathen Child,Grinderman 2,Papped and Monroed,"She’s gotta little powder, gotta lil gun",Sitting in the bathtub having some fun,Grinderman
Heathen Child,Grinderman 2,"She’s gotta little powder, gotta lil gun",Sitting in the bathtub having some fun,She was raised by beasts,Grinderman
Heathen Child,Grinderman 2,Sitting in the bathtub having some fun,She was raised by beasts,Photographed by vultures,Grinderman
Heathen Child,Grinderman 2,She was raised by beasts,Photographed by vultures,Here come the Wolfman!,Grinderman
Heathen Child,Grinderman 2,Photographed by vultures,Here come the Wolfman!,The Abominable Snowman!,Grinderman
Heathen Child,Grinderman 2,Here come the Wolfman!,The Abominable Snowman!,Gotta little poison,Grinderman
Heathen Child,Grinderman 2,The Abominable Snowman!,Gotta little poison,Gotta little gun,Grinderman
Heathen Child,Grinderman 2,Gotta little poison,Gotta little gun,Sitting in the bathtub,Grinderman
Heathen Child,Grinderman 2,Gotta little gun,Sitting in the bathtub,Waiting for the Wolfman to come,Grinderman
Heathen Child,Grinderman 2,Sitting in the bathtub,Waiting for the Wolfman to come,,Grinderman
Heathen Child,Grinderman 2,Waiting for the Wolfman to come,,You think your great big husband will protect you,Grinderman
Heathen Child,Grinderman 2,,You think your great big husband will protect you,You are wrong,Grinderman
Heathen Child,Grinderman 2,You think your great big husband will protect you,You are wrong,You think your little wife will protect you,Grinderman
Heathen Child,Grinderman 2,You are wrong,You think your little wife will protect you,,Grinderman
Heathen Child,Grinderman 2,You think your little wife will protect you,,You are wrong,Grinderman
Heathen Child,Grinderman 2,,You are wrong,You think your children will protect you,Grinderman
Heathen Child,Grinderman 2,You are wrong,You think your children will protect you,You are wrong,Grinderman
Heathen Child,Grinderman 2,You think your children will protect you,You are wrong,You think your government will protect you,Grinderman
Heathen Child,Grinderman 2,You are wrong,You think your government will protect you,You are wrong,Grinderman
Heathen Child,Grinderman 2,You think your government will protect you,You are wrong,She don’t care about Allah,Grinderman
Heathen Child,Grinderman 2,You are wrong,She don’t care about Allah,She is the Allah,Grinderman
Heathen Child,Grinderman 2,She don’t care about Allah,She is the Allah,She don’t care about Buddah,Grinderman
Heathen Child,Grinderman 2,She is the Allah,She don’t care about Buddah,She is the Buddah,Grinderman
Heathen Child,Grinderman 2,She don’t care about Buddah,She is the Buddah,,Grinderman
Heathen Child,Grinderman 2,She is the Buddah,,She’s a heathen child,Grinderman
Heathen Child,Grinderman 2,,She’s a heathen child,She’s a heathen child,Grinderman
Heathen Child,Grinderman 2,She’s a heathen child,She’s a heathen child,She’s a heathen child,Grinderman
Heathen Child,Grinderman 2,She’s a heathen child,She’s a heathen child,She’s a real wild child,Grinderman
Heathen Child,Grinderman 2,She’s a heathen child,She’s a real wild child,,Grinderman
Heathen Child,Grinderman 2,She’s a real wild child,,Down child! Down child!,Grinderman
Heathen Child,Grinderman 2,,Down child! Down child!,,Grinderman
When My Baby Comes,Grinderman 2,,Thank God we don’t get all our hurts,At once that would be really really bad thing,Grinderman
When My Baby Comes,Grinderman 2,Thank God we don’t get all our hurts,At once that would be really really bad thing,When my baby comes,Grinderman
When My Baby Comes,Grinderman 2,At once that would be really really bad thing,When my baby comes,Thank God we don’t get all our olds at the one time,Grinderman
When My Baby Comes,Grinderman 2,When my baby comes,Thank God we don’t get all our olds at the one time,O listen to me talking in my hospital gown!,Grinderman
When My Baby Comes,Grinderman 2,Thank God we don’t get all our olds at the one time,O listen to me talking in my hospital gown!,When my baby comes,Grinderman
When My Baby Comes,Grinderman 2,O listen to me talking in my hospital gown!,When my baby comes,Best thing about this place are the showers,Grinderman
When My Baby Comes,Grinderman 2,When my baby comes,Best thing about this place are the showers,Worst thing is the visiting hours,Grinderman
When My Baby Comes,Grinderman 2,Best thing about this place are the showers,Worst thing is the visiting hours,"Hey, careful of the carpet",Grinderman
When My Baby Comes,Grinderman 2,Worst thing is the visiting hours,"Hey, careful of the carpet",When my baby comes,Grinderman
When My Baby Comes,Grinderman 2,"Hey, careful of the carpet",When my baby comes,They had pistols and they had guns,Grinderman
When My Baby Comes,Grinderman 2,When my baby comes,They had pistols and they had guns,They threw me on the ground and they entered into me,Grinderman
When My Baby Comes,Grinderman 2,They had pistols and they had guns,They threw me on the ground and they entered into me,I was only fifteen,Grinderman
When My Baby Comes,Grinderman 2,They threw me on the ground and they entered into me,I was only fifteen,When my baby comes,Grinderman
When My Baby Comes,Grinderman 2,I was only fifteen,When my baby comes,,Grinderman
When My Baby Comes,Grinderman 2,When my baby comes,,"Just how long you gonna be, my baby?",Grinderman
When My Baby Comes,Grinderman 2,,"Just how long you gonna be, my baby?","Just how long you gonna be, my baby?",Grinderman
When My Baby Comes,Grinderman 2,"Just how long you gonna be, my baby?","Just how long you gonna be, my baby?",Until you come?,Grinderman
When My Baby Comes,Grinderman 2,"Just how long you gonna be, my baby?",Until you come?,"Just how long you gonna be, my baby?",Grinderman
When My Baby Comes,Grinderman 2,Until you come?,"Just how long you gonna be, my baby?","Just how long you gonna be, my baby?",Grinderman
When My Baby Comes,Grinderman 2,"Just how long you gonna be, my baby?","Just how long you gonna be, my baby?",Until you come?,Grinderman
When My Baby Comes,Grinderman 2,"Just how long you gonna be, my baby?",Until you come?,,Grinderman
When My Baby Comes,Grinderman 2,Until you come?,,She got hands as white as milk,Grinderman
When My Baby Comes,Grinderman 2,,She got hands as white as milk,And she weaves a loop of spider’s silk that glistens,Grinderman
When My Baby Comes,Grinderman 2,She got hands as white as milk,And she weaves a loop of spider’s silk that glistens,When my baby comes,Grinderman
When My Baby Comes,Grinderman 2,And she weaves a loop of spider’s silk that glistens,When my baby comes,There is an ancient question behind her eyes,Grinderman
When My Baby Comes,Grinderman 2,When my baby comes,There is an ancient question behind her eyes,That I can’t even begin to describe,Grinderman
When My Baby Comes,Grinderman 2,There is an ancient question behind her eyes,That I can’t even begin to describe,"Hey, listen don’t do that on the carpet!",Grinderman
When My Baby Comes,Grinderman 2,That I can’t even begin to describe,"Hey, listen don’t do that on the carpet!",When my baby comes,Grinderman
When My Baby Comes,Grinderman 2,"Hey, listen don’t do that on the carpet!",When my baby comes,Is there anyone out there feel they wasted their lives?,Grinderman
When My Baby Comes,Grinderman 2,When my baby comes,Is there anyone out there feel they wasted their lives?,On booze and drugs and husbands and wives and making money?,Grinderman
When My Baby Comes,Grinderman 2,Is there anyone out there feel they wasted their lives?,On booze and drugs and husbands and wives and making money?,When my baby comes,Grinderman
When My Baby Comes,Grinderman 2,On booze and drugs and husbands and wives and making money?,When my baby comes,"Well, they had pistols and they had guns, my skirt above my head",Grinderman
When My Baby Comes,Grinderman 2,When my baby comes,"Well, they had pistols and they had guns, my skirt above my head","Well, I was so much older when I crawled out",Grinderman
When My Baby Comes,Grinderman 2,"Well, they had pistols and they had guns, my skirt above my head","Well, I was so much older when I crawled out",From under their mushroom cloud,Grinderman
When My Baby Comes,Grinderman 2,"Well, I was so much older when I crawled out",From under their mushroom cloud,,Grinderman
When My Baby Comes,Grinderman 2,From under their mushroom cloud,,"Just how long you gonna be, my baby?",Grinderman
When My Baby Comes,Grinderman 2,,"Just how long you gonna be, my baby?","Just how long you gonna be, my baby?",Grinderman
When My Baby Comes,Grinderman 2,"Just how long you gonna be, my baby?","Just how long you gonna be, my baby?",Until you come?,Grinderman
When My Baby Comes,Grinderman 2,"Just how long you gonna be, my baby?",Until you come?,"Just how long you gonna be, my baby?",Grinderman
When My Baby Comes,Grinderman 2,Until you come?,"Just how long you gonna be, my baby?","Just how long you gonna be, my baby?",Grinderman
When My Baby Comes,Grinderman 2,"Just how long you gonna be, my baby?","Just how long you gonna be, my baby?",Until you come?,Grinderman
When My Baby Comes,Grinderman 2,"Just how long you gonna be, my baby?",Until you come?,"Just how long you gonna be, my baby?",Grinderman
When My Baby Comes,Grinderman 2,Until you come?,"Just how long you gonna be, my baby?","Just how long you gonna be, my baby?",Grinderman
When My Baby Comes,Grinderman 2,"Just how long you gonna be, my baby?","Just how long you gonna be, my baby?",Until you come?,Grinderman
When My Baby Comes,Grinderman 2,"Just how long you gonna be, my baby?",Until you come?,When she comes,Grinderman
When My Baby Comes,Grinderman 2,Until you come?,When she comes,When she comes,Grinderman
When My Baby Comes,Grinderman 2,When she comes,When she comes,,Grinderman
What I Know,Grinderman 2,,"Yes, I know",I know,Grinderman
What I Know,Grinderman 2,"Yes, I know",I know,I know it,Grinderman
What I Know,Grinderman 2,I know,I know it,From the day,Grinderman
What I Know,Grinderman 2,I know it,From the day,That I was born,Grinderman
What I Know,Grinderman 2,From the day,That I was born,"Yes, I know",Grinderman
What I Know,Grinderman 2,That I was born,"Yes, I know",From the time,Grinderman
What I Know,Grinderman 2,"Yes, I know",From the time,I went to school,Grinderman
What I Know,Grinderman 2,From the time,I went to school,"Yes, I know",Grinderman
What I Know,Grinderman 2,I went to school,"Yes, I know",From the time,Grinderman
What I Know,Grinderman 2,"Yes, I know",From the time,I was teenager,Grinderman
What I Know,Grinderman 2,From the time,I was teenager,"I know, I know",Grinderman
What I Know,Grinderman 2,I was teenager,"I know, I know",From the time,Grinderman
What I Know,Grinderman 2,"I know, I know",From the time,I got married,Grinderman
What I Know,Grinderman 2,From the time,I got married,"Hey, I know",Grinderman
What I Know,Grinderman 2,I got married,"Hey, I know",A million things,Grinderman
What I Know,Grinderman 2,"Hey, I know",A million things,Are gonna happen to me,Grinderman
What I Know,Grinderman 2,A million things,Are gonna happen to me,In rooms that are much like this,Grinderman
What I Know,Grinderman 2,Are gonna happen to me,In rooms that are much like this,But it will never be enough,Grinderman
What I Know,Grinderman 2,In rooms that are much like this,But it will never be enough,It will never ever be enough,Grinderman
What I Know,Grinderman 2,But it will never be enough,It will never ever be enough,So you better come over here,Grinderman
What I Know,Grinderman 2,It will never ever be enough,So you better come over here,So you better come over here,Grinderman
What I Know,Grinderman 2,So you better come over here,So you better come over here,So you better come over here,Grinderman
What I Know,Grinderman 2,So you better come over here,So you better come over here,So you better come over here,Grinderman
What I Know,Grinderman 2,So you better come over here,So you better come over here,Cause yeah I know,Grinderman
What I Know,Grinderman 2,So you better come over here,Cause yeah I know,I know,Grinderman
What I Know,Grinderman 2,Cause yeah I know,I know,Never,Grinderman
What I Know,Grinderman 2,I know,Never,Ever,Grinderman
What I Know,Grinderman 2,Never,Ever,No,Grinderman
What I Know,Grinderman 2,Ever,No,,Grinderman
Evil!,Grinderman 2,,"O baby, baby, baby!",O my precious baby!,Grinderman
Evil!,Grinderman 2,"O baby, baby, baby!",O my precious baby!,,Grinderman
Evil!,Grinderman 2,O my precious baby!,,"O baby, baby, baby!",Grinderman
Evil!,Grinderman 2,,"O baby, baby, baby!",Who needs the stars? You are my star!,Grinderman
Evil!,Grinderman 2,"O baby, baby, baby!",Who needs the stars? You are my star!,Who needs the moon? You are my moon!,Grinderman
Evil!,Grinderman 2,Who needs the stars? You are my star!,Who needs the moon? You are my moon!,"O baby, baby, baby!",Grinderman
Evil!,Grinderman 2,Who needs the moon? You are my moon!,"O baby, baby, baby!",,Grinderman
Evil!,Grinderman 2,"O baby, baby, baby!",,Evil! Evil! Evil! Evil!,Grinderman
Evil!,Grinderman 2,,Evil! Evil! Evil! Evil!,,Grinderman
Evil!,Grinderman 2,Evil! Evil! Evil! Evil!,,"Cling to me, baby, in this rented room",Grinderman
Evil!,Grinderman 2,,"Cling to me, baby, in this rented room",Who needs the TV? You are my TV!,Grinderman
Evil!,Grinderman 2,"Cling to me, baby, in this rented room",Who needs the TV? You are my TV!,Who needs a record player? You are my record player!,Grinderman
Evil!,Grinderman 2,Who needs the TV? You are my TV!,Who needs a record player? You are my record player!,O cling to me baby in this rented room,Grinderman
Evil!,Grinderman 2,Who needs a record player? You are my record player!,O cling to me baby in this rented room,,Grinderman
Evil!,Grinderman 2,O cling to me baby in this rented room,,Evil! Evil! Evil! Evil!,Grinderman
Evil!,Grinderman 2,,Evil! Evil! Evil! Evil!,,Grinderman
Evil!,Grinderman 2,Evil! Evil! Evil! Evil!,,Hear the ringing on the telephone,Grinderman
Evil!,Grinderman 2,,Hear the ringing on the telephone,A voice from a hundred miles away,Grinderman
Evil!,Grinderman 2,Hear the ringing on the telephone,A voice from a hundred miles away,Its breath is heavy and you’re all alone,Grinderman
Evil!,Grinderman 2,A voice from a hundred miles away,Its breath is heavy and you’re all alone,It’s got something that it wants to say,Grinderman
Evil!,Grinderman 2,Its breath is heavy and you’re all alone,It’s got something that it wants to say,It’s got something that it wants to say,Grinderman
Evil!,Grinderman 2,It’s got something that it wants to say,It’s got something that it wants to say,Its breath is heavy and you’re all alone,Grinderman
Evil!,Grinderman 2,It’s got something that it wants to say,Its breath is heavy and you’re all alone,A voice so clear you can feel its breath,Grinderman
Evil!,Grinderman 2,Its breath is heavy and you’re all alone,A voice so clear you can feel its breath,Coming down the telephone,Grinderman
Evil!,Grinderman 2,A voice so clear you can feel its breath,Coming down the telephone,,Grinderman
Evil!,Grinderman 2,Coming down the telephone,,Evil! Evil! Evil! Evil!,Grinderman
Evil!,Grinderman 2,,Evil! Evil! Evil! Evil!,,Grinderman
Evil!,Grinderman 2,Evil! Evil! Evil! Evil!,,O my precious baby,Grinderman
Evil!,Grinderman 2,,O my precious baby,Now is the time that we must speak,Grinderman
Evil!,Grinderman 2,O my precious baby,Now is the time that we must speak,They have divided us from our children,Grinderman
Evil!,Grinderman 2,Now is the time that we must speak,They have divided us from our children,And they’ve tossed them on the heap,Grinderman
Evil!,Grinderman 2,They have divided us from our children,And they’ve tossed them on the heap,Who needs children? You are my child!,Grinderman
Evil!,Grinderman 2,And they’ve tossed them on the heap,Who needs children? You are my child!,Who needs children? My little lamb!,Grinderman
Evil!,Grinderman 2,Who needs children? You are my child!,Who needs children? My little lamb!,Who needs children! You are my child!,Grinderman
