song,album,prev,lyric,next,artist
Evil!,Grinderman 2,Who needs children? My little lamb!,Who needs children! You are my child!,Crying like a demon in your daddy’s arms!,Grinderman
Evil!,Grinderman 2,Who needs children! You are my child!,Crying like a demon in your daddy’s arms!,,Grinderman
Evil!,Grinderman 2,Crying like a demon in your daddy’s arms!,,Evil! Evil! Evil! Evil!,Grinderman
Evil!,Grinderman 2,,Evil! Evil! Evil! Evil!,,Grinderman
Evil!,Grinderman 2,Evil! Evil! Evil! Evil!,,O cling to me baby in this broken dream,Grinderman
Evil!,Grinderman 2,,O cling to me baby in this broken dream,You are the moon! Who needs the moon?,Grinderman
Evil!,Grinderman 2,O cling to me baby in this broken dream,You are the moon! Who needs the moon?,You are the stars! Who needs the stars?,Grinderman
Evil!,Grinderman 2,You are the moon! Who needs the moon?,You are the stars! Who needs the stars?,O cling to me little baby in this broken dream,Grinderman
Evil!,Grinderman 2,You are the stars! Who needs the stars?,O cling to me little baby in this broken dream,And let me protect you from this evil,Grinderman
Evil!,Grinderman 2,O cling to me little baby in this broken dream,And let me protect you from this evil,,Grinderman
Evil!,Grinderman 2,And let me protect you from this evil,,Evil! Evil! Evil! Evil!,Grinderman
Evil!,Grinderman 2,,Evil! Evil! Evil! Evil!,,Grinderman
Kitchenette,Grinderman 2,,I keep hanging around your kitchenette,And I’m gonna get a pot to cook you in,Grinderman
Kitchenette,Grinderman 2,I keep hanging around your kitchenette,And I’m gonna get a pot to cook you in,I stick my fingers in your biscuit jar,Grinderman
Kitchenette,Grinderman 2,And I’m gonna get a pot to cook you in,I stick my fingers in your biscuit jar,And crush all your gingerbread men,Grinderman
Kitchenette,Grinderman 2,I stick my fingers in your biscuit jar,And crush all your gingerbread men,Cause I want you,Grinderman
Kitchenette,Grinderman 2,And crush all your gingerbread men,Cause I want you,"Yeah, I want you to be my friend",Grinderman
Kitchenette,Grinderman 2,Cause I want you,"Yeah, I want you to be my friend","Yeah, I want you",Grinderman
Kitchenette,Grinderman 2,"Yeah, I want you to be my friend","Yeah, I want you","Yeah, I want to be your solitary man",Grinderman
Kitchenette,Grinderman 2,"Yeah, I want you","Yeah, I want to be your solitary man",,Grinderman
Kitchenette,Grinderman 2,"Yeah, I want to be your solitary man",,Try not to wake the executioner,Grinderman
Kitchenette,Grinderman 2,,Try not to wake the executioner,He’s sleeping with a fireman’s axe,Grinderman
Kitchenette,Grinderman 2,Try not to wake the executioner,He’s sleeping with a fireman’s axe,"He leaves his glass eye on the pillow, babe",Grinderman
Kitchenette,Grinderman 2,He’s sleeping with a fireman’s axe,"He leaves his glass eye on the pillow, babe",And his dentures floating there in a glass,Grinderman
Kitchenette,Grinderman 2,"He leaves his glass eye on the pillow, babe",And his dentures floating there in a glass,Makes it hard to relax!,Grinderman
Kitchenette,Grinderman 2,And his dentures floating there in a glass,Makes it hard to relax!,Makes it hard to relax!,Grinderman
Kitchenette,Grinderman 2,Makes it hard to relax!,Makes it hard to relax!,When I want you,Grinderman
Kitchenette,Grinderman 2,Makes it hard to relax!,When I want you,I want you to be my friend,Grinderman
Kitchenette,Grinderman 2,When I want you,I want you to be my friend,,Grinderman
Kitchenette,Grinderman 2,I want you to be my friend,,Ah it’s getting hard to relax!,Grinderman
Kitchenette,Grinderman 2,,Ah it’s getting hard to relax!,It’s getting hard to get my act together!,Grinderman
Kitchenette,Grinderman 2,Ah it’s getting hard to relax!,It’s getting hard to get my act together!,,Grinderman
Kitchenette,Grinderman 2,It’s getting hard to get my act together!,,What’s this husband of yours ever given to you,Grinderman
Kitchenette,Grinderman 2,,What’s this husband of yours ever given to you,Oprah Winfrey on a plasma screen,Grinderman
Kitchenette,Grinderman 2,What’s this husband of yours ever given to you,Oprah Winfrey on a plasma screen,And a brood of jug-eared buck-toothed imbeciles,Grinderman
Kitchenette,Grinderman 2,Oprah Winfrey on a plasma screen,And a brood of jug-eared buck-toothed imbeciles,The ugliest kids I’ve ever seen,Grinderman
Kitchenette,Grinderman 2,And a brood of jug-eared buck-toothed imbeciles,The ugliest kids I’ve ever seen,Oh baby I want you,Grinderman
Kitchenette,Grinderman 2,The ugliest kids I’ve ever seen,Oh baby I want you,I want you to be my girlfriend,Grinderman
Kitchenette,Grinderman 2,Oh baby I want you,I want you to be my girlfriend,,Grinderman
Kitchenette,Grinderman 2,I want you to be my girlfriend,,Maybe we could send those kids to play down on the street,Grinderman
Kitchenette,Grinderman 2,,Maybe we could send those kids to play down on the street,"Hey, shouldn’t you put shoes on their feet?",Grinderman
Kitchenette,Grinderman 2,Maybe we could send those kids to play down on the street,"Hey, shouldn’t you put shoes on their feet?",It’s getting hard to relax,Grinderman
Kitchenette,Grinderman 2,"Hey, shouldn’t you put shoes on their feet?",It’s getting hard to relax,It’s getting hard to relax,Grinderman
Kitchenette,Grinderman 2,It’s getting hard to relax,It’s getting hard to relax,Gonna open up the window,Grinderman
Kitchenette,Grinderman 2,It’s getting hard to relax,Gonna open up the window,Whose that coming up the back stairs?,Grinderman
Kitchenette,Grinderman 2,Gonna open up the window,Whose that coming up the back stairs?,Tippy-toe  tippy-toe  tippy-toe  tippy-toe,Grinderman
Kitchenette,Grinderman 2,Whose that coming up the back stairs?,Tippy-toe  tippy-toe  tippy-toe  tippy-toe,Coming up the back stairs,Grinderman
Kitchenette,Grinderman 2,Tippy-toe  tippy-toe  tippy-toe  tippy-toe,Coming up the back stairs,,Grinderman
Kitchenette,Grinderman 2,Coming up the back stairs,,I can see that you don’t really dig him,Grinderman
Kitchenette,Grinderman 2,,I can see that you don’t really dig him,And I can see that you want it to quit,Grinderman
Kitchenette,Grinderman 2,I can see that you don’t really dig him,And I can see that you want it to quit,But if you want to get your hand out of the cookie jar,Grinderman
Kitchenette,Grinderman 2,And I can see that you want it to quit,But if you want to get your hand out of the cookie jar,You gonna have to let go of the biscuit,Grinderman
Kitchenette,Grinderman 2,But if you want to get your hand out of the cookie jar,You gonna have to let go of the biscuit,O babe I want you,Grinderman
Kitchenette,Grinderman 2,You gonna have to let go of the biscuit,O babe I want you,I want you to be my girlfriend,Grinderman
Kitchenette,Grinderman 2,O babe I want you,I want you to be my girlfriend,"Yeah, I want you",Grinderman
Kitchenette,Grinderman 2,I want you to be my girlfriend,"Yeah, I want you","Yeah, I want to be your solitary man",Grinderman
Kitchenette,Grinderman 2,"Yeah, I want you","Yeah, I want to be your solitary man",I wanna be that man!,Grinderman
Kitchenette,Grinderman 2,"Yeah, I want to be your solitary man",I wanna be that man!,,Grinderman
Palaces of Montezuma,Grinderman 2,,Psychedelic invocations,Of Mata Hari at the station,Grinderman
Palaces of Montezuma,Grinderman 2,Psychedelic invocations,Of Mata Hari at the station,I give to you,Grinderman
Palaces of Montezuma,Grinderman 2,Of Mata Hari at the station,I give to you,A Java princess of Hindu birth,Grinderman
Palaces of Montezuma,Grinderman 2,I give to you,A Java princess of Hindu birth,"A woman of flesh, a child of the earth",Grinderman
Palaces of Montezuma,Grinderman 2,A Java princess of Hindu birth,"A woman of flesh, a child of the earth",I give to you,Grinderman
Palaces of Montezuma,Grinderman 2,"A woman of flesh, a child of the earth",I give to you,The hanging gardens of Babylon,Grinderman
Palaces of Montezuma,Grinderman 2,I give to you,The hanging gardens of Babylon,"Miles Davis, the black unicorn",Grinderman
Palaces of Montezuma,Grinderman 2,The hanging gardens of Babylon,"Miles Davis, the black unicorn",I give to you,Grinderman
Palaces of Montezuma,Grinderman 2,"Miles Davis, the black unicorn",I give to you,The Palaces on Montezuma,Grinderman
Palaces of Montezuma,Grinderman 2,I give to you,The Palaces on Montezuma,And the gardens of Akbar’s Tomb,Grinderman
Palaces of Montezuma,Grinderman 2,The Palaces on Montezuma,And the gardens of Akbar’s Tomb,I give to you,Grinderman
Palaces of Montezuma,Grinderman 2,And the gardens of Akbar’s Tomb,I give to you,The Spider Goddess and the Needle Boy,Grinderman
Palaces of Montezuma,Grinderman 2,I give to you,The Spider Goddess and the Needle Boy,And the slave-dwarves that they employ,Grinderman
Palaces of Montezuma,Grinderman 2,The Spider Goddess and the Needle Boy,And the slave-dwarves that they employ,I give to you,Grinderman
Palaces of Montezuma,Grinderman 2,And the slave-dwarves that they employ,I give to you,A custard-coloured super-dream,Grinderman
Palaces of Montezuma,Grinderman 2,I give to you,A custard-coloured super-dream,Of Ali McGraw and Steve McQueen,Grinderman
Palaces of Montezuma,Grinderman 2,A custard-coloured super-dream,Of Ali McGraw and Steve McQueen,I give to you,Grinderman
Palaces of Montezuma,Grinderman 2,Of Ali McGraw and Steve McQueen,I give to you,,Grinderman
Palaces of Montezuma,Grinderman 2,I give to you,,"C’mon baby, let’s get out of the cold",Grinderman
Palaces of Montezuma,Grinderman 2,,"C’mon baby, let’s get out of the cold",And gimme gimme gimme your precious love,Grinderman
Palaces of Montezuma,Grinderman 2,"C’mon baby, let’s get out of the cold",And gimme gimme gimme your precious love,For me to hold,Grinderman
Palaces of Montezuma,Grinderman 2,And gimme gimme gimme your precious love,For me to hold,,Grinderman
Palaces of Montezuma,Grinderman 2,For me to hold,,The Epic of Gilgamesh,Grinderman
Palaces of Montezuma,Grinderman 2,,The Epic of Gilgamesh,A pretty little black A-line dress,Grinderman
Palaces of Montezuma,Grinderman 2,The Epic of Gilgamesh,A pretty little black A-line dress,I give to you,Grinderman
Palaces of Montezuma,Grinderman 2,A pretty little black A-line dress,I give to you,The spinal cord of JFK,Grinderman
Palaces of Montezuma,Grinderman 2,I give to you,The spinal cord of JFK,Wrapped in Marilyn Monroe’s negligee,Grinderman
Palaces of Montezuma,Grinderman 2,The spinal cord of JFK,Wrapped in Marilyn Monroe’s negligee,I give to you,Grinderman
Palaces of Montezuma,Grinderman 2,Wrapped in Marilyn Monroe’s negligee,I give to you,I want nothing in return,Grinderman
Palaces of Montezuma,Grinderman 2,I give to you,I want nothing in return,Just the softest little breathless word,Grinderman
Palaces of Montezuma,Grinderman 2,I want nothing in return,Just the softest little breathless word,I ask of you,Grinderman
Palaces of Montezuma,Grinderman 2,Just the softest little breathless word,I ask of you,A word contained in a grain of sand,Grinderman
Palaces of Montezuma,Grinderman 2,I ask of you,A word contained in a grain of sand,"That can barely walk, can’t even stand",Grinderman
Palaces of Montezuma,Grinderman 2,A word contained in a grain of sand,"That can barely walk, can’t even stand",I ask for you,Grinderman
Palaces of Montezuma,Grinderman 2,"That can barely walk, can’t even stand",I ask for you,,Grinderman
Palaces of Montezuma,Grinderman 2,I ask for you,,"C’mon baby, let’s get out of the cold",Grinderman
Palaces of Montezuma,Grinderman 2,,"C’mon baby, let’s get out of the cold",And gimme gimme gimme your precious love,Grinderman
Palaces of Montezuma,Grinderman 2,"C’mon baby, let’s get out of the cold",And gimme gimme gimme your precious love,For me to hold,Grinderman
Palaces of Montezuma,Grinderman 2,And gimme gimme gimme your precious love,For me to hold,"C’mon baby, come out of the cold",Grinderman
Palaces of Montezuma,Grinderman 2,For me to hold,"C’mon baby, come out of the cold",And gimme gimme gimme your precious love,Grinderman
Palaces of Montezuma,Grinderman 2,"C’mon baby, come out of the cold",And gimme gimme gimme your precious love,For me to hold,Grinderman
Palaces of Montezuma,Grinderman 2,And gimme gimme gimme your precious love,For me to hold,,Grinderman
Bellringer Blues,Grinderman 2,,I saw my old friend Gabriel,Down the perimeter ringing a bell,Grinderman
Bellringer Blues,Grinderman 2,I saw my old friend Gabriel,Down the perimeter ringing a bell,I said hello,Grinderman
Bellringer Blues,Grinderman 2,Down the perimeter ringing a bell,I said hello,Hey man is there something wrong?,Grinderman
Bellringer Blues,Grinderman 2,I said hello,Hey man is there something wrong?,Where has everybody gone?,Grinderman
Bellringer Blues,Grinderman 2,Hey man is there something wrong?,Where has everybody gone?,I don’t know,Grinderman
Bellringer Blues,Grinderman 2,Where has everybody gone?,I don’t know,"Well, I put my hand across my mouth",Grinderman
Bellringer Blues,Grinderman 2,I don’t know,"Well, I put my hand across my mouth",And I went out,Grinderman
Bellringer Blues,Grinderman 2,"Well, I put my hand across my mouth",And I went out,"Yeah, moving slow",Grinderman
Bellringer Blues,Grinderman 2,And I went out,"Yeah, moving slow",What are you doing he said to me,Grinderman
Bellringer Blues,Grinderman 2,"Yeah, moving slow",What are you doing he said to me,I’m looking for my company,Grinderman
Bellringer Blues,Grinderman 2,What are you doing he said to me,I’m looking for my company,"He said don’t bother, no",Grinderman
Bellringer Blues,Grinderman 2,I’m looking for my company,"He said don’t bother, no",,Grinderman
Bellringer Blues,Grinderman 2,"He said don’t bother, no",,"Well, next thing you l know when I took a look",Grinderman
Bellringer Blues,Grinderman 2,,"Well, next thing you l know when I took a look",Gabe was trying to sell me a book,Grinderman
Bellringer Blues,Grinderman 2,"Well, next thing you l know when I took a look",Gabe was trying to sell me a book,But I got no dough,Grinderman
Bellringer Blues,Grinderman 2,Gabe was trying to sell me a book,But I got no dough,"He said check it out, it’s going cheap",Grinderman
Bellringer Blues,Grinderman 2,But I got no dough,"He said check it out, it’s going cheap","Check it out, it’s going cheap",Grinderman
Bellringer Blues,Grinderman 2,"He said check it out, it’s going cheap","Check it out, it’s going cheap",I’ll give it a go,Grinderman
Bellringer Blues,Grinderman 2,"Check it out, it’s going cheap",I’ll give it a go,"Well, I read that book, every page",Grinderman
Bellringer Blues,Grinderman 2,I’ll give it a go,"Well, I read that book, every page",And then I put it away,Grinderman
Bellringer Blues,Grinderman 2,"Well, I read that book, every page",And then I put it away,Said I don’t think so,Grinderman
Bellringer Blues,Grinderman 2,And then I put it away,Said I don’t think so,It makes slaves of all of womankind,Grinderman
Bellringer Blues,Grinderman 2,Said I don’t think so,It makes slaves of all of womankind,And corpses of the men,Grinderman
Bellringer Blues,Grinderman 2,It makes slaves of all of womankind,And corpses of the men,And I just don’t know,Grinderman
Bellringer Blues,Grinderman 2,And corpses of the men,And I just don’t know,,Grinderman
Bellringer Blues,Grinderman 2,And I just don’t know,,And we care a little bit,Grinderman
Bellringer Blues,Grinderman 2,,And we care a little bit,And we get scared a little bit,Grinderman
Bellringer Blues,Grinderman 2,And we care a little bit,And we get scared a little bit,Of those two cold dead eyes that stare a little bit,Grinderman
Bellringer Blues,Grinderman 2,And we get scared a little bit,Of those two cold dead eyes that stare a little bit,And we cry a little bit,Grinderman
Bellringer Blues,Grinderman 2,Of those two cold dead eyes that stare a little bit,And we cry a little bit,And we get by a little bit,Grinderman
Bellringer Blues,Grinderman 2,And we cry a little bit,And we get by a little bit,Let your tears all come falling down,Grinderman
Bellringer Blues,Grinderman 2,And we get by a little bit,Let your tears all come falling down,,Grinderman
Bellringer Blues,Grinderman 2,Let your tears all come falling down,,Put me on a big white steed,Grinderman
Bellringer Blues,Grinderman 2,,Put me on a big white steed,Ride it up and down your street,Grinderman
Bellringer Blues,Grinderman 2,Put me on a big white steed,Ride it up and down your street,Wrapped up in a crimson coat,Grinderman
Bellringer Blues,Grinderman 2,Ride it up and down your street,Wrapped up in a crimson coat,Sail me in a great big boat,Grinderman
Bellringer Blues,Grinderman 2,Wrapped up in a crimson coat,Sail me in a great big boat,I’ll sail around the waters for you,Grinderman
Bellringer Blues,Grinderman 2,Sail me in a great big boat,I’ll sail around the waters for you,Kill your sons and daughters for you,Grinderman
Bellringer Blues,Grinderman 2,I’ll sail around the waters for you,Kill your sons and daughters for you,Put me on a big white horse,Grinderman
Bellringer Blues,Grinderman 2,Kill your sons and daughters for you,Put me on a big white horse,Send me down to Banbury Cross,Grinderman
Bellringer Blues,Grinderman 2,Put me on a big white horse,Send me down to Banbury Cross,,Grinderman
Bellringer Blues,Grinderman 2,Send me down to Banbury Cross,,It’s okay Joe it’s time to go!,Grinderman
Bellringer Blues,Grinderman 2,,It’s okay Joe it’s time to go!,It’s okay Joe it’s time to go!,Grinderman
Bellringer Blues,Grinderman 2,It’s okay Joe it’s time to go!,It’s okay Joe it’s time to go!,It’s okay Joe it’s time to go!,Grinderman
Bellringer Blues,Grinderman 2,It’s okay Joe it’s time to go!,It’s okay Joe it’s time to go!,It’s okay Joe it’s time to go!,Grinderman
Bellringer Blues,Grinderman 2,It’s okay Joe it’s time to go!,It’s okay Joe it’s time to go!,,Grinderman
