song,album,prev,lyric,next,artist
Get It On,Grinderman,He crawled out of the ooze,He defied evolution,He had green flippers and sang the blues,Grinderman
Get It On,Grinderman,He defied evolution,He had green flippers and sang the blues,He caused a revolution,Grinderman
Get It On,Grinderman,He had green flippers and sang the blues,He caused a revolution,He got in the British weeklies,Grinderman
Get It On,Grinderman,He caused a revolution,He got in the British weeklies,He got in the dailies too,Grinderman
Get It On,Grinderman,He got in the British weeklies,He got in the dailies too,He drank panther piss and fucked the girls you’re probably married to,Grinderman
Get It On,Grinderman,He got in the dailies too,He drank panther piss and fucked the girls you’re probably married to,,Grinderman
Get It On,Grinderman,He drank panther piss and fucked the girls you’re probably married to,,He’s got some words of wisdom!,Grinderman
Get It On,Grinderman,,He’s got some words of wisdom!,I got some words of wisdom!,Grinderman
Get It On,Grinderman,He’s got some words of wisdom!,I got some words of wisdom!,He’s got some words of wisdom!,Grinderman
Get It On,Grinderman,I got some words of wisdom!,He’s got some words of wisdom!,I got some words of wisdom!,Grinderman
Get It On,Grinderman,He’s got some words of wisdom!,I got some words of wisdom!,,Grinderman
Get It On,Grinderman,I got some words of wisdom!,,Get it on!,Grinderman
Get It On,Grinderman,,Get it on!,Get it on!,Grinderman
Get It On,Grinderman,Get it on!,Get it on!,On the day that,Grinderman
Get It On,Grinderman,Get it on!,On the day that,You got born!,Grinderman
Get It On,Grinderman,On the day that,You got born!,,Grinderman
Get It On,Grinderman,You got born!,,You gotta do The Vaughan (do The Vaughan!),Grinderman
Get It On,Grinderman,,You gotta do The Vaughan (do The Vaughan!),"Yeah, papa’s down (papa’s down!)",Grinderman
Get It On,Grinderman,You gotta do The Vaughan (do The Vaughan!),"Yeah, papa’s down (papa’s down!)",Sweets is sweet (sweets is sweet!),Grinderman
Get It On,Grinderman,"Yeah, papa’s down (papa’s down!)",Sweets is sweet (sweets is sweet!),Tex is on (tex is on!),Grinderman
Get It On,Grinderman,Sweets is sweet (sweets is sweet!),Tex is on (tex is on!),,Grinderman
Get It On,Grinderman,Tex is on (tex is on!),,Then one day he went away,Grinderman
Get It On,Grinderman,,Then one day he went away,His neighbour claimed he’d shot him,Grinderman
Get It On,Grinderman,Then one day he went away,His neighbour claimed he’d shot him,If he hadn’t of disappeared,Grinderman
Get It On,Grinderman,His neighbour claimed he’d shot him,If he hadn’t of disappeared,The Taxman would have got him,Grinderman
Get It On,Grinderman,If he hadn’t of disappeared,The Taxman would have got him,Yeah but before I leave,Grinderman
Get It On,Grinderman,The Taxman would have got him,Yeah but before I leave,I call out from the storm,Grinderman
Get It On,Grinderman,Yeah but before I leave,I call out from the storm,For those who gave their lives,Grinderman
Get It On,Grinderman,I call out from the storm,For those who gave their lives,So we could get it on!,Grinderman
Get It On,Grinderman,For those who gave their lives,So we could get it on!,,Grinderman
Get It On,Grinderman,So we could get it on!,,Get it on!,Grinderman
Get It On,Grinderman,,Get it on!,Get it on!,Grinderman
Get It On,Grinderman,Get it on!,Get it on!,On the day that,Grinderman
Get It On,Grinderman,Get it on!,On the day that,You were born!,Grinderman
Get It On,Grinderman,On the day that,You were born!,,Grinderman
Get It On,Grinderman,You were born!,,Get it on!,Grinderman
Get It On,Grinderman,,Get it on!,Get it on!,Grinderman
Get It On,Grinderman,Get it on!,Get it on!,Get it on!,Grinderman
Get It On,Grinderman,Get it on!,Get it on!,Get it on!,Grinderman
Get It On,Grinderman,Get it on!,Get it on!,,Grinderman
No Pussy Blues,Grinderman,,"My face is finished, my body’s gone",And I can’t help but think standin’ up here,Grinderman
No Pussy Blues,Grinderman,"My face is finished, my body’s gone",And I can’t help but think standin’ up here,In all this applause and gazin’ down,Grinderman
No Pussy Blues,Grinderman,And I can’t help but think standin’ up here,In all this applause and gazin’ down,At all the young and the beautiful,Grinderman
No Pussy Blues,Grinderman,In all this applause and gazin’ down,At all the young and the beautiful,With their questioning eyes,Grinderman
No Pussy Blues,Grinderman,At all the young and the beautiful,With their questioning eyes,That I must above all things love myself,Grinderman
No Pussy Blues,Grinderman,With their questioning eyes,That I must above all things love myself,That I must above all things love myself,Grinderman
No Pussy Blues,Grinderman,That I must above all things love myself,That I must above all things love myself,That I must above all things love myself,Grinderman
No Pussy Blues,Grinderman,That I must above all things love myself,That I must above all things love myself,,Grinderman
No Pussy Blues,Grinderman,That I must above all things love myself,,I saw a girl in the crowd,Grinderman
No Pussy Blues,Grinderman,,I saw a girl in the crowd,I ran over I shouted out,Grinderman
No Pussy Blues,Grinderman,I saw a girl in the crowd,I ran over I shouted out,I asked if I could take her out,Grinderman
No Pussy Blues,Grinderman,I ran over I shouted out,I asked if I could take her out,But she said that she didn’t want to,Grinderman
No Pussy Blues,Grinderman,I asked if I could take her out,But she said that she didn’t want to,,Grinderman
No Pussy Blues,Grinderman,But she said that she didn’t want to,,I changed the sheets on my bed,Grinderman
No Pussy Blues,Grinderman,,I changed the sheets on my bed,I combed the hairs across my head,Grinderman
No Pussy Blues,Grinderman,I changed the sheets on my bed,I combed the hairs across my head,I sucked in my gut and still she said,Grinderman
No Pussy Blues,Grinderman,I combed the hairs across my head,I sucked in my gut and still she said,That she just didn’t want to,Grinderman
No Pussy Blues,Grinderman,I sucked in my gut and still she said,That she just didn’t want to,,Grinderman
No Pussy Blues,Grinderman,That she just didn’t want to,,"I read her Eliot, read her Yeats",Grinderman
No Pussy Blues,Grinderman,,"I read her Eliot, read her Yeats",I tried my best to stay up late,Grinderman
No Pussy Blues,Grinderman,"I read her Eliot, read her Yeats",I tried my best to stay up late,I fixed the hinges on her gate,Grinderman
No Pussy Blues,Grinderman,I tried my best to stay up late,I fixed the hinges on her gate,But still she just never wanted to,Grinderman
No Pussy Blues,Grinderman,I fixed the hinges on her gate,But still she just never wanted to,,Grinderman
No Pussy Blues,Grinderman,But still she just never wanted to,,I bought her a dozen snow-white doves,Grinderman
No Pussy Blues,Grinderman,,I bought her a dozen snow-white doves,I did her dishes in rubber gloves,Grinderman
No Pussy Blues,Grinderman,I bought her a dozen snow-white doves,I did her dishes in rubber gloves,"I called her Honeybee, I called her Love",Grinderman
No Pussy Blues,Grinderman,I did her dishes in rubber gloves,"I called her Honeybee, I called her Love",But she just still didn’t want to,Grinderman
No Pussy Blues,Grinderman,"I called her Honeybee, I called her Love",But she just still didn’t want to,She just never wants to,Grinderman
No Pussy Blues,Grinderman,But she just still didn’t want to,She just never wants to,Dammit!,Grinderman
No Pussy Blues,Grinderman,She just never wants to,Dammit!,,Grinderman
No Pussy Blues,Grinderman,Dammit!,,I sent her every type of flower,Grinderman
No Pussy Blues,Grinderman,,I sent her every type of flower,I played her guitar by the hour,Grinderman
No Pussy Blues,Grinderman,I sent her every type of flower,I played her guitar by the hour,I patted her revolting little chihuahua,Grinderman
No Pussy Blues,Grinderman,I played her guitar by the hour,I patted her revolting little chihuahua,But still she just didn’t want to,Grinderman
No Pussy Blues,Grinderman,I patted her revolting little chihuahua,But still she just didn’t want to,,Grinderman
No Pussy Blues,Grinderman,But still she just didn’t want to,,I wrote a song with a hundred lines,Grinderman
No Pussy Blues,Grinderman,,I wrote a song with a hundred lines,I picked a bunch of dandelions,Grinderman
No Pussy Blues,Grinderman,I wrote a song with a hundred lines,I picked a bunch of dandelions,I walked her through the trembling pines,Grinderman
No Pussy Blues,Grinderman,I picked a bunch of dandelions,I walked her through the trembling pines,But she just even then didn’t want to,Grinderman
No Pussy Blues,Grinderman,I walked her through the trembling pines,But she just even then didn’t want to,She just never wants to,Grinderman
No Pussy Blues,Grinderman,But she just even then didn’t want to,She just never wants to,,Grinderman
No Pussy Blues,Grinderman,She just never wants to,,I thought I’d try another tack,Grinderman
No Pussy Blues,Grinderman,,I thought I’d try another tack,I drank a litre of cognac,Grinderman
No Pussy Blues,Grinderman,I thought I’d try another tack,I drank a litre of cognac,I threw her down upon her back,Grinderman
No Pussy Blues,Grinderman,I drank a litre of cognac,I threw her down upon her back,But she just laughed and said,Grinderman
No Pussy Blues,Grinderman,I threw her down upon her back,But she just laughed and said,That she just didn’t want to,Grinderman
No Pussy Blues,Grinderman,But she just laughed and said,That she just didn’t want to,,Grinderman
No Pussy Blues,Grinderman,That she just didn’t want to,,I thought I’d have another go,Grinderman
No Pussy Blues,Grinderman,,I thought I’d have another go,I called her my little ho,Grinderman
No Pussy Blues,Grinderman,I thought I’d have another go,I called her my little ho,I felt like Marcel Marceau,Grinderman
No Pussy Blues,Grinderman,I called her my little ho,I felt like Marcel Marceau,Must feel when she said,Grinderman
No Pussy Blues,Grinderman,I felt like Marcel Marceau,Must feel when she said,That she just never wanted to,Grinderman
No Pussy Blues,Grinderman,Must feel when she said,That she just never wanted to,She just didn’t want to,Grinderman
No Pussy Blues,Grinderman,That she just never wanted to,She just didn’t want to,,Grinderman
No Pussy Blues,Grinderman,She just didn’t want to,,I got the no pussy blues,Grinderman
No Pussy Blues,Grinderman,,I got the no pussy blues,I got the no pussy blues,Grinderman
No Pussy Blues,Grinderman,I got the no pussy blues,I got the no pussy blues,I got the no pussy blues,Grinderman
No Pussy Blues,Grinderman,I got the no pussy blues,I got the no pussy blues,God!,Grinderman
No Pussy Blues,Grinderman,I got the no pussy blues,God!,Damn!,Grinderman
No Pussy Blues,Grinderman,God!,Damn!,I got the no pussy blues,Grinderman
No Pussy Blues,Grinderman,Damn!,I got the no pussy blues,I got the no pussy blues,Grinderman
No Pussy Blues,Grinderman,I got the no pussy blues,I got the no pussy blues,I got the no pussy blues,Grinderman
No Pussy Blues,Grinderman,I got the no pussy blues,I got the no pussy blues,I got the no pussy blues,Grinderman
No Pussy Blues,Grinderman,I got the no pussy blues,I got the no pussy blues,Yeah!,Grinderman
No Pussy Blues,Grinderman,I got the no pussy blues,Yeah!,Yeah!,Grinderman
No Pussy Blues,Grinderman,Yeah!,Yeah!,,Grinderman
Electric Alice,Grinderman,,Don’t the stars look good tonight,Thought Electric Alice,Grinderman
Electric Alice,Grinderman,Don’t the stars look good tonight,Thought Electric Alice,In the pale moonlight,Grinderman
Electric Alice,Grinderman,Thought Electric Alice,In the pale moonlight,,Grinderman
Electric Alice,Grinderman,In the pale moonlight,,Don’t the moon look big and bright,Grinderman
Electric Alice,Grinderman,,Don’t the moon look big and bright,Thought Electric Alice,Grinderman
Electric Alice,Grinderman,Don’t the moon look big and bright,Thought Electric Alice,In the pale moonlight,Grinderman
Electric Alice,Grinderman,Thought Electric Alice,In the pale moonlight,,Grinderman
Electric Alice,Grinderman,In the pale moonlight,,I think I hear a baby cry,Grinderman
Electric Alice,Grinderman,,I think I hear a baby cry,Thought Electric Alice as she passed by,Grinderman
Electric Alice,Grinderman,I think I hear a baby cry,Thought Electric Alice as she passed by,Makes me feel like I’m a little child again,Grinderman
Electric Alice,Grinderman,Thought Electric Alice as she passed by,Makes me feel like I’m a little child again,Thought Electric Alice in the silver rain,Grinderman
Electric Alice,Grinderman,Makes me feel like I’m a little child again,Thought Electric Alice in the silver rain,,Grinderman
Grinderman,Grinderman,,I’m the grinderman,In the silver rain,Grinderman
Grinderman,Grinderman,I’m the grinderman,In the silver rain,In the pale moonlight,Grinderman
Grinderman,Grinderman,In the silver rain,In the pale moonlight,I am open late,Grinderman
Grinderman,Grinderman,In the pale moonlight,I am open late,,Grinderman
Grinderman,Grinderman,I am open late,,Yes I’m the grinderman,Grinderman
Grinderman,Grinderman,,Yes I’m the grinderman,Seven days a week,Grinderman
Grinderman,Grinderman,Yes I’m the grinderman,Seven days a week,In the pale moonlight,Grinderman
Grinderman,Grinderman,Seven days a week,In the pale moonlight,In the silver rain,Grinderman
Grinderman,Grinderman,In the pale moonlight,In the silver rain,,Grinderman
Grinderman,Grinderman,In the silver rain,,I’m the grinderman,Grinderman
Grinderman,Grinderman,,I’m the grinderman,Any way I can,Grinderman
Grinderman,Grinderman,I’m the grinderman,Any way I can,In the silver rain,Grinderman
Grinderman,Grinderman,Any way I can,In the silver rain,In the pale moonlight,Grinderman
Grinderman,Grinderman,In the silver rain,In the pale moonlight,,Grinderman
Grinderman,Grinderman,In the pale moonlight,,"Yes I’m the grinderman, yes I am",Grinderman
Grinderman,Grinderman,,"Yes I’m the grinderman, yes I am",In the silver rain,Grinderman
Grinderman,Grinderman,"Yes I’m the grinderman, yes I am",In the silver rain,In the pale moonlight,Grinderman
Grinderman,Grinderman,In the silver rain,In the pale moonlight,I am open late,Grinderman
Grinderman,Grinderman,In the pale moonlight,I am open late,,Grinderman
Grinderman,Grinderman,I am open late,,"Yes I’m the grinderman, yes I am",Grinderman
Grinderman,Grinderman,,"Yes I’m the grinderman, yes I am",In the silver rain,Grinderman
Grinderman,Grinderman,"Yes I’m the grinderman, yes I am",In the silver rain,In the pale moonlight,Grinderman
Grinderman,Grinderman,In the silver rain,In the pale moonlight,I am open late,Grinderman
Grinderman,Grinderman,In the pale moonlight,I am open late,"Yes I’m the grinderman, yes I am, yes I am",Grinderman
Grinderman,Grinderman,I am open late,"Yes I’m the grinderman, yes I am, yes I am",Anyway I can,Grinderman
Grinderman,Grinderman,"Yes I’m the grinderman, yes I am, yes I am",Anyway I can,Yes I am,Grinderman
Grinderman,Grinderman,Anyway I can,Yes I am,,Grinderman
Depth Charge Ethel,Grinderman,,"Come on, Jim",,Grinderman
Depth Charge Ethel,Grinderman,"Come on, Jim",,I entered the room and the canned laughter,Grinderman
Depth Charge Ethel,Grinderman,,I entered the room and the canned laughter,Ethel was angled across some dude’s knee,Grinderman
Depth Charge Ethel,Grinderman,I entered the room and the canned laughter,Ethel was angled across some dude’s knee,I offered to clothe her to feed and to bath her,Grinderman
Depth Charge Ethel,Grinderman,Ethel was angled across some dude’s knee,I offered to clothe her to feed and to bath her,If she’d just give me a little exclusivity,Grinderman
Depth Charge Ethel,Grinderman,I offered to clothe her to feed and to bath her,If she’d just give me a little exclusivity,,Grinderman
Depth Charge Ethel,Grinderman,If she’d just give me a little exclusivity,,"Yeah, Depth Charge Ethel is something special",Grinderman
Depth Charge Ethel,Grinderman,,"Yeah, Depth Charge Ethel is something special","Yeah, Depth Charge Ethel is special to me",Grinderman
Depth Charge Ethel,Grinderman,"Yeah, Depth Charge Ethel is something special","Yeah, Depth Charge Ethel is special to me",Yeah,Grinderman
Depth Charge Ethel,Grinderman,"Yeah, Depth Charge Ethel is special to me",Yeah,,Grinderman
Depth Charge Ethel,Grinderman,Yeah,,Ethel is a woman that a river runs through,Grinderman
Depth Charge Ethel,Grinderman,,Ethel is a woman that a river runs through,She is famous throughout the land,Grinderman
Depth Charge Ethel,Grinderman,Ethel is a woman that a river runs through,She is famous throughout the land,"People come and bathe in her, yeah, you know, I do",Grinderman
Depth Charge Ethel,Grinderman,She is famous throughout the land,"People come and bathe in her, yeah, you know, I do",But lately its been getting right out of hand,Grinderman
Depth Charge Ethel,Grinderman,"People come and bathe in her, yeah, you know, I do",But lately its been getting right out of hand,,Grinderman
Depth Charge Ethel,Grinderman,But lately its been getting right out of hand,,"Yeah, Depth Charge Ethel is something special",Grinderman
Depth Charge Ethel,Grinderman,,"Yeah, Depth Charge Ethel is something special","Yeah, Depth Charge Ethel is something special to me",Grinderman
Depth Charge Ethel,Grinderman,"Yeah, Depth Charge Ethel is something special","Yeah, Depth Charge Ethel is something special to me",,Grinderman
Depth Charge Ethel,Grinderman,"Yeah, Depth Charge Ethel is something special to me",,To kiss Ethel is like drinking the stars,Grinderman
Depth Charge Ethel,Grinderman,,To kiss Ethel is like drinking the stars,To not kiss her can make you come unglued,Grinderman
Depth Charge Ethel,Grinderman,To kiss Ethel is like drinking the stars,To not kiss her can make you come unglued,So if you want a piece of her you better get in there fast,Grinderman
Depth Charge Ethel,Grinderman,To not kiss her can make you come unglued,So if you want a piece of her you better get in there fast,Right now there is a ticket box and a queue,Grinderman
Depth Charge Ethel,Grinderman,So if you want a piece of her you better get in there fast,Right now there is a ticket box and a queue,,Grinderman
Depth Charge Ethel,Grinderman,Right now there is a ticket box and a queue,,Depth Charge Ethel is something special,Grinderman
Depth Charge Ethel,Grinderman,,Depth Charge Ethel is something special,"Yeah, Depth Charge Ethel is something special to me",Grinderman
Depth Charge Ethel,Grinderman,Depth Charge Ethel is something special,"Yeah, Depth Charge Ethel is something special to me",,Grinderman
Depth Charge Ethel,Grinderman,"Yeah, Depth Charge Ethel is something special to me",,Depth Charge Ethel thinks we should all just take a chance,Grinderman
Depth Charge Ethel,Grinderman,,Depth Charge Ethel thinks we should all just take a chance,"We should all love one another, it could be special",Grinderman
Depth Charge Ethel,Grinderman,Depth Charge Ethel thinks we should all just take a chance,"We should all love one another, it could be special",I’m in the back of a taxicab with ants in my pants,Grinderman
Depth Charge Ethel,Grinderman,"We should all love one another, it could be special",I’m in the back of a taxicab with ants in my pants,"I can’t sit still, I know they’re gonna send me",Grinderman
Depth Charge Ethel,Grinderman,I’m in the back of a taxicab with ants in my pants,"I can’t sit still, I know they’re gonna send me",I know they’re gonna send me,Grinderman
Depth Charge Ethel,Grinderman,"I can’t sit still, I know they’re gonna send me",I know they’re gonna send me,,Grinderman
Depth Charge Ethel,Grinderman,I know they’re gonna send me,,"Depth Charge Ethel, boy she’s something special",Grinderman
Depth Charge Ethel,Grinderman,,"Depth Charge Ethel, boy she’s something special","Yeah, Depth Charge Ethel is something special",Grinderman
Depth Charge Ethel,Grinderman,"Depth Charge Ethel, boy she’s something special","Yeah, Depth Charge Ethel is something special","Yeah, Depth Charge Ethel is heavy metal",Grinderman
Depth Charge Ethel,Grinderman,"Yeah, Depth Charge Ethel is something special","Yeah, Depth Charge Ethel is heavy metal","Yeah, heavy metal",Grinderman
Depth Charge Ethel,Grinderman,"Yeah, Depth Charge Ethel is heavy metal","Yeah, heavy metal","Yeah, Depth Charge Ethel is something special to me",Grinderman
Depth Charge Ethel,Grinderman,"Yeah, heavy metal","Yeah, Depth Charge Ethel is something special to me",,Grinderman
Go Tell The Women,Grinderman,,We done our thing,We have evolved,Grinderman
Go Tell The Women,Grinderman,We done our thing,We have evolved,We’re up on our hind legs,Grinderman
Go Tell The Women,Grinderman,We have evolved,We’re up on our hind legs,The problem solved,Grinderman
Go Tell The Women,Grinderman,We’re up on our hind legs,The problem solved,We are artists,Grinderman
Go Tell The Women,Grinderman,The problem solved,We are artists,We are mathematicians,Grinderman
Go Tell The Women,Grinderman,We are artists,We are mathematicians,Some of us hold extremely high positions,Grinderman
Go Tell The Women,Grinderman,We are mathematicians,Some of us hold extremely high positions,,Grinderman
Go Tell The Women,Grinderman,Some of us hold extremely high positions,,But we are tired,Grinderman
Go Tell The Women,Grinderman,,But we are tired,We’re hardly breathing,Grinderman
Go Tell The Women,Grinderman,But we are tired,We’re hardly breathing,And we’re free,Grinderman
Go Tell The Women,Grinderman,We’re hardly breathing,And we’re free,Go tell the women that we’re leaving,Grinderman
Go Tell The Women,Grinderman,And we’re free,Go tell the women that we’re leaving,,Grinderman
Go Tell The Women,Grinderman,Go tell the women that we’re leaving,,We’re sick and tired,Grinderman
Go Tell The Women,Grinderman,,We’re sick and tired,Of all this self-serving grieving,Grinderman
Go Tell The Women,Grinderman,We’re sick and tired,Of all this self-serving grieving,All we wanted was a little consensual rape in the afternoon,Grinderman
Go Tell The Women,Grinderman,Of all this self-serving grieving,All we wanted was a little consensual rape in the afternoon,And maybe a bit more in the evening,Grinderman
Go Tell The Women,Grinderman,All we wanted was a little consensual rape in the afternoon,And maybe a bit more in the evening,We are scientists,Grinderman
Go Tell The Women,Grinderman,And maybe a bit more in the evening,We are scientists,We do genetics,Grinderman
Go Tell The Women,Grinderman,We are scientists,We do genetics,We leave religion,Grinderman
Go Tell The Women,Grinderman,We do genetics,We leave religion,To the psychos and fanatics,Grinderman
Go Tell The Women,Grinderman,We leave religion,To the psychos and fanatics,,Grinderman
Go Tell The Women,Grinderman,To the psychos and fanatics,,But we are tired,Grinderman
Go Tell The Women,Grinderman,,But we are tired,We got nothing to believe in,Grinderman
Go Tell The Women,Grinderman,But we are tired,We got nothing to believe in,We are lost,Grinderman
Go Tell The Women,Grinderman,We got nothing to believe in,We are lost,Go tell the women that we’re leaving,Grinderman
Go Tell The Women,Grinderman,We are lost,Go tell the women that we’re leaving,,Grinderman
Go Tell The Women,Grinderman,Go tell the women that we’re leaving,,We done our thing,Grinderman
Go Tell The Women,Grinderman,,We done our thing,We’re hip to the sound,Grinderman
Go Tell The Women,Grinderman,We done our thing,We’re hip to the sound,Of six billion people,Grinderman
Go Tell The Women,Grinderman,We’re hip to the sound,Of six billion people,Going down,Grinderman
Go Tell The Women,Grinderman,Of six billion people,Going down,We are magicians,Grinderman
Go Tell The Women,Grinderman,Going down,We are magicians,We are deceiving,Grinderman
Go Tell The Women,Grinderman,We are magicians,We are deceiving,We are free and we’re lost,Grinderman
Go Tell The Women,Grinderman,We are deceiving,We are free and we’re lost,Go tell the women that we’re leaving,Grinderman
Go Tell The Women,Grinderman,We are free and we’re lost,Go tell the women that we’re leaving,,Grinderman
Go Tell The Women,Grinderman,Go tell the women that we’re leaving,,Hey hey,Grinderman
Go Tell The Women,Grinderman,,Hey hey,Hey hey,Grinderman
Go Tell The Women,Grinderman,Hey hey,Hey hey,Come on back now to the fray,Grinderman
Go Tell The Women,Grinderman,Hey hey,Come on back now to the fray,Hey hey,Grinderman
Go Tell The Women,Grinderman,Come on back now to the fray,Hey hey,Hey hey,Grinderman
Go Tell The Women,Grinderman,Hey hey,Hey hey,Come on back now to the fray,Grinderman
Go Tell The Women,Grinderman,Hey hey,Come on back now to the fray,Hey hey,Grinderman
Go Tell The Women,Grinderman,Come on back now to the fray,Hey hey,Hey hey,Grinderman
Go Tell The Women,Grinderman,Hey hey,Hey hey,,Grinderman
(I Don’t Need You To) Set Me Free,Grinderman,,I saw you walkin’ down on the street,I called out from my window but you didn’t hear me,Grinderman
(I Don’t Need You To) Set Me Free,Grinderman,I saw you walkin’ down on the street,I called out from my window but you didn’t hear me,I lay down and I tried to sleep,Grinderman
(I Don’t Need You To) Set Me Free,Grinderman,I called out from my window but you didn’t hear me,I lay down and I tried to sleep,I waited for you to walk on by again,Grinderman
(I Don’t Need You To) Set Me Free,Grinderman,I lay down and I tried to sleep,I waited for you to walk on by again,,Grinderman
(I Don’t Need You To) Set Me Free,Grinderman,I waited for you to walk on by again,,I don’t need you to set me free,Grinderman
(I Don’t Need You To) Set Me Free,Grinderman,,I don’t need you to set me free,I don’t want you to set me free,Grinderman
(I Don’t Need You To) Set Me Free,Grinderman,I don’t need you to set me free,I don’t want you to set me free,,Grinderman
(I Don’t Need You To) Set Me Free,Grinderman,I don’t want you to set me free,,"Well every time I see you, I get sick",Grinderman
(I Don’t Need You To) Set Me Free,Grinderman,,"Well every time I see you, I get sick","And every time I think of you, well I get sick",Grinderman
(I Don’t Need You To) Set Me Free,Grinderman,"Well every time I see you, I get sick","And every time I think of you, well I get sick","And every time I dream of you, well I get sick",Grinderman
(I Don’t Need You To) Set Me Free,Grinderman,"And every time I think of you, well I get sick","And every time I dream of you, well I get sick","And every time I cry for you, well I get sick",Grinderman
(I Don’t Need You To) Set Me Free,Grinderman,"And every time I dream of you, well I get sick","And every time I cry for you, well I get sick",,Grinderman
(I Don’t Need You To) Set Me Free,Grinderman,"And every time I cry for you, well I get sick",,I don’t want you to set me free,Grinderman
(I Don’t Need You To) Set Me Free,Grinderman,,I don’t want you to set me free,I don’t need you to set me free,Grinderman
(I Don’t Need You To) Set Me Free,Grinderman,I don’t want you to set me free,I don’t need you to set me free,,Grinderman
(I Don’t Need You To) Set Me Free,Grinderman,I don’t need you to set me free,,I don’t want you to set me free,Grinderman
(I Don’t Need You To) Set Me Free,Grinderman,,I don’t want you to set me free,I just need you to set me free,Grinderman
(I Don’t Need You To) Set Me Free,Grinderman,I don’t want you to set me free,I just need you to set me free,I don’t want you to set me free,Grinderman
(I Don’t Need You To) Set Me Free,Grinderman,I just need you to set me free,I don’t want you to set me free,I just need you to set me free,Grinderman
(I Don’t Need You To) Set Me Free,Grinderman,I don’t want you to set me free,I just need you to set me free,Alright come on Grinderman!,Grinderman
(I Don’t Need You To) Set Me Free,Grinderman,I just need you to set me free,Alright come on Grinderman!,Set me free,Grinderman
(I Don’t Need You To) Set Me Free,Grinderman,Alright come on Grinderman!,Set me free,Set me free,Grinderman
(I Don’t Need You To) Set Me Free,Grinderman,Set me free,Set me free,Set me free,Grinderman
(I Don’t Need You To) Set Me Free,Grinderman,Set me free,Set me free,Set me free,Grinderman
(I Don’t Need You To) Set Me Free,Grinderman,Set me free,Set me free,Set me free,Grinderman
(I Don’t Need You To) Set Me Free,Grinderman,Set me free,Set me free,Set me free,Grinderman
(I Don’t Need You To) Set Me Free,Grinderman,Set me free,Set me free,Set me free,Grinderman
(I Don’t Need You To) Set Me Free,Grinderman,Set me free,Set me free,Set me free,Grinderman
(I Don’t Need You To) Set Me Free,Grinderman,Set me free,Set me free,Set me free,Grinderman
(I Don’t Need You To) Set Me Free,Grinderman,Set me free,Set me free,Set me free,Grinderman
(I Don’t Need You To) Set Me Free,Grinderman,Set me free,Set me free,Set me free,Grinderman
(I Don’t Need You To) Set Me Free,Grinderman,Set me free,Set me free,,Grinderman
Honey Bee (Let’s Fly To Mars),Grinderman,,1 2 3 4,,Grinderman
