song,album,prev,lyric,next,artist
Bright Horses,Ghosteen,"They are horses of love, their manes full of fire","They are parting the cities, those bright burning horses","And everyone is hiding, no one makes a sound",Nick Cave & The Bad Seeds
Bright Horses,Ghosteen,"They are parting the cities, those bright burning horses","And everyone is hiding, no one makes a sound",And I’m by your side and I’m holding your hand,Nick Cave & The Bad Seeds
Bright Horses,Ghosteen,"And everyone is hiding, no one makes a sound",And I’m by your side and I’m holding your hand,Bright horses of wonder springing from your burning hand,Nick Cave & The Bad Seeds
Bright Horses,Ghosteen,And I’m by your side and I’m holding your hand,Bright horses of wonder springing from your burning hand,,Nick Cave & The Bad Seeds
Bright Horses,Ghosteen,Bright horses of wonder springing from your burning hand,,And everyone has a heart and it’s calling for something,Nick Cave & The Bad Seeds
Bright Horses,Ghosteen,,And everyone has a heart and it’s calling for something,And we are all so sick and tired of seeing things as they are,Nick Cave & The Bad Seeds
Bright Horses,Ghosteen,And everyone has a heart and it’s calling for something,And we are all so sick and tired of seeing things as they are,Horses are just horses and their manes aren’t full of fire,Nick Cave & The Bad Seeds
Bright Horses,Ghosteen,And we are all so sick and tired of seeing things as they are,Horses are just horses and their manes aren’t full of fire,And the fields are just fields and there ain’t no Lord,Nick Cave & The Bad Seeds
Bright Horses,Ghosteen,Horses are just horses and their manes aren’t full of fire,And the fields are just fields and there ain’t no Lord,And everyone is hidden and everyone is cruel,Nick Cave & The Bad Seeds
Bright Horses,Ghosteen,And the fields are just fields and there ain’t no Lord,And everyone is hidden and everyone is cruel,And there is no shortage of tyrants and no shortage of fools,Nick Cave & The Bad Seeds
Bright Horses,Ghosteen,And everyone is hidden and everyone is cruel,And there is no shortage of tyrants and no shortage of fools,And the little white shape dancing at the end of the hall,Nick Cave & The Bad Seeds
Bright Horses,Ghosteen,And there is no shortage of tyrants and no shortage of fools,And the little white shape dancing at the end of the hall,Is just a wish that time can’t dissolve at all,Nick Cave & The Bad Seeds
Bright Horses,Ghosteen,And the little white shape dancing at the end of the hall,Is just a wish that time can’t dissolve at all,,Nick Cave & The Bad Seeds
Bright Horses,Ghosteen,Is just a wish that time can’t dissolve at all,,This world is plain to see,Nick Cave & The Bad Seeds
Bright Horses,Ghosteen,,This world is plain to see,It don’t mean we can’t believe,Nick Cave & The Bad Seeds
Bright Horses,Ghosteen,This world is plain to see,It don’t mean we can’t believe,In something and any way,Nick Cave & The Bad Seeds
Bright Horses,Ghosteen,It don’t mean we can’t believe,In something and any way,My baby’s coming back now,Nick Cave & The Bad Seeds
Bright Horses,Ghosteen,In something and any way,My baby’s coming back now,On the next train,Nick Cave & The Bad Seeds
Bright Horses,Ghosteen,My baby’s coming back now,On the next train,I can hear the whistle blowing,Nick Cave & The Bad Seeds
Bright Horses,Ghosteen,On the next train,I can hear the whistle blowing,I can hear the mighty roar,Nick Cave & The Bad Seeds
Bright Horses,Ghosteen,I can hear the whistle blowing,I can hear the mighty roar,I can hear the horses prancing,Nick Cave & The Bad Seeds
Bright Horses,Ghosteen,I can hear the mighty roar,I can hear the horses prancing,In the pastures of the Lord,Nick Cave & The Bad Seeds
Bright Horses,Ghosteen,I can hear the horses prancing,In the pastures of the Lord,Oh the train is coming,Nick Cave & The Bad Seeds
Bright Horses,Ghosteen,In the pastures of the Lord,Oh the train is coming,And I’m standing here to see,Nick Cave & The Bad Seeds
Bright Horses,Ghosteen,Oh the train is coming,And I’m standing here to see,And it’s bringing my baby,Nick Cave & The Bad Seeds
Bright Horses,Ghosteen,And I’m standing here to see,And it’s bringing my baby,Right back to me,Nick Cave & The Bad Seeds
Bright Horses,Ghosteen,And it’s bringing my baby,Right back to me,Well there are some things,Nick Cave & The Bad Seeds
Bright Horses,Ghosteen,Right back to me,Well there are some things,That are hard to explain,Nick Cave & The Bad Seeds
Bright Horses,Ghosteen,Well there are some things,That are hard to explain,But my baby’s coming home now,Nick Cave & The Bad Seeds
Bright Horses,Ghosteen,That are hard to explain,But my baby’s coming home now,On the 5.30 train,Nick Cave & The Bad Seeds
Bright Horses,Ghosteen,But my baby’s coming home now,On the 5.30 train,,Nick Cave & The Bad Seeds
Waiting For You,Ghosteen,,All through the night we drove,And the wind caught her hair,Nick Cave & The Bad Seeds
Waiting For You,Ghosteen,All through the night we drove,And the wind caught her hair,And we parked on the beach,Nick Cave & The Bad Seeds
Waiting For You,Ghosteen,And the wind caught her hair,And we parked on the beach,In the cool evening air,Nick Cave & The Bad Seeds
Waiting For You,Ghosteen,And we parked on the beach,In the cool evening air,"Well, sometimes it’s better not to say anything at all",Nick Cave & The Bad Seeds
Waiting For You,Ghosteen,In the cool evening air,"Well, sometimes it’s better not to say anything at all",,Nick Cave & The Bad Seeds
Waiting For You,Ghosteen,"Well, sometimes it’s better not to say anything at all",,Your body is an anchor,Nick Cave & The Bad Seeds
Waiting For You,Ghosteen,,Your body is an anchor,Never asked to be free,Nick Cave & The Bad Seeds
Waiting For You,Ghosteen,Your body is an anchor,Never asked to be free,Just want to stay in the business,Nick Cave & The Bad Seeds
Waiting For You,Ghosteen,Never asked to be free,Just want to stay in the business,Of making you happy,Nick Cave & The Bad Seeds
Waiting For You,Ghosteen,Just want to stay in the business,Of making you happy,"Well, I’m just waiting for you",Nick Cave & The Bad Seeds
Waiting For You,Ghosteen,Of making you happy,"Well, I’m just waiting for you",Waiting for you,Nick Cave & The Bad Seeds
Waiting For You,Ghosteen,"Well, I’m just waiting for you",Waiting for you,Waiting for you,Nick Cave & The Bad Seeds
Waiting For You,Ghosteen,Waiting for you,Waiting for you,Waiting for you,Nick Cave & The Bad Seeds
Waiting For You,Ghosteen,Waiting for you,Waiting for you,Waiting for you,Nick Cave & The Bad Seeds
Waiting For You,Ghosteen,Waiting for you,Waiting for you,Waiting for you,Nick Cave & The Bad Seeds
Waiting For You,Ghosteen,Waiting for you,Waiting for you,,Nick Cave & The Bad Seeds
Waiting For You,Ghosteen,Waiting for you,,A priest runs through the chapel,Nick Cave & The Bad Seeds
Waiting For You,Ghosteen,,A priest runs through the chapel,All the calendars are turning,Nick Cave & The Bad Seeds
Waiting For You,Ghosteen,A priest runs through the chapel,All the calendars are turning,A Jesus freak on the street,Nick Cave & The Bad Seeds
Waiting For You,Ghosteen,All the calendars are turning,A Jesus freak on the street,Says He is returning,Nick Cave & The Bad Seeds
Waiting For You,Ghosteen,A Jesus freak on the street,Says He is returning,"Well, sometimes a little bit of faith",Nick Cave & The Bad Seeds
Waiting For You,Ghosteen,Says He is returning,"Well, sometimes a little bit of faith","Can go a long, long way",Nick Cave & The Bad Seeds
Waiting For You,Ghosteen,"Well, sometimes a little bit of faith","Can go a long, long way",,Nick Cave & The Bad Seeds
Waiting For You,Ghosteen,"Can go a long, long way",,Your soul is my anchor,Nick Cave & The Bad Seeds
Waiting For You,Ghosteen,,Your soul is my anchor,I never asked to be freed,Nick Cave & The Bad Seeds
Waiting For You,Ghosteen,Your soul is my anchor,I never asked to be freed,"Well, sleep now, sleep now",Nick Cave & The Bad Seeds
Waiting For You,Ghosteen,I never asked to be freed,"Well, sleep now, sleep now",Take as long as you need,Nick Cave & The Bad Seeds
Waiting For You,Ghosteen,"Well, sleep now, sleep now",Take as long as you need,Cause I’m just waiting for you,Nick Cave & The Bad Seeds
Waiting For You,Ghosteen,Take as long as you need,Cause I’m just waiting for you,Waiting for you,Nick Cave & The Bad Seeds
Waiting For You,Ghosteen,Cause I’m just waiting for you,Waiting for you,Waiting for you,Nick Cave & The Bad Seeds
Waiting For You,Ghosteen,Waiting for you,Waiting for you,Waiting for you,Nick Cave & The Bad Seeds
Waiting For You,Ghosteen,Waiting for you,Waiting for you,Waiting for you,Nick Cave & The Bad Seeds
Waiting For You,Ghosteen,Waiting for you,Waiting for you,Waiting for you,Nick Cave & The Bad Seeds
Waiting For You,Ghosteen,Waiting for you,Waiting for you,To return,Nick Cave & The Bad Seeds
Waiting For You,Ghosteen,Waiting for you,To return,To return,Nick Cave & The Bad Seeds
Waiting For You,Ghosteen,To return,To return,To return,Nick Cave & The Bad Seeds
Waiting For You,Ghosteen,To return,To return,,Nick Cave & The Bad Seeds
Night Raid,Ghosteen,,There’s a picture of Jesus lying in his mother’s arms,"Shuttered windows, cars humming on the street below",Nick Cave & The Bad Seeds
Night Raid,Ghosteen,There’s a picture of Jesus lying in his mother’s arms,"Shuttered windows, cars humming on the street below",The fountain throbbed in the lobby of the Grand Hotel,Nick Cave & The Bad Seeds
Night Raid,Ghosteen,"Shuttered windows, cars humming on the street below",The fountain throbbed in the lobby of the Grand Hotel,"We checked into room thirty-three well, well",Nick Cave & The Bad Seeds
Night Raid,Ghosteen,The fountain throbbed in the lobby of the Grand Hotel,"We checked into room thirty-three well, well",,Nick Cave & The Bad Seeds
Night Raid,Ghosteen,"We checked into room thirty-three well, well",,You were a runaway flake of snow,Nick Cave & The Bad Seeds
Night Raid,Ghosteen,,You were a runaway flake of snow,"You were skinny and white as a wafer, yeah I know",Nick Cave & The Bad Seeds
Night Raid,Ghosteen,You were a runaway flake of snow,"You were skinny and white as a wafer, yeah I know",Sitting on the edge of the bed clicking your shoes,Nick Cave & The Bad Seeds
Night Raid,Ghosteen,"You were skinny and white as a wafer, yeah I know",Sitting on the edge of the bed clicking your shoes,I slid my little songs out from under you,Nick Cave & The Bad Seeds
Night Raid,Ghosteen,Sitting on the edge of the bed clicking your shoes,I slid my little songs out from under you,,Nick Cave & The Bad Seeds
Night Raid,Ghosteen,I slid my little songs out from under you,,And we all rose from our wonder,Nick Cave & The Bad Seeds
Night Raid,Ghosteen,,And we all rose from our wonder,We would never admit defeat,Nick Cave & The Bad Seeds
Night Raid,Ghosteen,And we all rose from our wonder,We would never admit defeat,And we leaned out of the window,Nick Cave & The Bad Seeds
Night Raid,Ghosteen,We would never admit defeat,And we leaned out of the window,As the rain fell on the street,Nick Cave & The Bad Seeds
Night Raid,Ghosteen,And we leaned out of the window,As the rain fell on the street,On the street,Nick Cave & The Bad Seeds
Night Raid,Ghosteen,As the rain fell on the street,On the street,,Nick Cave & The Bad Seeds
Night Raid,Ghosteen,On the street,,They were just a sigh released from a dying star,Nick Cave & The Bad Seeds
Night Raid,Ghosteen,,They were just a sigh released from a dying star,"They were runaway flakes of snow, yeah I know",Nick Cave & The Bad Seeds
Night Raid,Ghosteen,They were just a sigh released from a dying star,"They were runaway flakes of snow, yeah I know",They annexed your insides in a late night raid,Nick Cave & The Bad Seeds
Night Raid,Ghosteen,"They were runaway flakes of snow, yeah I know",They annexed your insides in a late night raid,We sent down for drinks and something to eat,Nick Cave & The Bad Seeds
Night Raid,Ghosteen,They annexed your insides in a late night raid,We sent down for drinks and something to eat,The cars humming in the rain on the street below,Nick Cave & The Bad Seeds
Night Raid,Ghosteen,We sent down for drinks and something to eat,The cars humming in the rain on the street below,,Nick Cave & The Bad Seeds
Night Raid,Ghosteen,The cars humming in the rain on the street below,,A fountain throbs in the lobby of the Grand Hotel,Nick Cave & The Bad Seeds
Night Raid,Ghosteen,,A fountain throbs in the lobby of the Grand Hotel,"The spurting font of creativity, yeah I know",Nick Cave & The Bad Seeds
Night Raid,Ghosteen,A fountain throbs in the lobby of the Grand Hotel,"The spurting font of creativity, yeah I know",Your head in a pool of your own streaming hair,Nick Cave & The Bad Seeds
Night Raid,Ghosteen,"The spurting font of creativity, yeah I know",Your head in a pool of your own streaming hair,"And Jesus lying in his mother’s arms, just so",Nick Cave & The Bad Seeds
Night Raid,Ghosteen,Your head in a pool of your own streaming hair,"And Jesus lying in his mother’s arms, just so","Up on the wall, just so",Nick Cave & The Bad Seeds
Night Raid,Ghosteen,"And Jesus lying in his mother’s arms, just so","Up on the wall, just so",,Nick Cave & The Bad Seeds
Night Raid,Ghosteen,"Up on the wall, just so",,And we all rose up from our wonder,Nick Cave & The Bad Seeds
Night Raid,Ghosteen,,And we all rose up from our wonder,We will never admit defeat,Nick Cave & The Bad Seeds
Night Raid,Ghosteen,And we all rose up from our wonder,We will never admit defeat,And we leaned out of the window,Nick Cave & The Bad Seeds
Night Raid,Ghosteen,We will never admit defeat,And we leaned out of the window,And watched the horses in the street,Nick Cave & The Bad Seeds
Night Raid,Ghosteen,And we leaned out of the window,And watched the horses in the street,,Nick Cave & The Bad Seeds
Sun Forest,Ghosteen,,"I lay in the forest amongst the butterflies and the fireflies and the burning horses and the flaming trees, as a spiral of children climb up to the sun, waving goodbye to you and goodbye to me as the past pulls away and the future begins, I say goodbye to all that as the future rolls in, like a wave, like a wave, and the past with its savage undertow, lets go.",,Nick Cave & The Bad Seeds
Sun Forest,Ghosteen,"I lay in the forest amongst the butterflies and the fireflies and the burning horses and the flaming trees, as a spiral of children climb up to the sun, waving goodbye to you and goodbye to me as the past pulls away and the future begins, I say goodbye to all that as the future rolls in, like a wave, like a wave, and the past with its savage undertow, lets go.",,"Come on everyone, come on everyone",Nick Cave & The Bad Seeds
Sun Forest,Ghosteen,,"Come on everyone, come on everyone",A spiral of children climbs up to the sun,Nick Cave & The Bad Seeds
Sun Forest,Ghosteen,"Come on everyone, come on everyone",A spiral of children climbs up to the sun,"To the sun, to the sun, and on each golden rung",Nick Cave & The Bad Seeds
Sun Forest,Ghosteen,A spiral of children climbs up to the sun,"To the sun, to the sun, and on each golden rung",A spiral of children climbs up to the sun,Nick Cave & The Bad Seeds
Sun Forest,Ghosteen,"To the sun, to the sun, and on each golden rung",A spiral of children climbs up to the sun,,Nick Cave & The Bad Seeds
Sun Forest,Ghosteen,A spiral of children climbs up to the sun,,"And a man called Jesus, he promised he would leave us with a word that would light up the night, oh the night, but the stars hang from threads and blink off one by one and it isn’t any fun no it isn’t any fun to be standing here alone with nowhere to be with a man mad with grief and on each side a thief and everybody hanging from a tree, from a tree, and everybody hanging from a tree.",Nick Cave & The Bad Seeds
Sun Forest,Ghosteen,,"And a man called Jesus, he promised he would leave us with a word that would light up the night, oh the night, but the stars hang from threads and blink off one by one and it isn’t any fun no it isn’t any fun to be standing here alone with nowhere to be with a man mad with grief and on each side a thief and everybody hanging from a tree, from a tree, and everybody hanging from a tree.",,Nick Cave & The Bad Seeds
Sun Forest,Ghosteen,"And a man called Jesus, he promised he would leave us with a word that would light up the night, oh the night, but the stars hang from threads and blink off one by one and it isn’t any fun no it isn’t any fun to be standing here alone with nowhere to be with a man mad with grief and on each side a thief and everybody hanging from a tree, from a tree, and everybody hanging from a tree.",,"Come on everyone, come on everyone",Nick Cave & The Bad Seeds
Sun Forest,Ghosteen,,"Come on everyone, come on everyone",A spiral of children climbs up to the sun,Nick Cave & The Bad Seeds
Sun Forest,Ghosteen,"Come on everyone, come on everyone",A spiral of children climbs up to the sun,"To the sun, to the sun, taking everyone",Nick Cave & The Bad Seeds
Sun Forest,Ghosteen,A spiral of children climbs up to the sun,"To the sun, to the sun, taking everyone",A spiral of children climbs up to the sun,Nick Cave & The Bad Seeds
Sun Forest,Ghosteen,"To the sun, to the sun, taking everyone",A spiral of children climbs up to the sun,,Nick Cave & The Bad Seeds
Sun Forest,Ghosteen,A spiral of children climbs up to the sun,,"There is nothing more valuable than beauty, they say, there is nothing more valuable than love and I lie amongst the leaves and the burning trees and the fields of smoke and the black butterflies and the screaming horses and your bright green eyes so beautiful, your bright green eyes, so beautiful.",Nick Cave & The Bad Seeds
Sun Forest,Ghosteen,,"There is nothing more valuable than beauty, they say, there is nothing more valuable than love and I lie amongst the leaves and the burning trees and the fields of smoke and the black butterflies and the screaming horses and your bright green eyes so beautiful, your bright green eyes, so beautiful.",,Nick Cave & The Bad Seeds
Sun Forest,Ghosteen,"There is nothing more valuable than beauty, they say, there is nothing more valuable than love and I lie amongst the leaves and the burning trees and the fields of smoke and the black butterflies and the screaming horses and your bright green eyes so beautiful, your bright green eyes, so beautiful.",,I am here,Nick Cave & The Bad Seeds
Sun Forest,Ghosteen,,I am here,Beside you,Nick Cave & The Bad Seeds
Sun Forest,Ghosteen,I am here,Beside you,Look for me,Nick Cave & The Bad Seeds
Sun Forest,Ghosteen,Beside you,Look for me,In the sun,Nick Cave & The Bad Seeds
Sun Forest,Ghosteen,Look for me,In the sun,I am beside you,Nick Cave & The Bad Seeds
Sun Forest,Ghosteen,In the sun,I am beside you,I am within,Nick Cave & The Bad Seeds
Sun Forest,Ghosteen,I am beside you,I am within,In the sunshine,Nick Cave & The Bad Seeds
Sun Forest,Ghosteen,I am within,In the sunshine,In the sun,Nick Cave & The Bad Seeds
Sun Forest,Ghosteen,In the sunshine,In the sun,,Nick Cave & The Bad Seeds
Galleon Ship,Ghosteen,,If I could sail a galleon ship,Long lonely rider cross the sky,Nick Cave & The Bad Seeds
Galleon Ship,Ghosteen,If I could sail a galleon ship,Long lonely rider cross the sky,Seek out mysteries while you sleep,Nick Cave & The Bad Seeds
Galleon Ship,Ghosteen,Long lonely rider cross the sky,Seek out mysteries while you sleep,And treasures money cannot buy,Nick Cave & The Bad Seeds
Galleon Ship,Ghosteen,Seek out mysteries while you sleep,And treasures money cannot buy,,Nick Cave & The Bad Seeds
Galleon Ship,Ghosteen,And treasures money cannot buy,,For you know I see you everywhere,Nick Cave & The Bad Seeds
Galleon Ship,Ghosteen,,For you know I see you everywhere,"A servant girl, an empress",Nick Cave & The Bad Seeds
Galleon Ship,Ghosteen,For you know I see you everywhere,"A servant girl, an empress",My galleon ship would will fly and fall,Nick Cave & The Bad Seeds
Galleon Ship,Ghosteen,"A servant girl, an empress",My galleon ship would will fly and fall,Fall and fly and fly and fall,Nick Cave & The Bad Seeds
Galleon Ship,Ghosteen,My galleon ship would will fly and fall,Fall and fly and fly and fall,Deep into your loveliness,Nick Cave & The Bad Seeds
Galleon Ship,Ghosteen,Fall and fly and fly and fall,Deep into your loveliness,,Nick Cave & The Bad Seeds
Galleon Ship,Ghosteen,Deep into your loveliness,,"And if we rise, my love",Nick Cave & The Bad Seeds
Galleon Ship,Ghosteen,,"And if we rise, my love",Before the daylight comes,Nick Cave & The Bad Seeds
Galleon Ship,Ghosteen,"And if we rise, my love",Before the daylight comes,A thousand galleon ships would sail,Nick Cave & The Bad Seeds
Galleon Ship,Ghosteen,Before the daylight comes,A thousand galleon ships would sail,Ghostly around the morning sun,Nick Cave & The Bad Seeds
Galleon Ship,Ghosteen,A thousand galleon ships would sail,Ghostly around the morning sun,,Nick Cave & The Bad Seeds
Galleon Ship,Ghosteen,Ghostly around the morning sun,,As the city rises up,Nick Cave & The Bad Seeds
Galleon Ship,Ghosteen,,As the city rises up,As the city rises up,Nick Cave & The Bad Seeds
Galleon Ship,Ghosteen,As the city rises up,As the city rises up,As the city rises up,Nick Cave & The Bad Seeds
Galleon Ship,Ghosteen,As the city rises up,As the city rises up,As the city rises up,Nick Cave & The Bad Seeds
Galleon Ship,Ghosteen,As the city rises up,As the city rises up,,Nick Cave & The Bad Seeds
Galleon Ship,Ghosteen,As the city rises up,,For we are not alone it seems,Nick Cave & The Bad Seeds
Galleon Ship,Ghosteen,,For we are not alone it seems,So many riders in the sky,Nick Cave & The Bad Seeds
Galleon Ship,Ghosteen,For we are not alone it seems,So many riders in the sky,The winds of longing in their sails,Nick Cave & The Bad Seeds
Galleon Ship,Ghosteen,So many riders in the sky,The winds of longing in their sails,Searching for the other side,Nick Cave & The Bad Seeds
Galleon Ship,Ghosteen,The winds of longing in their sails,Searching for the other side,,Nick Cave & The Bad Seeds
Galleon Ship,Ghosteen,Searching for the other side,,"And if we rise, my love",Nick Cave & The Bad Seeds
Galleon Ship,Ghosteen,,"And if we rise, my love",Oh my darling precious one,Nick Cave & The Bad Seeds
Galleon Ship,Ghosteen,"And if we rise, my love",Oh my darling precious one,We’ll stand and watch the galleon ships,Nick Cave & The Bad Seeds
Galleon Ship,Ghosteen,Oh my darling precious one,We’ll stand and watch the galleon ships,Circle around the morning sun,Nick Cave & The Bad Seeds
Galleon Ship,Ghosteen,We’ll stand and watch the galleon ships,Circle around the morning sun,,Nick Cave & The Bad Seeds
Ghosteen Speaks,Ghosteen,,I am beside you,I am beside you,Nick Cave & The Bad Seeds
Ghosteen Speaks,Ghosteen,I am beside you,I am beside you,I am beside you,Nick Cave & The Bad Seeds
Ghosteen Speaks,Ghosteen,I am beside you,I am beside you,I am beside you,Nick Cave & The Bad Seeds
Ghosteen Speaks,Ghosteen,I am beside you,I am beside you,Look for me,Nick Cave & The Bad Seeds
Ghosteen Speaks,Ghosteen,I am beside you,Look for me,Look for me,Nick Cave & The Bad Seeds
Ghosteen Speaks,Ghosteen,Look for me,Look for me,I am beside you,Nick Cave & The Bad Seeds
Ghosteen Speaks,Ghosteen,Look for me,I am beside you,Look for me,Nick Cave & The Bad Seeds
Ghosteen Speaks,Ghosteen,I am beside you,Look for me,I try to forget,Nick Cave & The Bad Seeds
Ghosteen Speaks,Ghosteen,Look for me,I try to forget,To remember,Nick Cave & The Bad Seeds
Ghosteen Speaks,Ghosteen,I try to forget,To remember,That nothing is something,Nick Cave & The Bad Seeds
Ghosteen Speaks,Ghosteen,To remember,That nothing is something,Where something is meant to be,Nick Cave & The Bad Seeds
Ghosteen Speaks,Ghosteen,That nothing is something,Where something is meant to be,I am beside you,Nick Cave & The Bad Seeds
Ghosteen Speaks,Ghosteen,Where something is meant to be,I am beside you,I am beside you,Nick Cave & The Bad Seeds
Ghosteen Speaks,Ghosteen,I am beside you,I am beside you,Look for me,Nick Cave & The Bad Seeds
Ghosteen Speaks,Ghosteen,I am beside you,Look for me,Look for me,Nick Cave & The Bad Seeds
