song,album,prev,lyric,next,artist
The Weeping Song,The Good Son,This is a weeping song,A song in which to weep,While we rock ourselves to sleep,Nick Cave & The Bad Seeds
The Weeping Song,The Good Son,A song in which to weep,While we rock ourselves to sleep,This is a weeping song,Nick Cave & The Bad Seeds
The Weeping Song,The Good Son,While we rock ourselves to sleep,This is a weeping song,But I won’t be weeping long,Nick Cave & The Bad Seeds
The Weeping Song,The Good Son,This is a weeping song,But I won’t be weeping long,"No, I won’t be weeping long",Nick Cave & The Bad Seeds
The Weeping Song,The Good Son,But I won’t be weeping long,"No, I won’t be weeping long","No, I won’t be weeping long",Nick Cave & The Bad Seeds
The Weeping Song,The Good Son,"No, I won’t be weeping long","No, I won’t be weeping long","No, I won’t be weeping long",Nick Cave & The Bad Seeds
The Weeping Song,The Good Son,"No, I won’t be weeping long","No, I won’t be weeping long",,Nick Cave & The Bad Seeds
The Ship Song,The Good Son,,Come sail your ships around me,And burn your bridges down,Nick Cave & The Bad Seeds
The Ship Song,The Good Son,Come sail your ships around me,And burn your bridges down,"We make a little history, baby",Nick Cave & The Bad Seeds
The Ship Song,The Good Son,And burn your bridges down,"We make a little history, baby",Every time you come around,Nick Cave & The Bad Seeds
The Ship Song,The Good Son,"We make a little history, baby",Every time you come around,,Nick Cave & The Bad Seeds
The Ship Song,The Good Son,Every time you come around,,Come loose your dogs upon me,Nick Cave & The Bad Seeds
The Ship Song,The Good Son,,Come loose your dogs upon me,And let your hair hang down,Nick Cave & The Bad Seeds
The Ship Song,The Good Son,Come loose your dogs upon me,And let your hair hang down,You are a little mystery to me,Nick Cave & The Bad Seeds
The Ship Song,The Good Son,And let your hair hang down,You are a little mystery to me,Every time you come around,Nick Cave & The Bad Seeds
The Ship Song,The Good Son,You are a little mystery to me,Every time you come around,,Nick Cave & The Bad Seeds
The Ship Song,The Good Son,Every time you come around,,We talk about it all night long,Nick Cave & The Bad Seeds
The Ship Song,The Good Son,,We talk about it all night long,We define our moral ground,Nick Cave & The Bad Seeds
The Ship Song,The Good Son,We talk about it all night long,We define our moral ground,But when I crawl into your arms,Nick Cave & The Bad Seeds
The Ship Song,The Good Son,We define our moral ground,But when I crawl into your arms,Everything comes tumbling down,Nick Cave & The Bad Seeds
The Ship Song,The Good Son,But when I crawl into your arms,Everything comes tumbling down,,Nick Cave & The Bad Seeds
The Ship Song,The Good Son,Everything comes tumbling down,,Come sail your ships around me,Nick Cave & The Bad Seeds
The Ship Song,The Good Son,,Come sail your ships around me,And burn your bridges down,Nick Cave & The Bad Seeds
The Ship Song,The Good Son,Come sail your ships around me,And burn your bridges down,"We make a little history, baby",Nick Cave & The Bad Seeds
The Ship Song,The Good Son,And burn your bridges down,"We make a little history, baby",Every time you come around,Nick Cave & The Bad Seeds
The Ship Song,The Good Son,"We make a little history, baby",Every time you come around,,Nick Cave & The Bad Seeds
The Ship Song,The Good Son,Every time you come around,,Your face has fallen sad now,Nick Cave & The Bad Seeds
The Ship Song,The Good Son,,Your face has fallen sad now,For you know the time is nigh,Nick Cave & The Bad Seeds
The Ship Song,The Good Son,Your face has fallen sad now,For you know the time is nigh,When I must remove your wings,Nick Cave & The Bad Seeds
The Ship Song,The Good Son,For you know the time is nigh,When I must remove your wings,"And you, you must try to fly",Nick Cave & The Bad Seeds
The Ship Song,The Good Son,When I must remove your wings,"And you, you must try to fly",,Nick Cave & The Bad Seeds
The Ship Song,The Good Son,"And you, you must try to fly",,Come sail your ships around me,Nick Cave & The Bad Seeds
The Ship Song,The Good Son,,Come sail your ships around me,And burn your bridges down,Nick Cave & The Bad Seeds
The Ship Song,The Good Son,Come sail your ships around me,And burn your bridges down,"We make a little history, baby",Nick Cave & The Bad Seeds
The Ship Song,The Good Son,And burn your bridges down,"We make a little history, baby",Every time you come around,Nick Cave & The Bad Seeds
The Ship Song,The Good Son,"We make a little history, baby",Every time you come around,,Nick Cave & The Bad Seeds
The Ship Song,The Good Son,Every time you come around,,Come loose your dogs upon me,Nick Cave & The Bad Seeds
The Ship Song,The Good Son,,Come loose your dogs upon me,And let your hair hang down,Nick Cave & The Bad Seeds
The Ship Song,The Good Son,Come loose your dogs upon me,And let your hair hang down,You are a little mystery to me,Nick Cave & The Bad Seeds
The Ship Song,The Good Son,And let your hair hang down,You are a little mystery to me,Every time you come around,Nick Cave & The Bad Seeds
The Ship Song,The Good Son,You are a little mystery to me,Every time you come around,,Nick Cave & The Bad Seeds
The Hammer Song,The Good Son,,I set out on Monday,The night was cold and vast,Nick Cave & The Bad Seeds
The Hammer Song,The Good Son,I set out on Monday,The night was cold and vast,Any my brother slept,Nick Cave & The Bad Seeds
The Hammer Song,The Good Son,The night was cold and vast,Any my brother slept,And though I left quite quietly,Nick Cave & The Bad Seeds
The Hammer Song,The Good Son,Any my brother slept,And though I left quite quietly,My father raged and raged,Nick Cave & The Bad Seeds
The Hammer Song,The Good Son,And though I left quite quietly,My father raged and raged,And my mother wept,Nick Cave & The Bad Seeds
The Hammer Song,The Good Son,My father raged and raged,And my mother wept,,Nick Cave & The Bad Seeds
The Hammer Song,The Good Son,And my mother wept,,"Now, my life was like a river",Nick Cave & The Bad Seeds
The Hammer Song,The Good Son,,"Now, my life was like a river",All sucked into the ground,Nick Cave & The Bad Seeds
The Hammer Song,The Good Son,"Now, my life was like a river",All sucked into the ground,And then the hammer came down,Nick Cave & The Bad Seeds
The Hammer Song,The Good Son,All sucked into the ground,And then the hammer came down,"Lord, the hammer came down",Nick Cave & The Bad Seeds
The Hammer Song,The Good Son,And then the hammer came down,"Lord, the hammer came down",,Nick Cave & The Bad Seeds
The Hammer Song,The Good Son,"Lord, the hammer came down",,Many miles did I roam,Nick Cave & The Bad Seeds
The Hammer Song,The Good Son,,Many miles did I roam,Through the ice and through the snow,Nick Cave & The Bad Seeds
The Hammer Song,The Good Son,Many miles did I roam,Through the ice and through the snow,My horse died on the seventh day,Nick Cave & The Bad Seeds
The Hammer Song,The Good Son,Through the ice and through the snow,My horse died on the seventh day,,Nick Cave & The Bad Seeds
The Hammer Song,The Good Son,My horse died on the seventh day,,I stumbled into a city,Nick Cave & The Bad Seeds
The Hammer Song,The Good Son,,I stumbled into a city,Where the people tried to kill me,Nick Cave & The Bad Seeds
The Hammer Song,The Good Son,I stumbled into a city,Where the people tried to kill me,And I ran in shame,Nick Cave & The Bad Seeds
The Hammer Song,The Good Son,Where the people tried to kill me,And I ran in shame,Then I came upon a river,Nick Cave & The Bad Seeds
The Hammer Song,The Good Son,And I ran in shame,Then I came upon a river,And layed my saddle down,Nick Cave & The Bad Seeds
The Hammer Song,The Good Son,Then I came upon a river,And layed my saddle down,And then the hammer came down,Nick Cave & The Bad Seeds
The Hammer Song,The Good Son,And layed my saddle down,And then the hammer came down,"Lord, the hammer came down",Nick Cave & The Bad Seeds
The Hammer Song,The Good Son,And then the hammer came down,"Lord, the hammer came down",It knocked me to the ground,Nick Cave & The Bad Seeds
The Hammer Song,The Good Son,"Lord, the hammer came down",It knocked me to the ground,"And I said, “Please, please",Nick Cave & The Bad Seeds
The Hammer Song,The Good Son,It knocked me to the ground,"And I said, “Please, please",Take me back to my home town”,Nick Cave & The Bad Seeds
The Hammer Song,The Good Son,"And I said, “Please, please",Take me back to my home town”,"Lord, the hammer came down",Nick Cave & The Bad Seeds
The Hammer Song,The Good Son,Take me back to my home town”,"Lord, the hammer came down",,Nick Cave & The Bad Seeds
The Hammer Song,The Good Son,"Lord, the hammer came down",,Now I’ve been made weak by visions,Nick Cave & The Bad Seeds
The Hammer Song,The Good Son,,Now I’ve been made weak by visions,Many visions did I see,Nick Cave & The Bad Seeds
The Hammer Song,The Good Son,Now I’ve been made weak by visions,Many visions did I see,All through the night,Nick Cave & The Bad Seeds
The Hammer Song,The Good Son,Many visions did I see,All through the night,,Nick Cave & The Bad Seeds
The Hammer Song,The Good Son,All through the night,,On the seventh hour an angel came,Nick Cave & The Bad Seeds
The Hammer Song,The Good Son,,On the seventh hour an angel came,With many snakes in all his hands,Nick Cave & The Bad Seeds
The Hammer Song,The Good Son,On the seventh hour an angel came,With many snakes in all his hands,And I fled in fright,Nick Cave & The Bad Seeds
The Hammer Song,The Good Son,With many snakes in all his hands,And I fled in fright,,Nick Cave & The Bad Seeds
The Hammer Song,The Good Son,And I fled in fright,,I pushed off into the river,Nick Cave & The Bad Seeds
The Hammer Song,The Good Son,,I pushed off into the river,And the water came around,Nick Cave & The Bad Seeds
The Hammer Song,The Good Son,I pushed off into the river,And the water came around,And then the hammer came down,Nick Cave & The Bad Seeds
The Hammer Song,The Good Son,And the water came around,And then the hammer came down,"Lord, the hammer came down",Nick Cave & The Bad Seeds
The Hammer Song,The Good Son,And then the hammer came down,"Lord, the hammer came down",And it did not make a sound,Nick Cave & The Bad Seeds
The Hammer Song,The Good Son,"Lord, the hammer came down",And it did not make a sound,"And I said, “Please, please",Nick Cave & The Bad Seeds
The Hammer Song,The Good Son,And it did not make a sound,"And I said, “Please, please",Take me back to my home ground”,Nick Cave & The Bad Seeds
The Hammer Song,The Good Son,"And I said, “Please, please",Take me back to my home ground”,"Lord, the hammer came down",Nick Cave & The Bad Seeds
The Hammer Song,The Good Son,Take me back to my home ground”,"Lord, the hammer came down",,Nick Cave & The Bad Seeds
Lament,The Good Son,,"I’ve seen your fairground hair, your seaside eyes","Your vampire tooth, your little truth",Nick Cave & The Bad Seeds
Lament,The Good Son,"I’ve seen your fairground hair, your seaside eyes","Your vampire tooth, your little truth",Your tiny lies,Nick Cave & The Bad Seeds
Lament,The Good Son,"Your vampire tooth, your little truth",Your tiny lies,,Nick Cave & The Bad Seeds
Lament,The Good Son,Your tiny lies,,"I know your trembling hand, your guilty prize",Nick Cave & The Bad Seeds
Lament,The Good Son,,"I know your trembling hand, your guilty prize","Your sleeping limbs, your foreign hymns",Nick Cave & The Bad Seeds
Lament,The Good Son,"I know your trembling hand, your guilty prize","Your sleeping limbs, your foreign hymns",Your midnight cries,Nick Cave & The Bad Seeds
Lament,The Good Son,"Your sleeping limbs, your foreign hymns",Your midnight cries,,Nick Cave & The Bad Seeds
Lament,The Good Son,Your midnight cries,,So dry your eyes,Nick Cave & The Bad Seeds
Lament,The Good Son,,So dry your eyes,And turn your head away,Nick Cave & The Bad Seeds
Lament,The Good Son,So dry your eyes,And turn your head away,Now there’s nothing more to say,Nick Cave & The Bad Seeds
Lament,The Good Son,And turn your head away,Now there’s nothing more to say,Now you’re gone away,Nick Cave & The Bad Seeds
Lament,The Good Son,Now there’s nothing more to say,Now you’re gone away,,Nick Cave & The Bad Seeds
Lament,The Good Son,Now you’re gone away,,"I know your trail of tears, your slip of hand",Nick Cave & The Bad Seeds
Lament,The Good Son,,"I know your trail of tears, your slip of hand","Your monkey paw, your monkey claw",Nick Cave & The Bad Seeds
Lament,The Good Son,"I know your trail of tears, your slip of hand","Your monkey paw, your monkey claw",And your monkey hand,Nick Cave & The Bad Seeds
Lament,The Good Son,"Your monkey paw, your monkey claw",And your monkey hand,,Nick Cave & The Bad Seeds
Lament,The Good Son,And your monkey hand,,"I’ve seen your trick of blood, your trap of fire",Nick Cave & The Bad Seeds
Lament,The Good Son,,"I’ve seen your trick of blood, your trap of fire","Your ancient wound, your scarlet moon",Nick Cave & The Bad Seeds
Lament,The Good Son,"I’ve seen your trick of blood, your trap of fire","Your ancient wound, your scarlet moon",And your jailhouse smile,Nick Cave & The Bad Seeds
Lament,The Good Son,"Your ancient wound, your scarlet moon",And your jailhouse smile,,Nick Cave & The Bad Seeds
