song,album,prev,lyric,next
Higgs Boson Blues,Push The Sky Away,Flame trees on fire,Sitting and singing,The Higgs Boson Blues
Higgs Boson Blues,Push The Sky Away,Sitting and singing,The Higgs Boson Blues,"I’m tired, I’m looking for a spot to drop"
Higgs Boson Blues,Push The Sky Away,The Higgs Boson Blues,"I’m tired, I’m looking for a spot to drop",All the clocks have stopped in Memphis
Higgs Boson Blues,Push The Sky Away,"I’m tired, I’m looking for a spot to drop",All the clocks have stopped in Memphis,And the Lorraine Motel is hot
Higgs Boson Blues,Push The Sky Away,All the clocks have stopped in Memphis,And the Lorraine Motel is hot,"It’s hot, that’s why they call it the hot spot"
Higgs Boson Blues,Push The Sky Away,And the Lorraine Motel is hot,"It’s hot, that’s why they call it the hot spot",I take a room with a view
Higgs Boson Blues,Push The Sky Away,"It’s hot, that’s why they call it the hot spot",I take a room with a view,Hear a man preaching in a language that’s completely new
Higgs Boson Blues,Push The Sky Away,I take a room with a view,Hear a man preaching in a language that’s completely new,Making the hot cots in the flop-house bleed
Higgs Boson Blues,Push The Sky Away,Hear a man preaching in a language that’s completely new,Making the hot cots in the flop-house bleed,While the cleaning ladies sob into their mops
Higgs Boson Blues,Push The Sky Away,Making the hot cots in the flop-house bleed,While the cleaning ladies sob into their mops,And the bellhop hops and bops
Higgs Boson Blues,Push The Sky Away,While the cleaning ladies sob into their mops,And the bellhop hops and bops,As a shot rings out
Higgs Boson Blues,Push The Sky Away,And the bellhop hops and bops,As a shot rings out,To a spiritual groove
Higgs Boson Blues,Push The Sky Away,As a shot rings out,To a spiritual groove,Everybody bleeding
Higgs Boson Blues,Push The Sky Away,To a spiritual groove,Everybody bleeding,To the Higgs Boson Blues
Higgs Boson Blues,Push The Sky Away,Everybody bleeding,To the Higgs Boson Blues,And if I die tonight
Higgs Boson Blues,Push The Sky Away,To the Higgs Boson Blues,And if I die tonight,Bury me in my favourite yellow patent leather shoes
Higgs Boson Blues,Push The Sky Away,And if I die tonight,Bury me in my favourite yellow patent leather shoes,And with a mummified cat
Higgs Boson Blues,Push The Sky Away,Bury me in my favourite yellow patent leather shoes,And with a mummified cat,And a cone-like hat
Higgs Boson Blues,Push The Sky Away,And with a mummified cat,And a cone-like hat,That the Caliphate forced on the Jews
Higgs Boson Blues,Push The Sky Away,And a cone-like hat,That the Caliphate forced on the Jews,Can you feel my heart beat?
Higgs Boson Blues,Push The Sky Away,That the Caliphate forced on the Jews,Can you feel my heart beat?,Can you feel my heart beat?
Higgs Boson Blues,Push The Sky Away,Can you feel my heart beat?,Can you feel my heart beat?,Hannah Montana does the African Savannah
Higgs Boson Blues,Push The Sky Away,Can you feel my heart beat?,Hannah Montana does the African Savannah,As the simulated rainy season begins
Higgs Boson Blues,Push The Sky Away,Hannah Montana does the African Savannah,As the simulated rainy season begins,She curses the queue at the zoo loos
Higgs Boson Blues,Push The Sky Away,As the simulated rainy season begins,She curses the queue at the zoo loos,And moves on to Amazonia
Higgs Boson Blues,Push The Sky Away,She curses the queue at the zoo loos,And moves on to Amazonia,Cries with the dolphins
Higgs Boson Blues,Push The Sky Away,And moves on to Amazonia,Cries with the dolphins,"The Mai-Mai eat the pigmy, the pigmy eat the monkey"
Higgs Boson Blues,Push The Sky Away,Cries with the dolphins,"The Mai-Mai eat the pigmy, the pigmy eat the monkey",The monkey has a gift that he is sending back to you
Higgs Boson Blues,Push The Sky Away,"The Mai-Mai eat the pigmy, the pigmy eat the monkey",The monkey has a gift that he is sending back to you,Look! Here come the missionary
Higgs Boson Blues,Push The Sky Away,The monkey has a gift that he is sending back to you,Look! Here come the missionary,With his smallpox and flu
Higgs Boson Blues,Push The Sky Away,Look! Here come the missionary,With his smallpox and flu,Saving them savages with his Higgs Boson Blues
Higgs Boson Blues,Push The Sky Away,With his smallpox and flu,Saving them savages with his Higgs Boson Blues,I’m driving my car down to Geneva
Higgs Boson Blues,Push The Sky Away,Saving them savages with his Higgs Boson Blues,I’m driving my car down to Geneva,I’m driving my car down to Geneva
Higgs Boson Blues,Push The Sky Away,I’m driving my car down to Geneva,I’m driving my car down to Geneva,Oh let the damn day break
Higgs Boson Blues,Push The Sky Away,I’m driving my car down to Geneva,Oh let the damn day break,Rainy days always make me sad
Higgs Boson Blues,Push The Sky Away,Oh let the damn day break,Rainy days always make me sad,Miley Cyrus floats in a swimming pool in Taluca Lake
Higgs Boson Blues,Push The Sky Away,Rainy days always make me sad,Miley Cyrus floats in a swimming pool in Taluca Lake,And you’re the best girl I ever had
Higgs Boson Blues,Push The Sky Away,Miley Cyrus floats in a swimming pool in Taluca Lake,And you’re the best girl I ever had,Can’t remember anything at all
Higgs Boson Blues,Push The Sky Away,And you’re the best girl I ever had,Can’t remember anything at all,
Push The Sky Away,Push The Sky Away,,"I was riding, I was riding",The sun was rising up from the fields
Push The Sky Away,Push The Sky Away,"I was riding, I was riding",The sun was rising up from the fields,I got a feeling I just can’t shake
Push The Sky Away,Push The Sky Away,The sun was rising up from the fields,I got a feeling I just can’t shake,I got a feeling that just won’t go away
Push The Sky Away,Push The Sky Away,I got a feeling I just can’t shake,I got a feeling that just won’t go away,You’ve gotta just keep on pushing
Push The Sky Away,Push The Sky Away,I got a feeling that just won’t go away,You’ve gotta just keep on pushing,Push the sky away
Push The Sky Away,Push The Sky Away,You’ve gotta just keep on pushing,Push the sky away,And if your friends think that you should do it different
Push The Sky Away,Push The Sky Away,Push the sky away,And if your friends think that you should do it different,And if they think that you should do it the same
Push The Sky Away,Push The Sky Away,And if your friends think that you should do it different,And if they think that you should do it the same,You’ve gotta just keep on pushing
Push The Sky Away,Push The Sky Away,And if they think that you should do it the same,You’ve gotta just keep on pushing,Push the sky away
Push The Sky Away,Push The Sky Away,You’ve gotta just keep on pushing,Push the sky away,And if you feel you got everything you came for
Push The Sky Away,Push The Sky Away,Push the sky away,And if you feel you got everything you came for,If you got everything and you don’t want no more
Push The Sky Away,Push The Sky Away,And if you feel you got everything you came for,If you got everything and you don’t want no more,You’ve gotta just keep on pushing
Push The Sky Away,Push The Sky Away,If you got everything and you don’t want no more,You’ve gotta just keep on pushing,Push the sky away
Push The Sky Away,Push The Sky Away,You’ve gotta just keep on pushing,Push the sky away,And some people say it’s just rock and roll
Push The Sky Away,Push The Sky Away,Push the sky away,And some people say it’s just rock and roll,Oh but it gets you right down to your soul
Push The Sky Away,Push The Sky Away,And some people say it’s just rock and roll,Oh but it gets you right down to your soul,You’ve gotta just keep on pushing
Push The Sky Away,Push The Sky Away,Oh but it gets you right down to your soul,You’ve gotta just keep on pushing,Push the sky away
Push The Sky Away,Push The Sky Away,You’ve gotta just keep on pushing,Push the sky away,
