song,album,prev,lyric,next
We No Who U R,Push The Sky Away,And we know where you live,And we know there’s no need to forgive,
Wide Lovely Eyes,Push The Sky Away,,You wave at the sky with wide lovely eyes,Waves and waves of love goodbye
Wide Lovely Eyes,Push The Sky Away,You wave at the sky with wide lovely eyes,Waves and waves of love goodbye,Through the garden with your secret key
Wide Lovely Eyes,Push The Sky Away,Waves and waves of love goodbye,Through the garden with your secret key,Down the tunnel that leads to the sea
Wide Lovely Eyes,Push The Sky Away,Through the garden with your secret key,Down the tunnel that leads to the sea,Step onto the beach beneath the iron skies
Wide Lovely Eyes,Push The Sky Away,Down the tunnel that leads to the sea,Step onto the beach beneath the iron skies,You wave and wave with your wide lovely eyes
Wide Lovely Eyes,Push The Sky Away,Step onto the beach beneath the iron skies,You wave and wave with your wide lovely eyes,Crystal waves and waves of love
Wide Lovely Eyes,Push The Sky Away,You wave and wave with your wide lovely eyes,Crystal waves and waves of love,You wave and say goodbye
Wide Lovely Eyes,Push The Sky Away,Crystal waves and waves of love,You wave and say goodbye,Your dress sighs with your wide lovely strides
Wide Lovely Eyes,Push The Sky Away,You wave and say goodbye,Your dress sighs with your wide lovely strides,All along the street and lately the stories abound
Wide Lovely Eyes,Push The Sky Away,Your dress sighs with your wide lovely strides,All along the street and lately the stories abound,They’ve dismantled the fun fair and shut down the rides
Wide Lovely Eyes,Push The Sky Away,All along the street and lately the stories abound,They’ve dismantled the fun fair and shut down the rides,And they’ve hung the mermaids from the street lights by their hair
Wide Lovely Eyes,Push The Sky Away,They’ve dismantled the fun fair and shut down the rides,And they’ve hung the mermaids from the street lights by their hair,With wide lovely eyes you wave at the sky
Wide Lovely Eyes,Push The Sky Away,And they’ve hung the mermaids from the street lights by their hair,With wide lovely eyes you wave at the sky,And me at the high window watching you ride
Wide Lovely Eyes,Push The Sky Away,With wide lovely eyes you wave at the sky,And me at the high window watching you ride,The waves of blue and the waves of love
Wide Lovely Eyes,Push The Sky Away,And me at the high window watching you ride,The waves of blue and the waves of love,You wave and say goodbye
Wide Lovely Eyes,Push The Sky Away,The waves of blue and the waves of love,You wave and say goodbye,The night expands I am expanding
Wide Lovely Eyes,Push The Sky Away,You wave and say goodbye,The night expands I am expanding,I watch your hands like butterflies landing
Wide Lovely Eyes,Push The Sky Away,The night expands I am expanding,I watch your hands like butterflies landing,All among the myths and the legends we create
Wide Lovely Eyes,Push The Sky Away,I watch your hands like butterflies landing,All among the myths and the legends we create,And all the laughing stories we tell our friends
Wide Lovely Eyes,Push The Sky Away,All among the myths and the legends we create,And all the laughing stories we tell our friends,Close the windows clear up the mess it’s getting late
Wide Lovely Eyes,Push The Sky Away,And all the laughing stories we tell our friends,Close the windows clear up the mess it’s getting late,It’s darker and closer to the end
Wide Lovely Eyes,Push The Sky Away,Close the windows clear up the mess it’s getting late,It’s darker and closer to the end,And through the tunnel and down to the sea
Wide Lovely Eyes,Push The Sky Away,It’s darker and closer to the end,And through the tunnel and down to the sea,And on the pebble beach your laces you untie
Wide Lovely Eyes,Push The Sky Away,And through the tunnel and down to the sea,And on the pebble beach your laces you untie,And arrange your shoes side by side
Wide Lovely Eyes,Push The Sky Away,And on the pebble beach your laces you untie,And arrange your shoes side by side,You wave and wave with wide lovely eyes
Wide Lovely Eyes,Push The Sky Away,And arrange your shoes side by side,You wave and wave with wide lovely eyes,Distant waves and waves of distant love
Wide Lovely Eyes,Push The Sky Away,You wave and wave with wide lovely eyes,Distant waves and waves of distant love,You wave and say goodbye
Wide Lovely Eyes,Push The Sky Away,Distant waves and waves of distant love,You wave and say goodbye,
Water’s Edge,Push The Sky Away,,They take apart their bodies like toys for the local boys,Because they’re always there at the edge of the water
Water’s Edge,Push The Sky Away,They take apart their bodies like toys for the local boys,Because they’re always there at the edge of the water,They come from the capital these city girls
Water’s Edge,Push The Sky Away,Because they’re always there at the edge of the water,They come from the capital these city girls,Go way down where the stones meet the sea
Water’s Edge,Push The Sky Away,They come from the capital these city girls,Go way down where the stones meet the sea,"And all you young girls, where do you hide?"
Water’s Edge,Push The Sky Away,Go way down where the stones meet the sea,"And all you young girls, where do you hide?",Down by the water and the restless tide
Water’s Edge,Push The Sky Away,"And all you young girls, where do you hide?",Down by the water and the restless tide,And the local boys hide on the mound and watch
Water’s Edge,Push The Sky Away,Down by the water and the restless tide,And the local boys hide on the mound and watch,Reaching for the speech and the word to be heard
Water’s Edge,Push The Sky Away,And the local boys hide on the mound and watch,Reaching for the speech and the word to be heard,"And the boys grow hard, hard to be heard"
Water’s Edge,Push The Sky Away,Reaching for the speech and the word to be heard,"And the boys grow hard, hard to be heard",Hard to be heard as they reach for the speech
Water’s Edge,Push The Sky Away,"And the boys grow hard, hard to be heard",Hard to be heard as they reach for the speech,And search for the word on the water’s edge
Water’s Edge,Push The Sky Away,Hard to be heard as they reach for the speech,And search for the word on the water’s edge,But you grow old and you grow cold
Water’s Edge,Push The Sky Away,And search for the word on the water’s edge,But you grow old and you grow cold,Yeah you grow old and you grow cold
Water’s Edge,Push The Sky Away,But you grow old and you grow cold,Yeah you grow old and you grow cold,And they would come in their hoards these city girls
Water’s Edge,Push The Sky Away,Yeah you grow old and you grow cold,And they would come in their hoards these city girls,With white strings flowing from their ears
Water’s Edge,Push The Sky Away,And they would come in their hoards these city girls,With white strings flowing from their ears,As the local boys behind the mound think long and hard
Water’s Edge,Push The Sky Away,With white strings flowing from their ears,As the local boys behind the mound think long and hard,About the girls from the capital
Water’s Edge,Push The Sky Away,As the local boys behind the mound think long and hard,About the girls from the capital,Who dance at the water’s edge
Water’s Edge,Push The Sky Away,About the girls from the capital,Who dance at the water’s edge,Shaking their asses
Water’s Edge,Push The Sky Away,Who dance at the water’s edge,Shaking their asses,And all you young lovers
Water’s Edge,Push The Sky Away,Shaking their asses,And all you young lovers,Where do you hide?
Water’s Edge,Push The Sky Away,And all you young lovers,Where do you hide?,Down by the water and the restless tide
Water’s Edge,Push The Sky Away,Where do you hide?,Down by the water and the restless tide,With a bible of tricks they do with their legs
Water’s Edge,Push The Sky Away,Down by the water and the restless tide,With a bible of tricks they do with their legs,The girls reach for the speech and the speech to be heard
Water’s Edge,Push The Sky Away,With a bible of tricks they do with their legs,The girls reach for the speech and the speech to be heard,To be hard the local boys teem down the mound
Water’s Edge,Push The Sky Away,The girls reach for the speech and the speech to be heard,To be hard the local boys teem down the mound,And seize the girls from the capital
Water’s Edge,Push The Sky Away,To be hard the local boys teem down the mound,And seize the girls from the capital,Who shriek at the edge of the water
Water’s Edge,Push The Sky Away,And seize the girls from the capital,Who shriek at the edge of the water,Shriek to speak and reach for the speech
Water’s Edge,Push The Sky Away,Who shriek at the edge of the water,Shriek to speak and reach for the speech,Yeah reach for the speech and be heard
Water’s Edge,Push The Sky Away,Shriek to speak and reach for the speech,Yeah reach for the speech and be heard,But you grow old and you grow cold
Water’s Edge,Push The Sky Away,Yeah reach for the speech and be heard,But you grow old and you grow cold,Yeah you grow old and you grow cold
Water’s Edge,Push The Sky Away,But you grow old and you grow cold,Yeah you grow old and you grow cold,You grow old
Water’s Edge,Push The Sky Away,Yeah you grow old and you grow cold,You grow old,Their legs wide to the world like bibles open
Water’s Edge,Push The Sky Away,You grow old,Their legs wide to the world like bibles open,To be speared and taking their bodies apart like toys
Water’s Edge,Push The Sky Away,Their legs wide to the world like bibles open,To be speared and taking their bodies apart like toys,They dismantle themselves by the waters edge
Water’s Edge,Push The Sky Away,To be speared and taking their bodies apart like toys,They dismantle themselves by the waters edge,And reach for the speech and the wide wide world
Water’s Edge,Push The Sky Away,They dismantle themselves by the waters edge,And reach for the speech and the wide wide world,"And, God knows, the local boys"
Water’s Edge,Push The Sky Away,And reach for the speech and the wide wide world,"And, God knows, the local boys",It’s the will of love
Water’s Edge,Push The Sky Away,"And, God knows, the local boys",It’s the will of love,It’s the thrill of love
Water’s Edge,Push The Sky Away,It’s the will of love,It’s the thrill of love,Ah but the chill of love
Water’s Edge,Push The Sky Away,It’s the thrill of love,Ah but the chill of love,Is comin’ on
Water’s Edge,Push The Sky Away,Ah but the chill of love,Is comin’ on,It’s the will of love
Water’s Edge,Push The Sky Away,Is comin’ on,It’s the will of love,It’s the thrill of love
Water’s Edge,Push The Sky Away,It’s the will of love,It’s the thrill of love,Ah but the chill of love
Water’s Edge,Push The Sky Away,It’s the thrill of love,Ah but the chill of love,Is comin’ on
Water’s Edge,Push The Sky Away,Ah but the chill of love,Is comin’ on,It’s the will of love
Water’s Edge,Push The Sky Away,Is comin’ on,It’s the will of love,It’s the thrill of love
Water’s Edge,Push The Sky Away,It’s the will of love,It’s the thrill of love,Ah but the chill of love
Water’s Edge,Push The Sky Away,It’s the thrill of love,Ah but the chill of love,"Is comin’ down, people"
Water’s Edge,Push The Sky Away,Ah but the chill of love,"Is comin’ down, people",
Jubilee Street,Push The Sky Away,,On Jubilee Street,There was a girl named Bee
Jubilee Street,Push The Sky Away,On Jubilee Street,There was a girl named Bee,She had a history
Jubilee Street,Push The Sky Away,There was a girl named Bee,She had a history,But she had no past
Jubilee Street,Push The Sky Away,She had a history,But she had no past,When they shut her down
Jubilee Street,Push The Sky Away,But she had no past,When they shut her down,The Russians moved in
Jubilee Street,Push The Sky Away,When they shut her down,The Russians moved in,"I’m too scared, I’m too scared"
Jubilee Street,Push The Sky Away,The Russians moved in,"I’m too scared, I’m too scared",To even walk on past
Jubilee Street,Push The Sky Away,"I’m too scared, I’m too scared",To even walk on past,She used to say
Jubilee Street,Push The Sky Away,To even walk on past,She used to say,All those good people
Jubilee Street,Push The Sky Away,She used to say,All those good people,Down on Jubilee Street
Jubilee Street,Push The Sky Away,All those good people,Down on Jubilee Street,They ought to practice what they preach
Jubilee Street,Push The Sky Away,Down on Jubilee Street,They ought to practice what they preach,Those good people
Jubilee Street,Push The Sky Away,They ought to practice what they preach,Those good people,On Jubilee Street
Jubilee Street,Push The Sky Away,Those good people,On Jubilee Street,And here I come up the hill
Jubilee Street,Push The Sky Away,On Jubilee Street,And here I come up the hill,I’m pushing my wheel of love
Jubilee Street,Push The Sky Away,And here I come up the hill,I’m pushing my wheel of love,I got love in my tummy
Jubilee Street,Push The Sky Away,I’m pushing my wheel of love,I got love in my tummy,And a tiny little pain
Jubilee Street,Push The Sky Away,I got love in my tummy,And a tiny little pain,And a ten ton catastrophe
Jubilee Street,Push The Sky Away,And a tiny little pain,And a ten ton catastrophe,On a sixty pound chain
Jubilee Street,Push The Sky Away,And a ten ton catastrophe,On a sixty pound chain,And I’m pushing
Jubilee Street,Push The Sky Away,On a sixty pound chain,And I’m pushing,My wheel of love up Jubilee Street
Jubilee Street,Push The Sky Away,And I’m pushing,My wheel of love up Jubilee Street,Oh look at me now
Jubilee Street,Push The Sky Away,My wheel of love up Jubilee Street,Oh look at me now,The problem was
Jubilee Street,Push The Sky Away,Oh look at me now,The problem was,She had a little black book
Jubilee Street,Push The Sky Away,The problem was,She had a little black book,And my name was written on every page
Jubilee Street,Push The Sky Away,She had a little black book,And my name was written on every page,Well a girl’s got to make ends meet
Jubilee Street,Push The Sky Away,And my name was written on every page,Well a girl’s got to make ends meet,Even down on Jubilee Street
Jubilee Street,Push The Sky Away,Well a girl’s got to make ends meet,Even down on Jubilee Street,I was out of place and time
Jubilee Street,Push The Sky Away,Even down on Jubilee Street,I was out of place and time,And over the hill
Jubilee Street,Push The Sky Away,I was out of place and time,And over the hill,And out of my mind
Jubilee Street,Push The Sky Away,And over the hill,And out of my mind,On Jubilee Street
Jubilee Street,Push The Sky Away,And out of my mind,On Jubilee Street,I ought to practice what I preach
Jubilee Street,Push The Sky Away,On Jubilee Street,I ought to practice what I preach,These days I go down town
Jubilee Street,Push The Sky Away,I ought to practice what I preach,These days I go down town,In my tie and tails
Jubilee Street,Push The Sky Away,These days I go down town,In my tie and tails,I got a foetus on a leash
Jubilee Street,Push The Sky Away,In my tie and tails,I got a foetus on a leash,I am alone now
Jubilee Street,Push The Sky Away,I got a foetus on a leash,I am alone now,I am beyond recriminations
Jubilee Street,Push The Sky Away,I am alone now,I am beyond recriminations,The curtains are shut
Jubilee Street,Push The Sky Away,I am beyond recriminations,The curtains are shut,The furniture has gone
Jubilee Street,Push The Sky Away,The curtains are shut,The furniture has gone,I am transforming
Jubilee Street,Push The Sky Away,The furniture has gone,I am transforming,I am vibrating
Jubilee Street,Push The Sky Away,I am transforming,I am vibrating,I am glowing
Jubilee Street,Push The Sky Away,I am vibrating,I am glowing,I am flying
Jubilee Street,Push The Sky Away,I am glowing,I am flying,Look at me now
Jubilee Street,Push The Sky Away,I am flying,Look at me now,
Mermaids,Push The Sky Away,,She was a catch,We were a match
Mermaids,Push The Sky Away,She was a catch,We were a match,I was the match
Mermaids,Push The Sky Away,We were a match,I was the match,That would fire up her snatch
Mermaids,Push The Sky Away,I was the match,That would fire up her snatch,But there was a catch
Mermaids,Push The Sky Away,That would fire up her snatch,But there was a catch,I was no match
Mermaids,Push The Sky Away,But there was a catch,I was no match,I was fired from her crotch
Mermaids,Push The Sky Away,I was no match,I was fired from her crotch,Now I sit around and watch
Mermaids,Push The Sky Away,I was fired from her crotch,Now I sit around and watch,The mermaids sun themselves
Mermaids,Push The Sky Away,Now I sit around and watch,The mermaids sun themselves,Out on the rocks
Mermaids,Push The Sky Away,The mermaids sun themselves,Out on the rocks,They are beyond our touch
Mermaids,Push The Sky Away,Out on the rocks,They are beyond our touch,I watch and watch
Mermaids,Push The Sky Away,They are beyond our touch,I watch and watch,Them wave at me
Mermaids,Push The Sky Away,I watch and watch,Them wave at me,They wave at me
Mermaids,Push The Sky Away,Them wave at me,They wave at me,They wave and slip
Mermaids,Push The Sky Away,They wave at me,They wave and slip,Back into the sea
Mermaids,Push The Sky Away,They wave and slip,Back into the sea,All the ones who come
Mermaids,Push The Sky Away,Back into the sea,All the ones who come,And all the ones who go
Mermaids,Push The Sky Away,All the ones who come,And all the ones who go,Down to the water
Mermaids,Push The Sky Away,And all the ones who go,Down to the water,All the ones who come
Mermaids,Push The Sky Away,Down to the water,All the ones who come,And all the ones who go
Mermaids,Push The Sky Away,All the ones who come,And all the ones who go,Down to the sea
Mermaids,Push The Sky Away,And all the ones who go,Down to the sea,I believe in God
Mermaids,Push The Sky Away,Down to the sea,I believe in God,I believe in mermaids too
Mermaids,Push The Sky Away,I believe in God,I believe in mermaids too,I believe in seventy two virgins
Mermaids,Push The Sky Away,I believe in mermaids too,I believe in seventy two virgins,On a chain why not why not
Mermaids,Push The Sky Away,I believe in seventy two virgins,On a chain why not why not,I believe in the rapture
Mermaids,Push The Sky Away,On a chain why not why not,I believe in the rapture,For I’ve seen your face
Mermaids,Push The Sky Away,I believe in the rapture,For I’ve seen your face,On the floor of the ocean
Mermaids,Push The Sky Away,For I’ve seen your face,On the floor of the ocean,At the bottom of the rain
Mermaids,Push The Sky Away,On the floor of the ocean,At the bottom of the rain,I do driver alertness course
Mermaids,Push The Sky Away,At the bottom of the rain,I do driver alertness course,I do husband alertness course
Mermaids,Push The Sky Away,I do driver alertness course,I do husband alertness course,I do mermaid alertness course
Mermaids,Push The Sky Away,I do husband alertness course,I do mermaid alertness course,I watch them out on the rocks
Mermaids,Push The Sky Away,I do mermaid alertness course,I watch them out on the rocks,They wave at me
Mermaids,Push The Sky Away,I watch them out on the rocks,They wave at me,They wave at me
Mermaids,Push The Sky Away,They wave at me,They wave at me,They wave and slip
Mermaids,Push The Sky Away,They wave at me,They wave and slip,Back into the sea
Mermaids,Push The Sky Away,They wave and slip,Back into the sea,All the ones who come
Mermaids,Push The Sky Away,Back into the sea,All the ones who come,And all the ones who go
Mermaids,Push The Sky Away,All the ones who come,And all the ones who go,Down to the water
Mermaids,Push The Sky Away,And all the ones who go,Down to the water,All the ones who come
Mermaids,Push The Sky Away,Down to the water,All the ones who come,And the ones who go
Mermaids,Push The Sky Away,All the ones who come,And the ones who go,Down to the sea
Mermaids,Push The Sky Away,And the ones who go,Down to the sea,
We Real Cool,Push The Sky Away,,Who took your measurements,From your toes to the top of your head?
We Real Cool,Push The Sky Away,Who took your measurements,From your toes to the top of your head?,Who bought you clothes and new shoes
We Real Cool,Push The Sky Away,From your toes to the top of your head?,Who bought you clothes and new shoes,And wrote you a book you never read?
We Real Cool,Push The Sky Away,Who bought you clothes and new shoes,And wrote you a book you never read?,"Yeah, you know"
We Real Cool,Push The Sky Away,And wrote you a book you never read?,"Yeah, you know",Who was it?
We Real Cool,Push The Sky Away,"Yeah, you know",Who was it?,"Yeah, you know we real cool"
We Real Cool,Push The Sky Away,Who was it?,"Yeah, you know we real cool",On the far side of the morning
We Real Cool,Push The Sky Away,"Yeah, you know we real cool",On the far side of the morning,Who was it?
We Real Cool,Push The Sky Away,On the far side of the morning,Who was it?,"Yeah, you know yeah we real cool"
We Real Cool,Push The Sky Away,Who was it?,"Yeah, you know yeah we real cool",Now I hope you’re listening
We Real Cool,Push The Sky Away,"Yeah, you know yeah we real cool",Now I hope you’re listening,Are you?
We Real Cool,Push The Sky Away,Now I hope you’re listening,Are you?,Who was it you called the good shepherd
We Real Cool,Push The Sky Away,Are you?,Who was it you called the good shepherd,Rounding up the kids for their meal?
We Real Cool,Push The Sky Away,Who was it you called the good shepherd,Rounding up the kids for their meal?,Who chased your shadow
We Real Cool,Push The Sky Away,Rounding up the kids for their meal?,Who chased your shadow,Running out behind?
We Real Cool,Push The Sky Away,Who chased your shadow,Running out behind?,Clinging to your high flying heels
We Real Cool,Push The Sky Away,Running out behind?,Clinging to your high flying heels,"Your high flying, high flying, high flying heels"
We Real Cool,Push The Sky Away,Clinging to your high flying heels,"Your high flying, high flying, high flying heels",Who was it?
We Real Cool,Push The Sky Away,"Your high flying, high flying, high flying heels",Who was it?,"Yeah, you know we real cool"
We Real Cool,Push The Sky Away,Who was it?,"Yeah, you know we real cool",On the far side of the morning
We Real Cool,Push The Sky Away,"Yeah, you know we real cool",On the far side of the morning,Who was it?
We Real Cool,Push The Sky Away,On the far side of the morning,Who was it?,"Yeah, you know we real cool"
We Real Cool,Push The Sky Away,Who was it?,"Yeah, you know we real cool",And I hope you’re listening
We Real Cool,Push The Sky Away,"Yeah, you know we real cool",And I hope you’re listening,Are you?
We Real Cool,Push The Sky Away,And I hope you’re listening,Are you?,Who measured the distance from the planets
We Real Cool,Push The Sky Away,Are you?,Who measured the distance from the planets,Right down to your big blue spinning world?
We Real Cool,Push The Sky Away,Who measured the distance from the planets,Right down to your big blue spinning world?,In heartbeats and tears and nervous laughter
We Real Cool,Push The Sky Away,Right down to your big blue spinning world?,In heartbeats and tears and nervous laughter,"Spilling down all over you, girl"
We Real Cool,Push The Sky Away,In heartbeats and tears and nervous laughter,"Spilling down all over you, girl",Who was it?
We Real Cool,Push The Sky Away,"Spilling down all over you, girl",Who was it?,"Yeah, you know we real cool"
We Real Cool,Push The Sky Away,Who was it?,"Yeah, you know we real cool",And the world keeps on turning
We Real Cool,Push The Sky Away,"Yeah, you know we real cool",And the world keeps on turning,Who was it?
We Real Cool,Push The Sky Away,And the world keeps on turning,Who was it?,"Yeah, you know we real cool"
We Real Cool,Push The Sky Away,Who was it?,"Yeah, you know we real cool",And I hope you’re listening
We Real Cool,Push The Sky Away,"Yeah, you know we real cool",And I hope you’re listening,Are you?
We Real Cool,Push The Sky Away,And I hope you’re listening,Are you?,Sirius is eight-point-six light years away
We Real Cool,Push The Sky Away,Are you?,Sirius is eight-point-six light years away,Arcturus is thirty seven
We Real Cool,Push The Sky Away,Sirius is eight-point-six light years away,Arcturus is thirty seven,The past is the past
We Real Cool,Push The Sky Away,Arcturus is thirty seven,The past is the past,And it’s here to stay
We Real Cool,Push The Sky Away,The past is the past,And it’s here to stay,Wikipedia is heaven
We Real Cool,Push The Sky Away,And it’s here to stay,Wikipedia is heaven,When you don’t want to remember no more
We Real Cool,Push The Sky Away,Wikipedia is heaven,When you don’t want to remember no more,On the far side of the morning
We Real Cool,Push The Sky Away,When you don’t want to remember no more,On the far side of the morning,Who was it?
We Real Cool,Push The Sky Away,On the far side of the morning,Who was it?,"Yeah, you know we real cool"
We Real Cool,Push The Sky Away,Who was it?,"Yeah, you know we real cool",I hope you hear me
We Real Cool,Push The Sky Away,"Yeah, you know we real cool",I hope you hear me,And you’ll call
We Real Cool,Push The Sky Away,I hope you hear me,And you’ll call,
Finishing Jubilee Street,Push The Sky Away,,I just finished writing Jubilee Street,I lay down on my bed and fell into a deep sleep
Finishing Jubilee Street,Push The Sky Away,I just finished writing Jubilee Street,I lay down on my bed and fell into a deep sleep,And when I awoke I believed
Finishing Jubilee Street,Push The Sky Away,I lay down on my bed and fell into a deep sleep,And when I awoke I believed,I had taken a bride called Mary Stanford
Finishing Jubilee Street,Push The Sky Away,And when I awoke I believed,I had taken a bride called Mary Stanford,And I flew into a frenzy searching high and low
Finishing Jubilee Street,Push The Sky Away,I had taken a bride called Mary Stanford,And I flew into a frenzy searching high and low,Because in my dream the girl was very young
Finishing Jubilee Street,Push The Sky Away,And I flew into a frenzy searching high and low,Because in my dream the girl was very young,"I said hey little girl, where do you hide?"
Finishing Jubilee Street,Push The Sky Away,Because in my dream the girl was very young,"I said hey little girl, where do you hide?",You draw lightning from the sky
Finishing Jubilee Street,Push The Sky Away,"I said hey little girl, where do you hide?",You draw lightning from the sky,All of this in her dark hair
Finishing Jubilee Street,Push The Sky Away,You draw lightning from the sky,All of this in her dark hair,All of this in her dark hair oh Lord
Finishing Jubilee Street,Push The Sky Away,All of this in her dark hair,All of this in her dark hair oh Lord,See that girl comin’ on down
Finishing Jubilee Street,Push The Sky Away,All of this in her dark hair oh Lord,See that girl comin’ on down,See that girl comin’ on down
Finishing Jubilee Street,Push The Sky Away,See that girl comin’ on down,See that girl comin’ on down,Last night your shadow scampered up the wall it fly
Finishing Jubilee Street,Push The Sky Away,See that girl comin’ on down,Last night your shadow scampered up the wall it fly,and leaped like a black spider between your legs
Finishing Jubilee Street,Push The Sky Away,Last night your shadow scampered up the wall it fly,and leaped like a black spider between your legs,And cried
Finishing Jubilee Street,Push The Sky Away,and leaped like a black spider between your legs,And cried,My children! My children!
Finishing Jubilee Street,Push The Sky Away,And cried,My children! My children!,They are lost to us
Finishing Jubilee Street,Push The Sky Away,My children! My children!,They are lost to us,All of this in her dark hair
Finishing Jubilee Street,Push The Sky Away,They are lost to us,All of this in her dark hair,All of this in her dark hair oh Lord
Finishing Jubilee Street,Push The Sky Away,All of this in her dark hair,All of this in her dark hair oh Lord,See that girl comin’ on down
Finishing Jubilee Street,Push The Sky Away,All of this in her dark hair oh Lord,See that girl comin’ on down,See that girl comin’ on down
Finishing Jubilee Street,Push The Sky Away,See that girl comin’ on down,See that girl comin’ on down,
Higgs Boson Blues,Push The Sky Away,,Can’t remember anything at all,Flame trees lined the street
Higgs Boson Blues,Push The Sky Away,Can’t remember anything at all,Flame trees lined the street,Can’t remember anything at all
Higgs Boson Blues,Push The Sky Away,Flame trees lined the street,Can’t remember anything at all,But I’m driving my car down to Geneva
Higgs Boson Blues,Push The Sky Away,Can’t remember anything at all,But I’m driving my car down to Geneva,I’ve been sitting in my basement patio
Higgs Boson Blues,Push The Sky Away,But I’m driving my car down to Geneva,I’ve been sitting in my basement patio,It was hot
Higgs Boson Blues,Push The Sky Away,I’ve been sitting in my basement patio,It was hot,Up above the girls walk past
Higgs Boson Blues,Push The Sky Away,It was hot,Up above the girls walk past,Their roses all in bloom
Higgs Boson Blues,Push The Sky Away,Up above the girls walk past,Their roses all in bloom,Have you ever heard about the Higgs Boson Blues?
Higgs Boson Blues,Push The Sky Away,Their roses all in bloom,Have you ever heard about the Higgs Boson Blues?,I’m going down to Geneva baby
Higgs Boson Blues,Push The Sky Away,Have you ever heard about the Higgs Boson Blues?,I’m going down to Geneva baby,Gonna teach it to you
Higgs Boson Blues,Push The Sky Away,I’m going down to Geneva baby,Gonna teach it to you,Black road long and I drove and drove
Higgs Boson Blues,Push The Sky Away,Gonna teach it to you,Black road long and I drove and drove,Came upon a crossroad
Higgs Boson Blues,Push The Sky Away,Black road long and I drove and drove,Came upon a crossroad,The night was hot and black
Higgs Boson Blues,Push The Sky Away,Came upon a crossroad,The night was hot and black,I see Robert Johnson
Higgs Boson Blues,Push The Sky Away,The night was hot and black,I see Robert Johnson,With a ten dollar guitar
Higgs Boson Blues,Push The Sky Away,I see Robert Johnson,With a ten dollar guitar,Strapped to his back
Higgs Boson Blues,Push The Sky Away,With a ten dollar guitar,Strapped to his back,Looking for a tune
Higgs Boson Blues,Push The Sky Away,Strapped to his back,Looking for a tune,"Ah, well here comes Lucifer with his canon law"
Higgs Boson Blues,Push The Sky Away,Looking for a tune,"Ah, well here comes Lucifer with his canon law",And a hundred black babies running from his genocidal jaw
Higgs Boson Blues,Push The Sky Away,"Ah, well here comes Lucifer with his canon law",And a hundred black babies running from his genocidal jaw,He got the real killer groove
Higgs Boson Blues,Push The Sky Away,And a hundred black babies running from his genocidal jaw,He got the real killer groove,"Robert Johnson and the devil, man"
Higgs Boson Blues,Push The Sky Away,He got the real killer groove,"Robert Johnson and the devil, man",Don’t know who’s gonna rip off who
Higgs Boson Blues,Push The Sky Away,"Robert Johnson and the devil, man",Don’t know who’s gonna rip off who,Driving my car
Higgs Boson Blues,Push The Sky Away,Don’t know who’s gonna rip off who,Driving my car,Flame trees on fire
Higgs Boson Blues,Push The Sky Away,Driving my car,Flame trees on fire,Sitting and singing
