song,album,prev,lyric,next
Do You Love Me?,Let Love In,"Well, I try, I do, I really try","But I just err, baby, I do, I error","So come find me, my darling one"
Do You Love Me?,Let Love In,"But I just err, baby, I do, I error","So come find me, my darling one","I’m down to the grounds, the very dregs"
Do You Love Me?,Let Love In,"So come find me, my darling one","I’m down to the grounds, the very dregs","Ah, here she comes, blocking the sun"
Do You Love Me?,Let Love In,"I’m down to the grounds, the very dregs","Ah, here she comes, blocking the sun",Blood running down the inside of her legs
Do You Love Me?,Let Love In,"Ah, here she comes, blocking the sun",Blood running down the inside of her legs,The moon in the sky is battered and mangled
Do You Love Me?,Let Love In,Blood running down the inside of her legs,The moon in the sky is battered and mangled,And the bells from the chapel go jingle-jangle
Do You Love Me?,Let Love In,The moon in the sky is battered and mangled,And the bells from the chapel go jingle-jangle,
Do You Love Me?,Let Love In,And the bells from the chapel go jingle-jangle,,Do you love me?
Do You Love Me?,Let Love In,,Do you love me?,All things move toward their end
Do You Love Me?,Let Love In,Do you love me?,All things move toward their end,I knew before I met her that I would lose her
Do You Love Me?,Let Love In,All things move toward their end,I knew before I met her that I would lose her,I swear I made every effort to be good to her
Do You Love Me?,Let Love In,I knew before I met her that I would lose her,I swear I made every effort to be good to her,I swear I made every effort not to abuse her
Do You Love Me?,Let Love In,I swear I made every effort to be good to her,I swear I made every effort not to abuse her,Crazy bracelets on her wrists and her ankles
Do You Love Me?,Let Love In,I swear I made every effort not to abuse her,Crazy bracelets on her wrists and her ankles,And the bells from the chapel went jingle-jangle
Do You Love Me?,Let Love In,Crazy bracelets on her wrists and her ankles,And the bells from the chapel went jingle-jangle,
Nobody’s Baby Now,Let Love In,,I’ve searched the holy books,"Tried to unravel the mystery of Jesus Christ, the saviour"
Nobody’s Baby Now,Let Love In,I’ve searched the holy books,"Tried to unravel the mystery of Jesus Christ, the saviour",I’ve read the poets and the analysts
Nobody’s Baby Now,Let Love In,"Tried to unravel the mystery of Jesus Christ, the saviour",I’ve read the poets and the analysts,Searched through the books on human behaviour
Nobody’s Baby Now,Let Love In,I’ve read the poets and the analysts,Searched through the books on human behaviour,I travelled the whole world around
Nobody’s Baby Now,Let Love In,Searched through the books on human behaviour,I travelled the whole world around,For an answer that refused to be found
Nobody’s Baby Now,Let Love In,I travelled the whole world around,For an answer that refused to be found,I don’t know why and I don’t know how
Nobody’s Baby Now,Let Love In,For an answer that refused to be found,I don’t know why and I don’t know how,But she’s nobody’s baby now
Nobody’s Baby Now,Let Love In,I don’t know why and I don’t know how,But she’s nobody’s baby now,
Nobody’s Baby Now,Let Love In,But she’s nobody’s baby now,,I loved her then and I guess I love her still
Nobody’s Baby Now,Let Love In,,I loved her then and I guess I love her still,Hers is the face I see when a certain mood moves in
Nobody’s Baby Now,Let Love In,I loved her then and I guess I love her still,Hers is the face I see when a certain mood moves in,She lives in my blood and skin
Nobody’s Baby Now,Let Love In,Hers is the face I see when a certain mood moves in,She lives in my blood and skin,"Her wild feral stare, her dark hair"
Nobody’s Baby Now,Let Love In,She lives in my blood and skin,"Her wild feral stare, her dark hair",Her winter lips as cold as stone
Nobody’s Baby Now,Let Love In,"Her wild feral stare, her dark hair",Her winter lips as cold as stone,"Yeah, I was her man"
Nobody’s Baby Now,Let Love In,Her winter lips as cold as stone,"Yeah, I was her man",But there are some things even love won’t allow
Nobody’s Baby Now,Let Love In,"Yeah, I was her man",But there are some things even love won’t allow,I held her hand but I don’t hold it now
Nobody’s Baby Now,Let Love In,But there are some things even love won’t allow,I held her hand but I don’t hold it now,I don’t know why and I don’t know how
Nobody’s Baby Now,Let Love In,I held her hand but I don’t hold it now,I don’t know why and I don’t know how,But she’s nobody’s baby now
Nobody’s Baby Now,Let Love In,I don’t know why and I don’t know how,But she’s nobody’s baby now,
Nobody’s Baby Now,Let Love In,But she’s nobody’s baby now,,This is her dress that I loved best
Nobody’s Baby Now,Let Love In,,This is her dress that I loved best,With the blue quilted violets across the breast
Nobody’s Baby Now,Let Love In,This is her dress that I loved best,With the blue quilted violets across the breast,And these are my many letters
Nobody’s Baby Now,Let Love In,With the blue quilted violets across the breast,And these are my many letters,Torn to pieces by her long-fingered hand
Nobody’s Baby Now,Let Love In,And these are my many letters,Torn to pieces by her long-fingered hand,I was her cruel-hearted man
Nobody’s Baby Now,Let Love In,Torn to pieces by her long-fingered hand,I was her cruel-hearted man,And though I’ve tried to lay her ghost down
Nobody’s Baby Now,Let Love In,I was her cruel-hearted man,And though I’ve tried to lay her ghost down,"She’s moving through me, even now"
Nobody’s Baby Now,Let Love In,And though I’ve tried to lay her ghost down,"She’s moving through me, even now",I don’t know why and I don’t know how
Nobody’s Baby Now,Let Love In,"She’s moving through me, even now",I don’t know why and I don’t know how,But she’s nobody’s baby now
Nobody’s Baby Now,Let Love In,I don’t know why and I don’t know how,But she’s nobody’s baby now,
Loverman,Let Love In,,There’s a devil waiting outside your door,(How much longer?)
Loverman,Let Love In,There’s a devil waiting outside your door,(How much longer?),Bucking and braying and pawing the floor
Loverman,Let Love In,(How much longer?),Bucking and braying and pawing the floor,"Well, he’s howling with pain and crawling up the walls"
Loverman,Let Love In,Bucking and braying and pawing the floor,"Well, he’s howling with pain and crawling up the walls",There’s a devil waiting outside your door
Loverman,Let Love In,"Well, he’s howling with pain and crawling up the walls",There’s a devil waiting outside your door,He’s weak with evil and broken by the world
Loverman,Let Love In,There’s a devil waiting outside your door,He’s weak with evil and broken by the world,He’s shouting your name and asking for more
Loverman,Let Love In,He’s weak with evil and broken by the world,He’s shouting your name and asking for more,There’s a devil waiting outside your door
Loverman,Let Love In,He’s shouting your name and asking for more,There’s a devil waiting outside your door,
Loverman,Let Love In,There’s a devil waiting outside your door,,Loverman! Since the world began
Loverman,Let Love In,,Loverman! Since the world began,"Forever, Amen till the end of time"
Loverman,Let Love In,Loverman! Since the world began,"Forever, Amen till the end of time",Take off that dress I’m coming down
Loverman,Let Love In,"Forever, Amen till the end of time",Take off that dress I’m coming down,I’m your loverman
Loverman,Let Love In,Take off that dress I’m coming down,I’m your loverman,Cause I am what I am what I am what I am
Loverman,Let Love In,I’m your loverman,Cause I am what I am what I am what I am,
Loverman,Let Love In,Cause I am what I am what I am what I am,,"L is for LOVE, baby"
Loverman,Let Love In,,"L is for LOVE, baby",O is for ONLY you that I do
Loverman,Let Love In,"L is for LOVE, baby",O is for ONLY you that I do,V is for loving VIRTUALLY everything that you are
Loverman,Let Love In,O is for ONLY you that I do,V is for loving VIRTUALLY everything that you are,E is for loving almost EVERYTHING that you do
Loverman,Let Love In,V is for loving VIRTUALLY everything that you are,E is for loving almost EVERYTHING that you do,R is for RAPE me
Loverman,Let Love In,E is for loving almost EVERYTHING that you do,R is for RAPE me,M is for MURDER me
Loverman,Let Love In,R is for RAPE me,M is for MURDER me,A is for ANSWERING all of my prayers
Loverman,Let Love In,M is for MURDER me,A is for ANSWERING all of my prayers,N is for KNOWING your loverman’s going to be the answer to all of yours
Loverman,Let Love In,A is for ANSWERING all of my prayers,N is for KNOWING your loverman’s going to be the answer to all of yours,
Loverman,Let Love In,N is for KNOWING your loverman’s going to be the answer to all of yours,,I’ll be your Loverman! Till the bitter end
Loverman,Let Love In,,I’ll be your Loverman! Till the bitter end,While empires burn down
Loverman,Let Love In,I’ll be your Loverman! Till the bitter end,While empires burn down,Forever and ever and ever and ever
Loverman,Let Love In,While empires burn down,Forever and ever and ever and ever,Amen I’m your Loverman
Loverman,Let Love In,Forever and ever and ever and ever,Amen I’m your Loverman,"So help me, baby So help me"
Loverman,Let Love In,Amen I’m your Loverman,"So help me, baby So help me",Cause I am what I am what I am what I am
Loverman,Let Love In,"So help me, baby So help me",Cause I am what I am what I am what I am,I’m your Loverman!
Loverman,Let Love In,Cause I am what I am what I am what I am,I’m your Loverman!,
Loverman,Let Love In,I’m your Loverman!,,There’s a devil crawling along your floor
Loverman,Let Love In,,There’s a devil crawling along your floor,"With a trembling heart, he’s coming through your door"
Loverman,Let Love In,There’s a devil crawling along your floor,"With a trembling heart, he’s coming through your door",With his straining sex in his jumping paw
Loverman,Let Love In,"With a trembling heart, he’s coming through your door",With his straining sex in his jumping paw,There’s a devil crawling along your floor
Loverman,Let Love In,With his straining sex in his jumping paw,There’s a devil crawling along your floor,And he’s old and he’s stupid and he’s hungry and he’s sore
Loverman,Let Love In,There’s a devil crawling along your floor,And he’s old and he’s stupid and he’s hungry and he’s sore,And he’s blind and he’s lame and he’s dirty and he’s poor
Loverman,Let Love In,And he’s old and he’s stupid and he’s hungry and he’s sore,And he’s blind and he’s lame and he’s dirty and he’s poor,There’s a devil crawling along your floor
Loverman,Let Love In,And he’s blind and he’s lame and he’s dirty and he’s poor,There’s a devil crawling along your floor,
Loverman,Let Love In,There’s a devil crawling along your floor,,Loverman! Here I stand
Loverman,Let Love In,,Loverman! Here I stand,"Forever, Amen"
Loverman,Let Love In,Loverman! Here I stand,"Forever, Amen",Cause I am what I am what I am what I am
Loverman,Let Love In,"Forever, Amen",Cause I am what I am what I am what I am,"Forgive me, baby my hands are tied"
Loverman,Let Love In,Cause I am what I am what I am what I am,"Forgive me, baby my hands are tied",And I got no choice
Loverman,Let Love In,"Forgive me, baby my hands are tied",And I got no choice,"No, I got no choice at all"
Loverman,Let Love In,And I got no choice,"No, I got no choice at all",
Loverman,Let Love In,"No, I got no choice at all",,I’ll say it again
Loverman,Let Love In,,I’ll say it again,"L is for LOVE, baby"
Loverman,Let Love In,I’ll say it again,"L is for LOVE, baby",O is for O yes I do
Loverman,Let Love In,"L is for LOVE, baby",O is for O yes I do,"V is for loving VIRTUE, so I ain’t gonna hurt you"
Loverman,Let Love In,O is for O yes I do,"V is for loving VIRTUE, so I ain’t gonna hurt you",E is for EVEN if you want me to
Loverman,Let Love In,"V is for loving VIRTUE, so I ain’t gonna hurt you",E is for EVEN if you want me to,"R is for RENDER unto me, baby"
Loverman,Let Love In,E is for EVEN if you want me to,"R is for RENDER unto me, baby",M is for that which is MINE
Loverman,Let Love In,"R is for RENDER unto me, baby",M is for that which is MINE,"A is for ANY old how, darling"
Loverman,Let Love In,M is for that which is MINE,"A is for ANY old how, darling",N is for ANY old time
Loverman,Let Love In,"A is for ANY old how, darling",N is for ANY old time,
Loverman,Let Love In,N is for ANY old time,,I’ll be your Loverman! I got a masterplan
Loverman,Let Love In,,I’ll be your Loverman! I got a masterplan,To take off your dress
Loverman,Let Love In,I’ll be your Loverman! I got a masterplan,To take off your dress,And be your man
Loverman,Let Love In,To take off your dress,And be your man,Seize the throne
Loverman,Let Love In,And be your man,Seize the throne,Seize the mantle
Loverman,Let Love In,Seize the throne,Seize the mantle,Seize the crown
Loverman,Let Love In,Seize the mantle,Seize the crown,Cause I am what I am what I am what I am
Loverman,Let Love In,Seize the crown,Cause I am what I am what I am what I am,I’m your Loverman!
Loverman,Let Love In,Cause I am what I am what I am what I am,I’m your Loverman!,
Loverman,Let Love In,I’m your Loverman!,,There’s a devil lying by your side
Loverman,Let Love In,,There’s a devil lying by your side,You might think he’s asleep but take a look at his eyes
Loverman,Let Love In,There’s a devil lying by your side,You might think he’s asleep but take a look at his eyes,"He wants you, darling, to be his bride"
Loverman,Let Love In,You might think he’s asleep but take a look at his eyes,"He wants you, darling, to be his bride",There’s a devil lying by your side
Loverman,Let Love In,"He wants you, darling, to be his bride",There’s a devil lying by your side,
Loverman,Let Love In,There’s a devil lying by your side,,Loverman! Loverman!
Loverman,Let Love In,,Loverman! Loverman!,
Jangling Jack,Let Love In,,Jangling Jack,Goes Yackety Yack
Jangling Jack,Let Love In,Jangling Jack,Goes Yackety Yack,Visits the home of the brave
Jangling Jack,Let Love In,Goes Yackety Yack,Visits the home of the brave,Hails a fat yellow cab
Jangling Jack,Let Love In,Visits the home of the brave,Hails a fat yellow cab,Jack wanna celebrate
Jangling Jack,Let Love In,Hails a fat yellow cab,Jack wanna celebrate,Jack wanna big drink
Jangling Jack,Let Love In,Jack wanna celebrate,Jack wanna big drink,Driver drops him at a bar
Jangling Jack,Let Love In,Jack wanna big drink,Driver drops him at a bar,Called the Rinky Dink
Jangling Jack,Let Love In,Driver drops him at a bar,Called the Rinky Dink,Jack pushes through the door
Jangling Jack,Let Love In,Called the Rinky Dink,Jack pushes through the door,And crosses the floor
Jangling Jack,Let Love In,Jack pushes through the door,And crosses the floor,Tips his hat to a man
Jangling Jack,Let Love In,And crosses the floor,Tips his hat to a man,Grinning in the corner
Jangling Jack,Let Love In,Tips his hat to a man,Grinning in the corner,Going Do da do Do da do
Jangling Jack,Let Love In,Grinning in the corner,Going Do da do Do da do,
Jangling Jack,Let Love In,Going Do da do Do da do,,"Says, I’m Jangling Jack"
Jangling Jack,Let Love In,,"Says, I’m Jangling Jack",I go Do do do
Jangling Jack,Let Love In,"Says, I’m Jangling Jack",I go Do do do,I wanna Rinky Dink Special
Jangling Jack,Let Love In,I go Do do do,I wanna Rinky Dink Special,I wanna little umbrella too
Jangling Jack,Let Love In,I wanna Rinky Dink Special,I wanna little umbrella too,Jack flops on his stool
Jangling Jack,Let Love In,I wanna little umbrella too,Jack flops on his stool,Sees the grinning man laugh
Jangling Jack,Let Love In,Jack flops on his stool,Sees the grinning man laugh,So Jack laughs back
Jangling Jack,Let Love In,Sees the grinning man laugh,So Jack laughs back,Jack raises his glass
Jangling Jack,Let Love In,So Jack laughs back,Jack raises his glass,"Says, God bless this country"
Jangling Jack,Let Love In,Jack raises his glass,"Says, God bless this country",And everything in it
Jangling Jack,Let Love In,"Says, God bless this country",And everything in it,The losers and the winners
Jangling Jack,Let Love In,And everything in it,The losers and the winners,The good guys and the sinners
Jangling Jack,Let Love In,The losers and the winners,The good guys and the sinners,"The grinning man says, Buddy"
Jangling Jack,Let Love In,The good guys and the sinners,"The grinning man says, Buddy",It’s all Yackety Yack
Jangling Jack,Let Love In,"The grinning man says, Buddy",It’s all Yackety Yack,Whips out a little black pistol
Jangling Jack,Let Love In,It’s all Yackety Yack,Whips out a little black pistol,Shoots a bullet in Jack
Jangling Jack,Let Love In,Whips out a little black pistol,Shoots a bullet in Jack,
Jangling Jack,Let Love In,Shoots a bullet in Jack,,Jangling Jack
Jangling Jack,Let Love In,,Jangling Jack,Do Da Do Do Da Do
Jangling Jack,Let Love In,Jangling Jack,Do Da Do Do Da Do,Jangling Jack
Jangling Jack,Let Love In,Do Da Do Do Da Do,Jangling Jack,How do you Do Da Do
Jangling Jack,Let Love In,Jangling Jack,How do you Do Da Do,
Jangling Jack,Let Love In,How do you Do Da Do,,Jangling Jack flies off his seat
Jangling Jack,Let Love In,,Jangling Jack flies off his seat,Crashes through the floor
Jangling Jack,Let Love In,Jangling Jack flies off his seat,Crashes through the floor,Lands in a heap on the street
Jangling Jack,Let Love In,Crashes through the floor,Lands in a heap on the street,Hears his mother’s voice
Jangling Jack,Let Love In,Lands in a heap on the street,Hears his mother’s voice,"Going, Do do do"
Jangling Jack,Let Love In,Hears his mother’s voice,"Going, Do do do",Jack is shouting
Jangling Jack,Let Love In,"Going, Do do do",Jack is shouting,Mummy is that you?
Jangling Jack,Let Love In,Jack is shouting,Mummy is that you?,He sees the berserk city
Jangling Jack,Let Love In,Mummy is that you?,He sees the berserk city,Sees the dead stacked in piles
Jangling Jack,Let Love In,He sees the berserk city,Sees the dead stacked in piles,Sees the screaming crowd
Jangling Jack,Let Love In,Sees the dead stacked in piles,Sees the screaming crowd,"Screams, Where in hell am I?"
Jangling Jack,Let Love In,Sees the screaming crowd,"Screams, Where in hell am I?",Going Do da do Going Do da do
Jangling Jack,Let Love In,"Screams, Where in hell am I?",Going Do da do Going Do da do,
Jangling Jack,Let Love In,Going Do da do Going Do da do,,Well Jangling Jack
Jangling Jack,Let Love In,,Well Jangling Jack,As a matter of fact
Jangling Jack,Let Love In,Well Jangling Jack,As a matter of fact,Crawls though the crowd
Jangling Jack,Let Love In,As a matter of fact,Crawls though the crowd,Back into the bar
Jangling Jack,Let Love In,Crawls though the crowd,Back into the bar,Jack crawls to his stool
Jangling Jack,Let Love In,Back into the bar,Jack crawls to his stool,Jack drags himself up
Jangling Jack,Let Love In,Jack crawls to his stool,Jack drags himself up,Falls back down on his arse
Jangling Jack,Let Love In,Jack drags himself up,Falls back down on his arse,In a puddle of blood
Jangling Jack,Let Love In,Falls back down on his arse,In a puddle of blood,Going Goodbye Mummy
Jangling Jack,Let Love In,In a puddle of blood,Going Goodbye Mummy,Goodbye Goodbye
Jangling Jack,Let Love In,Going Goodbye Mummy,Goodbye Goodbye,Jack doubles over
Jangling Jack,Let Love In,Goodbye Goodbye,Jack doubles over,And he vomits and dies
Jangling Jack,Let Love In,Jack doubles over,And he vomits and dies,Going Do da do Going Do do do
Jangling Jack,Let Love In,And he vomits and dies,Going Do da do Going Do do do,
Red Right Hand,Let Love In,,Take a little walk to the edge of town,Go across the tracks
Red Right Hand,Let Love In,Take a little walk to the edge of town,Go across the tracks,"Where the viaduct looms,"
Red Right Hand,Let Love In,Go across the tracks,"Where the viaduct looms,",Like a bird of doom
Red Right Hand,Let Love In,"Where the viaduct looms,",Like a bird of doom,As it shifts and cracks
Red Right Hand,Let Love In,Like a bird of doom,As it shifts and cracks,"Where secrets lie in the border fires, in the humming wires"
Red Right Hand,Let Love In,As it shifts and cracks,"Where secrets lie in the border fires, in the humming wires","Hey man, you know you’re never coming back"
Red Right Hand,Let Love In,"Where secrets lie in the border fires, in the humming wires","Hey man, you know you’re never coming back","Past this square, past the bridge, past the mills, past the stacks"
Red Right Hand,Let Love In,"Hey man, you know you’re never coming back","Past this square, past the bridge, past the mills, past the stacks",On a gathering storm comes a tall handsome man
Red Right Hand,Let Love In,"Past this square, past the bridge, past the mills, past the stacks",On a gathering storm comes a tall handsome man,In a dusty black coat with a red right hand
Red Right Hand,Let Love In,On a gathering storm comes a tall handsome man,In a dusty black coat with a red right hand,
Red Right Hand,Let Love In,In a dusty black coat with a red right hand,,"He’ll wrap you in his arms, tell you that you’ve been a good boy"
Red Right Hand,Let Love In,,"He’ll wrap you in his arms, tell you that you’ve been a good boy",He’ll rekindle all those dreams it took you a lifetime to destroy
Red Right Hand,Let Love In,"He’ll wrap you in his arms, tell you that you’ve been a good boy",He’ll rekindle all those dreams it took you a lifetime to destroy,"He’ll reach deep into the hole, heal your shrinking soul"
Red Right Hand,Let Love In,He’ll rekindle all those dreams it took you a lifetime to destroy,"He’ll reach deep into the hole, heal your shrinking soul","Hey buddy, you know you’re never ever coming back"
Red Right Hand,Let Love In,"He’ll reach deep into the hole, heal your shrinking soul","Hey buddy, you know you’re never ever coming back","He’s a ghost, he’s a god, he’s a man, he’s a guru"
Red Right Hand,Let Love In,"Hey buddy, you know you’re never ever coming back","He’s a ghost, he’s a god, he’s a man, he’s a guru",They’re whispering his name across this disappearing land
Red Right Hand,Let Love In,"He’s a ghost, he’s a god, he’s a man, he’s a guru",They’re whispering his name across this disappearing land,But hidden in his coat is a red right hand
Red Right Hand,Let Love In,They’re whispering his name across this disappearing land,But hidden in his coat is a red right hand,
Red Right Hand,Let Love In,But hidden in his coat is a red right hand,,You ain’t got no money?
Red Right Hand,Let Love In,,You ain’t got no money?,He’ll get you some
Red Right Hand,Let Love In,You ain’t got no money?,He’ll get you some,You ain’t got no car?
Red Right Hand,Let Love In,He’ll get you some,You ain’t got no car?,He’ll get you one
Red Right Hand,Let Love In,You ain’t got no car?,He’ll get you one,"You ain’t got no self-respect, you feel like an insect"
Red Right Hand,Let Love In,He’ll get you one,"You ain’t got no self-respect, you feel like an insect","Well don’t you worry buddy, cause here he comes"
Red Right Hand,Let Love In,"You ain’t got no self-respect, you feel like an insect","Well don’t you worry buddy, cause here he comes",Through the ghetto and the barrio and the Bowery and the slum
Red Right Hand,Let Love In,"Well don’t you worry buddy, cause here he comes",Through the ghetto and the barrio and the Bowery and the slum,A shadow is cast wherever he stands
Red Right Hand,Let Love In,Through the ghetto and the barrio and the Bowery and the slum,A shadow is cast wherever he stands,Stacks of green paper in his red right hand
Red Right Hand,Let Love In,A shadow is cast wherever he stands,Stacks of green paper in his red right hand,
Red Right Hand,Let Love In,Stacks of green paper in his red right hand,,"You’ll see him in your nightmares, you’ll see him in your dreams"
Red Right Hand,Let Love In,,"You’ll see him in your nightmares, you’ll see him in your dreams",He’ll appear out of nowhere but he ain’t what he seems
Red Right Hand,Let Love In,"You’ll see him in your nightmares, you’ll see him in your dreams",He’ll appear out of nowhere but he ain’t what he seems,"You’ll see him in your head, on the TV screen"
Red Right Hand,Let Love In,He’ll appear out of nowhere but he ain’t what he seems,"You’ll see him in your head, on the TV screen","And hey buddy, I’m warning you to turn it off"
Red Right Hand,Let Love In,"You’ll see him in your head, on the TV screen","And hey buddy, I’m warning you to turn it off","He’s a ghost, he’s a god, he’s a man, he’s a guru"
Red Right Hand,Let Love In,"And hey buddy, I’m warning you to turn it off","He’s a ghost, he’s a god, he’s a man, he’s a guru",You’re one microscopic cog in his catastrophic plan
Red Right Hand,Let Love In,"He’s a ghost, he’s a god, he’s a man, he’s a guru",You’re one microscopic cog in his catastrophic plan,Designed and directed by his red right hand
Red Right Hand,Let Love In,You’re one microscopic cog in his catastrophic plan,Designed and directed by his red right hand,
I Let Love In,Let Love In,,"Despair and Deception, Love’s ugly little twins","Came a-knocking on my door, I let them in"
I Let Love In,Let Love In,"Despair and Deception, Love’s ugly little twins","Came a-knocking on my door, I let them in","Darling, you’re the punishment for all my former sins"
I Let Love In,Let Love In,"Came a-knocking on my door, I let them in","Darling, you’re the punishment for all my former sins",
I Let Love In,Let Love In,"Darling, you’re the punishment for all my former sins",,I let love in
I Let Love In,Let Love In,,I let love in,
I Let Love In,Let Love In,I let love in,,"The door it opened just a crack, but Love was shrewd and bold"
I Let Love In,Let Love In,,"The door it opened just a crack, but Love was shrewd and bold","My life flashed before my eyes, it was a horror to behold"
I Let Love In,Let Love In,"The door it opened just a crack, but Love was shrewd and bold","My life flashed before my eyes, it was a horror to behold",A life-sentence sweeping confetti from the floor of a concrete hole
I Let Love In,Let Love In,"My life flashed before my eyes, it was a horror to behold",A life-sentence sweeping confetti from the floor of a concrete hole,
I Let Love In,Let Love In,A life-sentence sweeping confetti from the floor of a concrete hole,,I let love in
I Let Love In,Let Love In,,I let love in,
I Let Love In,Let Love In,I let love in,,Well I’ve been bound and gagged and I’ve been terrorized
I Let Love In,Let Love In,,Well I’ve been bound and gagged and I’ve been terrorized,And I’ve been castrated and I’ve been lobotomized
I Let Love In,Let Love In,Well I’ve been bound and gagged and I’ve been terrorized,And I’ve been castrated and I’ve been lobotomized,But never has my tormentor come in such a cunning disguise
I Let Love In,Let Love In,And I’ve been castrated and I’ve been lobotomized,But never has my tormentor come in such a cunning disguise,
I Let Love In,Let Love In,But never has my tormentor come in such a cunning disguise,,I let love in
I Let Love In,Let Love In,,I let love in,
I Let Love In,Let Love In,I let love in,,"O Lord, tell me what I done"
I Let Love In,Let Love In,,"O Lord, tell me what I done",Please don’t leave me here on my own
I Let Love In,Let Love In,"O Lord, tell me what I done",Please don’t leave me here on my own,Where are my friends?
I Let Love In,Let Love In,Please don’t leave me here on my own,Where are my friends?,My friends are gone
I Let Love In,Let Love In,Where are my friends?,My friends are gone,
I Let Love In,Let Love In,My friends are gone,,So if you’re sitting all alone and hear a-knocking at your door
I Let Love In,Let Love In,,So if you’re sitting all alone and hear a-knocking at your door,"And the air of promises, well buddy, you’ve been warned"
I Let Love In,Let Love In,So if you’re sitting all alone and hear a-knocking at your door,"And the air of promises, well buddy, you’ve been warned",Far worse to be Love’s lover than the lover that Love has scorned
I Let Love In,Let Love In,"And the air of promises, well buddy, you’ve been warned",Far worse to be Love’s lover than the lover that Love has scorned,
I Let Love In,Let Love In,Far worse to be Love’s lover than the lover that Love has scorned,,I let love in
I Let Love In,Let Love In,,I let love in,
I Let Love In,Let Love In,I let love in,,
Thirsty Dog,Let Love In,,I know you’ve hear it all before,But I’m sorry for this three year war
Thirsty Dog,Let Love In,I know you’ve hear it all before,But I’m sorry for this three year war,For the setting up of camps and wire and trenches
Thirsty Dog,Let Love In,But I’m sorry for this three year war,For the setting up of camps and wire and trenches,I’m sorry for the other night
Thirsty Dog,Let Love In,For the setting up of camps and wire and trenches,I’m sorry for the other night,I know sorry it don’t make it right
Thirsty Dog,Let Love In,I’m sorry for the other night,I know sorry it don’t make it right,I’m sorry for things I can’t even mention
Thirsty Dog,Let Love In,I know sorry it don’t make it right,I’m sorry for things I can’t even mention,
Thirsty Dog,Let Love In,I’m sorry for things I can’t even mention,,"I’m sorry sorry sorry, sorry"
Thirsty Dog,Let Love In,,"I’m sorry sorry sorry, sorry",I’m sitting feeling sorry in the Thirsty Dog
Thirsty Dog,Let Love In,"I’m sorry sorry sorry, sorry",I’m sitting feeling sorry in the Thirsty Dog,"I’m sorry sorry sorry, sorry"
Thirsty Dog,Let Love In,I’m sitting feeling sorry in the Thirsty Dog,"I’m sorry sorry sorry, sorry",I’m feeling very sorry in the Thirsty Dog
