song,album,prev,lyric,next,artist
The Mercy Seat,Tender Prey,Wears a wedding band that’s G.O.O.D,‘Tis a long-suffering shackle,Collaring all that rebel blood.,Nick Cave & The Bad Seeds
The Mercy Seat,Tender Prey,‘Tis a long-suffering shackle,Collaring all that rebel blood.,,Nick Cave & The Bad Seeds
The Mercy Seat,Tender Prey,Collaring all that rebel blood.,,And the mercy seat is waiting,Nick Cave & The Bad Seeds
The Mercy Seat,Tender Prey,,And the mercy seat is waiting,And I think my head is burning,Nick Cave & The Bad Seeds
The Mercy Seat,Tender Prey,And the mercy seat is waiting,And I think my head is burning,And in a way I’m yearning,Nick Cave & The Bad Seeds
The Mercy Seat,Tender Prey,And I think my head is burning,And in a way I’m yearning,To be done with all this measuring of truth.,Nick Cave & The Bad Seeds
The Mercy Seat,Tender Prey,And in a way I’m yearning,To be done with all this measuring of truth.,And an eye for an eye,Nick Cave & The Bad Seeds
The Mercy Seat,Tender Prey,To be done with all this measuring of truth.,And an eye for an eye,And a tooth for a tooth,Nick Cave & The Bad Seeds
The Mercy Seat,Tender Prey,And an eye for an eye,And a tooth for a tooth,And anyway I told the truth,Nick Cave & The Bad Seeds
The Mercy Seat,Tender Prey,And a tooth for a tooth,And anyway I told the truth,And I’m not afraid to die.,Nick Cave & The Bad Seeds
The Mercy Seat,Tender Prey,And anyway I told the truth,And I’m not afraid to die.,,Nick Cave & The Bad Seeds
The Mercy Seat,Tender Prey,And I’m not afraid to die.,,And the mercy seat is burning,Nick Cave & The Bad Seeds
The Mercy Seat,Tender Prey,,And the mercy seat is burning,And I think my head is glowing,Nick Cave & The Bad Seeds
The Mercy Seat,Tender Prey,And the mercy seat is burning,And I think my head is glowing,And in a way I’m hoping,Nick Cave & The Bad Seeds
The Mercy Seat,Tender Prey,And I think my head is glowing,And in a way I’m hoping,To be done with all this weighing up of truth.,Nick Cave & The Bad Seeds
The Mercy Seat,Tender Prey,And in a way I’m hoping,To be done with all this weighing up of truth.,An eye for an eye,Nick Cave & The Bad Seeds
The Mercy Seat,Tender Prey,To be done with all this weighing up of truth.,An eye for an eye,And a tooth for a tooth,Nick Cave & The Bad Seeds
The Mercy Seat,Tender Prey,An eye for an eye,And a tooth for a tooth,And I’ve got nothing left to lose,Nick Cave & The Bad Seeds
The Mercy Seat,Tender Prey,And a tooth for a tooth,And I’ve got nothing left to lose,And I’m not afraid to die.,Nick Cave & The Bad Seeds
The Mercy Seat,Tender Prey,And I’ve got nothing left to lose,And I’m not afraid to die.,,Nick Cave & The Bad Seeds
The Mercy Seat,Tender Prey,And I’m not afraid to die.,,And the mercy seat is glowing,Nick Cave & The Bad Seeds
The Mercy Seat,Tender Prey,,And the mercy seat is glowing,And I think my head is smoking,Nick Cave & The Bad Seeds
The Mercy Seat,Tender Prey,And the mercy seat is glowing,And I think my head is smoking,And in a way I’m hoping,Nick Cave & The Bad Seeds
The Mercy Seat,Tender Prey,And I think my head is smoking,And in a way I’m hoping,To be done with all these looks of disbelief.,Nick Cave & The Bad Seeds
The Mercy Seat,Tender Prey,And in a way I’m hoping,To be done with all these looks of disbelief.,An eye for an eye,Nick Cave & The Bad Seeds
The Mercy Seat,Tender Prey,To be done with all these looks of disbelief.,An eye for an eye,And a tooth for a tooth,Nick Cave & The Bad Seeds
The Mercy Seat,Tender Prey,An eye for an eye,And a tooth for a tooth,And anyway there was no proof,Nick Cave & The Bad Seeds
The Mercy Seat,Tender Prey,And a tooth for a tooth,And anyway there was no proof,Nor a motive why.,Nick Cave & The Bad Seeds
The Mercy Seat,Tender Prey,And anyway there was no proof,Nor a motive why.,,Nick Cave & The Bad Seeds
The Mercy Seat,Tender Prey,Nor a motive why.,,And the mercy seat is smoking,Nick Cave & The Bad Seeds
The Mercy Seat,Tender Prey,,And the mercy seat is smoking,And I think my head is melting,Nick Cave & The Bad Seeds
The Mercy Seat,Tender Prey,And the mercy seat is smoking,And I think my head is melting,And in a way I’m helping,Nick Cave & The Bad Seeds
The Mercy Seat,Tender Prey,And I think my head is melting,And in a way I’m helping,To be done with all this twisting of the truth.,Nick Cave & The Bad Seeds
The Mercy Seat,Tender Prey,And in a way I’m helping,To be done with all this twisting of the truth.,A lie for a lie,Nick Cave & The Bad Seeds
The Mercy Seat,Tender Prey,To be done with all this twisting of the truth.,A lie for a lie,And a truth for a truth,Nick Cave & The Bad Seeds
The Mercy Seat,Tender Prey,A lie for a lie,And a truth for a truth,And I’ve got nothing left to lose,Nick Cave & The Bad Seeds
The Mercy Seat,Tender Prey,And a truth for a truth,And I’ve got nothing left to lose,And I’m not afraid to die.,Nick Cave & The Bad Seeds
The Mercy Seat,Tender Prey,And I’ve got nothing left to lose,And I’m not afraid to die.,,Nick Cave & The Bad Seeds
The Mercy Seat,Tender Prey,And I’m not afraid to die.,,And the mercy seat is melting,Nick Cave & The Bad Seeds
The Mercy Seat,Tender Prey,,And the mercy seat is melting,And I think my blood is boiling,Nick Cave & The Bad Seeds
The Mercy Seat,Tender Prey,And the mercy seat is melting,And I think my blood is boiling,And in a way I’m spoiling,Nick Cave & The Bad Seeds
The Mercy Seat,Tender Prey,And I think my blood is boiling,And in a way I’m spoiling,All the fun with all this truth and consequence.,Nick Cave & The Bad Seeds
The Mercy Seat,Tender Prey,And in a way I’m spoiling,All the fun with all this truth and consequence.,An eye for an eye,Nick Cave & The Bad Seeds
The Mercy Seat,Tender Prey,All the fun with all this truth and consequence.,An eye for an eye,An a truth for a truth,Nick Cave & The Bad Seeds
The Mercy Seat,Tender Prey,An eye for an eye,An a truth for a truth,And anyway I told the truth,Nick Cave & The Bad Seeds
The Mercy Seat,Tender Prey,An a truth for a truth,And anyway I told the truth,And I’m not afraid to die.,Nick Cave & The Bad Seeds
The Mercy Seat,Tender Prey,And anyway I told the truth,And I’m not afraid to die.,,Nick Cave & The Bad Seeds
The Mercy Seat,Tender Prey,And I’m not afraid to die.,,And the mercy seat is waiting,Nick Cave & The Bad Seeds
The Mercy Seat,Tender Prey,,And the mercy seat is waiting,And I think my head is burning,Nick Cave & The Bad Seeds
The Mercy Seat,Tender Prey,And the mercy seat is waiting,And I think my head is burning,And in a way I’m yearning,Nick Cave & The Bad Seeds
The Mercy Seat,Tender Prey,And I think my head is burning,And in a way I’m yearning,To be done with all this measuring of proof.,Nick Cave & The Bad Seeds
The Mercy Seat,Tender Prey,And in a way I’m yearning,To be done with all this measuring of proof.,A life for a life,Nick Cave & The Bad Seeds
The Mercy Seat,Tender Prey,To be done with all this measuring of proof.,A life for a life,And a truth for a truth,Nick Cave & The Bad Seeds
The Mercy Seat,Tender Prey,A life for a life,And a truth for a truth,And anyway there was no proof,Nick Cave & The Bad Seeds
The Mercy Seat,Tender Prey,And a truth for a truth,And anyway there was no proof,But I’m not afraid to tell a lie.,Nick Cave & The Bad Seeds
The Mercy Seat,Tender Prey,And anyway there was no proof,But I’m not afraid to tell a lie.,,Nick Cave & The Bad Seeds
The Mercy Seat,Tender Prey,But I’m not afraid to tell a lie.,,And the mercy seat is waiting,Nick Cave & The Bad Seeds
The Mercy Seat,Tender Prey,,And the mercy seat is waiting,And I think my head is burning,Nick Cave & The Bad Seeds
The Mercy Seat,Tender Prey,And the mercy seat is waiting,And I think my head is burning,And in a way I’m yearning,Nick Cave & The Bad Seeds
The Mercy Seat,Tender Prey,And I think my head is burning,And in a way I’m yearning,To be done with all this measuring of truth.,Nick Cave & The Bad Seeds
The Mercy Seat,Tender Prey,And in a way I’m yearning,To be done with all this measuring of truth.,An eye for an eye,Nick Cave & The Bad Seeds
The Mercy Seat,Tender Prey,To be done with all this measuring of truth.,An eye for an eye,And a truth for a truth,Nick Cave & The Bad Seeds
The Mercy Seat,Tender Prey,An eye for an eye,And a truth for a truth,And anyway I told the truth,Nick Cave & The Bad Seeds
The Mercy Seat,Tender Prey,And a truth for a truth,And anyway I told the truth,But I’m afraid I told a lie.,Nick Cave & The Bad Seeds
The Mercy Seat,Tender Prey,And anyway I told the truth,But I’m afraid I told a lie.,,Nick Cave & The Bad Seeds
Up Jumped The Devil,Tender Prey,,O My O My,What a wretched life,Nick Cave & The Bad Seeds
Up Jumped The Devil,Tender Prey,O My O My,What a wretched life,I was born on the day,Nick Cave & The Bad Seeds
Up Jumped The Devil,Tender Prey,What a wretched life,I was born on the day,That my poor mother died,Nick Cave & The Bad Seeds
Up Jumped The Devil,Tender Prey,I was born on the day,That my poor mother died,I was cut from her belly,Nick Cave & The Bad Seeds
Up Jumped The Devil,Tender Prey,That my poor mother died,I was cut from her belly,With a stanley knife,Nick Cave & The Bad Seeds
Up Jumped The Devil,Tender Prey,I was cut from her belly,With a stanley knife,My Daddy did a jig,Nick Cave & The Bad Seeds
Up Jumped The Devil,Tender Prey,With a stanley knife,My Daddy did a jig,With the drunk midwife,Nick Cave & The Bad Seeds
Up Jumped The Devil,Tender Prey,My Daddy did a jig,With the drunk midwife,,Nick Cave & The Bad Seeds
Up Jumped The Devil,Tender Prey,With the drunk midwife,,Who’s that yonder all in flames,Nick Cave & The Bad Seeds
Up Jumped The Devil,Tender Prey,,Who’s that yonder all in flames,Dragging behind him a sack of chains,Nick Cave & The Bad Seeds
Up Jumped The Devil,Tender Prey,Who’s that yonder all in flames,Dragging behind him a sack of chains,Who’s that yonder all in flames,Nick Cave & The Bad Seeds
Up Jumped The Devil,Tender Prey,Dragging behind him a sack of chains,Who’s that yonder all in flames,Up jumped the Devil and he staked his claim,Nick Cave & The Bad Seeds
Up Jumped The Devil,Tender Prey,Who’s that yonder all in flames,Up jumped the Devil and he staked his claim,,Nick Cave & The Bad Seeds
Up Jumped The Devil,Tender Prey,Up jumped the Devil and he staked his claim,,O poor heart,Nick Cave & The Bad Seeds
Up Jumped The Devil,Tender Prey,,O poor heart,I was doomed from the start,Nick Cave & The Bad Seeds
Up Jumped The Devil,Tender Prey,O poor heart,I was doomed from the start,Doomed to play,Nick Cave & The Bad Seeds
Up Jumped The Devil,Tender Prey,I was doomed from the start,Doomed to play,The villain’s part,Nick Cave & The Bad Seeds
Up Jumped The Devil,Tender Prey,Doomed to play,The villain’s part,I was the baddest Johnny,Nick Cave & The Bad Seeds
Up Jumped The Devil,Tender Prey,The villain’s part,I was the baddest Johnny,In the apple cart,Nick Cave & The Bad Seeds
Up Jumped The Devil,Tender Prey,I was the baddest Johnny,In the apple cart,My blood was blacker,Nick Cave & The Bad Seeds
Up Jumped The Devil,Tender Prey,In the apple cart,My blood was blacker,Than the chambers of a dead nun’s heart,Nick Cave & The Bad Seeds
Up Jumped The Devil,Tender Prey,My blood was blacker,Than the chambers of a dead nun’s heart,,Nick Cave & The Bad Seeds
Up Jumped The Devil,Tender Prey,Than the chambers of a dead nun’s heart,,Who’s that milling on the courthouse steps,Nick Cave & The Bad Seeds
Up Jumped The Devil,Tender Prey,,Who’s that milling on the courthouse steps,Nailing my face to the hitching fence,Nick Cave & The Bad Seeds
Up Jumped The Devil,Tender Prey,Who’s that milling on the courthouse steps,Nailing my face to the hitching fence,Who’s that milling on the courthouse steps,Nick Cave & The Bad Seeds
Up Jumped The Devil,Tender Prey,Nailing my face to the hitching fence,Who’s that milling on the courthouse steps,Up jumped the Devil and off he crept,Nick Cave & The Bad Seeds
Up Jumped The Devil,Tender Prey,Who’s that milling on the courthouse steps,Up jumped the Devil and off he crept,,Nick Cave & The Bad Seeds
Up Jumped The Devil,Tender Prey,Up jumped the Devil and off he crept,,O no O no,Nick Cave & The Bad Seeds
Up Jumped The Devil,Tender Prey,,O no O no,Where could I go,Nick Cave & The Bad Seeds
Up Jumped The Devil,Tender Prey,O no O no,Where could I go,With my hump of trouble,Nick Cave & The Bad Seeds
Up Jumped The Devil,Tender Prey,Where could I go,With my hump of trouble,And my sack of woe,Nick Cave & The Bad Seeds
Up Jumped The Devil,Tender Prey,With my hump of trouble,And my sack of woe,To the digs and deserts of Mexico,Nick Cave & The Bad Seeds
Up Jumped The Devil,Tender Prey,And my sack of woe,To the digs and deserts of Mexico,Where my neck was safe from the lynching rope,Nick Cave & The Bad Seeds
Up Jumped The Devil,Tender Prey,To the digs and deserts of Mexico,Where my neck was safe from the lynching rope,,Nick Cave & The Bad Seeds
Up Jumped The Devil,Tender Prey,Where my neck was safe from the lynching rope,,Who’s that yonder laughing at me,Nick Cave & The Bad Seeds
Up Jumped The Devil,Tender Prey,,Who’s that yonder laughing at me,Like I was the brunt of some hilarity,Nick Cave & The Bad Seeds
Up Jumped The Devil,Tender Prey,Who’s that yonder laughing at me,Like I was the brunt of some hilarity,Who’s that yonder laughing at me,Nick Cave & The Bad Seeds
Up Jumped The Devil,Tender Prey,Like I was the brunt of some hilarity,Who’s that yonder laughing at me,"Up jumped the Devil 1, 2, 3",Nick Cave & The Bad Seeds
Up Jumped The Devil,Tender Prey,Who’s that yonder laughing at me,"Up jumped the Devil 1, 2, 3",,Nick Cave & The Bad Seeds
Up Jumped The Devil,Tender Prey,"Up jumped the Devil 1, 2, 3",,Ha-Ha Ha Ha,Nick Cave & The Bad Seeds
Up Jumped The Devil,Tender Prey,,Ha-Ha Ha Ha,How lucky we were,Nick Cave & The Bad Seeds
Up Jumped The Devil,Tender Prey,Ha-Ha Ha Ha,How lucky we were,We hit the cathouse,Nick Cave & The Bad Seeds
Up Jumped The Devil,Tender Prey,How lucky we were,We hit the cathouse,And sampled their wares,Nick Cave & The Bad Seeds
Up Jumped The Devil,Tender Prey,We hit the cathouse,And sampled their wares,We got as drunk,Nick Cave & The Bad Seeds
Up Jumped The Devil,Tender Prey,And sampled their wares,We got as drunk,As a couple of Czars,Nick Cave & The Bad Seeds
Up Jumped The Devil,Tender Prey,We got as drunk,As a couple of Czars,One night I spat out,Nick Cave & The Bad Seeds
Up Jumped The Devil,Tender Prey,As a couple of Czars,One night I spat out,My lucky stars,Nick Cave & The Bad Seeds
Up Jumped The Devil,Tender Prey,One night I spat out,My lucky stars,,Nick Cave & The Bad Seeds
Up Jumped The Devil,Tender Prey,My lucky stars,,Who’s that dancing on the jailhouse roof,Nick Cave & The Bad Seeds
Up Jumped The Devil,Tender Prey,,Who’s that dancing on the jailhouse roof,Stamping on the ramping with a cloven hoof,Nick Cave & The Bad Seeds
Up Jumped The Devil,Tender Prey,Who’s that dancing on the jailhouse roof,Stamping on the ramping with a cloven hoof,Who’s that dancing on the jailhouse roof,Nick Cave & The Bad Seeds
Up Jumped The Devil,Tender Prey,Stamping on the ramping with a cloven hoof,Who’s that dancing on the jailhouse roof,Up jumped the Devil and said “Here is your man and I got the proof”,Nick Cave & The Bad Seeds
Up Jumped The Devil,Tender Prey,Who’s that dancing on the jailhouse roof,Up jumped the Devil and said “Here is your man and I got the proof”,,Nick Cave & The Bad Seeds
Up Jumped The Devil,Tender Prey,Up jumped the Devil and said “Here is your man and I got the proof”,,O no don’t go O no,Nick Cave & The Bad Seeds
Up Jumped The Devil,Tender Prey,,O no don’t go O no,O slow down Joe,Nick Cave & The Bad Seeds
Up Jumped The Devil,Tender Prey,O no don’t go O no,O slow down Joe,The righteous part,Nick Cave & The Bad Seeds
Up Jumped The Devil,Tender Prey,O slow down Joe,The righteous part,Is straight as an arrow,Nick Cave & The Bad Seeds
Up Jumped The Devil,Tender Prey,The righteous part,Is straight as an arrow,Take a walk,Nick Cave & The Bad Seeds
Up Jumped The Devil,Tender Prey,Is straight as an arrow,Take a walk,And you‘ll find it too narrow,Nick Cave & The Bad Seeds
Up Jumped The Devil,Tender Prey,Take a walk,And you‘ll find it too narrow,Too narrow for the likes of me,Nick Cave & The Bad Seeds
Up Jumped The Devil,Tender Prey,And you‘ll find it too narrow,Too narrow for the likes of me,,Nick Cave & The Bad Seeds
Up Jumped The Devil,Tender Prey,Too narrow for the likes of me,,Who’s that hanging from the gallow tree,Nick Cave & The Bad Seeds
Up Jumped The Devil,Tender Prey,,Who’s that hanging from the gallow tree,His eyes are hollow but he looks like me,Nick Cave & The Bad Seeds
Up Jumped The Devil,Tender Prey,Who’s that hanging from the gallow tree,His eyes are hollow but he looks like me,Who’s that swinging from the gallow tree,Nick Cave & The Bad Seeds
Up Jumped The Devil,Tender Prey,His eyes are hollow but he looks like me,Who’s that swinging from the gallow tree,Up jumped the Devil and took my soul from me,Nick Cave & The Bad Seeds
Up Jumped The Devil,Tender Prey,Who’s that swinging from the gallow tree,Up jumped the Devil and took my soul from me,,Nick Cave & The Bad Seeds
Up Jumped The Devil,Tender Prey,Up jumped the Devil and took my soul from me,,Down we go Down we go Down we go,Nick Cave & The Bad Seeds
Up Jumped The Devil,Tender Prey,,Down we go Down we go Down we go,The Devil and me Down we go down down down,Nick Cave & The Bad Seeds
Up Jumped The Devil,Tender Prey,Down we go Down we go Down we go,The Devil and me Down we go down down down,Hell fire and flames Down we go Down we go,Nick Cave & The Bad Seeds
Up Jumped The Devil,Tender Prey,The Devil and me Down we go down down down,Hell fire and flames Down we go Down we go,To Eternity Down we go We go down down down,Nick Cave & The Bad Seeds
Up Jumped The Devil,Tender Prey,Hell fire and flames Down we go Down we go,To Eternity Down we go We go down down down,Down we go we go down down down,Nick Cave & The Bad Seeds
Up Jumped The Devil,Tender Prey,To Eternity Down we go We go down down down,Down we go we go down down down,Down we go the Devil and me to Eternity,Nick Cave & The Bad Seeds
Up Jumped The Devil,Tender Prey,Down we go we go down down down,Down we go the Devil and me to Eternity,We go down down down down down ad inferno,Nick Cave & The Bad Seeds
Up Jumped The Devil,Tender Prey,Down we go the Devil and me to Eternity,We go down down down down down ad inferno,,Nick Cave & The Bad Seeds
Deanna,Tender Prey,,O DEANNA,O Deanna!,Nick Cave & The Bad Seeds
Deanna,Tender Prey,O DEANNA,O Deanna!,O DEANNA,Nick Cave & The Bad Seeds
Deanna,Tender Prey,O Deanna!,O DEANNA,Sweet Deanna!,Nick Cave & The Bad Seeds
Deanna,Tender Prey,O DEANNA,Sweet Deanna!,O DEANNA,Nick Cave & The Bad Seeds
Deanna,Tender Prey,Sweet Deanna!,O DEANNA,"You know you are my friend, yeah",Nick Cave & The Bad Seeds
Deanna,Tender Prey,O DEANNA,"You know you are my friend, yeah",O DEANNA,Nick Cave & The Bad Seeds
Deanna,Tender Prey,"You know you are my friend, yeah",O DEANNA,And I ain’t down here for your money,Nick Cave & The Bad Seeds
Deanna,Tender Prey,O DEANNA,And I ain’t down here for your money,I ain’t down here for your love,Nick Cave & The Bad Seeds
Deanna,Tender Prey,And I ain’t down here for your money,I ain’t down here for your love,I ain’t down here for you love or money,Nick Cave & The Bad Seeds
Deanna,Tender Prey,I ain’t down here for your love,I ain’t down here for you love or money,I’m down here for you soul,Nick Cave & The Bad Seeds
Deanna,Tender Prey,I ain’t down here for you love or money,I’m down here for you soul,,Nick Cave & The Bad Seeds
Deanna,Tender Prey,I’m down here for you soul,,No carpet on the floor,Nick Cave & The Bad Seeds
Deanna,Tender Prey,,No carpet on the floor,And the winding-cloth holds many moths,Nick Cave & The Bad Seeds
Deanna,Tender Prey,No carpet on the floor,And the winding-cloth holds many moths,Around your Ku Klux furniture,Nick Cave & The Bad Seeds
Deanna,Tender Prey,And the winding-cloth holds many moths,Around your Ku Klux furniture,I cum a deaths-head in your frock,Nick Cave & The Bad Seeds
Deanna,Tender Prey,Around your Ku Klux furniture,I cum a deaths-head in your frock,We discuss the murder pact,Nick Cave & The Bad Seeds
Deanna,Tender Prey,I cum a deaths-head in your frock,We discuss the murder pact,We discuss murder and the murder act,Nick Cave & The Bad Seeds
Deanna,Tender Prey,We discuss the murder pact,We discuss murder and the murder act,Murder takes the wheel of the Cadillac,Nick Cave & The Bad Seeds
Deanna,Tender Prey,We discuss murder and the murder act,Murder takes the wheel of the Cadillac,And death climbs in the back,Nick Cave & The Bad Seeds
Deanna,Tender Prey,Murder takes the wheel of the Cadillac,And death climbs in the back,,Nick Cave & The Bad Seeds
