song,album,prev,lyric,next
"Papa Won't Leave You, Henry",Henry’s Dream,He went on down the road,And I went on down the road,He went on down the road
"Papa Won't Leave You, Henry",Henry’s Dream,And I went on down the road,He went on down the road,
"Papa Won't Leave You, Henry",Henry’s Dream,He went on down the road,,And I came upon a little house
"Papa Won't Leave You, Henry",Henry’s Dream,,And I came upon a little house,A little house upon a hill
"Papa Won't Leave You, Henry",Henry’s Dream,And I came upon a little house,A little house upon a hill,"And I entered through, the curtain hissed"
"Papa Won't Leave You, Henry",Henry’s Dream,A little house upon a hill,"And I entered through, the curtain hissed",Into the house with its blood-red bowels
"Papa Won't Leave You, Henry",Henry’s Dream,"And I entered through, the curtain hissed",Into the house with its blood-red bowels,Where wet-lipped women with greasy fists
"Papa Won't Leave You, Henry",Henry’s Dream,Into the house with its blood-red bowels,Where wet-lipped women with greasy fists,Crawled the ceilings and the walls
"Papa Won't Leave You, Henry",Henry’s Dream,Where wet-lipped women with greasy fists,Crawled the ceilings and the walls,They filled me full of drink
"Papa Won't Leave You, Henry",Henry’s Dream,Crawled the ceilings and the walls,They filled me full of drink,And led me round the rooms
"Papa Won't Leave You, Henry",Henry’s Dream,They filled me full of drink,And led me round the rooms,Naked and cold and grinning
"Papa Won't Leave You, Henry",Henry’s Dream,And led me round the rooms,Naked and cold and grinning,Until everything went black
"Papa Won't Leave You, Henry",Henry’s Dream,Naked and cold and grinning,Until everything went black,And I came down spinning
"Papa Won't Leave You, Henry",Henry’s Dream,Until everything went black,And I came down spinning,I awoke so drunk and full of rage
"Papa Won't Leave You, Henry",Henry’s Dream,And I came down spinning,I awoke so drunk and full of rage,That I could hardly speak
"Papa Won't Leave You, Henry",Henry’s Dream,I awoke so drunk and full of rage,That I could hardly speak,A fag in a whale-bone corset
"Papa Won't Leave You, Henry",Henry’s Dream,That I could hardly speak,A fag in a whale-bone corset,Draping his dick across my cheek
"Papa Won't Leave You, Henry",Henry’s Dream,A fag in a whale-bone corset,Draping his dick across my cheek,And its into the shame
"Papa Won't Leave You, Henry",Henry’s Dream,Draping his dick across my cheek,And its into the shame,And its into the guilt
"Papa Won't Leave You, Henry",Henry’s Dream,And its into the shame,And its into the guilt,And its into the fucking fray
"Papa Won't Leave You, Henry",Henry’s Dream,And its into the guilt,And its into the fucking fray,And the walls ran red around me
"Papa Won't Leave You, Henry",Henry’s Dream,And its into the fucking fray,And the walls ran red around me,A warm arterial spray
"Papa Won't Leave You, Henry",Henry’s Dream,And the walls ran red around me,A warm arterial spray,Saying
"Papa Won't Leave You, Henry",Henry’s Dream,A warm arterial spray,Saying,
"Papa Won't Leave You, Henry",Henry’s Dream,Saying,,"Papa won’t leave you, Henry"
"Papa Won't Leave You, Henry",Henry’s Dream,,"Papa won’t leave you, Henry","Papa won’t leave you, Boy"
"Papa Won't Leave You, Henry",Henry’s Dream,"Papa won’t leave you, Henry","Papa won’t leave you, Boy","Papa won’t leave you, Henry"
"Papa Won't Leave You, Henry",Henry’s Dream,"Papa won’t leave you, Boy","Papa won’t leave you, Henry","Papa won’t leave you, Boy"
"Papa Won't Leave You, Henry",Henry’s Dream,"Papa won’t leave you, Henry","Papa won’t leave you, Boy","Well, the night is dark"
"Papa Won't Leave You, Henry",Henry’s Dream,"Papa won’t leave you, Boy","Well, the night is dark",And the night is deep
"Papa Won't Leave You, Henry",Henry’s Dream,"Well, the night is dark",And the night is deep,And its jaws are open wide
"Papa Won't Leave You, Henry",Henry’s Dream,And the night is deep,And its jaws are open wide,"But Papa won’t leave you, Henry"
"Papa Won't Leave You, Henry",Henry’s Dream,And its jaws are open wide,"But Papa won’t leave you, Henry",So there ain’t no need to cry
"Papa Won't Leave You, Henry",Henry’s Dream,"But Papa won’t leave you, Henry",So there ain’t no need to cry,
"Papa Won't Leave You, Henry",Henry’s Dream,So there ain’t no need to cry,,And I went on down the road
"Papa Won't Leave You, Henry",Henry’s Dream,,And I went on down the road,He went on down the road
"Papa Won't Leave You, Henry",Henry’s Dream,And I went on down the road,He went on down the road,And I went on down the road
"Papa Won't Leave You, Henry",Henry’s Dream,He went on down the road,And I went on down the road,He went on down the road
"Papa Won't Leave You, Henry",Henry’s Dream,And I went on down the road,He went on down the road,
"Papa Won't Leave You, Henry",Henry’s Dream,He went on down the road,,It’s the rainy season where I’m living
"Papa Won't Leave You, Henry",Henry’s Dream,,It’s the rainy season where I’m living,Death comes leaping out of every doorway
"Papa Won't Leave You, Henry",Henry’s Dream,It’s the rainy season where I’m living,Death comes leaping out of every doorway,"Wasting you for your money, for your clothes"
"Papa Won't Leave You, Henry",Henry’s Dream,Death comes leaping out of every doorway,"Wasting you for your money, for your clothes",And for your nothing
"Papa Won't Leave You, Henry",Henry’s Dream,"Wasting you for your money, for your clothes",And for your nothing,Entire towns being washed away
"Papa Won't Leave You, Henry",Henry’s Dream,And for your nothing,Entire towns being washed away,Favelas exploding on inflammable spillways
"Papa Won't Leave You, Henry",Henry’s Dream,Entire towns being washed away,Favelas exploding on inflammable spillways,"Lynch-mobs, death squads, babies being born without brains"
"Papa Won't Leave You, Henry",Henry’s Dream,Favelas exploding on inflammable spillways,"Lynch-mobs, death squads, babies being born without brains",The mad heat and the relentless rains
"Papa Won't Leave You, Henry",Henry’s Dream,"Lynch-mobs, death squads, babies being born without brains",The mad heat and the relentless rains,And if you stick your arm into that hole
"Papa Won't Leave You, Henry",Henry’s Dream,The mad heat and the relentless rains,And if you stick your arm into that hole,It comes out sheared off to the bone
"Papa Won't Leave You, Henry",Henry’s Dream,And if you stick your arm into that hole,It comes out sheared off to the bone,And with her kisses bubbling on my lips
"Papa Won't Leave You, Henry",Henry’s Dream,It comes out sheared off to the bone,And with her kisses bubbling on my lips,I swiped the rain and nearly missed
"Papa Won't Leave You, Henry",Henry’s Dream,And with her kisses bubbling on my lips,I swiped the rain and nearly missed,And I went on down the road
"Papa Won't Leave You, Henry",Henry’s Dream,I swiped the rain and nearly missed,And I went on down the road,He went on down the road
"Papa Won't Leave You, Henry",Henry’s Dream,And I went on down the road,He went on down the road,Singing
"Papa Won't Leave You, Henry",Henry’s Dream,He went on down the road,Singing,
"Papa Won't Leave You, Henry",Henry’s Dream,Singing,,"Papa won’t leave you, Henry"
"Papa Won't Leave You, Henry",Henry’s Dream,,"Papa won’t leave you, Henry","Papa won’t leave you, Boy"
"Papa Won't Leave You, Henry",Henry’s Dream,"Papa won’t leave you, Henry","Papa won’t leave you, Boy","Papa won’t leave you, Henry"
"Papa Won't Leave You, Henry",Henry’s Dream,"Papa won’t leave you, Boy","Papa won’t leave you, Henry","Papa won’t leave you, Boy"
"Papa Won't Leave You, Henry",Henry’s Dream,"Papa won’t leave you, Henry","Papa won’t leave you, Boy","Well, the road is long"
"Papa Won't Leave You, Henry",Henry’s Dream,"Papa won’t leave you, Boy","Well, the road is long",And the road is hard
"Papa Won't Leave You, Henry",Henry’s Dream,"Well, the road is long",And the road is hard,And many fall by the side
"Papa Won't Leave You, Henry",Henry’s Dream,And the road is hard,And many fall by the side,"But Papa won’t leave you, Henry"
"Papa Won't Leave You, Henry",Henry’s Dream,And many fall by the side,"But Papa won’t leave you, Henry",So there ain’t no need to cry
"Papa Won't Leave You, Henry",Henry’s Dream,"But Papa won’t leave you, Henry",So there ain’t no need to cry,
"Papa Won't Leave You, Henry",Henry’s Dream,So there ain’t no need to cry,,And I went on down the road
"Papa Won't Leave You, Henry",Henry’s Dream,,And I went on down the road,He went on down the road
"Papa Won't Leave You, Henry",Henry’s Dream,And I went on down the road,He went on down the road,And I went on down the road
"Papa Won't Leave You, Henry",Henry’s Dream,He went on down the road,And I went on down the road,He went on down the road
"Papa Won't Leave You, Henry",Henry’s Dream,And I went on down the road,He went on down the road,
"Papa Won't Leave You, Henry",Henry’s Dream,He went on down the road,,Bent beneath my heavy load
"Papa Won't Leave You, Henry",Henry’s Dream,,Bent beneath my heavy load,Under his heavy load
"Papa Won't Leave You, Henry",Henry’s Dream,Bent beneath my heavy load,Under his heavy load,"Yeah, I went on down the road"
"Papa Won't Leave You, Henry",Henry’s Dream,Under his heavy load,"Yeah, I went on down the road","Yeah, he went on down the road"
"Papa Won't Leave You, Henry",Henry’s Dream,"Yeah, I went on down the road","Yeah, he went on down the road",
"Papa Won't Leave You, Henry",Henry’s Dream,"Yeah, he went on down the road",,"Woah, woah"
"Papa Won't Leave You, Henry",Henry’s Dream,,"Woah, woah","Woah, woah"
"Papa Won't Leave You, Henry",Henry’s Dream,"Woah, woah","Woah, woah","Woah, woah"
"Papa Won't Leave You, Henry",Henry’s Dream,"Woah, woah","Woah, woah","Woah, woah"
"Papa Won't Leave You, Henry",Henry’s Dream,"Woah, woah","Woah, woah",And I went on down that road
"Papa Won't Leave You, Henry",Henry’s Dream,"Woah, woah",And I went on down that road,
"I Had A Dream, Joe",Henry’s Dream,,I had a dream,I had a dream
"I Had A Dream, Joe",Henry’s Dream,I had a dream,I had a dream,"I had a dream, Joe"
"I Had A Dream, Joe",Henry’s Dream,I had a dream,"I had a dream, Joe",
"I Had A Dream, Joe",Henry’s Dream,"I had a dream, Joe",,"I had a dream, Joe"
"I Had A Dream, Joe",Henry’s Dream,,"I had a dream, Joe",You were standing in the middle of an open road
"I Had A Dream, Joe",Henry’s Dream,"I had a dream, Joe",You were standing in the middle of an open road,"I had a dream, Joe"
"I Had A Dream, Joe",Henry’s Dream,You were standing in the middle of an open road,"I had a dream, Joe",Your hands were raised up to the sky
"I Had A Dream, Joe",Henry’s Dream,"I had a dream, Joe",Your hands were raised up to the sky,And your mouth was covered in foam
"I Had A Dream, Joe",Henry’s Dream,Your hands were raised up to the sky,And your mouth was covered in foam,"I had a dream, Joe"
"I Had A Dream, Joe",Henry’s Dream,And your mouth was covered in foam,"I had a dream, Joe",A shadowy Jesus flitted from tree to tree
"I Had A Dream, Joe",Henry’s Dream,"I had a dream, Joe",A shadowy Jesus flitted from tree to tree,"I had a dream, Joe"
"I Had A Dream, Joe",Henry’s Dream,A shadowy Jesus flitted from tree to tree,"I had a dream, Joe",And a society of whores stuck needles in an image of me
"I Had A Dream, Joe",Henry’s Dream,"I had a dream, Joe",And a society of whores stuck needles in an image of me,"I had a dream, Joe"
"I Had A Dream, Joe",Henry’s Dream,And a society of whores stuck needles in an image of me,"I had a dream, Joe",It was Autumn time and thick fell the leaves
"I Had A Dream, Joe",Henry’s Dream,"I had a dream, Joe",It was Autumn time and thick fell the leaves,"And in that dream, Joe"
"I Had A Dream, Joe",Henry’s Dream,It was Autumn time and thick fell the leaves,"And in that dream, Joe",A pimp in a seersucker suit sucked a toothpick
"I Had A Dream, Joe",Henry’s Dream,"And in that dream, Joe",A pimp in a seersucker suit sucked a toothpick,And pointed his finger at me
"I Had A Dream, Joe",Henry’s Dream,A pimp in a seersucker suit sucked a toothpick,And pointed his finger at me,
"I Had A Dream, Joe",Henry’s Dream,And pointed his finger at me,,I had a dream
"I Had A Dream, Joe",Henry’s Dream,,I had a dream,I had a dream
"I Had A Dream, Joe",Henry’s Dream,I had a dream,I had a dream,"I had a dream, Joe"
"I Had A Dream, Joe",Henry’s Dream,I had a dream,"I had a dream, Joe",
"I Had A Dream, Joe",Henry’s Dream,"I had a dream, Joe",,"I opened my eyes, Joe"
"I Had A Dream, Joe",Henry’s Dream,,"I opened my eyes, Joe","The night had been a giant, dribbling and pacing the boards"
"I Had A Dream, Joe",Henry’s Dream,"I opened my eyes, Joe","The night had been a giant, dribbling and pacing the boards","I opened my eyes, Joe"
"I Had A Dream, Joe",Henry’s Dream,"The night had been a giant, dribbling and pacing the boards","I opened my eyes, Joe",All your letters and cards stacked up against the door
"I Had A Dream, Joe",Henry’s Dream,"I opened my eyes, Joe",All your letters and cards stacked up against the door,"I opened my eyes, Joe"
"I Had A Dream, Joe",Henry’s Dream,All your letters and cards stacked up against the door,"I opened my eyes, Joe",The morning light came slowly tumbling through the crack
"I Had A Dream, Joe",Henry’s Dream,"I opened my eyes, Joe",The morning light came slowly tumbling through the crack,"In the window, Joe"
"I Had A Dream, Joe",Henry’s Dream,The morning light came slowly tumbling through the crack,"In the window, Joe",And I thought of you and I felt like I was lugging
"I Had A Dream, Joe",Henry’s Dream,"In the window, Joe",And I thought of you and I felt like I was lugging,A body on my back
"I Had A Dream, Joe",Henry’s Dream,And I thought of you and I felt like I was lugging,A body on my back,
"I Had A Dream, Joe",Henry’s Dream,A body on my back,,I had a dream
"I Had A Dream, Joe",Henry’s Dream,,I had a dream,I had a dream
"I Had A Dream, Joe",Henry’s Dream,I had a dream,I had a dream,"I had a dream, Joe"
"I Had A Dream, Joe",Henry’s Dream,I had a dream,"I had a dream, Joe",
"I Had A Dream, Joe",Henry’s Dream,"I had a dream, Joe",,"Where did you go, Joe?"
"I Had A Dream, Joe",Henry’s Dream,,"Where did you go, Joe?","On that endless, senseless, demented drift"
"I Had A Dream, Joe",Henry’s Dream,"Where did you go, Joe?","On that endless, senseless, demented drift","Where did you go, Joe?"
"I Had A Dream, Joe",Henry’s Dream,"On that endless, senseless, demented drift","Where did you go, Joe?","Into the woods, into the trees, where did you move and shift"
"I Had A Dream, Joe",Henry’s Dream,"Where did you go, Joe?","Into the woods, into the trees, where did you move and shift","Where did you go, Joe?"
"I Had A Dream, Joe",Henry’s Dream,"Into the woods, into the trees, where did you move and shift","Where did you go, Joe?",All dressed up in your ridiculous seersucker suit
"I Had A Dream, Joe",Henry’s Dream,"Where did you go, Joe?",All dressed up in your ridiculous seersucker suit,"Where did you go, Joe?"
"I Had A Dream, Joe",Henry’s Dream,All dressed up in your ridiculous seersucker suit,"Where did you go, Joe?",With that strew of wreckage
"I Had A Dream, Joe",Henry’s Dream,"Where did you go, Joe?",With that strew of wreckage,Forever at the heal of your boot
"I Had A Dream, Joe",Henry’s Dream,With that strew of wreckage,Forever at the heal of your boot,
"I Had A Dream, Joe",Henry’s Dream,Forever at the heal of your boot,,I had a dream
"I Had A Dream, Joe",Henry’s Dream,,I had a dream,I had a dream
"I Had A Dream, Joe",Henry’s Dream,I had a dream,I had a dream,"I had a dream, Joe"
"I Had A Dream, Joe",Henry’s Dream,I had a dream,"I had a dream, Joe",I had a dream
"I Had A Dream, Joe",Henry’s Dream,"I had a dream, Joe",I had a dream,I had a dream
"I Had A Dream, Joe",Henry’s Dream,I had a dream,I had a dream,"I had a dream, Joe"
"I Had A Dream, Joe",Henry’s Dream,I had a dream,"I had a dream, Joe",
Straight To You,Henry’s Dream,,All the towers of ivory are crumbling,And the swallows have sharpened their beaks
Straight To You,Henry’s Dream,All the towers of ivory are crumbling,And the swallows have sharpened their beaks,This is the time of our great undoing
Straight To You,Henry’s Dream,And the swallows have sharpened their beaks,This is the time of our great undoing,This is the time that I’ll come running
Straight To You,Henry’s Dream,This is the time of our great undoing,This is the time that I’ll come running,Straight to you
Straight To You,Henry’s Dream,This is the time that I’ll come running,Straight to you,For I am captured
Straight To You,Henry’s Dream,Straight to you,For I am captured,Straight to you
Straight To You,Henry’s Dream,For I am captured,Straight to you,For I am captured
Straight To You,Henry’s Dream,Straight to you,For I am captured,One more time
Straight To You,Henry’s Dream,For I am captured,One more time,
Straight To You,Henry’s Dream,One more time,,The light in our window is fading
Straight To You,Henry’s Dream,,The light in our window is fading,The candle gutters on the ledge
Straight To You,Henry’s Dream,The light in our window is fading,The candle gutters on the ledge,"Well now sorrow, it comes a-stealing"
Straight To You,Henry’s Dream,The candle gutters on the ledge,"Well now sorrow, it comes a-stealing","And I’ll cry, girl, but I’ll come a-running"
Straight To You,Henry’s Dream,"Well now sorrow, it comes a-stealing","And I’ll cry, girl, but I’ll come a-running",Straight to you
Straight To You,Henry’s Dream,"And I’ll cry, girl, but I’ll come a-running",Straight to you,For I am captured
Straight To You,Henry’s Dream,Straight to you,For I am captured,Once again
Straight To You,Henry’s Dream,For I am captured,Once again,
Straight To You,Henry’s Dream,Once again,,Gone are the days of rainbows
Straight To You,Henry’s Dream,,Gone are the days of rainbows,Gone are the nights of swinging from the stars
Straight To You,Henry’s Dream,Gone are the days of rainbows,Gone are the nights of swinging from the stars,For the sea will swallow up the mountains
Straight To You,Henry’s Dream,Gone are the nights of swinging from the stars,For the sea will swallow up the mountains,And the sky will throw thunder-bolts and sparks
Straight To You,Henry’s Dream,For the sea will swallow up the mountains,And the sky will throw thunder-bolts and sparks,Straight at you
Straight To You,Henry’s Dream,And the sky will throw thunder-bolts and sparks,Straight at you,But I’ll come a-running
Straight To You,Henry’s Dream,Straight at you,But I’ll come a-running,Straight to you
Straight To You,Henry’s Dream,But I’ll come a-running,Straight to you,But I’ll come a-running
Straight To You,Henry’s Dream,Straight to you,But I’ll come a-running,One more time
Straight To You,Henry’s Dream,But I’ll come a-running,One more time,
Straight To You,Henry’s Dream,One more time,,Heaven has denied us its kingdom
Straight To You,Henry’s Dream,,Heaven has denied us its kingdom,The saints are drunk and howling at the moon
Straight To You,Henry’s Dream,Heaven has denied us its kingdom,The saints are drunk and howling at the moon,The chariots of angels are colliding
Straight To You,Henry’s Dream,The saints are drunk and howling at the moon,The chariots of angels are colliding,"Well, I’ll run, babe, but I’ll come running"
Straight To You,Henry’s Dream,The chariots of angels are colliding,"Well, I’ll run, babe, but I’ll come running",Straight to you
Straight To You,Henry’s Dream,"Well, I’ll run, babe, but I’ll come running",Straight to you,For I am captured
Straight To You,Henry’s Dream,Straight to you,For I am captured,Straight to you
Straight To You,Henry’s Dream,For I am captured,Straight to you,For I am captured
Straight To You,Henry’s Dream,Straight to you,For I am captured,One more time
Straight To You,Henry’s Dream,For I am captured,One more time,
"Brother, My Cup Is Empty",Henry’s Dream,,"Brother, my cup is empty",And I haven’t got a penny
"Brother, My Cup Is Empty",Henry’s Dream,"Brother, my cup is empty",And I haven’t got a penny,For to buy no more whiskey
"Brother, My Cup Is Empty",Henry’s Dream,And I haven’t got a penny,For to buy no more whiskey,I have to go home
"Brother, My Cup Is Empty",Henry’s Dream,For to buy no more whiskey,I have to go home,
"Brother, My Cup Is Empty",Henry’s Dream,I have to go home,,I am the captain of my pain
"Brother, My Cup Is Empty",Henry’s Dream,,I am the captain of my pain,"Tis the bit, the bridle,"
"Brother, My Cup Is Empty",Henry’s Dream,I am the captain of my pain,"Tis the bit, the bridle,",The thrashing cane
"Brother, My Cup Is Empty",Henry’s Dream,"Tis the bit, the bridle,",The thrashing cane,"The stirrup, the harness,"
"Brother, My Cup Is Empty",Henry’s Dream,The thrashing cane,"The stirrup, the harness,",The whipping mane
"Brother, My Cup Is Empty",Henry’s Dream,"The stirrup, the harness,",The whipping mane,The pickled eye
"Brother, My Cup Is Empty",Henry’s Dream,The whipping mane,The pickled eye,The shrinking brain
"Brother, My Cup Is Empty",Henry’s Dream,The pickled eye,The shrinking brain,"O brother, buy me one more drink"
"Brother, My Cup Is Empty",Henry’s Dream,The shrinking brain,"O brother, buy me one more drink",I’ll explain the nature of my pain
"Brother, My Cup Is Empty",Henry’s Dream,"O brother, buy me one more drink",I’ll explain the nature of my pain,"Yes, let me tell you once again"
"Brother, My Cup Is Empty",Henry’s Dream,I’ll explain the nature of my pain,"Yes, let me tell you once again",I am the captain of my pain
"Brother, My Cup Is Empty",Henry’s Dream,"Yes, let me tell you once again",I am the captain of my pain,
"Brother, My Cup Is Empty",Henry’s Dream,I am the captain of my pain,,"O brother, my cup is empty"
"Brother, My Cup Is Empty",Henry’s Dream,,"O brother, my cup is empty",And I haven’t got a penny
"Brother, My Cup Is Empty",Henry’s Dream,"O brother, my cup is empty",And I haven’t got a penny,For to buy no more whiskey
"Brother, My Cup Is Empty",Henry’s Dream,And I haven’t got a penny,For to buy no more whiskey,I have to go home
"Brother, My Cup Is Empty",Henry’s Dream,For to buy no more whiskey,I have to go home,
"Brother, My Cup Is Empty",Henry’s Dream,I have to go home,,I cannot blame it all on her
"Brother, My Cup Is Empty",Henry’s Dream,,I cannot blame it all on her,To blame her all would be a lie
"Brother, My Cup Is Empty",Henry’s Dream,I cannot blame it all on her,To blame her all would be a lie,For many a night I lay awake
"Brother, My Cup Is Empty",Henry’s Dream,To blame her all would be a lie,For many a night I lay awake,And wished that I could watch her die
"Brother, My Cup Is Empty",Henry’s Dream,For many a night I lay awake,And wished that I could watch her die,To see her accusing finger spurt
"Brother, My Cup Is Empty",Henry’s Dream,And wished that I could watch her die,To see her accusing finger spurt,To see flies swarm her hateful eye
"Brother, My Cup Is Empty",Henry’s Dream,To see her accusing finger spurt,To see flies swarm her hateful eye,To watch her groaning in the dirt
"Brother, My Cup Is Empty",Henry’s Dream,To see flies swarm her hateful eye,To watch her groaning in the dirt,To see her clicking tongue crack dry
"Brother, My Cup Is Empty",Henry’s Dream,To watch her groaning in the dirt,To see her clicking tongue crack dry,"O brother, buy me one more drink"
