song,album,prev,lyric,next,artist
Lime Tree Arbour,The Boatman's Call,There will always be suffering,It flows through life like water,I put my hand over hers,Nick Cave & The Bad Seeds
Lime Tree Arbour,The Boatman's Call,It flows through life like water,I put my hand over hers,Down in the lime tree arbour,Nick Cave & The Bad Seeds
Lime Tree Arbour,The Boatman's Call,I put my hand over hers,Down in the lime tree arbour,,Nick Cave & The Bad Seeds
Lime Tree Arbour,The Boatman's Call,Down in the lime tree arbour,,The boatman he has gone,Nick Cave & The Bad Seeds
Lime Tree Arbour,The Boatman's Call,,The boatman he has gone,And the loons have flown for cover,Nick Cave & The Bad Seeds
Lime Tree Arbour,The Boatman's Call,The boatman he has gone,And the loons have flown for cover,She puts her hand over mine,Nick Cave & The Bad Seeds
Lime Tree Arbour,The Boatman's Call,And the loons have flown for cover,She puts her hand over mine,Down in the lime tree arbour,Nick Cave & The Bad Seeds
Lime Tree Arbour,The Boatman's Call,She puts her hand over mine,Down in the lime tree arbour,,Nick Cave & The Bad Seeds
Lime Tree Arbour,The Boatman's Call,Down in the lime tree arbour,,Through every word that I speak,Nick Cave & The Bad Seeds
Lime Tree Arbour,The Boatman's Call,,Through every word that I speak,And every thing I know,Nick Cave & The Bad Seeds
Lime Tree Arbour,The Boatman's Call,Through every word that I speak,And every thing I know,There is a hand that protects me,Nick Cave & The Bad Seeds
Lime Tree Arbour,The Boatman's Call,And every thing I know,There is a hand that protects me,And I do love her so,Nick Cave & The Bad Seeds
Lime Tree Arbour,The Boatman's Call,There is a hand that protects me,And I do love her so,,Nick Cave & The Bad Seeds
People Ain't No Good,The Boatman's Call,,People just ain’t no good,I think that’s well understood,Nick Cave & The Bad Seeds
People Ain't No Good,The Boatman's Call,People just ain’t no good,I think that’s well understood,You can see it everywhere you look,Nick Cave & The Bad Seeds
People Ain't No Good,The Boatman's Call,I think that’s well understood,You can see it everywhere you look,People just ain’t no good,Nick Cave & The Bad Seeds
People Ain't No Good,The Boatman's Call,You can see it everywhere you look,People just ain’t no good,,Nick Cave & The Bad Seeds
People Ain't No Good,The Boatman's Call,People just ain’t no good,,We were married under cherry trees,Nick Cave & The Bad Seeds
People Ain't No Good,The Boatman's Call,,We were married under cherry trees,Under blossom we made our vows,Nick Cave & The Bad Seeds
People Ain't No Good,The Boatman's Call,We were married under cherry trees,Under blossom we made our vows,All the blossoms come sailing down,Nick Cave & The Bad Seeds
People Ain't No Good,The Boatman's Call,Under blossom we made our vows,All the blossoms come sailing down,Through the streets and through the playgrounds,Nick Cave & The Bad Seeds
People Ain't No Good,The Boatman's Call,All the blossoms come sailing down,Through the streets and through the playgrounds,,Nick Cave & The Bad Seeds
People Ain't No Good,The Boatman's Call,Through the streets and through the playgrounds,,The sun would stream on the sheets,Nick Cave & The Bad Seeds
People Ain't No Good,The Boatman's Call,,The sun would stream on the sheets,Awoken by the morning bird,Nick Cave & The Bad Seeds
People Ain't No Good,The Boatman's Call,The sun would stream on the sheets,Awoken by the morning bird,We’d buy the Sunday newspapers,Nick Cave & The Bad Seeds
People Ain't No Good,The Boatman's Call,Awoken by the morning bird,We’d buy the Sunday newspapers,And never read a single word,Nick Cave & The Bad Seeds
People Ain't No Good,The Boatman's Call,We’d buy the Sunday newspapers,And never read a single word,,Nick Cave & The Bad Seeds
People Ain't No Good,The Boatman's Call,And never read a single word,,People they ain’t no good,Nick Cave & The Bad Seeds
People Ain't No Good,The Boatman's Call,,People they ain’t no good,People they ain’t no good,Nick Cave & The Bad Seeds
People Ain't No Good,The Boatman's Call,People they ain’t no good,People they ain’t no good,People they ain’t no good,Nick Cave & The Bad Seeds
People Ain't No Good,The Boatman's Call,People they ain’t no good,People they ain’t no good,,Nick Cave & The Bad Seeds
People Ain't No Good,The Boatman's Call,People they ain’t no good,,"Seasons came, seasons went",Nick Cave & The Bad Seeds
People Ain't No Good,The Boatman's Call,,"Seasons came, seasons went",The winter stripped the blossoms bare,Nick Cave & The Bad Seeds
People Ain't No Good,The Boatman's Call,"Seasons came, seasons went",The winter stripped the blossoms bare,A different tree now lines the streets,Nick Cave & The Bad Seeds
People Ain't No Good,The Boatman's Call,The winter stripped the blossoms bare,A different tree now lines the streets,Shaking its fists in the air,Nick Cave & The Bad Seeds
People Ain't No Good,The Boatman's Call,A different tree now lines the streets,Shaking its fists in the air,,Nick Cave & The Bad Seeds
People Ain't No Good,The Boatman's Call,Shaking its fists in the air,,The winter slammed us like a fist,Nick Cave & The Bad Seeds
People Ain't No Good,The Boatman's Call,,The winter slammed us like a fist,The windows rattling in the gales,Nick Cave & The Bad Seeds
People Ain't No Good,The Boatman's Call,The winter slammed us like a fist,The windows rattling in the gales,To which she drew the curtains,Nick Cave & The Bad Seeds
People Ain't No Good,The Boatman's Call,The windows rattling in the gales,To which she drew the curtains,Made out of her wedding veils,Nick Cave & The Bad Seeds
People Ain't No Good,The Boatman's Call,To which she drew the curtains,Made out of her wedding veils,,Nick Cave & The Bad Seeds
People Ain't No Good,The Boatman's Call,Made out of her wedding veils,,People they ain’t no good,Nick Cave & The Bad Seeds
People Ain't No Good,The Boatman's Call,,People they ain’t no good,People they ain’t no good,Nick Cave & The Bad Seeds
People Ain't No Good,The Boatman's Call,People they ain’t no good,People they ain’t no good,People they ain’t no good,Nick Cave & The Bad Seeds
People Ain't No Good,The Boatman's Call,People they ain’t no good,People they ain’t no good,,Nick Cave & The Bad Seeds
People Ain't No Good,The Boatman's Call,People they ain’t no good,,To our love send a dozen white lilies,Nick Cave & The Bad Seeds
People Ain't No Good,The Boatman's Call,,To our love send a dozen white lilies,To our love send a coffin of wood,Nick Cave & The Bad Seeds
People Ain't No Good,The Boatman's Call,To our love send a dozen white lilies,To our love send a coffin of wood,To our love let all the pink-eyed pigeons coo,Nick Cave & The Bad Seeds
People Ain't No Good,The Boatman's Call,To our love send a coffin of wood,To our love let all the pink-eyed pigeons coo,That people they just ain’t no good,Nick Cave & The Bad Seeds
People Ain't No Good,The Boatman's Call,To our love let all the pink-eyed pigeons coo,That people they just ain’t no good,,Nick Cave & The Bad Seeds
People Ain't No Good,The Boatman's Call,That people they just ain’t no good,,To our love send back all the letters,Nick Cave & The Bad Seeds
People Ain't No Good,The Boatman's Call,,To our love send back all the letters,To our love a valentine of blood,Nick Cave & The Bad Seeds
People Ain't No Good,The Boatman's Call,To our love send back all the letters,To our love a valentine of blood,To our love let all the jilted lovers cry,Nick Cave & The Bad Seeds
People Ain't No Good,The Boatman's Call,To our love a valentine of blood,To our love let all the jilted lovers cry,That people they just ain’t no good,Nick Cave & The Bad Seeds
People Ain't No Good,The Boatman's Call,To our love let all the jilted lovers cry,That people they just ain’t no good,,Nick Cave & The Bad Seeds
People Ain't No Good,The Boatman's Call,That people they just ain’t no good,,It ain’t that in their hearts they’re bad,Nick Cave & The Bad Seeds
People Ain't No Good,The Boatman's Call,,It ain’t that in their hearts they’re bad,"They can comfort you, some even try",Nick Cave & The Bad Seeds
People Ain't No Good,The Boatman's Call,It ain’t that in their hearts they’re bad,"They can comfort you, some even try",They nurse you when you’re ill of health,Nick Cave & The Bad Seeds
People Ain't No Good,The Boatman's Call,"They can comfort you, some even try",They nurse you when you’re ill of health,They bury you when you go and die,Nick Cave & The Bad Seeds
People Ain't No Good,The Boatman's Call,They nurse you when you’re ill of health,They bury you when you go and die,,Nick Cave & The Bad Seeds
People Ain't No Good,The Boatman's Call,They bury you when you go and die,,It ain’t that in their hearts they’re bad,Nick Cave & The Bad Seeds
People Ain't No Good,The Boatman's Call,,It ain’t that in their hearts they’re bad,They’d stick by you if they could,Nick Cave & The Bad Seeds
People Ain't No Good,The Boatman's Call,It ain’t that in their hearts they’re bad,They’d stick by you if they could,But that’s just bullshit,Nick Cave & The Bad Seeds
People Ain't No Good,The Boatman's Call,They’d stick by you if they could,But that’s just bullshit,People just ain’t no good,Nick Cave & The Bad Seeds
People Ain't No Good,The Boatman's Call,But that’s just bullshit,People just ain’t no good,,Nick Cave & The Bad Seeds
People Ain't No Good,The Boatman's Call,People just ain’t no good,,People they ain’t no good,Nick Cave & The Bad Seeds
People Ain't No Good,The Boatman's Call,,People they ain’t no good,People they ain’t no good,Nick Cave & The Bad Seeds
People Ain't No Good,The Boatman's Call,People they ain’t no good,People they ain’t no good,People they ain’t no good,Nick Cave & The Bad Seeds
People Ain't No Good,The Boatman's Call,People they ain’t no good,People they ain’t no good,People they ain’t no good,Nick Cave & The Bad Seeds
People Ain't No Good,The Boatman's Call,People they ain’t no good,People they ain’t no good,,Nick Cave & The Bad Seeds
Brompton Oratory,The Boatman's Call,,Up those stone steps I climb,Hail this joyful day’s return,Nick Cave & The Bad Seeds
Brompton Oratory,The Boatman's Call,Up those stone steps I climb,Hail this joyful day’s return,Into its great shadowed vault I go,Nick Cave & The Bad Seeds
Brompton Oratory,The Boatman's Call,Hail this joyful day’s return,Into its great shadowed vault I go,Hail the Pentecostal morn,Nick Cave & The Bad Seeds
Brompton Oratory,The Boatman's Call,Into its great shadowed vault I go,Hail the Pentecostal morn,,Nick Cave & The Bad Seeds
Brompton Oratory,The Boatman's Call,Hail the Pentecostal morn,,The reading is from Luke 24,Nick Cave & The Bad Seeds
Brompton Oratory,The Boatman's Call,,The reading is from Luke 24,Where Christ returns to his loved ones,Nick Cave & The Bad Seeds
Brompton Oratory,The Boatman's Call,The reading is from Luke 24,Where Christ returns to his loved ones,I look at the stone apostles,Nick Cave & The Bad Seeds
Brompton Oratory,The Boatman's Call,Where Christ returns to his loved ones,I look at the stone apostles,Think that it’s alright for some,Nick Cave & The Bad Seeds
Brompton Oratory,The Boatman's Call,I look at the stone apostles,Think that it’s alright for some,,Nick Cave & The Bad Seeds
Brompton Oratory,The Boatman's Call,Think that it’s alright for some,,And I wish that I was made of stone,Nick Cave & The Bad Seeds
Brompton Oratory,The Boatman's Call,,And I wish that I was made of stone,So that I would not have to see,Nick Cave & The Bad Seeds
Brompton Oratory,The Boatman's Call,And I wish that I was made of stone,So that I would not have to see,A beauty impossible to define,Nick Cave & The Bad Seeds
Brompton Oratory,The Boatman's Call,So that I would not have to see,A beauty impossible to define,A beauty impossible to believe,Nick Cave & The Bad Seeds
Brompton Oratory,The Boatman's Call,A beauty impossible to define,A beauty impossible to believe,,Nick Cave & The Bad Seeds
Brompton Oratory,The Boatman's Call,A beauty impossible to believe,,A beauty impossible to endure,Nick Cave & The Bad Seeds
Brompton Oratory,The Boatman's Call,,A beauty impossible to endure,The blood imparted in little sips,Nick Cave & The Bad Seeds
Brompton Oratory,The Boatman's Call,A beauty impossible to endure,The blood imparted in little sips,The smell of you still on my hands,Nick Cave & The Bad Seeds
Brompton Oratory,The Boatman's Call,The blood imparted in little sips,The smell of you still on my hands,As I bring the cup up to my lips,Nick Cave & The Bad Seeds
Brompton Oratory,The Boatman's Call,The smell of you still on my hands,As I bring the cup up to my lips,,Nick Cave & The Bad Seeds
Brompton Oratory,The Boatman's Call,As I bring the cup up to my lips,,No God up in the sky,Nick Cave & The Bad Seeds
Brompton Oratory,The Boatman's Call,,No God up in the sky,No devil beneath the sea,Nick Cave & The Bad Seeds
Brompton Oratory,The Boatman's Call,No God up in the sky,No devil beneath the sea,Could do the job that you did,Nick Cave & The Bad Seeds
Brompton Oratory,The Boatman's Call,No devil beneath the sea,Could do the job that you did,Of bringing me to my knees,Nick Cave & The Bad Seeds
Brompton Oratory,The Boatman's Call,Could do the job that you did,Of bringing me to my knees,,Nick Cave & The Bad Seeds
Brompton Oratory,The Boatman's Call,Of bringing me to my knees,,Outside I sit on the stone steps,Nick Cave & The Bad Seeds
Brompton Oratory,The Boatman's Call,,Outside I sit on the stone steps,With nothing much to do,Nick Cave & The Bad Seeds
Brompton Oratory,The Boatman's Call,Outside I sit on the stone steps,With nothing much to do,"Forlorn and exhausted, baby",Nick Cave & The Bad Seeds
Brompton Oratory,The Boatman's Call,With nothing much to do,"Forlorn and exhausted, baby",By the absence of you,Nick Cave & The Bad Seeds
Brompton Oratory,The Boatman's Call,"Forlorn and exhausted, baby",By the absence of you,Just like a bird,Nick Cave & The Bad Seeds
There Is A Kingdom,The Boatman's Call,,Just like a bird,That sings up the sun,Nick Cave & The Bad Seeds
There Is A Kingdom,The Boatman's Call,Just like a bird,That sings up the sun,In a dawn so very dark,Nick Cave & The Bad Seeds
There Is A Kingdom,The Boatman's Call,That sings up the sun,In a dawn so very dark,Such is my faith for you,Nick Cave & The Bad Seeds
There Is A Kingdom,The Boatman's Call,In a dawn so very dark,Such is my faith for you,Such is my faith,Nick Cave & The Bad Seeds
There Is A Kingdom,The Boatman's Call,Such is my faith for you,Such is my faith,And all the world’s darkness,Nick Cave & The Bad Seeds
There Is A Kingdom,The Boatman's Call,Such is my faith,And all the world’s darkness,Can’t swallow up,Nick Cave & The Bad Seeds
There Is A Kingdom,The Boatman's Call,And all the world’s darkness,Can’t swallow up,One single spark,Nick Cave & The Bad Seeds
There Is A Kingdom,The Boatman's Call,Can’t swallow up,One single spark,Such is my love for you,Nick Cave & The Bad Seeds
There Is A Kingdom,The Boatman's Call,One single spark,Such is my love for you,Such is my love,Nick Cave & The Bad Seeds
There Is A Kingdom,The Boatman's Call,Such is my love for you,Such is my love,,Nick Cave & The Bad Seeds
There Is A Kingdom,The Boatman's Call,Such is my love,,There is a kingdom,Nick Cave & The Bad Seeds
There Is A Kingdom,The Boatman's Call,,There is a kingdom,There is a king,Nick Cave & The Bad Seeds
There Is A Kingdom,The Boatman's Call,There is a kingdom,There is a king,And He lives without,Nick Cave & The Bad Seeds
There Is A Kingdom,The Boatman's Call,There is a king,And He lives without,And He lives within,Nick Cave & The Bad Seeds
There Is A Kingdom,The Boatman's Call,And He lives without,And He lives within,,Nick Cave & The Bad Seeds
There Is A Kingdom,The Boatman's Call,And He lives within,,The starry heavens above me,Nick Cave & The Bad Seeds
There Is A Kingdom,The Boatman's Call,,The starry heavens above me,The mortal law within,Nick Cave & The Bad Seeds
There Is A Kingdom,The Boatman's Call,The starry heavens above me,The mortal law within,So the world appears,Nick Cave & The Bad Seeds
There Is A Kingdom,The Boatman's Call,The mortal law within,So the world appears,So the world appears,Nick Cave & The Bad Seeds
There Is A Kingdom,The Boatman's Call,So the world appears,So the world appears,This day so sweet,Nick Cave & The Bad Seeds
There Is A Kingdom,The Boatman's Call,So the world appears,This day so sweet,It will never come again,Nick Cave & The Bad Seeds
There Is A Kingdom,The Boatman's Call,This day so sweet,It will never come again,So the world appears,Nick Cave & The Bad Seeds
There Is A Kingdom,The Boatman's Call,It will never come again,So the world appears,Through this mist of tears,Nick Cave & The Bad Seeds
There Is A Kingdom,The Boatman's Call,So the world appears,Through this mist of tears,,Nick Cave & The Bad Seeds
There Is A Kingdom,The Boatman's Call,Through this mist of tears,,There is a kingdom,Nick Cave & The Bad Seeds
There Is A Kingdom,The Boatman's Call,,There is a kingdom,There is a king,Nick Cave & The Bad Seeds
There Is A Kingdom,The Boatman's Call,There is a kingdom,There is a king,And He lives without,Nick Cave & The Bad Seeds
There Is A Kingdom,The Boatman's Call,There is a king,And He lives without,And He lives within,Nick Cave & The Bad Seeds
There Is A Kingdom,The Boatman's Call,And He lives without,And He lives within,And He is everything,Nick Cave & The Bad Seeds
There Is A Kingdom,The Boatman's Call,And He lives within,And He is everything,,Nick Cave & The Bad Seeds
(Are You) The One That I’ve Been Waiting For?,The Boatman's Call,,"I’ve felt you coming, girl, as you drew near","I knew you’d find me, cause I longed you here",Nick Cave & The Bad Seeds
(Are You) The One That I’ve Been Waiting For?,The Boatman's Call,"I’ve felt you coming, girl, as you drew near","I knew you’d find me, cause I longed you here",Are you my destiny?,Nick Cave & The Bad Seeds
(Are You) The One That I’ve Been Waiting For?,The Boatman's Call,"I knew you’d find me, cause I longed you here",Are you my destiny?,Is this how you’ll appear?,Nick Cave & The Bad Seeds
(Are You) The One That I’ve Been Waiting For?,The Boatman's Call,Are you my destiny?,Is this how you’ll appear?,Wrapped in a coat with tears in your eyes?,Nick Cave & The Bad Seeds
(Are You) The One That I’ve Been Waiting For?,The Boatman's Call,Is this how you’ll appear?,Wrapped in a coat with tears in your eyes?,"Well take that coat, babe, and throw it on the floor",Nick Cave & The Bad Seeds
(Are You) The One That I’ve Been Waiting For?,The Boatman's Call,Wrapped in a coat with tears in your eyes?,"Well take that coat, babe, and throw it on the floor",Are you the one that I’ve been waiting for?,Nick Cave & The Bad Seeds
(Are You) The One That I’ve Been Waiting For?,The Boatman's Call,"Well take that coat, babe, and throw it on the floor",Are you the one that I’ve been waiting for?,,Nick Cave & The Bad Seeds
(Are You) The One That I’ve Been Waiting For?,The Boatman's Call,Are you the one that I’ve been waiting for?,,As you’ve been moving surely toward me,Nick Cave & The Bad Seeds
(Are You) The One That I’ve Been Waiting For?,The Boatman's Call,,As you’ve been moving surely toward me,My soul has comforted and assured me,Nick Cave & The Bad Seeds
(Are You) The One That I’ve Been Waiting For?,The Boatman's Call,As you’ve been moving surely toward me,My soul has comforted and assured me,That in time my heart it will reward me,Nick Cave & The Bad Seeds
(Are You) The One That I’ve Been Waiting For?,The Boatman's Call,My soul has comforted and assured me,That in time my heart it will reward me,And that all will be revealed,Nick Cave & The Bad Seeds
(Are You) The One That I’ve Been Waiting For?,The Boatman's Call,That in time my heart it will reward me,And that all will be revealed,So I’ve sat and I’ve watched an ice-age thaw,Nick Cave & The Bad Seeds
(Are You) The One That I’ve Been Waiting For?,The Boatman's Call,And that all will be revealed,So I’ve sat and I’ve watched an ice-age thaw,Are you the one that I’ve been waiting for?,Nick Cave & The Bad Seeds
(Are You) The One That I’ve Been Waiting For?,The Boatman's Call,So I’ve sat and I’ve watched an ice-age thaw,Are you the one that I’ve been waiting for?,,Nick Cave & The Bad Seeds
(Are You) The One That I’ve Been Waiting For?,The Boatman's Call,Are you the one that I’ve been waiting for?,,Out of sorrow entire worlds have been built,Nick Cave & The Bad Seeds
(Are You) The One That I’ve Been Waiting For?,The Boatman's Call,,Out of sorrow entire worlds have been built,Out of longing great wonders have been willed,Nick Cave & The Bad Seeds
(Are You) The One That I’ve Been Waiting For?,The Boatman's Call,Out of sorrow entire worlds have been built,Out of longing great wonders have been willed,"They’re only little tears, darling, let them spill",Nick Cave & The Bad Seeds
(Are You) The One That I’ve Been Waiting For?,The Boatman's Call,Out of longing great wonders have been willed,"They’re only little tears, darling, let them spill",And lay your head upon my shoulder,Nick Cave & The Bad Seeds
(Are You) The One That I’ve Been Waiting For?,The Boatman's Call,"They’re only little tears, darling, let them spill",And lay your head upon my shoulder,Outside my window the world has gone to war,Nick Cave & The Bad Seeds
(Are You) The One That I’ve Been Waiting For?,The Boatman's Call,And lay your head upon my shoulder,Outside my window the world has gone to war,Are you the one that I’ve been waiting for?,Nick Cave & The Bad Seeds
(Are You) The One That I’ve Been Waiting For?,The Boatman's Call,Outside my window the world has gone to war,Are you the one that I’ve been waiting for?,,Nick Cave & The Bad Seeds
(Are You) The One That I’ve Been Waiting For?,The Boatman's Call,Are you the one that I’ve been waiting for?,,"O we will know, won’t we?",Nick Cave & The Bad Seeds
(Are You) The One That I’ve Been Waiting For?,The Boatman's Call,,"O we will know, won’t we?",The stars will explode in the sky,Nick Cave & The Bad Seeds
(Are You) The One That I’ve Been Waiting For?,The Boatman's Call,"O we will know, won’t we?",The stars will explode in the sky,"O but they don’t, do they?",Nick Cave & The Bad Seeds
(Are You) The One That I’ve Been Waiting For?,The Boatman's Call,The stars will explode in the sky,"O but they don’t, do they?",Stars have their moment and then they die,Nick Cave & The Bad Seeds
(Are You) The One That I’ve Been Waiting For?,The Boatman's Call,"O but they don’t, do they?",Stars have their moment and then they die,,Nick Cave & The Bad Seeds
(Are You) The One That I’ve Been Waiting For?,The Boatman's Call,Stars have their moment and then they die,,There’s a man who spoke wonders,Nick Cave & The Bad Seeds
(Are You) The One That I’ve Been Waiting For?,The Boatman's Call,,There’s a man who spoke wonders,Though I’ve never met him,Nick Cave & The Bad Seeds
(Are You) The One That I’ve Been Waiting For?,The Boatman's Call,There’s a man who spoke wonders,Though I’ve never met him,"He said, ‘He who seeks finds",Nick Cave & The Bad Seeds
(Are You) The One That I’ve Been Waiting For?,The Boatman's Call,Though I’ve never met him,"He said, ‘He who seeks finds",And who knocks will be let in’,Nick Cave & The Bad Seeds
(Are You) The One That I’ve Been Waiting For?,The Boatman's Call,"He said, ‘He who seeks finds",And who knocks will be let in’,I think of you in motion,Nick Cave & The Bad Seeds
(Are You) The One That I’ve Been Waiting For?,The Boatman's Call,And who knocks will be let in’,I think of you in motion,And just how close you are getting,Nick Cave & The Bad Seeds
(Are You) The One That I’ve Been Waiting For?,The Boatman's Call,I think of you in motion,And just how close you are getting,And how every little thing anticipates you,Nick Cave & The Bad Seeds
(Are You) The One That I’ve Been Waiting For?,The Boatman's Call,And just how close you are getting,And how every little thing anticipates you,All down my veins my heart-strings call,Nick Cave & The Bad Seeds
