song,album,prev,lyric,next
The Hammer Song,Kicking Against The Pricks,Said the man with the chisel,Chiseling the surface,“I’ve been sleeping far too long
The Hammer Song,Kicking Against The Pricks,Chiseling the surface,“I’ve been sleeping far too long,And I keep on chiseling
The Hammer Song,Kicking Against The Pricks,“I’ve been sleeping far too long,And I keep on chiseling,Keep on chiseling
The Hammer Song,Kicking Against The Pricks,And I keep on chiseling,Keep on chiseling,Keep on chiseling
The Hammer Song,Kicking Against The Pricks,Keep on chiseling,Keep on chiseling,Chiseling the surface.”
The Hammer Song,Kicking Against The Pricks,Keep on chiseling,Chiseling the surface.”,
The Hammer Song,Kicking Against The Pricks,Chiseling the surface.”,,“I don’t know what you mean”
The Hammer Song,Kicking Against The Pricks,,“I don’t know what you mean”,Said the man with the shovel
The Hammer Song,Kicking Against The Pricks,“I don’t know what you mean”,Said the man with the shovel,Shoveling the ashes
The Hammer Song,Kicking Against The Pricks,Said the man with the shovel,Shoveling the ashes,“I’ve been diggin’ in the frozen ground
The Hammer Song,Kicking Against The Pricks,Shoveling the ashes,“I’ve been diggin’ in the frozen ground,And I keep on shoveling
The Hammer Song,Kicking Against The Pricks,“I’ve been diggin’ in the frozen ground,And I keep on shoveling,Keep on shoveling
The Hammer Song,Kicking Against The Pricks,And I keep on shoveling,Keep on shoveling,Keep on shoveling
The Hammer Song,Kicking Against The Pricks,Keep on shoveling,Keep on shoveling,Shoveling the ashes.”
The Hammer Song,Kicking Against The Pricks,Keep on shoveling,Shoveling the ashes.”,
The Hammer Song,Kicking Against The Pricks,Shoveling the ashes.”,,Chiseling the surface
The Hammer Song,Kicking Against The Pricks,,Chiseling the surface,Firing the furnace
The Hammer Song,Kicking Against The Pricks,Chiseling the surface,Firing the furnace,Hammering the anvil
The Hammer Song,Kicking Against The Pricks,Firing the furnace,Hammering the anvil,Hammering the anvil
The Hammer Song,Kicking Against The Pricks,Hammering the anvil,Hammering the anvil,
The Hammer Song,Kicking Against The Pricks,Hammering the anvil,,“Don’t sell me out”
The Hammer Song,Kicking Against The Pricks,,“Don’t sell me out”,Said the man with the hammer
The Hammer Song,Kicking Against The Pricks,“Don’t sell me out”,Said the man with the hammer,Hammering the anvil
The Hammer Song,Kicking Against The Pricks,Said the man with the hammer,Hammering the anvil,“I’ve been walking on the road of rocks
The Hammer Song,Kicking Against The Pricks,Hammering the anvil,“I’ve been walking on the road of rocks,And I keep on hammering
The Hammer Song,Kicking Against The Pricks,“I’ve been walking on the road of rocks,And I keep on hammering,Keep on hammering
The Hammer Song,Kicking Against The Pricks,And I keep on hammering,Keep on hammering,Keep on hammering
The Hammer Song,Kicking Against The Pricks,Keep on hammering,Keep on hammering,Hammering the anvil.”
The Hammer Song,Kicking Against The Pricks,Keep on hammering,Hammering the anvil.”,
The Hammer Song,Kicking Against The Pricks,Hammering the anvil.”,,Shoveling the ashes
The Hammer Song,Kicking Against The Pricks,,Shoveling the ashes,Chiseling the surface
The Hammer Song,Kicking Against The Pricks,Shoveling the ashes,Chiseling the surface,Firing the furnace
The Hammer Song,Kicking Against The Pricks,Chiseling the surface,Firing the furnace,Hammering the anvil
The Hammer Song,Kicking Against The Pricks,Firing the furnace,Hammering the anvil,"Keeping on, keeping on, keeping on"
The Hammer Song,Kicking Against The Pricks,Hammering the anvil,"Keeping on, keeping on, keeping on",Hammering the anvil
The Hammer Song,Kicking Against The Pricks,"Keeping on, keeping on, keeping on",Hammering the anvil,
The Hammer Song,Kicking Against The Pricks,Hammering the anvil,,"I’m gonna keep on, keep on, keep on, keep on hammering"
The Hammer Song,Kicking Against The Pricks,,"I’m gonna keep on, keep on, keep on, keep on hammering","I’m gonna keep on, keep on, keep on, keep on hammering"
The Hammer Song,Kicking Against The Pricks,"I’m gonna keep on, keep on, keep on, keep on hammering","I’m gonna keep on, keep on, keep on, keep on hammering",
Something’s Gotten Hold Of My Heart,Kicking Against The Pricks,,Something’s gotten hold of my heart,Keeping my soul and my senses apart
Something’s Gotten Hold Of My Heart,Kicking Against The Pricks,Something’s gotten hold of my heart,Keeping my soul and my senses apart,Something’s gotten into my life
Something’s Gotten Hold Of My Heart,Kicking Against The Pricks,Keeping my soul and my senses apart,Something’s gotten into my life,Cutting its way through my dreams like a knife
Something’s Gotten Hold Of My Heart,Kicking Against The Pricks,Something’s gotten into my life,Cutting its way through my dreams like a knife,Turning me up and turning me down
Something’s Gotten Hold Of My Heart,Kicking Against The Pricks,Cutting its way through my dreams like a knife,Turning me up and turning me down,Making me smile and making me frown
Something’s Gotten Hold Of My Heart,Kicking Against The Pricks,Turning me up and turning me down,Making me smile and making me frown,
Something’s Gotten Hold Of My Heart,Kicking Against The Pricks,Making me smile and making me frown,,In a world that was small
Something’s Gotten Hold Of My Heart,Kicking Against The Pricks,,In a world that was small,I once lived in a time there was peace with no trouble at all
Something’s Gotten Hold Of My Heart,Kicking Against The Pricks,In a world that was small,I once lived in a time there was peace with no trouble at all,But then you came my way
Something’s Gotten Hold Of My Heart,Kicking Against The Pricks,I once lived in a time there was peace with no trouble at all,But then you came my way,"And a feeling unknown shook my heart, made me want you to stay"
Something’s Gotten Hold Of My Heart,Kicking Against The Pricks,But then you came my way,"And a feeling unknown shook my heart, made me want you to stay",All of my nights and all of my days
Something’s Gotten Hold Of My Heart,Kicking Against The Pricks,"And a feeling unknown shook my heart, made me want you to stay",All of my nights and all of my days,
Something’s Gotten Hold Of My Heart,Kicking Against The Pricks,All of my nights and all of my days,,I gotta tell you now
Something’s Gotten Hold Of My Heart,Kicking Against The Pricks,,I gotta tell you now,Something’s gotten hold of my hand
Something’s Gotten Hold Of My Heart,Kicking Against The Pricks,I gotta tell you now,Something’s gotten hold of my hand,Dragging my soul to a beautiful land
Something’s Gotten Hold Of My Heart,Kicking Against The Pricks,Something’s gotten hold of my hand,Dragging my soul to a beautiful land,Something has invaded my nights
Something’s Gotten Hold Of My Heart,Kicking Against The Pricks,Dragging my soul to a beautiful land,Something has invaded my nights,Painting my sleep with a colour so bright
Something’s Gotten Hold Of My Heart,Kicking Against The Pricks,Something has invaded my nights,Painting my sleep with a colour so bright,Changing the grey and changing the blue
Something’s Gotten Hold Of My Heart,Kicking Against The Pricks,Painting my sleep with a colour so bright,Changing the grey and changing the blue,Scarlet for me and scarlet for you
Something’s Gotten Hold Of My Heart,Kicking Against The Pricks,Changing the grey and changing the blue,Scarlet for me and scarlet for you,
Something’s Gotten Hold Of My Heart,Kicking Against The Pricks,Scarlet for me and scarlet for you,,I’ve got to know if this is the real thing
Something’s Gotten Hold Of My Heart,Kicking Against The Pricks,,I’ve got to know if this is the real thing,I’ve got to know what’s making my heart sing
Something’s Gotten Hold Of My Heart,Kicking Against The Pricks,I’ve got to know if this is the real thing,I’ve got to know what’s making my heart sing,You smile and I am lost for a lifetime
Something’s Gotten Hold Of My Heart,Kicking Against The Pricks,I’ve got to know what’s making my heart sing,You smile and I am lost for a lifetime,Each minute spent with you is the right time
Something’s Gotten Hold Of My Heart,Kicking Against The Pricks,You smile and I am lost for a lifetime,Each minute spent with you is the right time,"Every hour, every day"
Something’s Gotten Hold Of My Heart,Kicking Against The Pricks,Each minute spent with you is the right time,"Every hour, every day",You touch me and my mind goes astray
Something’s Gotten Hold Of My Heart,Kicking Against The Pricks,"Every hour, every day",You touch me and my mind goes astray,
Something’s Gotten Hold Of My Heart,Kicking Against The Pricks,You touch me and my mind goes astray,,I gotta tell you now
Something’s Gotten Hold Of My Heart,Kicking Against The Pricks,,I gotta tell you now,Something’s gotten hold of my hand
Something’s Gotten Hold Of My Heart,Kicking Against The Pricks,I gotta tell you now,Something’s gotten hold of my hand,Dragging my soul to a beautiful land
Something’s Gotten Hold Of My Heart,Kicking Against The Pricks,Something’s gotten hold of my hand,Dragging my soul to a beautiful land,Something has invaded my nights
Something’s Gotten Hold Of My Heart,Kicking Against The Pricks,Dragging my soul to a beautiful land,Something has invaded my nights,Painting my sleep with a colour so bright
Something’s Gotten Hold Of My Heart,Kicking Against The Pricks,Something has invaded my nights,Painting my sleep with a colour so bright,Changing the grey and changing the blue
Something’s Gotten Hold Of My Heart,Kicking Against The Pricks,Painting my sleep with a colour so bright,Changing the grey and changing the blue,Scarlet for me and scarlet for you
Something’s Gotten Hold Of My Heart,Kicking Against The Pricks,Changing the grey and changing the blue,Scarlet for me and scarlet for you,
Jesus Met The Woman At The Well,Kicking Against The Pricks,,Jesus met the woman at the well,Jesus met the woman at the well
Jesus Met The Woman At The Well,Kicking Against The Pricks,Jesus met the woman at the well,Jesus met the woman at the well,"And he told her, everything that she’d done, that she’d done"
Jesus Met The Woman At The Well,Kicking Against The Pricks,Jesus met the woman at the well,"And he told her, everything that she’d done, that she’d done",
Jesus Met The Woman At The Well,Kicking Against The Pricks,"And he told her, everything that she’d done, that she’d done",,"And he said, woman, look-a here woman"
Jesus Met The Woman At The Well,Kicking Against The Pricks,,"And he said, woman, look-a here woman",Tell me where is your husband?
Jesus Met The Woman At The Well,Kicking Against The Pricks,"And he said, woman, look-a here woman",Tell me where is your husband?,"She said whoa, whoa, whoa, whoa, I don’t have one"
Jesus Met The Woman At The Well,Kicking Against The Pricks,Tell me where is your husband?,"She said whoa, whoa, whoa, whoa, I don’t have one",
Jesus Met The Woman At The Well,Kicking Against The Pricks,"She said whoa, whoa, whoa, whoa, I don’t have one",,"He said, woman, look-a here woman"
Jesus Met The Woman At The Well,Kicking Against The Pricks,,"He said, woman, look-a here woman",They tell me you have five husbands
Jesus Met The Woman At The Well,Kicking Against The Pricks,"He said, woman, look-a here woman",They tell me you have five husbands,And that man you have now sure ain’t one
Jesus Met The Woman At The Well,Kicking Against The Pricks,They tell me you have five husbands,And that man you have now sure ain’t one,
Jesus Met The Woman At The Well,Kicking Against The Pricks,And that man you have now sure ain’t one,,"She went running, crying, God help me"
Jesus Met The Woman At The Well,Kicking Against The Pricks,,"She went running, crying, God help me","She said whoa, whoa, whoa, whoa, you must be the prophet"
Jesus Met The Woman At The Well,Kicking Against The Pricks,"She went running, crying, God help me","She said whoa, whoa, whoa, whoa, you must be the prophet","She said whoa, whoa, whoa, whoa, you must be the prophet"
Jesus Met The Woman At The Well,Kicking Against The Pricks,"She said whoa, whoa, whoa, whoa, you must be the prophet","She said whoa, whoa, whoa, whoa, you must be the prophet","Because you told me everything that I’ve done, that I’ve done"
Jesus Met The Woman At The Well,Kicking Against The Pricks,"She said whoa, whoa, whoa, whoa, you must be the prophet","Because you told me everything that I’ve done, that I’ve done","Say goodbye, my one true lover"
The Carnival Is Over,Kicking Against The Pricks,,"Say goodbye, my one true lover",And we’ll steal a lover’s song
The Carnival Is Over,Kicking Against The Pricks,"Say goodbye, my one true lover",And we’ll steal a lover’s song,How it breaks my heart to leave you
The Carnival Is Over,Kicking Against The Pricks,And we’ll steal a lover’s song,How it breaks my heart to leave you,Now the carnival has gone
The Carnival Is Over,Kicking Against The Pricks,How it breaks my heart to leave you,Now the carnival has gone,
The Carnival Is Over,Kicking Against The Pricks,Now the carnival has gone,,"Oh my love, the dawn is breaking"
The Carnival Is Over,Kicking Against The Pricks,,"Oh my love, the dawn is breaking",And my tears are falling rain
The Carnival Is Over,Kicking Against The Pricks,"Oh my love, the dawn is breaking",And my tears are falling rain,For the carnival is over
The Carnival Is Over,Kicking Against The Pricks,And my tears are falling rain,For the carnival is over,We may never meet again
The Carnival Is Over,Kicking Against The Pricks,For the carnival is over,We may never meet again,
The Carnival Is Over,Kicking Against The Pricks,We may never meet again,,Like a drum my heart was beating
The Carnival Is Over,Kicking Against The Pricks,,Like a drum my heart was beating,And your kiss was sweet as wine
The Carnival Is Over,Kicking Against The Pricks,Like a drum my heart was beating,And your kiss was sweet as wine,But the joys of love are fleeting
The Carnival Is Over,Kicking Against The Pricks,And your kiss was sweet as wine,But the joys of love are fleeting,For Pierrot and Columbine
The Carnival Is Over,Kicking Against The Pricks,But the joys of love are fleeting,For Pierrot and Columbine,
The Carnival Is Over,Kicking Against The Pricks,For Pierrot and Columbine,,Now the cloak of night is falling
The Carnival Is Over,Kicking Against The Pricks,,Now the cloak of night is falling,This will be our last goodbye
The Carnival Is Over,Kicking Against The Pricks,Now the cloak of night is falling,This will be our last goodbye,Though the carnival is over
The Carnival Is Over,Kicking Against The Pricks,This will be our last goodbye,Though the carnival is over,I will love you till I die
The Carnival Is Over,Kicking Against The Pricks,Though the carnival is over,I will love you till I die,I will love you till I die
The Carnival Is Over,Kicking Against The Pricks,I will love you till I die,I will love you till I die,"Yeah, I will love you till I die"
The Carnival Is Over,Kicking Against The Pricks,I will love you till I die,"Yeah, I will love you till I die",
Sad Waters,Your Funeral… My Trial,,Down the road I look and there runs Mary,Hair of gold and lips like cherries
Sad Waters,Your Funeral… My Trial,Down the road I look and there runs Mary,Hair of gold and lips like cherries,We go down to the river where the willows weep
Sad Waters,Your Funeral… My Trial,Hair of gold and lips like cherries,We go down to the river where the willows weep,Take a naked root for a lover’s seat
Sad Waters,Your Funeral… My Trial,We go down to the river where the willows weep,Take a naked root for a lover’s seat,That rose out of the bitten soil
Sad Waters,Your Funeral… My Trial,Take a naked root for a lover’s seat,That rose out of the bitten soil,But bound to the ground by creeping ivy coils
Sad Waters,Your Funeral… My Trial,That rose out of the bitten soil,But bound to the ground by creeping ivy coils,O Mary you have seduced my soul
Sad Waters,Your Funeral… My Trial,But bound to the ground by creeping ivy coils,O Mary you have seduced my soul,(And I don’t know right from wrong)
Sad Waters,Your Funeral… My Trial,O Mary you have seduced my soul,(And I don’t know right from wrong),Forever a hostage of your child’s world
Sad Waters,Your Funeral… My Trial,(And I don’t know right from wrong),Forever a hostage of your child’s world,
Sad Waters,Your Funeral… My Trial,Forever a hostage of your child’s world,,And then I ran my tin-cup heart along
Sad Waters,Your Funeral… My Trial,,And then I ran my tin-cup heart along,The prison of her ribs
Sad Waters,Your Funeral… My Trial,And then I ran my tin-cup heart along,The prison of her ribs,And with a toss of her curls
Sad Waters,Your Funeral… My Trial,The prison of her ribs,And with a toss of her curls,That little girl goes wading in
Sad Waters,Your Funeral… My Trial,And with a toss of her curls,That little girl goes wading in,Rollin her dress up past her knee
Sad Waters,Your Funeral… My Trial,That little girl goes wading in,Rollin her dress up past her knee,Turning these waters into wine
Sad Waters,Your Funeral… My Trial,Rollin her dress up past her knee,Turning these waters into wine,Then she platted all the willow vines
Sad Waters,Your Funeral… My Trial,Turning these waters into wine,Then she platted all the willow vines,
Sad Waters,Your Funeral… My Trial,Then she platted all the willow vines,,Mary in the shallows laughing
Sad Waters,Your Funeral… My Trial,,Mary in the shallows laughing,Over where the carp dart
Sad Waters,Your Funeral… My Trial,Mary in the shallows laughing,Over where the carp dart,Spooked by the new shadows that she cast
Sad Waters,Your Funeral… My Trial,Over where the carp dart,Spooked by the new shadows that she cast,Across these sad waters and across my heart
Sad Waters,Your Funeral… My Trial,Spooked by the new shadows that she cast,Across these sad waters and across my heart,
The Carny,Your Funeral… My Trial,,And no-one saw the carny go,And the weeks flew by
The Carny,Your Funeral… My Trial,And no-one saw the carny go,And the weeks flew by,Until they moved on the show
The Carny,Your Funeral… My Trial,And the weeks flew by,Until they moved on the show,Leaving his caravan behind
The Carny,Your Funeral… My Trial,Until they moved on the show,Leaving his caravan behind,It was parked out on the south east ridge
The Carny,Your Funeral… My Trial,Leaving his caravan behind,It was parked out on the south east ridge,And as the company crossed the bridge
The Carny,Your Funeral… My Trial,It was parked out on the south east ridge,And as the company crossed the bridge,With the first rain filling the bone-dry river bed
The Carny,Your Funeral… My Trial,And as the company crossed the bridge,With the first rain filling the bone-dry river bed,"It shone, just so, upon the edge"
The Carny,Your Funeral… My Trial,With the first rain filling the bone-dry river bed,"It shone, just so, upon the edge","Away, away, we’re sad, they said"
The Carny,Your Funeral… My Trial,"It shone, just so, upon the edge","Away, away, we’re sad, they said",
The Carny,Your Funeral… My Trial,"Away, away, we’re sad, they said",,"Dog-boy, atlas, half-man, the geeks, the hired hands"
The Carny,Your Funeral… My Trial,,"Dog-boy, atlas, half-man, the geeks, the hired hands",There was not one among them that did not cast an eye behind
The Carny,Your Funeral… My Trial,"Dog-boy, atlas, half-man, the geeks, the hired hands",There was not one among them that did not cast an eye behind,In the hope that the carny would return to his own kind
The Carny,Your Funeral… My Trial,There was not one among them that did not cast an eye behind,In the hope that the carny would return to his own kind,"And the carny had a horse, all skin and bone"
The Carny,Your Funeral… My Trial,In the hope that the carny would return to his own kind,"And the carny had a horse, all skin and bone","A bow-backed nag, that he named “Sorrow”"
The Carny,Your Funeral… My Trial,"And the carny had a horse, all skin and bone","A bow-backed nag, that he named “Sorrow”",Now it is buried in a shallow grave
The Carny,Your Funeral… My Trial,"A bow-backed nag, that he named “Sorrow”",Now it is buried in a shallow grave,In the then parched meadow
The Carny,Your Funeral… My Trial,Now it is buried in a shallow grave,In the then parched meadow,
The Carny,Your Funeral… My Trial,In the then parched meadow,,And the dwarves were given the task of digging the ditch
The Carny,Your Funeral… My Trial,,And the dwarves were given the task of digging the ditch,And laying the nag’s carcass in the ground
The Carny,Your Funeral… My Trial,And the dwarves were given the task of digging the ditch,And laying the nag’s carcass in the ground,"And boss Bellini, waving his smoking pistol around"
The Carny,Your Funeral… My Trial,And laying the nag’s carcass in the ground,"And boss Bellini, waving his smoking pistol around","Saying, “The nag is dead meat”"
The Carny,Your Funeral… My Trial,"And boss Bellini, waving his smoking pistol around","Saying, “The nag is dead meat”",“We can’t afford to carry dead weight”
The Carny,Your Funeral… My Trial,"Saying, “The nag is dead meat”",“We can’t afford to carry dead weight”,The whole company standing about
The Carny,Your Funeral… My Trial,“We can’t afford to carry dead weight”,The whole company standing about,Not making a sound
The Carny,Your Funeral… My Trial,The whole company standing about,Not making a sound,And turning to dwarves perched on the enclosure gate
The Carny,Your Funeral… My Trial,Not making a sound,And turning to dwarves perched on the enclosure gate,The boss says “Bury this lump of crow bait”
The Carny,Your Funeral… My Trial,And turning to dwarves perched on the enclosure gate,The boss says “Bury this lump of crow bait”,
The Carny,Your Funeral… My Trial,The boss says “Bury this lump of crow bait”,,And then the rain came hammering down
The Carny,Your Funeral… My Trial,,And then the rain came hammering down,Everybody running for their wagons
The Carny,Your Funeral… My Trial,And then the rain came hammering down,Everybody running for their wagons,Tying all the canvas flaps down
The Carny,Your Funeral… My Trial,Everybody running for their wagons,Tying all the canvas flaps down,The mangy cats growling in their cages
The Carny,Your Funeral… My Trial,Tying all the canvas flaps down,The mangy cats growling in their cages,The bird-girl flapping and squawking around
The Carny,Your Funeral… My Trial,The mangy cats growling in their cages,The bird-girl flapping and squawking around,The whole valley reeking of wet beast
The Carny,Your Funeral… My Trial,The bird-girl flapping and squawking around,The whole valley reeking of wet beast,Wet beast and rotten hay
The Carny,Your Funeral… My Trial,The whole valley reeking of wet beast,Wet beast and rotten hay,Freak and brute creation
The Carny,Your Funeral… My Trial,Wet beast and rotten hay,Freak and brute creation,Packed up and on their way
The Carny,Your Funeral… My Trial,Freak and brute creation,Packed up and on their way,
The Carny,Your Funeral… My Trial,Packed up and on their way,,The three dwarves peering from their wagon’s hind
The Carny,Your Funeral… My Trial,,The three dwarves peering from their wagon’s hind,Moses says to Noah “We shoulda dugga deepa one”
The Carny,Your Funeral… My Trial,The three dwarves peering from their wagon’s hind,Moses says to Noah “We shoulda dugga deepa one”,Their grizzled faces like dying moons
The Carny,Your Funeral… My Trial,Moses says to Noah “We shoulda dugga deepa one”,Their grizzled faces like dying moons,Still dirty from the digging done
The Carny,Your Funeral… My Trial,Their grizzled faces like dying moons,Still dirty from the digging done,"And Charlie, the eldest of the three, said"
The Carny,Your Funeral… My Trial,Still dirty from the digging done,"And Charlie, the eldest of the three, said",“I guess the carny ain’t gonna show”
The Carny,Your Funeral… My Trial,"And Charlie, the eldest of the three, said",“I guess the carny ain’t gonna show”,And they were silent for a spell
The Carny,Your Funeral… My Trial,“I guess the carny ain’t gonna show”,And they were silent for a spell,Wishing they’d done a better job of burying Sorrow
The Carny,Your Funeral… My Trial,And they were silent for a spell,Wishing they’d done a better job of burying Sorrow,
The Carny,Your Funeral… My Trial,Wishing they’d done a better job of burying Sorrow,,And as the company passed from the valley
The Carny,Your Funeral… My Trial,,And as the company passed from the valley,Into higher ground
The Carny,Your Funeral… My Trial,And as the company passed from the valley,Into higher ground,The rain beat on the ridge and on the meadow
The Carny,Your Funeral… My Trial,Into higher ground,The rain beat on the ridge and on the meadow,And on the mound
The Carny,Your Funeral… My Trial,The rain beat on the ridge and on the meadow,And on the mound,"Until nothing was left, nothing at all"
The Carny,Your Funeral… My Trial,And on the mound,"Until nothing was left, nothing at all",Except the body of Sorrow
The Carny,Your Funeral… My Trial,"Until nothing was left, nothing at all",Except the body of Sorrow,That rose in time
The Carny,Your Funeral… My Trial,Except the body of Sorrow,That rose in time,To float upon the surface of the eaten soil
The Carny,Your Funeral… My Trial,That rose in time,To float upon the surface of the eaten soil,
The Carny,Your Funeral… My Trial,To float upon the surface of the eaten soil,,And a murder of crows did circle round
The Carny,Your Funeral… My Trial,,And a murder of crows did circle round,"First one, then the others flapping blackly down"
The Carny,Your Funeral… My Trial,And a murder of crows did circle round,"First one, then the others flapping blackly down",And the carny’s van still sat upon the edge
The Carny,Your Funeral… My Trial,"First one, then the others flapping blackly down",And the carny’s van still sat upon the edge,Tilting slowly as the firm ground turned to sludge
The Carny,Your Funeral… My Trial,And the carny’s van still sat upon the edge,Tilting slowly as the firm ground turned to sludge,And the rain it hammered down
The Carny,Your Funeral… My Trial,Tilting slowly as the firm ground turned to sludge,And the rain it hammered down,And no-one saw the carny go I say it’s funny how things go
The Carny,Your Funeral… My Trial,And the rain it hammered down,And no-one saw the carny go I say it’s funny how things go,
Your Funeral… My Trial,Your Funeral… My Trial,,I am a crooked man,And I’ve walked a crooked mile
Your Funeral… My Trial,Your Funeral… My Trial,I am a crooked man,And I’ve walked a crooked mile,"Night, the shameless widow"
Your Funeral… My Trial,Your Funeral… My Trial,And I’ve walked a crooked mile,"Night, the shameless widow","Doffed her weeds, in a pile"
Your Funeral… My Trial,Your Funeral… My Trial,"Night, the shameless widow","Doffed her weeds, in a pile",The stars all winked at me
Your Funeral… My Trial,Your Funeral… My Trial,"Doffed her weeds, in a pile",The stars all winked at me,They shamed a child
Your Funeral… My Trial,Your Funeral… My Trial,The stars all winked at me,They shamed a child,"Your funeral, my trial"
Your Funeral… My Trial,Your Funeral… My Trial,They shamed a child,"Your funeral, my trial",
Your Funeral… My Trial,Your Funeral… My Trial,"Your funeral, my trial",,A thousand Marys lured me
Your Funeral… My Trial,Your Funeral… My Trial,,A thousand Marys lured me,To feathered beds and fields of clover
Your Funeral… My Trial,Your Funeral… My Trial,A thousand Marys lured me,To feathered beds and fields of clover,Bird with crooked wing cast
Your Funeral… My Trial,Your Funeral… My Trial,To feathered beds and fields of clover,Bird with crooked wing cast,It’s wicked shadow over
Your Funeral… My Trial,Your Funeral… My Trial,Bird with crooked wing cast,It’s wicked shadow over,A bauble moon did mock
Your Funeral… My Trial,Your Funeral… My Trial,It’s wicked shadow over,A bauble moon did mock,And trinket stars did smile
Your Funeral… My Trial,Your Funeral… My Trial,A bauble moon did mock,And trinket stars did smile,"Your funeral, my trial"
Your Funeral… My Trial,Your Funeral… My Trial,And trinket stars did smile,"Your funeral, my trial",
Your Funeral… My Trial,Your Funeral… My Trial,"Your funeral, my trial",,"Here I am, little lamb"
Your Funeral… My Trial,Your Funeral… My Trial,,"Here I am, little lamb",Let all the bells in whoredom ring
Your Funeral… My Trial,Your Funeral… My Trial,"Here I am, little lamb",Let all the bells in whoredom ring,All the crooked bitches that she was
Your Funeral… My Trial,Your Funeral… My Trial,Let all the bells in whoredom ring,All the crooked bitches that she was,(Mongers of pain)
Your Funeral… My Trial,Your Funeral… My Trial,All the crooked bitches that she was,(Mongers of pain),Saw the moon
Your Funeral… My Trial,Your Funeral… My Trial,(Mongers of pain),Saw the moon,Become a fang
Your Funeral… My Trial,Your Funeral… My Trial,Saw the moon,Become a fang,"Your funeral, my trial"
Your Funeral… My Trial,Your Funeral… My Trial,Become a fang,"Your funeral, my trial",
Stranger Than Kindness,Your Funeral… My Trial,,Stranger than kindness,Bottled light from hotels
Stranger Than Kindness,Your Funeral… My Trial,Stranger than kindness,Bottled light from hotels,Spilling everything
Stranger Than Kindness,Your Funeral… My Trial,Bottled light from hotels,Spilling everything,Wet hand from the volcano
Stranger Than Kindness,Your Funeral… My Trial,Spilling everything,Wet hand from the volcano,Sobers your skin
Stranger Than Kindness,Your Funeral… My Trial,Wet hand from the volcano,Sobers your skin,Stranger than kindness
Stranger Than Kindness,Your Funeral… My Trial,Sobers your skin,Stranger than kindness,
Stranger Than Kindness,Your Funeral… My Trial,Stranger than kindness,,You caress yourself
Stranger Than Kindness,Your Funeral… My Trial,,You caress yourself,And grind my soft cold bones below
Stranger Than Kindness,Your Funeral… My Trial,You caress yourself,And grind my soft cold bones below,Your map of desire
Stranger Than Kindness,Your Funeral… My Trial,And grind my soft cold bones below,Your map of desire,Burned in your flesh
Stranger Than Kindness,Your Funeral… My Trial,Your map of desire,Burned in your flesh,Even a fool can come
Stranger Than Kindness,Your Funeral… My Trial,Burned in your flesh,Even a fool can come,A strange lit stair
Stranger Than Kindness,Your Funeral… My Trial,Even a fool can come,A strange lit stair,And find a rope hanging there
Stranger Than Kindness,Your Funeral… My Trial,A strange lit stair,And find a rope hanging there,Stranger than kindness
Stranger Than Kindness,Your Funeral… My Trial,And find a rope hanging there,Stranger than kindness,
Stranger Than Kindness,Your Funeral… My Trial,Stranger than kindness,,Keys rain like heaven’s hair
Stranger Than Kindness,Your Funeral… My Trial,,Keys rain like heaven’s hair,There is no home there is no bread
Stranger Than Kindness,Your Funeral… My Trial,Keys rain like heaven’s hair,There is no home there is no bread,We sit at the gate and scratch
Stranger Than Kindness,Your Funeral… My Trial,There is no home there is no bread,We sit at the gate and scratch,The gaunt fruit of passion
Stranger Than Kindness,Your Funeral… My Trial,We sit at the gate and scratch,The gaunt fruit of passion,Dies in the light
Stranger Than Kindness,Your Funeral… My Trial,The gaunt fruit of passion,Dies in the light,Stranger than kindness
Stranger Than Kindness,Your Funeral… My Trial,Dies in the light,Stranger than kindness,
Stranger Than Kindness,Your Funeral… My Trial,Stranger than kindness,,Your sleeping hands journey
Stranger Than Kindness,Your Funeral… My Trial,,Your sleeping hands journey,They loiter
Stranger Than Kindness,Your Funeral… My Trial,Your sleeping hands journey,They loiter,Stranger than kindness
Stranger Than Kindness,Your Funeral… My Trial,They loiter,Stranger than kindness,You hold me so carelessly close
Stranger Than Kindness,Your Funeral… My Trial,Stranger than kindness,You hold me so carelessly close,Tell me I’m dirty
Stranger Than Kindness,Your Funeral… My Trial,You hold me so carelessly close,Tell me I’m dirty,Stranger than kindness
Stranger Than Kindness,Your Funeral… My Trial,Tell me I’m dirty,Stranger than kindness,
Jack's Shadow,Your Funeral… My Trial,,They dragged Jack and his shadow,From the hole
Jack's Shadow,Your Funeral… My Trial,They dragged Jack and his shadow,From the hole,And the bulb that burned above him
Jack's Shadow,Your Funeral… My Trial,From the hole,And the bulb that burned above him,Did shine both day and night
Jack's Shadow,Your Funeral… My Trial,And the bulb that burned above him,Did shine both day and night,And his shadow learned to love his
Jack's Shadow,Your Funeral… My Trial,Did shine both day and night,And his shadow learned to love his,Little darks and greater light
Jack's Shadow,Your Funeral… My Trial,And his shadow learned to love his,Little darks and greater light,
Jack's Shadow,Your Funeral… My Trial,Little darks and greater light,,And the sun it shined
Jack's Shadow,Your Funeral… My Trial,,And the sun it shined,And the sun it shined
Jack's Shadow,Your Funeral… My Trial,And the sun it shined,And the sun it shined,And the sun it shined
Jack's Shadow,Your Funeral… My Trial,And the sun it shined,And the sun it shined,A little stronger
