song,album,prev,lyric,next,artist,year
"Papa Won't Leave You, Henry",Henry’s Dream,He went on down the road,,And I came upon a little house,Nick Cave & The Bad Seeds,1992
"Papa Won't Leave You, Henry",Henry’s Dream,,And I came upon a little house,A little house upon a hill,Nick Cave & The Bad Seeds,1992
"Papa Won't Leave You, Henry",Henry’s Dream,And I came upon a little house,A little house upon a hill,"And I entered through, the curtain hissed",Nick Cave & The Bad Seeds,1992
"Papa Won't Leave You, Henry",Henry’s Dream,A little house upon a hill,"And I entered through, the curtain hissed",Into the house with its blood-red bowels,Nick Cave & The Bad Seeds,1992
"Papa Won't Leave You, Henry",Henry’s Dream,"And I entered through, the curtain hissed",Into the house with its blood-red bowels,Where wet-lipped women with greasy fists,Nick Cave & The Bad Seeds,1992
"Papa Won't Leave You, Henry",Henry’s Dream,Into the house with its blood-red bowels,Where wet-lipped women with greasy fists,Crawled the ceilings and the walls,Nick Cave & The Bad Seeds,1992
"Papa Won't Leave You, Henry",Henry’s Dream,Where wet-lipped women with greasy fists,Crawled the ceilings and the walls,They filled me full of drink,Nick Cave & The Bad Seeds,1992
"Papa Won't Leave You, Henry",Henry’s Dream,Crawled the ceilings and the walls,They filled me full of drink,And led me round the rooms,Nick Cave & The Bad Seeds,1992
"Papa Won't Leave You, Henry",Henry’s Dream,They filled me full of drink,And led me round the rooms,Naked and cold and grinning,Nick Cave & The Bad Seeds,1992
"Papa Won't Leave You, Henry",Henry’s Dream,And led me round the rooms,Naked and cold and grinning,Until everything went black,Nick Cave & The Bad Seeds,1992
"Papa Won't Leave You, Henry",Henry’s Dream,Naked and cold and grinning,Until everything went black,And I came down spinning,Nick Cave & The Bad Seeds,1992
"Papa Won't Leave You, Henry",Henry’s Dream,Until everything went black,And I came down spinning,I awoke so drunk and full of rage,Nick Cave & The Bad Seeds,1992
"Papa Won't Leave You, Henry",Henry’s Dream,And I came down spinning,I awoke so drunk and full of rage,That I could hardly speak,Nick Cave & The Bad Seeds,1992
"Papa Won't Leave You, Henry",Henry’s Dream,I awoke so drunk and full of rage,That I could hardly speak,A fag in a whale-bone corset,Nick Cave & The Bad Seeds,1992
"Papa Won't Leave You, Henry",Henry’s Dream,That I could hardly speak,A fag in a whale-bone corset,Draping his dick across my cheek,Nick Cave & The Bad Seeds,1992
"Papa Won't Leave You, Henry",Henry’s Dream,A fag in a whale-bone corset,Draping his dick across my cheek,And its into the shame,Nick Cave & The Bad Seeds,1992
"Papa Won't Leave You, Henry",Henry’s Dream,Draping his dick across my cheek,And its into the shame,And its into the guilt,Nick Cave & The Bad Seeds,1992
"Papa Won't Leave You, Henry",Henry’s Dream,And its into the shame,And its into the guilt,And its into the fucking fray,Nick Cave & The Bad Seeds,1992
"Papa Won't Leave You, Henry",Henry’s Dream,And its into the guilt,And its into the fucking fray,And the walls ran red around me,Nick Cave & The Bad Seeds,1992
"Papa Won't Leave You, Henry",Henry’s Dream,And its into the fucking fray,And the walls ran red around me,A warm arterial spray,Nick Cave & The Bad Seeds,1992
"Papa Won't Leave You, Henry",Henry’s Dream,And the walls ran red around me,A warm arterial spray,Saying,Nick Cave & The Bad Seeds,1992
"Papa Won't Leave You, Henry",Henry’s Dream,A warm arterial spray,Saying,,Nick Cave & The Bad Seeds,1992
"Papa Won't Leave You, Henry",Henry’s Dream,Saying,,"Papa won’t leave you, Henry",Nick Cave & The Bad Seeds,1992
"Papa Won't Leave You, Henry",Henry’s Dream,,"Papa won’t leave you, Henry","Papa won’t leave you, Boy",Nick Cave & The Bad Seeds,1992
"Papa Won't Leave You, Henry",Henry’s Dream,"Papa won’t leave you, Henry","Papa won’t leave you, Boy","Papa won’t leave you, Henry",Nick Cave & The Bad Seeds,1992
"Papa Won't Leave You, Henry",Henry’s Dream,"Papa won’t leave you, Boy","Papa won’t leave you, Henry","Papa won’t leave you, Boy",Nick Cave & The Bad Seeds,1992
"Papa Won't Leave You, Henry",Henry’s Dream,"Papa won’t leave you, Henry","Papa won’t leave you, Boy","Well, the night is dark",Nick Cave & The Bad Seeds,1992
"Papa Won't Leave You, Henry",Henry’s Dream,"Papa won’t leave you, Boy","Well, the night is dark",And the night is deep,Nick Cave & The Bad Seeds,1992
"Papa Won't Leave You, Henry",Henry’s Dream,"Well, the night is dark",And the night is deep,And its jaws are open wide,Nick Cave & The Bad Seeds,1992
"Papa Won't Leave You, Henry",Henry’s Dream,And the night is deep,And its jaws are open wide,"But Papa won’t leave you, Henry",Nick Cave & The Bad Seeds,1992
"Papa Won't Leave You, Henry",Henry’s Dream,And its jaws are open wide,"But Papa won’t leave you, Henry",So there ain’t no need to cry,Nick Cave & The Bad Seeds,1992
"Papa Won't Leave You, Henry",Henry’s Dream,"But Papa won’t leave you, Henry",So there ain’t no need to cry,,Nick Cave & The Bad Seeds,1992
"Papa Won't Leave You, Henry",Henry’s Dream,So there ain’t no need to cry,,And I went on down the road,Nick Cave & The Bad Seeds,1992
"Papa Won't Leave You, Henry",Henry’s Dream,,And I went on down the road,He went on down the road,Nick Cave & The Bad Seeds,1992
"Papa Won't Leave You, Henry",Henry’s Dream,And I went on down the road,He went on down the road,And I went on down the road,Nick Cave & The Bad Seeds,1992
"Papa Won't Leave You, Henry",Henry’s Dream,He went on down the road,And I went on down the road,He went on down the road,Nick Cave & The Bad Seeds,1992
"Papa Won't Leave You, Henry",Henry’s Dream,And I went on down the road,He went on down the road,,Nick Cave & The Bad Seeds,1992
"Papa Won't Leave You, Henry",Henry’s Dream,He went on down the road,,It’s the rainy season where I’m living,Nick Cave & The Bad Seeds,1992
"Papa Won't Leave You, Henry",Henry’s Dream,,It’s the rainy season where I’m living,Death comes leaping out of every doorway,Nick Cave & The Bad Seeds,1992
"Papa Won't Leave You, Henry",Henry’s Dream,It’s the rainy season where I’m living,Death comes leaping out of every doorway,"Wasting you for your money, for your clothes",Nick Cave & The Bad Seeds,1992
"Papa Won't Leave You, Henry",Henry’s Dream,Death comes leaping out of every doorway,"Wasting you for your money, for your clothes",And for your nothing,Nick Cave & The Bad Seeds,1992
"Papa Won't Leave You, Henry",Henry’s Dream,"Wasting you for your money, for your clothes",And for your nothing,Entire towns being washed away,Nick Cave & The Bad Seeds,1992
"Papa Won't Leave You, Henry",Henry’s Dream,And for your nothing,Entire towns being washed away,Favelas exploding on inflammable spillways,Nick Cave & The Bad Seeds,1992
"Papa Won't Leave You, Henry",Henry’s Dream,Entire towns being washed away,Favelas exploding on inflammable spillways,"Lynch-mobs, death squads, babies being born without brains",Nick Cave & The Bad Seeds,1992
"Papa Won't Leave You, Henry",Henry’s Dream,Favelas exploding on inflammable spillways,"Lynch-mobs, death squads, babies being born without brains",The mad heat and the relentless rains,Nick Cave & The Bad Seeds,1992
"Papa Won't Leave You, Henry",Henry’s Dream,"Lynch-mobs, death squads, babies being born without brains",The mad heat and the relentless rains,And if you stick your arm into that hole,Nick Cave & The Bad Seeds,1992
"Papa Won't Leave You, Henry",Henry’s Dream,The mad heat and the relentless rains,And if you stick your arm into that hole,It comes out sheared off to the bone,Nick Cave & The Bad Seeds,1992
"Papa Won't Leave You, Henry",Henry’s Dream,And if you stick your arm into that hole,It comes out sheared off to the bone,And with her kisses bubbling on my lips,Nick Cave & The Bad Seeds,1992
"Papa Won't Leave You, Henry",Henry’s Dream,It comes out sheared off to the bone,And with her kisses bubbling on my lips,I swiped the rain and nearly missed,Nick Cave & The Bad Seeds,1992
"Papa Won't Leave You, Henry",Henry’s Dream,And with her kisses bubbling on my lips,I swiped the rain and nearly missed,And I went on down the road,Nick Cave & The Bad Seeds,1992
"Papa Won't Leave You, Henry",Henry’s Dream,I swiped the rain and nearly missed,And I went on down the road,He went on down the road,Nick Cave & The Bad Seeds,1992
"Papa Won't Leave You, Henry",Henry’s Dream,And I went on down the road,He went on down the road,Singing,Nick Cave & The Bad Seeds,1992
"Papa Won't Leave You, Henry",Henry’s Dream,He went on down the road,Singing,,Nick Cave & The Bad Seeds,1992
"Papa Won't Leave You, Henry",Henry’s Dream,Singing,,"Papa won’t leave you, Henry",Nick Cave & The Bad Seeds,1992
"Papa Won't Leave You, Henry",Henry’s Dream,,"Papa won’t leave you, Henry","Papa won’t leave you, Boy",Nick Cave & The Bad Seeds,1992
"Papa Won't Leave You, Henry",Henry’s Dream,"Papa won’t leave you, Henry","Papa won’t leave you, Boy","Papa won’t leave you, Henry",Nick Cave & The Bad Seeds,1992
"Papa Won't Leave You, Henry",Henry’s Dream,"Papa won’t leave you, Boy","Papa won’t leave you, Henry","Papa won’t leave you, Boy",Nick Cave & The Bad Seeds,1992
"Papa Won't Leave You, Henry",Henry’s Dream,"Papa won’t leave you, Henry","Papa won’t leave you, Boy","Well, the road is long",Nick Cave & The Bad Seeds,1992
"Papa Won't Leave You, Henry",Henry’s Dream,"Papa won’t leave you, Boy","Well, the road is long",And the road is hard,Nick Cave & The Bad Seeds,1992
"Papa Won't Leave You, Henry",Henry’s Dream,"Well, the road is long",And the road is hard,And many fall by the side,Nick Cave & The Bad Seeds,1992
"Papa Won't Leave You, Henry",Henry’s Dream,And the road is hard,And many fall by the side,"But Papa won’t leave you, Henry",Nick Cave & The Bad Seeds,1992
"Papa Won't Leave You, Henry",Henry’s Dream,And many fall by the side,"But Papa won’t leave you, Henry",So there ain’t no need to cry,Nick Cave & The Bad Seeds,1992
"Papa Won't Leave You, Henry",Henry’s Dream,"But Papa won’t leave you, Henry",So there ain’t no need to cry,,Nick Cave & The Bad Seeds,1992
"Papa Won't Leave You, Henry",Henry’s Dream,So there ain’t no need to cry,,And I went on down the road,Nick Cave & The Bad Seeds,1992
"Papa Won't Leave You, Henry",Henry’s Dream,,And I went on down the road,He went on down the road,Nick Cave & The Bad Seeds,1992
"Papa Won't Leave You, Henry",Henry’s Dream,And I went on down the road,He went on down the road,And I went on down the road,Nick Cave & The Bad Seeds,1992
"Papa Won't Leave You, Henry",Henry’s Dream,He went on down the road,And I went on down the road,He went on down the road,Nick Cave & The Bad Seeds,1992
"Papa Won't Leave You, Henry",Henry’s Dream,And I went on down the road,He went on down the road,,Nick Cave & The Bad Seeds,1992
"Papa Won't Leave You, Henry",Henry’s Dream,He went on down the road,,Bent beneath my heavy load,Nick Cave & The Bad Seeds,1992
"Papa Won't Leave You, Henry",Henry’s Dream,,Bent beneath my heavy load,Under his heavy load,Nick Cave & The Bad Seeds,1992
"Papa Won't Leave You, Henry",Henry’s Dream,Bent beneath my heavy load,Under his heavy load,"Yeah, I went on down the road",Nick Cave & The Bad Seeds,1992
"Papa Won't Leave You, Henry",Henry’s Dream,Under his heavy load,"Yeah, I went on down the road","Yeah, he went on down the road",Nick Cave & The Bad Seeds,1992
"Papa Won't Leave You, Henry",Henry’s Dream,"Yeah, I went on down the road","Yeah, he went on down the road",,Nick Cave & The Bad Seeds,1992
"Papa Won't Leave You, Henry",Henry’s Dream,"Yeah, he went on down the road",,"Woah, woah",Nick Cave & The Bad Seeds,1992
"Papa Won't Leave You, Henry",Henry’s Dream,,"Woah, woah","Woah, woah",Nick Cave & The Bad Seeds,1992
"Papa Won't Leave You, Henry",Henry’s Dream,"Woah, woah","Woah, woah","Woah, woah",Nick Cave & The Bad Seeds,1992
"Papa Won't Leave You, Henry",Henry’s Dream,"Woah, woah","Woah, woah","Woah, woah",Nick Cave & The Bad Seeds,1992
"Papa Won't Leave You, Henry",Henry’s Dream,"Woah, woah","Woah, woah",And I went on down that road,Nick Cave & The Bad Seeds,1992
"Papa Won't Leave You, Henry",Henry’s Dream,"Woah, woah",And I went on down that road,,Nick Cave & The Bad Seeds,1992
"I Had A Dream, Joe",Henry’s Dream,,I had a dream,I had a dream,Nick Cave & The Bad Seeds,1992
"I Had A Dream, Joe",Henry’s Dream,I had a dream,I had a dream,"I had a dream, Joe",Nick Cave & The Bad Seeds,1992
"I Had A Dream, Joe",Henry’s Dream,I had a dream,"I had a dream, Joe",,Nick Cave & The Bad Seeds,1992
"I Had A Dream, Joe",Henry’s Dream,"I had a dream, Joe",,"I had a dream, Joe",Nick Cave & The Bad Seeds,1992
"I Had A Dream, Joe",Henry’s Dream,,"I had a dream, Joe",You were standing in the middle of an open road,Nick Cave & The Bad Seeds,1992
"I Had A Dream, Joe",Henry’s Dream,"I had a dream, Joe",You were standing in the middle of an open road,"I had a dream, Joe",Nick Cave & The Bad Seeds,1992
"I Had A Dream, Joe",Henry’s Dream,You were standing in the middle of an open road,"I had a dream, Joe",Your hands were raised up to the sky,Nick Cave & The Bad Seeds,1992
"I Had A Dream, Joe",Henry’s Dream,"I had a dream, Joe",Your hands were raised up to the sky,And your mouth was covered in foam,Nick Cave & The Bad Seeds,1992
"I Had A Dream, Joe",Henry’s Dream,Your hands were raised up to the sky,And your mouth was covered in foam,"I had a dream, Joe",Nick Cave & The Bad Seeds,1992
"I Had A Dream, Joe",Henry’s Dream,And your mouth was covered in foam,"I had a dream, Joe",A shadowy Jesus flitted from tree to tree,Nick Cave & The Bad Seeds,1992
"I Had A Dream, Joe",Henry’s Dream,"I had a dream, Joe",A shadowy Jesus flitted from tree to tree,"I had a dream, Joe",Nick Cave & The Bad Seeds,1992
"I Had A Dream, Joe",Henry’s Dream,A shadowy Jesus flitted from tree to tree,"I had a dream, Joe",And a society of whores stuck needles in an image of me,Nick Cave & The Bad Seeds,1992
"I Had A Dream, Joe",Henry’s Dream,"I had a dream, Joe",And a society of whores stuck needles in an image of me,"I had a dream, Joe",Nick Cave & The Bad Seeds,1992
"I Had A Dream, Joe",Henry’s Dream,And a society of whores stuck needles in an image of me,"I had a dream, Joe",It was Autumn time and thick fell the leaves,Nick Cave & The Bad Seeds,1992
"I Had A Dream, Joe",Henry’s Dream,"I had a dream, Joe",It was Autumn time and thick fell the leaves,"And in that dream, Joe",Nick Cave & The Bad Seeds,1992
"I Had A Dream, Joe",Henry’s Dream,It was Autumn time and thick fell the leaves,"And in that dream, Joe",A pimp in a seersucker suit sucked a toothpick,Nick Cave & The Bad Seeds,1992
"I Had A Dream, Joe",Henry’s Dream,"And in that dream, Joe",A pimp in a seersucker suit sucked a toothpick,And pointed his finger at me,Nick Cave & The Bad Seeds,1992
"I Had A Dream, Joe",Henry’s Dream,A pimp in a seersucker suit sucked a toothpick,And pointed his finger at me,,Nick Cave & The Bad Seeds,1992
"I Had A Dream, Joe",Henry’s Dream,And pointed his finger at me,,I had a dream,Nick Cave & The Bad Seeds,1992
"I Had A Dream, Joe",Henry’s Dream,,I had a dream,I had a dream,Nick Cave & The Bad Seeds,1992
"I Had A Dream, Joe",Henry’s Dream,I had a dream,I had a dream,"I had a dream, Joe",Nick Cave & The Bad Seeds,1992
"I Had A Dream, Joe",Henry’s Dream,I had a dream,"I had a dream, Joe",,Nick Cave & The Bad Seeds,1992
"I Had A Dream, Joe",Henry’s Dream,"I had a dream, Joe",,"I opened my eyes, Joe",Nick Cave & The Bad Seeds,1992
"I Had A Dream, Joe",Henry’s Dream,,"I opened my eyes, Joe","The night had been a giant, dribbling and pacing the boards",Nick Cave & The Bad Seeds,1992
"I Had A Dream, Joe",Henry’s Dream,"I opened my eyes, Joe","The night had been a giant, dribbling and pacing the boards","I opened my eyes, Joe",Nick Cave & The Bad Seeds,1992
"I Had A Dream, Joe",Henry’s Dream,"The night had been a giant, dribbling and pacing the boards","I opened my eyes, Joe",All your letters and cards stacked up against the door,Nick Cave & The Bad Seeds,1992
"I Had A Dream, Joe",Henry’s Dream,"I opened my eyes, Joe",All your letters and cards stacked up against the door,"I opened my eyes, Joe",Nick Cave & The Bad Seeds,1992
"I Had A Dream, Joe",Henry’s Dream,All your letters and cards stacked up against the door,"I opened my eyes, Joe",The morning light came slowly tumbling through the crack,Nick Cave & The Bad Seeds,1992
"I Had A Dream, Joe",Henry’s Dream,"I opened my eyes, Joe",The morning light came slowly tumbling through the crack,"In the window, Joe",Nick Cave & The Bad Seeds,1992
"I Had A Dream, Joe",Henry’s Dream,The morning light came slowly tumbling through the crack,"In the window, Joe",And I thought of you and I felt like I was lugging,Nick Cave & The Bad Seeds,1992
"I Had A Dream, Joe",Henry’s Dream,"In the window, Joe",And I thought of you and I felt like I was lugging,A body on my back,Nick Cave & The Bad Seeds,1992
"I Had A Dream, Joe",Henry’s Dream,And I thought of you and I felt like I was lugging,A body on my back,,Nick Cave & The Bad Seeds,1992
"I Had A Dream, Joe",Henry’s Dream,A body on my back,,I had a dream,Nick Cave & The Bad Seeds,1992
"I Had A Dream, Joe",Henry’s Dream,,I had a dream,I had a dream,Nick Cave & The Bad Seeds,1992
"I Had A Dream, Joe",Henry’s Dream,I had a dream,I had a dream,"I had a dream, Joe",Nick Cave & The Bad Seeds,1992
"I Had A Dream, Joe",Henry’s Dream,I had a dream,"I had a dream, Joe",,Nick Cave & The Bad Seeds,1992
"I Had A Dream, Joe",Henry’s Dream,"I had a dream, Joe",,"Where did you go, Joe?",Nick Cave & The Bad Seeds,1992
"I Had A Dream, Joe",Henry’s Dream,,"Where did you go, Joe?","On that endless, senseless, demented drift",Nick Cave & The Bad Seeds,1992
"I Had A Dream, Joe",Henry’s Dream,"Where did you go, Joe?","On that endless, senseless, demented drift","Where did you go, Joe?",Nick Cave & The Bad Seeds,1992
"I Had A Dream, Joe",Henry’s Dream,"On that endless, senseless, demented drift","Where did you go, Joe?","Into the woods, into the trees, where did you move and shift",Nick Cave & The Bad Seeds,1992
"I Had A Dream, Joe",Henry’s Dream,"Where did you go, Joe?","Into the woods, into the trees, where did you move and shift","Where did you go, Joe?",Nick Cave & The Bad Seeds,1992
"I Had A Dream, Joe",Henry’s Dream,"Into the woods, into the trees, where did you move and shift","Where did you go, Joe?",All dressed up in your ridiculous seersucker suit,Nick Cave & The Bad Seeds,1992
"I Had A Dream, Joe",Henry’s Dream,"Where did you go, Joe?",All dressed up in your ridiculous seersucker suit,"Where did you go, Joe?",Nick Cave & The Bad Seeds,1992
"I Had A Dream, Joe",Henry’s Dream,All dressed up in your ridiculous seersucker suit,"Where did you go, Joe?",With that strew of wreckage,Nick Cave & The Bad Seeds,1992
