song,album,prev,lyric,next,artist,year
"I Had A Dream, Joe",Henry’s Dream,"Where did you go, Joe?",With that strew of wreckage,Forever at the heal of your boot,Nick Cave & The Bad Seeds,1992
"I Had A Dream, Joe",Henry’s Dream,With that strew of wreckage,Forever at the heal of your boot,,Nick Cave & The Bad Seeds,1992
"I Had A Dream, Joe",Henry’s Dream,Forever at the heal of your boot,,I had a dream,Nick Cave & The Bad Seeds,1992
"I Had A Dream, Joe",Henry’s Dream,,I had a dream,I had a dream,Nick Cave & The Bad Seeds,1992
"I Had A Dream, Joe",Henry’s Dream,I had a dream,I had a dream,"I had a dream, Joe",Nick Cave & The Bad Seeds,1992
"I Had A Dream, Joe",Henry’s Dream,I had a dream,"I had a dream, Joe",I had a dream,Nick Cave & The Bad Seeds,1992
"I Had A Dream, Joe",Henry’s Dream,"I had a dream, Joe",I had a dream,I had a dream,Nick Cave & The Bad Seeds,1992
"I Had A Dream, Joe",Henry’s Dream,I had a dream,I had a dream,"I had a dream, Joe",Nick Cave & The Bad Seeds,1992
"I Had A Dream, Joe",Henry’s Dream,I had a dream,"I had a dream, Joe",,Nick Cave & The Bad Seeds,1992
Straight To You,Henry’s Dream,,All the towers of ivory are crumbling,And the swallows have sharpened their beaks,Nick Cave & The Bad Seeds,1992
Straight To You,Henry’s Dream,All the towers of ivory are crumbling,And the swallows have sharpened their beaks,This is the time of our great undoing,Nick Cave & The Bad Seeds,1992
Straight To You,Henry’s Dream,And the swallows have sharpened their beaks,This is the time of our great undoing,This is the time that I’ll come running,Nick Cave & The Bad Seeds,1992
Straight To You,Henry’s Dream,This is the time of our great undoing,This is the time that I’ll come running,Straight to you,Nick Cave & The Bad Seeds,1992
Straight To You,Henry’s Dream,This is the time that I’ll come running,Straight to you,For I am captured,Nick Cave & The Bad Seeds,1992
Straight To You,Henry’s Dream,Straight to you,For I am captured,Straight to you,Nick Cave & The Bad Seeds,1992
Straight To You,Henry’s Dream,For I am captured,Straight to you,For I am captured,Nick Cave & The Bad Seeds,1992
Straight To You,Henry’s Dream,Straight to you,For I am captured,One more time,Nick Cave & The Bad Seeds,1992
Straight To You,Henry’s Dream,For I am captured,One more time,,Nick Cave & The Bad Seeds,1992
Straight To You,Henry’s Dream,One more time,,The light in our window is fading,Nick Cave & The Bad Seeds,1992
Straight To You,Henry’s Dream,,The light in our window is fading,The candle gutters on the ledge,Nick Cave & The Bad Seeds,1992
Straight To You,Henry’s Dream,The light in our window is fading,The candle gutters on the ledge,"Well now sorrow, it comes a-stealing",Nick Cave & The Bad Seeds,1992
Straight To You,Henry’s Dream,The candle gutters on the ledge,"Well now sorrow, it comes a-stealing","And I’ll cry, girl, but I’ll come a-running",Nick Cave & The Bad Seeds,1992
Straight To You,Henry’s Dream,"Well now sorrow, it comes a-stealing","And I’ll cry, girl, but I’ll come a-running",Straight to you,Nick Cave & The Bad Seeds,1992
Straight To You,Henry’s Dream,"And I’ll cry, girl, but I’ll come a-running",Straight to you,For I am captured,Nick Cave & The Bad Seeds,1992
Straight To You,Henry’s Dream,Straight to you,For I am captured,Once again,Nick Cave & The Bad Seeds,1992
Straight To You,Henry’s Dream,For I am captured,Once again,,Nick Cave & The Bad Seeds,1992
Straight To You,Henry’s Dream,Once again,,Gone are the days of rainbows,Nick Cave & The Bad Seeds,1992
Straight To You,Henry’s Dream,,Gone are the days of rainbows,Gone are the nights of swinging from the stars,Nick Cave & The Bad Seeds,1992
Straight To You,Henry’s Dream,Gone are the days of rainbows,Gone are the nights of swinging from the stars,For the sea will swallow up the mountains,Nick Cave & The Bad Seeds,1992
Straight To You,Henry’s Dream,Gone are the nights of swinging from the stars,For the sea will swallow up the mountains,And the sky will throw thunder-bolts and sparks,Nick Cave & The Bad Seeds,1992
Straight To You,Henry’s Dream,For the sea will swallow up the mountains,And the sky will throw thunder-bolts and sparks,Straight at you,Nick Cave & The Bad Seeds,1992
Straight To You,Henry’s Dream,And the sky will throw thunder-bolts and sparks,Straight at you,But I’ll come a-running,Nick Cave & The Bad Seeds,1992
Straight To You,Henry’s Dream,Straight at you,But I’ll come a-running,Straight to you,Nick Cave & The Bad Seeds,1992
Straight To You,Henry’s Dream,But I’ll come a-running,Straight to you,But I’ll come a-running,Nick Cave & The Bad Seeds,1992
Straight To You,Henry’s Dream,Straight to you,But I’ll come a-running,One more time,Nick Cave & The Bad Seeds,1992
Straight To You,Henry’s Dream,But I’ll come a-running,One more time,,Nick Cave & The Bad Seeds,1992
Straight To You,Henry’s Dream,One more time,,Heaven has denied us its kingdom,Nick Cave & The Bad Seeds,1992
Straight To You,Henry’s Dream,,Heaven has denied us its kingdom,The saints are drunk and howling at the moon,Nick Cave & The Bad Seeds,1992
Straight To You,Henry’s Dream,Heaven has denied us its kingdom,The saints are drunk and howling at the moon,The chariots of angels are colliding,Nick Cave & The Bad Seeds,1992
Straight To You,Henry’s Dream,The saints are drunk and howling at the moon,The chariots of angels are colliding,"Well, I’ll run, babe, but I’ll come running",Nick Cave & The Bad Seeds,1992
Straight To You,Henry’s Dream,The chariots of angels are colliding,"Well, I’ll run, babe, but I’ll come running",Straight to you,Nick Cave & The Bad Seeds,1992
Straight To You,Henry’s Dream,"Well, I’ll run, babe, but I’ll come running",Straight to you,For I am captured,Nick Cave & The Bad Seeds,1992
Straight To You,Henry’s Dream,Straight to you,For I am captured,Straight to you,Nick Cave & The Bad Seeds,1992
Straight To You,Henry’s Dream,For I am captured,Straight to you,For I am captured,Nick Cave & The Bad Seeds,1992
Straight To You,Henry’s Dream,Straight to you,For I am captured,One more time,Nick Cave & The Bad Seeds,1992
Straight To You,Henry’s Dream,For I am captured,One more time,,Nick Cave & The Bad Seeds,1992
"Brother, My Cup Is Empty",Henry’s Dream,,"Brother, my cup is empty",And I haven’t got a penny,Nick Cave & The Bad Seeds,1992
"Brother, My Cup Is Empty",Henry’s Dream,"Brother, my cup is empty",And I haven’t got a penny,For to buy no more whiskey,Nick Cave & The Bad Seeds,1992
"Brother, My Cup Is Empty",Henry’s Dream,And I haven’t got a penny,For to buy no more whiskey,I have to go home,Nick Cave & The Bad Seeds,1992
"Brother, My Cup Is Empty",Henry’s Dream,For to buy no more whiskey,I have to go home,,Nick Cave & The Bad Seeds,1992
"Brother, My Cup Is Empty",Henry’s Dream,I have to go home,,I am the captain of my pain,Nick Cave & The Bad Seeds,1992
"Brother, My Cup Is Empty",Henry’s Dream,,I am the captain of my pain,"Tis the bit, the bridle,",Nick Cave & The Bad Seeds,1992
"Brother, My Cup Is Empty",Henry’s Dream,I am the captain of my pain,"Tis the bit, the bridle,",The thrashing cane,Nick Cave & The Bad Seeds,1992
"Brother, My Cup Is Empty",Henry’s Dream,"Tis the bit, the bridle,",The thrashing cane,"The stirrup, the harness,",Nick Cave & The Bad Seeds,1992
"Brother, My Cup Is Empty",Henry’s Dream,The thrashing cane,"The stirrup, the harness,",The whipping mane,Nick Cave & The Bad Seeds,1992
"Brother, My Cup Is Empty",Henry’s Dream,"The stirrup, the harness,",The whipping mane,The pickled eye,Nick Cave & The Bad Seeds,1992
"Brother, My Cup Is Empty",Henry’s Dream,The whipping mane,The pickled eye,The shrinking brain,Nick Cave & The Bad Seeds,1992
"Brother, My Cup Is Empty",Henry’s Dream,The pickled eye,The shrinking brain,"O brother, buy me one more drink",Nick Cave & The Bad Seeds,1992
"Brother, My Cup Is Empty",Henry’s Dream,The shrinking brain,"O brother, buy me one more drink",I’ll explain the nature of my pain,Nick Cave & The Bad Seeds,1992
"Brother, My Cup Is Empty",Henry’s Dream,"O brother, buy me one more drink",I’ll explain the nature of my pain,"Yes, let me tell you once again",Nick Cave & The Bad Seeds,1992
"Brother, My Cup Is Empty",Henry’s Dream,I’ll explain the nature of my pain,"Yes, let me tell you once again",I am the captain of my pain,Nick Cave & The Bad Seeds,1992
"Brother, My Cup Is Empty",Henry’s Dream,"Yes, let me tell you once again",I am the captain of my pain,,Nick Cave & The Bad Seeds,1992
"Brother, My Cup Is Empty",Henry’s Dream,I am the captain of my pain,,"O brother, my cup is empty",Nick Cave & The Bad Seeds,1992
"Brother, My Cup Is Empty",Henry’s Dream,,"O brother, my cup is empty",And I haven’t got a penny,Nick Cave & The Bad Seeds,1992
"Brother, My Cup Is Empty",Henry’s Dream,"O brother, my cup is empty",And I haven’t got a penny,For to buy no more whiskey,Nick Cave & The Bad Seeds,1992
"Brother, My Cup Is Empty",Henry’s Dream,And I haven’t got a penny,For to buy no more whiskey,I have to go home,Nick Cave & The Bad Seeds,1992
"Brother, My Cup Is Empty",Henry’s Dream,For to buy no more whiskey,I have to go home,,Nick Cave & The Bad Seeds,1992
"Brother, My Cup Is Empty",Henry’s Dream,I have to go home,,I cannot blame it all on her,Nick Cave & The Bad Seeds,1992
"Brother, My Cup Is Empty",Henry’s Dream,,I cannot blame it all on her,To blame her all would be a lie,Nick Cave & The Bad Seeds,1992
"Brother, My Cup Is Empty",Henry’s Dream,I cannot blame it all on her,To blame her all would be a lie,For many a night I lay awake,Nick Cave & The Bad Seeds,1992
"Brother, My Cup Is Empty",Henry’s Dream,To blame her all would be a lie,For many a night I lay awake,And wished that I could watch her die,Nick Cave & The Bad Seeds,1992
"Brother, My Cup Is Empty",Henry’s Dream,For many a night I lay awake,And wished that I could watch her die,To see her accusing finger spurt,Nick Cave & The Bad Seeds,1992
"Brother, My Cup Is Empty",Henry’s Dream,And wished that I could watch her die,To see her accusing finger spurt,To see flies swarm her hateful eye,Nick Cave & The Bad Seeds,1992
"Brother, My Cup Is Empty",Henry’s Dream,To see her accusing finger spurt,To see flies swarm her hateful eye,To watch her groaning in the dirt,Nick Cave & The Bad Seeds,1992
"Brother, My Cup Is Empty",Henry’s Dream,To see flies swarm her hateful eye,To watch her groaning in the dirt,To see her clicking tongue crack dry,Nick Cave & The Bad Seeds,1992
"Brother, My Cup Is Empty",Henry’s Dream,To watch her groaning in the dirt,To see her clicking tongue crack dry,"O brother, buy me one more drink",Nick Cave & The Bad Seeds,1992
"Brother, My Cup Is Empty",Henry’s Dream,To see her clicking tongue crack dry,"O brother, buy me one more drink",One more drink and then goodbye,Nick Cave & The Bad Seeds,1992
"Brother, My Cup Is Empty",Henry’s Dream,"O brother, buy me one more drink",One more drink and then goodbye,And do not mock me when I say,Nick Cave & The Bad Seeds,1992
"Brother, My Cup Is Empty",Henry’s Dream,One more drink and then goodbye,And do not mock me when I say,Let’s drink one more before I die,Nick Cave & The Bad Seeds,1992
"Brother, My Cup Is Empty",Henry’s Dream,And do not mock me when I say,Let’s drink one more before I die,,Nick Cave & The Bad Seeds,1992
"Brother, My Cup Is Empty",Henry’s Dream,Let’s drink one more before I die,,"O brother, my cup is empty",Nick Cave & The Bad Seeds,1992
"Brother, My Cup Is Empty",Henry’s Dream,,"O brother, my cup is empty",And I haven’t got a penny,Nick Cave & The Bad Seeds,1992
"Brother, My Cup Is Empty",Henry’s Dream,"O brother, my cup is empty",And I haven’t got a penny,For to buy no more whiskey,Nick Cave & The Bad Seeds,1992
"Brother, My Cup Is Empty",Henry’s Dream,And I haven’t got a penny,For to buy no more whiskey,I have to go home,Nick Cave & The Bad Seeds,1992
"Brother, My Cup Is Empty",Henry’s Dream,For to buy no more whiskey,I have to go home,,Nick Cave & The Bad Seeds,1992
"Brother, My Cup Is Empty",Henry’s Dream,I have to go home,,Well I’ve been sliding down on rainbows,Nick Cave & The Bad Seeds,1992
"Brother, My Cup Is Empty",Henry’s Dream,,Well I’ve been sliding down on rainbows,I’ve been swinging from the stars,Nick Cave & The Bad Seeds,1992
"Brother, My Cup Is Empty",Henry’s Dream,Well I’ve been sliding down on rainbows,I’ve been swinging from the stars,Now this wretch in beggar’s clothing,Nick Cave & The Bad Seeds,1992
"Brother, My Cup Is Empty",Henry’s Dream,I’ve been swinging from the stars,Now this wretch in beggar’s clothing,Bangs his cup across the bars,Nick Cave & The Bad Seeds,1992
"Brother, My Cup Is Empty",Henry’s Dream,Now this wretch in beggar’s clothing,Bangs his cup across the bars,"Look, this cup of mine is empty!",Nick Cave & The Bad Seeds,1992
"Brother, My Cup Is Empty",Henry’s Dream,Bangs his cup across the bars,"Look, this cup of mine is empty!",Seems I’ve misplaced my desires,Nick Cave & The Bad Seeds,1992
"Brother, My Cup Is Empty",Henry’s Dream,"Look, this cup of mine is empty!",Seems I’ve misplaced my desires,Seems I’m sweeping up the ashes,Nick Cave & The Bad Seeds,1992
"Brother, My Cup Is Empty",Henry’s Dream,Seems I’ve misplaced my desires,Seems I’m sweeping up the ashes,Of all my former fires,Nick Cave & The Bad Seeds,1992
"Brother, My Cup Is Empty",Henry’s Dream,Seems I’m sweeping up the ashes,Of all my former fires,"So brother, be a brother",Nick Cave & The Bad Seeds,1992
"Brother, My Cup Is Empty",Henry’s Dream,Of all my former fires,"So brother, be a brother",And fill this tiny cup of mine,Nick Cave & The Bad Seeds,1992
"Brother, My Cup Is Empty",Henry’s Dream,"So brother, be a brother",And fill this tiny cup of mine,"And please, sir, make it whiskey",Nick Cave & The Bad Seeds,1992
"Brother, My Cup Is Empty",Henry’s Dream,And fill this tiny cup of mine,"And please, sir, make it whiskey",For I have no head for wine,Nick Cave & The Bad Seeds,1992
"Brother, My Cup Is Empty",Henry’s Dream,"And please, sir, make it whiskey",For I have no head for wine,,Nick Cave & The Bad Seeds,1992
"Brother, My Cup Is Empty",Henry’s Dream,For I have no head for wine,,"O brother, my cup is empty",Nick Cave & The Bad Seeds,1992
"Brother, My Cup Is Empty",Henry’s Dream,,"O brother, my cup is empty",And I haven’t got a penny,Nick Cave & The Bad Seeds,1992
"Brother, My Cup Is Empty",Henry’s Dream,"O brother, my cup is empty",And I haven’t got a penny,For to buy no more whiskey,Nick Cave & The Bad Seeds,1992
"Brother, My Cup Is Empty",Henry’s Dream,And I haven’t got a penny,For to buy no more whiskey,I have to go home,Nick Cave & The Bad Seeds,1992
"Brother, My Cup Is Empty",Henry’s Dream,For to buy no more whiskey,I have to go home,,Nick Cave & The Bad Seeds,1992
"Brother, My Cup Is Empty",Henry’s Dream,I have to go home,,I counted up my blessings,Nick Cave & The Bad Seeds,1992
"Brother, My Cup Is Empty",Henry’s Dream,,I counted up my blessings,And I counted only one,Nick Cave & The Bad Seeds,1992
"Brother, My Cup Is Empty",Henry’s Dream,I counted up my blessings,And I counted only one,One tiny little blessing,Nick Cave & The Bad Seeds,1992
"Brother, My Cup Is Empty",Henry’s Dream,And I counted only one,One tiny little blessing,And now that blessing’s gone,Nick Cave & The Bad Seeds,1992
"Brother, My Cup Is Empty",Henry’s Dream,One tiny little blessing,And now that blessing’s gone,"So buy me one more drink, my brother",Nick Cave & The Bad Seeds,1992
"Brother, My Cup Is Empty",Henry’s Dream,And now that blessing’s gone,"So buy me one more drink, my brother",Then I’m taking to the road,Nick Cave & The Bad Seeds,1992
"Brother, My Cup Is Empty",Henry’s Dream,"So buy me one more drink, my brother",Then I’m taking to the road,Yes I’m taking to the rain,Nick Cave & The Bad Seeds,1992
"Brother, My Cup Is Empty",Henry’s Dream,Then I’m taking to the road,Yes I’m taking to the rain,I’m taking to the snow,Nick Cave & The Bad Seeds,1992
"Brother, My Cup Is Empty",Henry’s Dream,Yes I’m taking to the rain,I’m taking to the snow,"O my friend, my only brother",Nick Cave & The Bad Seeds,1992
"Brother, My Cup Is Empty",Henry’s Dream,I’m taking to the snow,"O my friend, my only brother",Do not let the party grieve,Nick Cave & The Bad Seeds,1992
"Brother, My Cup Is Empty",Henry’s Dream,"O my friend, my only brother",Do not let the party grieve,So throw a dollar onto the bar,Nick Cave & The Bad Seeds,1992
"Brother, My Cup Is Empty",Henry’s Dream,Do not let the party grieve,So throw a dollar onto the bar,Now kiss my ass and leave,Nick Cave & The Bad Seeds,1992
"Brother, My Cup Is Empty",Henry’s Dream,So throw a dollar onto the bar,Now kiss my ass and leave,,Nick Cave & The Bad Seeds,1992
"Brother, My Cup Is Empty",Henry’s Dream,Now kiss my ass and leave,,"O brother, my cup is empty",Nick Cave & The Bad Seeds,1992
"Brother, My Cup Is Empty",Henry’s Dream,,"O brother, my cup is empty",And I haven’t got a penny,Nick Cave & The Bad Seeds,1992
"Brother, My Cup Is Empty",Henry’s Dream,"O brother, my cup is empty",And I haven’t got a penny,For to buy no more whiskey,Nick Cave & The Bad Seeds,1992
"Brother, My Cup Is Empty",Henry’s Dream,And I haven’t got a penny,For to buy no more whiskey,I have to go home,Nick Cave & The Bad Seeds,1992
"Brother, My Cup Is Empty",Henry’s Dream,For to buy no more whiskey,I have to go home,,Nick Cave & The Bad Seeds,1992
Christina The Astonishing,Henry’s Dream,,Christina the Astonishing,Lived a long long time ago,Nick Cave & The Bad Seeds,1992
Christina The Astonishing,Henry’s Dream,Christina the Astonishing,Lived a long long time ago,She was stricken with a seizure,Nick Cave & The Bad Seeds,1992
Christina The Astonishing,Henry’s Dream,Lived a long long time ago,She was stricken with a seizure,At the age of twenty-two,Nick Cave & The Bad Seeds,1992
Christina The Astonishing,Henry’s Dream,She was stricken with a seizure,At the age of twenty-two,They took her body in a coffin,Nick Cave & The Bad Seeds,1992
Christina The Astonishing,Henry’s Dream,At the age of twenty-two,They took her body in a coffin,To a tiny church in Liege,Nick Cave & The Bad Seeds,1992
Christina The Astonishing,Henry’s Dream,They took her body in a coffin,To a tiny church in Liege,Where she sprang up from the coffin,Nick Cave & The Bad Seeds,1992
Christina The Astonishing,Henry’s Dream,To a tiny church in Liege,Where she sprang up from the coffin,Just after the Agnus Dei,Nick Cave & The Bad Seeds,1992
Christina The Astonishing,Henry’s Dream,Where she sprang up from the coffin,Just after the Agnus Dei,She soared up to the rafters,Nick Cave & The Bad Seeds,1992
Christina The Astonishing,Henry’s Dream,Just after the Agnus Dei,She soared up to the rafters,Perched on a beam up there,Nick Cave & The Bad Seeds,1992
Christina The Astonishing,Henry’s Dream,She soared up to the rafters,Perched on a beam up there,"Cried, “The stink of human sin",Nick Cave & The Bad Seeds,1992
Christina The Astonishing,Henry’s Dream,Perched on a beam up there,"Cried, “The stink of human sin",Is more that i can bear”,Nick Cave & The Bad Seeds,1992
Christina The Astonishing,Henry’s Dream,"Cried, “The stink of human sin",Is more that i can bear”,,Nick Cave & The Bad Seeds,1992
Christina The Astonishing,Henry’s Dream,Is more that i can bear”,,Christina the Astonishing,Nick Cave & The Bad Seeds,1992
Christina The Astonishing,Henry’s Dream,,Christina the Astonishing,Was the most astonishing of all,Nick Cave & The Bad Seeds,1992
Christina The Astonishing,Henry’s Dream,Christina the Astonishing,Was the most astonishing of all,She prayed balanced on a hurdle,Nick Cave & The Bad Seeds,1992
Christina The Astonishing,Henry’s Dream,Was the most astonishing of all,She prayed balanced on a hurdle,Or curled up into a ball,Nick Cave & The Bad Seeds,1992
Christina The Astonishing,Henry’s Dream,She prayed balanced on a hurdle,Or curled up into a ball,She fled to remote places,Nick Cave & The Bad Seeds,1992
Christina The Astonishing,Henry’s Dream,Or curled up into a ball,She fled to remote places,Climbed towers and trees and walls,Nick Cave & The Bad Seeds,1992
Christina The Astonishing,Henry’s Dream,She fled to remote places,Climbed towers and trees and walls,To escape the stench of human corruption,Nick Cave & The Bad Seeds,1992
Christina The Astonishing,Henry’s Dream,Climbed towers and trees and walls,To escape the stench of human corruption,Into an oven she did crawl,Nick Cave & The Bad Seeds,1992
Christina The Astonishing,Henry’s Dream,To escape the stench of human corruption,Into an oven she did crawl,,Nick Cave & The Bad Seeds,1992
Christina The Astonishing,Henry’s Dream,Into an oven she did crawl,,O Christina the Astonishing,Nick Cave & The Bad Seeds,1992
Christina The Astonishing,Henry’s Dream,,O Christina the Astonishing,Behaved in a terrifying way,Nick Cave & The Bad Seeds,1992
Christina The Astonishing,Henry’s Dream,O Christina the Astonishing,Behaved in a terrifying way,She would run wildly through the streets,Nick Cave & The Bad Seeds,1992
Christina The Astonishing,Henry’s Dream,Behaved in a terrifying way,She would run wildly through the streets,Jump in the Meusse and swim away,Nick Cave & The Bad Seeds,1992
Christina The Astonishing,Henry’s Dream,She would run wildly through the streets,Jump in the Meusse and swim away,O Christina the Astonishing,Nick Cave & The Bad Seeds,1992
Christina The Astonishing,Henry’s Dream,Jump in the Meusse and swim away,O Christina the Astonishing,Behaved in a terrifying manner,Nick Cave & The Bad Seeds,1992
Christina The Astonishing,Henry’s Dream,O Christina the Astonishing,Behaved in a terrifying manner,Died at the age of seventy-four,Nick Cave & The Bad Seeds,1992
Christina The Astonishing,Henry’s Dream,Behaved in a terrifying manner,Died at the age of seventy-four,In the convent of St Anna,Nick Cave & The Bad Seeds,1992
Christina The Astonishing,Henry’s Dream,Died at the age of seventy-four,In the convent of St Anna,,Nick Cave & The Bad Seeds,1992
Christina The Astonishing,Henry’s Dream,In the convent of St Anna,,,Nick Cave & The Bad Seeds,1992
When I First Came To Town,Henry’s Dream,,When I first came to town,All the people gathered round,Nick Cave & The Bad Seeds,1992
When I First Came To Town,Henry’s Dream,When I first came to town,All the people gathered round,They bought me drinks,Nick Cave & The Bad Seeds,1992
When I First Came To Town,Henry’s Dream,All the people gathered round,They bought me drinks,"Lord, how they quickly changed their tune",Nick Cave & The Bad Seeds,1992
When I First Came To Town,Henry’s Dream,They bought me drinks,"Lord, how they quickly changed their tune",,Nick Cave & The Bad Seeds,1992
When I First Came To Town,Henry’s Dream,"Lord, how they quickly changed their tune",,When I first came to town,Nick Cave & The Bad Seeds,1992
When I First Came To Town,Henry’s Dream,,When I first came to town,People took me round from end to end,Nick Cave & The Bad Seeds,1992
When I First Came To Town,Henry’s Dream,When I first came to town,People took me round from end to end,Like someone make take round a friend,Nick Cave & The Bad Seeds,1992
When I First Came To Town,Henry’s Dream,People took me round from end to end,Like someone make take round a friend,O how quickly they changed their tune,Nick Cave & The Bad Seeds,1992
When I First Came To Town,Henry’s Dream,Like someone make take round a friend,O how quickly they changed their tune,,Nick Cave & The Bad Seeds,1992
When I First Came To Town,Henry’s Dream,O how quickly they changed their tune,,Suspicion and dark murmurs surround me,Nick Cave & The Bad Seeds,1992
When I First Came To Town,Henry’s Dream,,Suspicion and dark murmurs surround me,Everywhere I go they confound me,Nick Cave & The Bad Seeds,1992
When I First Came To Town,Henry’s Dream,Suspicion and dark murmurs surround me,Everywhere I go they confound me,As though the blood on my hands,Nick Cave & The Bad Seeds,1992
When I First Came To Town,Henry’s Dream,Everywhere I go they confound me,As though the blood on my hands,Is there for every citizen to see,Nick Cave & The Bad Seeds,1992
When I First Came To Town,Henry’s Dream,As though the blood on my hands,Is there for every citizen to see,,Nick Cave & The Bad Seeds,1992
When I First Came To Town,Henry’s Dream,Is there for every citizen to see,,O sweet Jesus,Nick Cave & The Bad Seeds,1992
When I First Came To Town,Henry’s Dream,,O sweet Jesus,There is no turning back,Nick Cave & The Bad Seeds,1992
When I First Came To Town,Henry’s Dream,O sweet Jesus,There is no turning back,There is always one more town,Nick Cave & The Bad Seeds,1992
When I First Came To Town,Henry’s Dream,There is no turning back,There is always one more town,A little further down the track,Nick Cave & The Bad Seeds,1992
When I First Came To Town,Henry’s Dream,There is always one more town,A little further down the track,,Nick Cave & The Bad Seeds,1992
When I First Came To Town,Henry’s Dream,A little further down the track,,"And from my window, across the tracks",Nick Cave & The Bad Seeds,1992
When I First Came To Town,Henry’s Dream,,"And from my window, across the tracks",I watch the juicers burn their fires,Nick Cave & The Bad Seeds,1992
When I First Came To Town,Henry’s Dream,"And from my window, across the tracks",I watch the juicers burn their fires,And in that light,Nick Cave & The Bad Seeds,1992
When I First Came To Town,Henry’s Dream,I watch the juicers burn their fires,And in that light,Their faces leer at me,Nick Cave & The Bad Seeds,1992
When I First Came To Town,Henry’s Dream,And in that light,Their faces leer at me,How I wish they’d just let me be,Nick Cave & The Bad Seeds,1992
When I First Came To Town,Henry’s Dream,Their faces leer at me,How I wish they’d just let me be,,Nick Cave & The Bad Seeds,1992
When I First Came To Town,Henry’s Dream,How I wish they’d just let me be,,When I first came to town,Nick Cave & The Bad Seeds,1992
When I First Came To Town,Henry’s Dream,,When I first came to town,Their favours were for free,Nick Cave & The Bad Seeds,1992
When I First Came To Town,Henry’s Dream,When I first came to town,Their favours were for free,Now even the doors of the whores of this town,Nick Cave & The Bad Seeds,1992
When I First Came To Town,Henry’s Dream,Their favours were for free,Now even the doors of the whores of this town,Are closed to me,Nick Cave & The Bad Seeds,1992
When I First Came To Town,Henry’s Dream,Now even the doors of the whores of this town,Are closed to me,,Nick Cave & The Bad Seeds,1992
When I First Came To Town,Henry’s Dream,Are closed to me,,I search the mirror,Nick Cave & The Bad Seeds,1992
When I First Came To Town,Henry’s Dream,,I search the mirror,And I try to see,Nick Cave & The Bad Seeds,1992
When I First Came To Town,Henry’s Dream,I search the mirror,And I try to see,Why the people of this town,Nick Cave & The Bad Seeds,1992
When I First Came To Town,Henry’s Dream,And I try to see,Why the people of this town,Have washed their hands of me,Nick Cave & The Bad Seeds,1992
When I First Came To Town,Henry’s Dream,Why the people of this town,Have washed their hands of me,,Nick Cave & The Bad Seeds,1992
When I First Came To Town,Henry’s Dream,Have washed their hands of me,,O sweet Jesus,Nick Cave & The Bad Seeds,1992
When I First Came To Town,Henry’s Dream,,O sweet Jesus,There is no turning back,Nick Cave & The Bad Seeds,1992
When I First Came To Town,Henry’s Dream,O sweet Jesus,There is no turning back,There is always one more town,Nick Cave & The Bad Seeds,1992
When I First Came To Town,Henry’s Dream,There is no turning back,There is always one more town,A little further down the track,Nick Cave & The Bad Seeds,1992
When I First Came To Town,Henry’s Dream,There is always one more town,A little further down the track,,Nick Cave & The Bad Seeds,1992
When I First Came To Town,Henry’s Dream,A little further down the track,,"O Lord, every god-damn turn I take",Nick Cave & The Bad Seeds,1992
When I First Came To Town,Henry’s Dream,,"O Lord, every god-damn turn I take","I fear the noose, I fear the stake",Nick Cave & The Bad Seeds,1992
When I First Came To Town,Henry’s Dream,"O Lord, every god-damn turn I take","I fear the noose, I fear the stake",For there is no bone,Nick Cave & The Bad Seeds,1992
When I First Came To Town,Henry’s Dream,"I fear the noose, I fear the stake",For there is no bone,They did not break,Nick Cave & The Bad Seeds,1992
When I First Came To Town,Henry’s Dream,For there is no bone,They did not break,In all the towns I’ve been before,Nick Cave & The Bad Seeds,1992
When I First Came To Town,Henry’s Dream,They did not break,In all the towns I’ve been before,,Nick Cave & The Bad Seeds,1992
When I First Came To Town,Henry’s Dream,In all the towns I’ve been before,,Well those that sin against me are snuffed out,Nick Cave & The Bad Seeds,1992
When I First Came To Town,Henry’s Dream,,Well those that sin against me are snuffed out,I know from every day that I live,Nick Cave & The Bad Seeds,1992
When I First Came To Town,Henry’s Dream,Well those that sin against me are snuffed out,I know from every day that I live,God-damn the day that I was born,Nick Cave & The Bad Seeds,1992
When I First Came To Town,Henry’s Dream,I know from every day that I live,God-damn the day that I was born,The night that forced me from the womb,Nick Cave & The Bad Seeds,1992
When I First Came To Town,Henry’s Dream,God-damn the day that I was born,The night that forced me from the womb,And god-damn this town,Nick Cave & The Bad Seeds,1992
When I First Came To Town,Henry’s Dream,The night that forced me from the womb,And god-damn this town,For I am leaving now,Nick Cave & The Bad Seeds,1992
When I First Came To Town,Henry’s Dream,And god-damn this town,For I am leaving now,But one day I will return,Nick Cave & The Bad Seeds,1992
When I First Came To Town,Henry’s Dream,For I am leaving now,But one day I will return,And the people of this town will surely see,Nick Cave & The Bad Seeds,1992
When I First Came To Town,Henry’s Dream,But one day I will return,And the people of this town will surely see,Just how quickly the tables turn,Nick Cave & The Bad Seeds,1992
When I First Came To Town,Henry’s Dream,And the people of this town will surely see,Just how quickly the tables turn,,Nick Cave & The Bad Seeds,1992
When I First Came To Town,Henry’s Dream,Just how quickly the tables turn,,O sweet Jesus,Nick Cave & The Bad Seeds,1992
