song,album,prev,lyric,next,artist,year
Get Ready for Love,Abattoir Blues / The Lyre of Orpheus,Get ready for love! Praise Him!,Get ready for love! Praise Him!,,Nick Cave & The Bad Seeds,2004
Get Ready for Love,Abattoir Blues / The Lyre of Orpheus,Get ready for love! Praise Him!,,The mighty wave their hankies from their,Nick Cave & The Bad Seeds,2004
Get Ready for Love,Abattoir Blues / The Lyre of Orpheus,,The mighty wave their hankies from their,high-windowed palace,Nick Cave & The Bad Seeds,2004
Get Ready for Love,Abattoir Blues / The Lyre of Orpheus,The mighty wave their hankies from their,high-windowed palace,Sending grief and joy down in supportable doses,Nick Cave & The Bad Seeds,2004
Get Ready for Love,Abattoir Blues / The Lyre of Orpheus,high-windowed palace,Sending grief and joy down in supportable doses,And we search high and low without,Nick Cave & The Bad Seeds,2004
Get Ready for Love,Abattoir Blues / The Lyre of Orpheus,Sending grief and joy down in supportable doses,And we search high and low without,mercy or malice,Nick Cave & The Bad Seeds,2004
Get Ready for Love,Abattoir Blues / The Lyre of Orpheus,And we search high and low without,mercy or malice,While the gate to the Kingdom swings,Nick Cave & The Bad Seeds,2004
Get Ready for Love,Abattoir Blues / The Lyre of Orpheus,mercy or malice,While the gate to the Kingdom swings,shut and closes,Nick Cave & The Bad Seeds,2004
Get Ready for Love,Abattoir Blues / The Lyre of Orpheus,While the gate to the Kingdom swings,shut and closes,,Nick Cave & The Bad Seeds,2004
Get Ready for Love,Abattoir Blues / The Lyre of Orpheus,shut and closes,,Calling every boy and girl,Nick Cave & The Bad Seeds,2004
Get Ready for Love,Abattoir Blues / The Lyre of Orpheus,,Calling every boy and girl,Calling all around the world,Nick Cave & The Bad Seeds,2004
Get Ready for Love,Abattoir Blues / The Lyre of Orpheus,Calling every boy and girl,Calling all around the world,Calling every boy and girl,Nick Cave & The Bad Seeds,2004
Get Ready for Love,Abattoir Blues / The Lyre of Orpheus,Calling all around the world,Calling every boy and girl,Calling all around the world,Nick Cave & The Bad Seeds,2004
Get Ready for Love,Abattoir Blues / The Lyre of Orpheus,Calling every boy and girl,Calling all around the world,,Nick Cave & The Bad Seeds,2004
Get Ready for Love,Abattoir Blues / The Lyre of Orpheus,Calling all around the world,,Praise Him till you’ve forgotten,Nick Cave & The Bad Seeds,2004
Get Ready for Love,Abattoir Blues / The Lyre of Orpheus,,Praise Him till you’ve forgotten,what you’re praising Him for,Nick Cave & The Bad Seeds,2004
Get Ready for Love,Abattoir Blues / The Lyre of Orpheus,Praise Him till you’ve forgotten,what you’re praising Him for,Praise Him till you’ve forgotten,Nick Cave & The Bad Seeds,2004
Get Ready for Love,Abattoir Blues / The Lyre of Orpheus,what you’re praising Him for,Praise Him till you’ve forgotten,what you’re praising Him for,Nick Cave & The Bad Seeds,2004
Get Ready for Love,Abattoir Blues / The Lyre of Orpheus,Praise Him till you’ve forgotten,what you’re praising Him for,Then praise Him a little more,Nick Cave & The Bad Seeds,2004
Get Ready for Love,Abattoir Blues / The Lyre of Orpheus,what you’re praising Him for,Then praise Him a little more,,Nick Cave & The Bad Seeds,2004
Cannibal’s Hymn,Abattoir Blues / The Lyre of Orpheus,,You have a heart and I have a key,Lie back and let me unlock you,Nick Cave & The Bad Seeds,2004
Cannibal’s Hymn,Abattoir Blues / The Lyre of Orpheus,You have a heart and I have a key,Lie back and let me unlock you,Those heathens you hang with down by the sea,Nick Cave & The Bad Seeds,2004
Cannibal’s Hymn,Abattoir Blues / The Lyre of Orpheus,Lie back and let me unlock you,Those heathens you hang with down by the sea,All they want to do is defrock you,Nick Cave & The Bad Seeds,2004
Cannibal’s Hymn,Abattoir Blues / The Lyre of Orpheus,Those heathens you hang with down by the sea,All they want to do is defrock you,"I know a river, where we can dream",Nick Cave & The Bad Seeds,2004
Cannibal’s Hymn,Abattoir Blues / The Lyre of Orpheus,All they want to do is defrock you,"I know a river, where we can dream","It will swell up, burst it’s banks,",Nick Cave & The Bad Seeds,2004
Cannibal’s Hymn,Abattoir Blues / The Lyre of Orpheus,"I know a river, where we can dream","It will swell up, burst it’s banks,","babe, and rock you",Nick Cave & The Bad Seeds,2004
Cannibal’s Hymn,Abattoir Blues / The Lyre of Orpheus,"It will swell up, burst it’s banks,","babe, and rock you",But if you’re gonna dine with them cannibals,Nick Cave & The Bad Seeds,2004
Cannibal’s Hymn,Abattoir Blues / The Lyre of Orpheus,"babe, and rock you",But if you’re gonna dine with them cannibals,"Sooner or later, darling, you’re gonna get eaten",Nick Cave & The Bad Seeds,2004
Cannibal’s Hymn,Abattoir Blues / The Lyre of Orpheus,But if you’re gonna dine with them cannibals,"Sooner or later, darling, you’re gonna get eaten",But I’m glad you’ve come around,Nick Cave & The Bad Seeds,2004
Cannibal’s Hymn,Abattoir Blues / The Lyre of Orpheus,"Sooner or later, darling, you’re gonna get eaten",But I’m glad you’ve come around,here with your animals,Nick Cave & The Bad Seeds,2004
Cannibal’s Hymn,Abattoir Blues / The Lyre of Orpheus,But I’m glad you’ve come around,here with your animals,And your heart that is bruised but unbeaten,Nick Cave & The Bad Seeds,2004
Cannibal’s Hymn,Abattoir Blues / The Lyre of Orpheus,here with your animals,And your heart that is bruised but unbeaten,And beating like a drum,Nick Cave & The Bad Seeds,2004
Cannibal’s Hymn,Abattoir Blues / The Lyre of Orpheus,And your heart that is bruised but unbeaten,And beating like a drum,,Nick Cave & The Bad Seeds,2004
Cannibal’s Hymn,Abattoir Blues / The Lyre of Orpheus,And beating like a drum,,I will sit like a bird on a fence,Nick Cave & The Bad Seeds,2004
Cannibal’s Hymn,Abattoir Blues / The Lyre of Orpheus,,I will sit like a bird on a fence,Sing you songs with a happy ending,Nick Cave & The Bad Seeds,2004
Cannibal’s Hymn,Abattoir Blues / The Lyre of Orpheus,I will sit like a bird on a fence,Sing you songs with a happy ending,Swoop down and tell you that it don’t make sense,Nick Cave & The Bad Seeds,2004
Cannibal’s Hymn,Abattoir Blues / The Lyre of Orpheus,Sing you songs with a happy ending,Swoop down and tell you that it don’t make sense,To attack the very thing you’re defending,Nick Cave & The Bad Seeds,2004
Cannibal’s Hymn,Abattoir Blues / The Lyre of Orpheus,Swoop down and tell you that it don’t make sense,To attack the very thing you’re defending,Didn’t I just buy that dress for you?,Nick Cave & The Bad Seeds,2004
Cannibal’s Hymn,Abattoir Blues / The Lyre of Orpheus,To attack the very thing you’re defending,Didn’t I just buy that dress for you?,,Nick Cave & The Bad Seeds,2004
Cannibal’s Hymn,Abattoir Blues / The Lyre of Orpheus,Didn’t I just buy that dress for you?,,That pink paper pinafore that you keep mending,Nick Cave & The Bad Seeds,2004
Cannibal’s Hymn,Abattoir Blues / The Lyre of Orpheus,,That pink paper pinafore that you keep mending,"Well, if you’re gonna dine with the cannibals",Nick Cave & The Bad Seeds,2004
Cannibal’s Hymn,Abattoir Blues / The Lyre of Orpheus,That pink paper pinafore that you keep mending,"Well, if you’re gonna dine with the cannibals","Sooner or later, darling, you’re gonna get eaten",Nick Cave & The Bad Seeds,2004
Cannibal’s Hymn,Abattoir Blues / The Lyre of Orpheus,"Well, if you’re gonna dine with the cannibals","Sooner or later, darling, you’re gonna get eaten",But I’m glad you’ve come around,Nick Cave & The Bad Seeds,2004
Cannibal’s Hymn,Abattoir Blues / The Lyre of Orpheus,"Sooner or later, darling, you’re gonna get eaten",But I’m glad you’ve come around,here with your animals,Nick Cave & The Bad Seeds,2004
Cannibal’s Hymn,Abattoir Blues / The Lyre of Orpheus,But I’m glad you’ve come around,here with your animals,And your heart that is banging and beating,Nick Cave & The Bad Seeds,2004
Cannibal’s Hymn,Abattoir Blues / The Lyre of Orpheus,here with your animals,And your heart that is banging and beating,And banging like a gong,Nick Cave & The Bad Seeds,2004
Cannibal’s Hymn,Abattoir Blues / The Lyre of Orpheus,And your heart that is banging and beating,And banging like a gong,,Nick Cave & The Bad Seeds,2004
Cannibal’s Hymn,Abattoir Blues / The Lyre of Orpheus,And banging like a gong,,"I can see that they’ve hurt you, dear",Nick Cave & The Bad Seeds,2004
Cannibal’s Hymn,Abattoir Blues / The Lyre of Orpheus,,"I can see that they’ve hurt you, dear",Here is some moonlight to cloak us,Nick Cave & The Bad Seeds,2004
Cannibal’s Hymn,Abattoir Blues / The Lyre of Orpheus,"I can see that they’ve hurt you, dear",Here is some moonlight to cloak us,And I will never desert you here,Nick Cave & The Bad Seeds,2004
Cannibal’s Hymn,Abattoir Blues / The Lyre of Orpheus,Here is some moonlight to cloak us,And I will never desert you here,Unpetaled among the crocus,Nick Cave & The Bad Seeds,2004
Cannibal’s Hymn,Abattoir Blues / The Lyre of Orpheus,And I will never desert you here,Unpetaled among the crocus,"Allow me, my love, to allay your fear",Nick Cave & The Bad Seeds,2004
Cannibal’s Hymn,Abattoir Blues / The Lyre of Orpheus,Unpetaled among the crocus,"Allow me, my love, to allay your fear","As I swim, in and out of focus",Nick Cave & The Bad Seeds,2004
Cannibal’s Hymn,Abattoir Blues / The Lyre of Orpheus,"Allow me, my love, to allay your fear","As I swim, in and out of focus",But if you’re gonna dine with the cannibals,Nick Cave & The Bad Seeds,2004
Cannibal’s Hymn,Abattoir Blues / The Lyre of Orpheus,"As I swim, in and out of focus",But if you’re gonna dine with the cannibals,"Sooner or later, darling, you’re gonna get eaten",Nick Cave & The Bad Seeds,2004
Cannibal’s Hymn,Abattoir Blues / The Lyre of Orpheus,But if you’re gonna dine with the cannibals,"Sooner or later, darling, you’re gonna get eaten",But I’m glad you’ve come around,Nick Cave & The Bad Seeds,2004
Cannibal’s Hymn,Abattoir Blues / The Lyre of Orpheus,"Sooner or later, darling, you’re gonna get eaten",But I’m glad you’ve come around,here with your animals,Nick Cave & The Bad Seeds,2004
Cannibal’s Hymn,Abattoir Blues / The Lyre of Orpheus,But I’m glad you’ve come around,here with your animals,And your heart that is bruised but bleating,Nick Cave & The Bad Seeds,2004
Cannibal’s Hymn,Abattoir Blues / The Lyre of Orpheus,here with your animals,And your heart that is bruised but bleating,And bleeding like a lamb,Nick Cave & The Bad Seeds,2004
Cannibal’s Hymn,Abattoir Blues / The Lyre of Orpheus,And your heart that is bruised but bleating,And bleeding like a lamb,Banging like a gong,Nick Cave & The Bad Seeds,2004
Cannibal’s Hymn,Abattoir Blues / The Lyre of Orpheus,And bleeding like a lamb,Banging like a gong,Beating like a drum,Nick Cave & The Bad Seeds,2004
Cannibal’s Hymn,Abattoir Blues / The Lyre of Orpheus,Banging like a gong,Beating like a drum,,Nick Cave & The Bad Seeds,2004
Hiding All Away,Abattoir Blues / The Lyre of Orpheus,,"You went looking for me, dear,",Down by the sea,Nick Cave & The Bad Seeds,2004
Hiding All Away,Abattoir Blues / The Lyre of Orpheus,"You went looking for me, dear,",Down by the sea,You found some little silver fish,Nick Cave & The Bad Seeds,2004
Hiding All Away,Abattoir Blues / The Lyre of Orpheus,Down by the sea,You found some little silver fish,But you didn’t find me,Nick Cave & The Bad Seeds,2004
Hiding All Away,Abattoir Blues / The Lyre of Orpheus,You found some little silver fish,But you didn’t find me,"I was hiding, dear, hiding all away",Nick Cave & The Bad Seeds,2004
Hiding All Away,Abattoir Blues / The Lyre of Orpheus,But you didn’t find me,"I was hiding, dear, hiding all away","I was hiding, dear, hiding all away",Nick Cave & The Bad Seeds,2004
Hiding All Away,Abattoir Blues / The Lyre of Orpheus,"I was hiding, dear, hiding all away","I was hiding, dear, hiding all away",,Nick Cave & The Bad Seeds,2004
Hiding All Away,Abattoir Blues / The Lyre of Orpheus,"I was hiding, dear, hiding all away",,You went to the museum,Nick Cave & The Bad Seeds,2004
Hiding All Away,Abattoir Blues / The Lyre of Orpheus,,You went to the museum,You climbed a spiral stair,Nick Cave & The Bad Seeds,2004
Hiding All Away,Abattoir Blues / The Lyre of Orpheus,You went to the museum,You climbed a spiral stair,You searched for me all among,Nick Cave & The Bad Seeds,2004
Hiding All Away,Abattoir Blues / The Lyre of Orpheus,You climbed a spiral stair,You searched for me all among,The knowledgeable air,Nick Cave & The Bad Seeds,2004
Hiding All Away,Abattoir Blues / The Lyre of Orpheus,You searched for me all among,The knowledgeable air,"I was hidden, babe, hiding all away",Nick Cave & The Bad Seeds,2004
Hiding All Away,Abattoir Blues / The Lyre of Orpheus,The knowledgeable air,"I was hidden, babe, hiding all away","I was hidden, dear, hiding all away",Nick Cave & The Bad Seeds,2004
Hiding All Away,Abattoir Blues / The Lyre of Orpheus,"I was hidden, babe, hiding all away","I was hidden, dear, hiding all away",,Nick Cave & The Bad Seeds,2004
Hiding All Away,Abattoir Blues / The Lyre of Orpheus,"I was hidden, dear, hiding all away",,You entered the cathedral,Nick Cave & The Bad Seeds,2004
Hiding All Away,Abattoir Blues / The Lyre of Orpheus,,You entered the cathedral,When you heard the solemn knell,Nick Cave & The Bad Seeds,2004
Hiding All Away,Abattoir Blues / The Lyre of Orpheus,You entered the cathedral,When you heard the solemn knell,I was not sitting with the gargoyles,Nick Cave & The Bad Seeds,2004
Hiding All Away,Abattoir Blues / The Lyre of Orpheus,When you heard the solemn knell,I was not sitting with the gargoyles,I was not swinging from the bell,Nick Cave & The Bad Seeds,2004
Hiding All Away,Abattoir Blues / The Lyre of Orpheus,I was not sitting with the gargoyles,I was not swinging from the bell,"I was hiding, dear, I was hiding all away",Nick Cave & The Bad Seeds,2004
Hiding All Away,Abattoir Blues / The Lyre of Orpheus,I was not swinging from the bell,"I was hiding, dear, I was hiding all away","I was hiding, dear, I was hiding all away",Nick Cave & The Bad Seeds,2004
Hiding All Away,Abattoir Blues / The Lyre of Orpheus,"I was hiding, dear, I was hiding all away","I was hiding, dear, I was hiding all away",,Nick Cave & The Bad Seeds,2004
Hiding All Away,Abattoir Blues / The Lyre of Orpheus,"I was hiding, dear, I was hiding all away",,You asked an electrician,Nick Cave & The Bad Seeds,2004
Hiding All Away,Abattoir Blues / The Lyre of Orpheus,,You asked an electrician,If he’d seen me round his place,Nick Cave & The Bad Seeds,2004
Hiding All Away,Abattoir Blues / The Lyre of Orpheus,You asked an electrician,If he’d seen me round his place,He touched you with his fingers,Nick Cave & The Bad Seeds,2004
Hiding All Away,Abattoir Blues / The Lyre of Orpheus,If he’d seen me round his place,He touched you with his fingers,Sent sparks zapping out your face,Nick Cave & The Bad Seeds,2004
Hiding All Away,Abattoir Blues / The Lyre of Orpheus,He touched you with his fingers,Sent sparks zapping out your face,"I was hidden, dear, hiding all away",Nick Cave & The Bad Seeds,2004
Hiding All Away,Abattoir Blues / The Lyre of Orpheus,Sent sparks zapping out your face,"I was hidden, dear, hiding all away","I was not there, dear, hiding all away",Nick Cave & The Bad Seeds,2004
Hiding All Away,Abattoir Blues / The Lyre of Orpheus,"I was hidden, dear, hiding all away","I was not there, dear, hiding all away",,Nick Cave & The Bad Seeds,2004
Hiding All Away,Abattoir Blues / The Lyre of Orpheus,"I was not there, dear, hiding all away",,You went and asked your doctor,Nick Cave & The Bad Seeds,2004
Hiding All Away,Abattoir Blues / The Lyre of Orpheus,,You went and asked your doctor,To get some advice,Nick Cave & The Bad Seeds,2004
Hiding All Away,Abattoir Blues / The Lyre of Orpheus,You went and asked your doctor,To get some advice,He shot you full of Pethidine,Nick Cave & The Bad Seeds,2004
Hiding All Away,Abattoir Blues / The Lyre of Orpheus,To get some advice,He shot you full of Pethidine,And then he billed you twice,Nick Cave & The Bad Seeds,2004
Hiding All Away,Abattoir Blues / The Lyre of Orpheus,He shot you full of Pethidine,And then he billed you twice,"But I was hiding, dear, hiding all away",Nick Cave & The Bad Seeds,2004
Hiding All Away,Abattoir Blues / The Lyre of Orpheus,And then he billed you twice,"But I was hiding, dear, hiding all away","But I was hiding, dear, hiding all away",Nick Cave & The Bad Seeds,2004
Hiding All Away,Abattoir Blues / The Lyre of Orpheus,"But I was hiding, dear, hiding all away","But I was hiding, dear, hiding all away",,Nick Cave & The Bad Seeds,2004
Hiding All Away,Abattoir Blues / The Lyre of Orpheus,"But I was hiding, dear, hiding all away",,You approached a high court judge,Nick Cave & The Bad Seeds,2004
Hiding All Away,Abattoir Blues / The Lyre of Orpheus,,You approached a high court judge,You thought he’d be on the level,Nick Cave & The Bad Seeds,2004
Hiding All Away,Abattoir Blues / The Lyre of Orpheus,You approached a high court judge,You thought he’d be on the level,He wrapped a rag around your face,Nick Cave & The Bad Seeds,2004
Hiding All Away,Abattoir Blues / The Lyre of Orpheus,You thought he’d be on the level,He wrapped a rag around your face,And beat you with his gavel,Nick Cave & The Bad Seeds,2004
Hiding All Away,Abattoir Blues / The Lyre of Orpheus,He wrapped a rag around your face,And beat you with his gavel,"I was hiding, babe, hiding all away",Nick Cave & The Bad Seeds,2004
Hiding All Away,Abattoir Blues / The Lyre of Orpheus,And beat you with his gavel,"I was hiding, babe, hiding all away","I was hidden, dear, hiding all away",Nick Cave & The Bad Seeds,2004
Hiding All Away,Abattoir Blues / The Lyre of Orpheus,"I was hiding, babe, hiding all away","I was hidden, dear, hiding all away",,Nick Cave & The Bad Seeds,2004
Hiding All Away,Abattoir Blues / The Lyre of Orpheus,"I was hidden, dear, hiding all away",,You asked at the local constabulary,Nick Cave & The Bad Seeds,2004
Hiding All Away,Abattoir Blues / The Lyre of Orpheus,,You asked at the local constabulary,"They said, he’s up to his same old tricks",Nick Cave & The Bad Seeds,2004
Hiding All Away,Abattoir Blues / The Lyre of Orpheus,You asked at the local constabulary,"They said, he’s up to his same old tricks",They leered at you with their baby blues,Nick Cave & The Bad Seeds,2004
Hiding All Away,Abattoir Blues / The Lyre of Orpheus,"They said, he’s up to his same old tricks",They leered at you with their baby blues,And rubbed jelly on their sticks,Nick Cave & The Bad Seeds,2004
Hiding All Away,Abattoir Blues / The Lyre of Orpheus,They leered at you with their baby blues,And rubbed jelly on their sticks,"I had to get out of there, babe, hiding all away",Nick Cave & The Bad Seeds,2004
Hiding All Away,Abattoir Blues / The Lyre of Orpheus,And rubbed jelly on their sticks,"I had to get out of there, babe, hiding all away","I had to get out of there, dear, hiding all away",Nick Cave & The Bad Seeds,2004
Hiding All Away,Abattoir Blues / The Lyre of Orpheus,"I had to get out of there, babe, hiding all away","I had to get out of there, dear, hiding all away",,Nick Cave & The Bad Seeds,2004
Hiding All Away,Abattoir Blues / The Lyre of Orpheus,"I had to get out of there, dear, hiding all away",,You searched through all my poets,Nick Cave & The Bad Seeds,2004
Hiding All Away,Abattoir Blues / The Lyre of Orpheus,,You searched through all my poets,From Sappho through to Auden,Nick Cave & The Bad Seeds,2004
Hiding All Away,Abattoir Blues / The Lyre of Orpheus,You searched through all my poets,From Sappho through to Auden,I saw the book fall from your hands,Nick Cave & The Bad Seeds,2004
Hiding All Away,Abattoir Blues / The Lyre of Orpheus,From Sappho through to Auden,I saw the book fall from your hands,As you slowly died of boredom,Nick Cave & The Bad Seeds,2004
Hiding All Away,Abattoir Blues / The Lyre of Orpheus,I saw the book fall from your hands,As you slowly died of boredom,"I had been there, dear,",Nick Cave & The Bad Seeds,2004
Hiding All Away,Abattoir Blues / The Lyre of Orpheus,As you slowly died of boredom,"I had been there, dear,",but I was not there anymore,Nick Cave & The Bad Seeds,2004
Hiding All Away,Abattoir Blues / The Lyre of Orpheus,"I had been there, dear,",but I was not there anymore,"I had been there, now I’m hiding all way",Nick Cave & The Bad Seeds,2004
Hiding All Away,Abattoir Blues / The Lyre of Orpheus,but I was not there anymore,"I had been there, now I’m hiding all way",,Nick Cave & The Bad Seeds,2004
Hiding All Away,Abattoir Blues / The Lyre of Orpheus,"I had been there, now I’m hiding all way",,You walked into the hall of fame,Nick Cave & The Bad Seeds,2004
Hiding All Away,Abattoir Blues / The Lyre of Orpheus,,You walked into the hall of fame,And approached my imitators,Nick Cave & The Bad Seeds,2004
Hiding All Away,Abattoir Blues / The Lyre of Orpheus,You walked into the hall of fame,And approached my imitators,Some were stuffing their faces with caviar,Nick Cave & The Bad Seeds,2004
Hiding All Away,Abattoir Blues / The Lyre of Orpheus,And approached my imitators,Some were stuffing their faces with caviar,Some were eating cold potatoes,Nick Cave & The Bad Seeds,2004
Hiding All Away,Abattoir Blues / The Lyre of Orpheus,Some were stuffing their faces with caviar,Some were eating cold potatoes,"I was hiding, dear, hiding all away",Nick Cave & The Bad Seeds,2004
Hiding All Away,Abattoir Blues / The Lyre of Orpheus,Some were eating cold potatoes,"I was hiding, dear, hiding all away","I was hiding, dear, hiding all away",Nick Cave & The Bad Seeds,2004
Hiding All Away,Abattoir Blues / The Lyre of Orpheus,"I was hiding, dear, hiding all away","I was hiding, dear, hiding all away",,Nick Cave & The Bad Seeds,2004
Hiding All Away,Abattoir Blues / The Lyre of Orpheus,"I was hiding, dear, hiding all away",,You asked a famous cook if he’d seen me,Nick Cave & The Bad Seeds,2004
Hiding All Away,Abattoir Blues / The Lyre of Orpheus,,You asked a famous cook if he’d seen me,He opened his oven wide,Nick Cave & The Bad Seeds,2004
Hiding All Away,Abattoir Blues / The Lyre of Orpheus,You asked a famous cook if he’d seen me,He opened his oven wide,"He basted you with butter, babe",Nick Cave & The Bad Seeds,2004
Hiding All Away,Abattoir Blues / The Lyre of Orpheus,He opened his oven wide,"He basted you with butter, babe",And made you crawl inside,Nick Cave & The Bad Seeds,2004
Hiding All Away,Abattoir Blues / The Lyre of Orpheus,"He basted you with butter, babe",And made you crawl inside,"I was not in there, dear, hiding all away",Nick Cave & The Bad Seeds,2004
Hiding All Away,Abattoir Blues / The Lyre of Orpheus,And made you crawl inside,"I was not in there, dear, hiding all away","I was not in there, dear, hiding all away",Nick Cave & The Bad Seeds,2004
Hiding All Away,Abattoir Blues / The Lyre of Orpheus,"I was not in there, dear, hiding all away","I was not in there, dear, hiding all away",,Nick Cave & The Bad Seeds,2004
Hiding All Away,Abattoir Blues / The Lyre of Orpheus,"I was not in there, dear, hiding all away",,,Nick Cave & The Bad Seeds,2004
Messiah Ward,Abattoir Blues / The Lyre of Orpheus,,I hope you’re sitting comfortably,I saved you the best seat in the house,Nick Cave & The Bad Seeds,2004
Messiah Ward,Abattoir Blues / The Lyre of Orpheus,I hope you’re sitting comfortably,I saved you the best seat in the house,Right up in the front row,Nick Cave & The Bad Seeds,2004
Messiah Ward,Abattoir Blues / The Lyre of Orpheus,I saved you the best seat in the house,Right up in the front row,The stars have been torn down,Nick Cave & The Bad Seeds,2004
Messiah Ward,Abattoir Blues / The Lyre of Orpheus,Right up in the front row,The stars have been torn down,The moon is locked away,Nick Cave & The Bad Seeds,2004
Messiah Ward,Abattoir Blues / The Lyre of Orpheus,The stars have been torn down,The moon is locked away,And the land is banked in frozen snow,Nick Cave & The Bad Seeds,2004
Messiah Ward,Abattoir Blues / The Lyre of Orpheus,The moon is locked away,And the land is banked in frozen snow,,Nick Cave & The Bad Seeds,2004
Messiah Ward,Abattoir Blues / The Lyre of Orpheus,And the land is banked in frozen snow,,"You are a force of nature, dear",Nick Cave & The Bad Seeds,2004
Messiah Ward,Abattoir Blues / The Lyre of Orpheus,,"You are a force of nature, dear",Your breath curls from your lips,Nick Cave & The Bad Seeds,2004
Messiah Ward,Abattoir Blues / The Lyre of Orpheus,"You are a force of nature, dear",Your breath curls from your lips,As the trees bend down their branches,Nick Cave & The Bad Seeds,2004
Messiah Ward,Abattoir Blues / The Lyre of Orpheus,Your breath curls from your lips,As the trees bend down their branches,,Nick Cave & The Bad Seeds,2004
Messiah Ward,Abattoir Blues / The Lyre of Orpheus,As the trees bend down their branches,,And touch you with their fingertips,Nick Cave & The Bad Seeds,2004
Messiah Ward,Abattoir Blues / The Lyre of Orpheus,,And touch you with their fingertips,"They’re bringing out the dead, now",Nick Cave & The Bad Seeds,2004
Messiah Ward,Abattoir Blues / The Lyre of Orpheus,And touch you with their fingertips,"They’re bringing out the dead, now",It’s easy just to look away,Nick Cave & The Bad Seeds,2004
Messiah Ward,Abattoir Blues / The Lyre of Orpheus,"They’re bringing out the dead, now",It’s easy just to look away,"They are bringing out the dead, now",Nick Cave & The Bad Seeds,2004
Messiah Ward,Abattoir Blues / The Lyre of Orpheus,It’s easy just to look away,"They are bringing out the dead, now","It’s been a strange, strange day",Nick Cave & The Bad Seeds,2004
Messiah Ward,Abattoir Blues / The Lyre of Orpheus,"They are bringing out the dead, now","It’s been a strange, strange day",,Nick Cave & The Bad Seeds,2004
Messiah Ward,Abattoir Blues / The Lyre of Orpheus,"It’s been a strange, strange day",,We could navigate our position by the stars,Nick Cave & The Bad Seeds,2004
Messiah Ward,Abattoir Blues / The Lyre of Orpheus,,We could navigate our position by the stars,But they’ve taken out the stars,Nick Cave & The Bad Seeds,2004
Messiah Ward,Abattoir Blues / The Lyre of Orpheus,We could navigate our position by the stars,But they’ve taken out the stars,The stars have all gone,Nick Cave & The Bad Seeds,2004
Messiah Ward,Abattoir Blues / The Lyre of Orpheus,But they’ve taken out the stars,The stars have all gone,I’m glad you’ve come along,Nick Cave & The Bad Seeds,2004
Messiah Ward,Abattoir Blues / The Lyre of Orpheus,The stars have all gone,I’m glad you’ve come along,We could comprehend our,Nick Cave & The Bad Seeds,2004
Messiah Ward,Abattoir Blues / The Lyre of Orpheus,I’m glad you’ve come along,We could comprehend our,condition by the moon,Nick Cave & The Bad Seeds,2004
