song,album,prev,lyric,next,artist,year
Jesus Alone,Skeleton Tree,You’re an African doctor harvesting tear ducts,You believe…,,Nick Cave & The Bad Seeds,2016
Rings of Saturn,Skeleton Tree,,"Upside down and inside out and on all eights like a funnel web, like a black fly on the ceiling, skinny white haunches high and skyward and her black oily gash, crawling backwards across the carpet to smash all over everything her wet, black fur against the sun going down over the shops and the cars and the crowds and the town.",,Nick Cave & The Bad Seeds,2016
Rings of Saturn,Skeleton Tree,"Upside down and inside out and on all eights like a funnel web, like a black fly on the ceiling, skinny white haunches high and skyward and her black oily gash, crawling backwards across the carpet to smash all over everything her wet, black fur against the sun going down over the shops and the cars and the crowds and the town.",,And this is the moment this is exactly what she is born to be,Nick Cave & The Bad Seeds,2016
Rings of Saturn,Skeleton Tree,,And this is the moment this is exactly what she is born to be,This is what she does and this is what she is.,Nick Cave & The Bad Seeds,2016
Rings of Saturn,Skeleton Tree,And this is the moment this is exactly what she is born to be,This is what she does and this is what she is.,And this is the moment this is exactly what she is born to be,Nick Cave & The Bad Seeds,2016
Rings of Saturn,Skeleton Tree,This is what she does and this is what she is.,And this is the moment this is exactly what she is born to be,This is what she does and this is what she is.,Nick Cave & The Bad Seeds,2016
Rings of Saturn,Skeleton Tree,And this is the moment this is exactly what she is born to be,This is what she does and this is what she is.,,Nick Cave & The Bad Seeds,2016
Rings of Saturn,Skeleton Tree,This is what she does and this is what she is.,,"Her eyes that look at me through her rainy hair are two round holes where the air buckles and rushes in, her body moon-blue as a jellyfish, and I’m breathing deep and I’m there and I’m also not there and spurting ink over the sheets but she remains, completely unexplained or maybe I’m just too tongue-tied to drink it up and swallow back the pain. I thought slavery had been abolished, how come it’s gone and reared its ugly head again.",Nick Cave & The Bad Seeds,2016
Rings of Saturn,Skeleton Tree,,"Her eyes that look at me through her rainy hair are two round holes where the air buckles and rushes in, her body moon-blue as a jellyfish, and I’m breathing deep and I’m there and I’m also not there and spurting ink over the sheets but she remains, completely unexplained or maybe I’m just too tongue-tied to drink it up and swallow back the pain. I thought slavery had been abolished, how come it’s gone and reared its ugly head again.",,Nick Cave & The Bad Seeds,2016
Rings of Saturn,Skeleton Tree,"Her eyes that look at me through her rainy hair are two round holes where the air buckles and rushes in, her body moon-blue as a jellyfish, and I’m breathing deep and I’m there and I’m also not there and spurting ink over the sheets but she remains, completely unexplained or maybe I’m just too tongue-tied to drink it up and swallow back the pain. I thought slavery had been abolished, how come it’s gone and reared its ugly head again.",,And this is the moment this is exactly what she is born to be,Nick Cave & The Bad Seeds,2016
Rings of Saturn,Skeleton Tree,,And this is the moment this is exactly what she is born to be,This is what she does and this is what she is.,Nick Cave & The Bad Seeds,2016
Rings of Saturn,Skeleton Tree,And this is the moment this is exactly what she is born to be,This is what she does and this is what she is.,And this is the moment this is exactly what she is born to be,Nick Cave & The Bad Seeds,2016
Rings of Saturn,Skeleton Tree,This is what she does and this is what she is.,And this is the moment this is exactly what she is born to be,This is what she is and this is what she does.,Nick Cave & The Bad Seeds,2016
Rings of Saturn,Skeleton Tree,And this is the moment this is exactly what she is born to be,This is what she is and this is what she does.,,Nick Cave & The Bad Seeds,2016
Rings of Saturn,Skeleton Tree,This is what she is and this is what she does.,,This is the moment this is exactly what she is born to be,Nick Cave & The Bad Seeds,2016
Rings of Saturn,Skeleton Tree,,This is the moment this is exactly what she is born to be,And this is what she does and this is what she is.,Nick Cave & The Bad Seeds,2016
Rings of Saturn,Skeleton Tree,This is the moment this is exactly what she is born to be,And this is what she does and this is what she is.,And this is the moment this is exactly what she is born to be,Nick Cave & The Bad Seeds,2016
Rings of Saturn,Skeleton Tree,And this is what she does and this is what she is.,And this is the moment this is exactly what she is born to be,This is what she does and this is what she is.,Nick Cave & The Bad Seeds,2016
Rings of Saturn,Skeleton Tree,And this is the moment this is exactly what she is born to be,This is what she does and this is what she is.,,Nick Cave & The Bad Seeds,2016
Rings of Saturn,Skeleton Tree,This is what she does and this is what she is.,,"And now she’s jumping up with her leaping brain, stepping over heaps of sleeping children, disappearing and further up and spinning out again, up and further up she goes, up and out of the bed, up and out of the bed and down the hall where she stops for a moment and turns and says “Are you still here?” and then reaches high and dangles herself like a child’s dream from the ring of Saturn.",Nick Cave & The Bad Seeds,2016
Rings of Saturn,Skeleton Tree,,"And now she’s jumping up with her leaping brain, stepping over heaps of sleeping children, disappearing and further up and spinning out again, up and further up she goes, up and out of the bed, up and out of the bed and down the hall where she stops for a moment and turns and says “Are you still here?” and then reaches high and dangles herself like a child’s dream from the ring of Saturn.",,Nick Cave & The Bad Seeds,2016
Girl in Amber,Skeleton Tree,,"Some go on, some stay behind, some never move at all","Girl in amber, trapped forever, spinning down the hall",Nick Cave & The Bad Seeds,2016
Girl in Amber,Skeleton Tree,"Some go on, some stay behind, some never move at all","Girl in amber, trapped forever, spinning down the hall","Let no part of her go unremembered, clothes across the floor",Nick Cave & The Bad Seeds,2016
Girl in Amber,Skeleton Tree,"Girl in amber, trapped forever, spinning down the hall","Let no part of her go unremembered, clothes across the floor","Girl in amber, long does slumber, shuts the bathroom door",Nick Cave & The Bad Seeds,2016
Girl in Amber,Skeleton Tree,"Let no part of her go unremembered, clothes across the floor","Girl in amber, long does slumber, shuts the bathroom door","The phone, the phone, the phone, it rings, it rings, it rings no more",Nick Cave & The Bad Seeds,2016
Girl in Amber,Skeleton Tree,"Girl in amber, long does slumber, shuts the bathroom door","The phone, the phone, the phone, it rings, it rings, it rings no more","The song, the song, the song, it spins since 1984",Nick Cave & The Bad Seeds,2016
Girl in Amber,Skeleton Tree,"The phone, the phone, the phone, it rings, it rings, it rings no more","The song, the song, the song, it spins since 1984","The phone, the phone, the phone, it rings, the phone it rings no more",Nick Cave & The Bad Seeds,2016
Girl in Amber,Skeleton Tree,"The song, the song, the song, it spins since 1984","The phone, the phone, the phone, it rings, the phone it rings no more","The song, the song, its been spinning now since 1984",Nick Cave & The Bad Seeds,2016
Girl in Amber,Skeleton Tree,"The phone, the phone, the phone, it rings, the phone it rings no more","The song, the song, its been spinning now since 1984",,Nick Cave & The Bad Seeds,2016
Girl in Amber,Skeleton Tree,"The song, the song, its been spinning now since 1984",,"If you want to bleed, just bleed",Nick Cave & The Bad Seeds,2016
Girl in Amber,Skeleton Tree,,"If you want to bleed, just bleed","If you want to bleed, just bleed",Nick Cave & The Bad Seeds,2016
Girl in Amber,Skeleton Tree,"If you want to bleed, just bleed","If you want to bleed, just bleed","If you want to bleed, don’t breathe",Nick Cave & The Bad Seeds,2016
Girl in Amber,Skeleton Tree,"If you want to bleed, just bleed","If you want to bleed, don’t breathe","A word, just step away",Nick Cave & The Bad Seeds,2016
Girl in Amber,Skeleton Tree,"If you want to bleed, don’t breathe","A word, just step away",And let the world spinning now,Nick Cave & The Bad Seeds,2016
Girl in Amber,Skeleton Tree,"A word, just step away",And let the world spinning now,,Nick Cave & The Bad Seeds,2016
Girl in Amber,Skeleton Tree,And let the world spinning now,,"You turn, you turn, you kneel lace up his shoes your little blue-eyed boy",Nick Cave & The Bad Seeds,2016
Girl in Amber,Skeleton Tree,,"You turn, you turn, you kneel lace up his shoes your little blue-eyed boy","Take him by his hand, go moving spinning down the hall",Nick Cave & The Bad Seeds,2016
Girl in Amber,Skeleton Tree,"You turn, you turn, you kneel lace up his shoes your little blue-eyed boy","Take him by his hand, go moving spinning down the hall",I get lucky I get lucky cause I tried again,Nick Cave & The Bad Seeds,2016
Girl in Amber,Skeleton Tree,"Take him by his hand, go moving spinning down the hall",I get lucky I get lucky cause I tried again,I knew the world it would stop spinning now since you’ve been gone,Nick Cave & The Bad Seeds,2016
Girl in Amber,Skeleton Tree,I get lucky I get lucky cause I tried again,I knew the world it would stop spinning now since you’ve been gone,I used to think that when you died you kind of wandered the world,Nick Cave & The Bad Seeds,2016
Girl in Amber,Skeleton Tree,I knew the world it would stop spinning now since you’ve been gone,I used to think that when you died you kind of wandered the world,"In a slumber until you crumbled, were absorbed into the earth",Nick Cave & The Bad Seeds,2016
Girl in Amber,Skeleton Tree,I used to think that when you died you kind of wandered the world,"In a slumber until you crumbled, were absorbed into the earth","Well I don’t think that anymore, the phone it rings no more",Nick Cave & The Bad Seeds,2016
Girl in Amber,Skeleton Tree,"In a slumber until you crumbled, were absorbed into the earth","Well I don’t think that anymore, the phone it rings no more",The song the song it spins it spins now since 1984,Nick Cave & The Bad Seeds,2016
Girl in Amber,Skeleton Tree,"Well I don’t think that anymore, the phone it rings no more",The song the song it spins it spins now since 1984,The song the song the song it spins its been spinning now,Nick Cave & The Bad Seeds,2016
Girl in Amber,Skeleton Tree,The song the song it spins it spins now since 1984,The song the song the song it spins its been spinning now,And if you hold me I will tell you that you know that,Nick Cave & The Bad Seeds,2016
Girl in Amber,Skeleton Tree,The song the song the song it spins its been spinning now,And if you hold me I will tell you that you know that,,Nick Cave & The Bad Seeds,2016
Girl in Amber,Skeleton Tree,And if you hold me I will tell you that you know that,,"If you want to leave, don’t breathe",Nick Cave & The Bad Seeds,2016
Girl in Amber,Skeleton Tree,,"If you want to leave, don’t breathe","If you want to leave, don’t breathe",Nick Cave & The Bad Seeds,2016
Girl in Amber,Skeleton Tree,"If you want to leave, don’t breathe","If you want to leave, don’t breathe","If you want to leave, don’t breathe",Nick Cave & The Bad Seeds,2016
Girl in Amber,Skeleton Tree,"If you want to leave, don’t breathe","If you want to leave, don’t breathe","A word, and let the world turn",Nick Cave & The Bad Seeds,2016
Girl in Amber,Skeleton Tree,"If you want to leave, don’t breathe","A word, and let the world turn",,Nick Cave & The Bad Seeds,2016
Girl in Amber,Skeleton Tree,"A word, and let the world turn",,The song the song it spins the song it spins it spins no more,Nick Cave & The Bad Seeds,2016
Girl in Amber,Skeleton Tree,,The song the song it spins the song it spins it spins no more,The phone it rings it rings and you won’t stay,Nick Cave & The Bad Seeds,2016
Girl in Amber,Skeleton Tree,The song the song it spins the song it spins it spins no more,The phone it rings it rings and you won’t stay,,Nick Cave & The Bad Seeds,2016
Girl in Amber,Skeleton Tree,The phone it rings it rings and you won’t stay,,Don’t touch me,Nick Cave & The Bad Seeds,2016
Girl in Amber,Skeleton Tree,,Don’t touch me,Don’t touch me,Nick Cave & The Bad Seeds,2016
Girl in Amber,Skeleton Tree,Don’t touch me,Don’t touch me,Don’t touch me,Nick Cave & The Bad Seeds,2016
Girl in Amber,Skeleton Tree,Don’t touch me,Don’t touch me,Don’t touch me,Nick Cave & The Bad Seeds,2016
Girl in Amber,Skeleton Tree,Don’t touch me,Don’t touch me,,Nick Cave & The Bad Seeds,2016
Magento,Skeleton Tree,,"Oh, mostly I never knew which way was out","Once it was on, it was on, and that was that",Nick Cave & The Bad Seeds,2016
Magento,Skeleton Tree,"Oh, mostly I never knew which way was out","Once it was on, it was on, and that was that",The umbilicus was a faucet that fountained rabid blood,Nick Cave & The Bad Seeds,2016
Magento,Skeleton Tree,"Once it was on, it was on, and that was that",The umbilicus was a faucet that fountained rabid blood,And I spun on my wheel like a laboratory rat,Nick Cave & The Bad Seeds,2016
Magento,Skeleton Tree,The umbilicus was a faucet that fountained rabid blood,And I spun on my wheel like a laboratory rat,,Nick Cave & The Bad Seeds,2016
Magento,Skeleton Tree,And I spun on my wheel like a laboratory rat,,"I was an electrical storm on the bathroom floor, clutching the bowl",Nick Cave & The Bad Seeds,2016
Magento,Skeleton Tree,,"I was an electrical storm on the bathroom floor, clutching the bowl",My blood was full of gags and other people’s diseases,Nick Cave & The Bad Seeds,2016
Magento,Skeleton Tree,"I was an electrical storm on the bathroom floor, clutching the bowl",My blood was full of gags and other people’s diseases,And my monstrous little memory had swallowed me whole,Nick Cave & The Bad Seeds,2016
Magento,Skeleton Tree,My blood was full of gags and other people’s diseases,And my monstrous little memory had swallowed me whole,"Oh, it was the year I officially became the Bride of Jesus",Nick Cave & The Bad Seeds,2016
Magento,Skeleton Tree,And my monstrous little memory had swallowed me whole,"Oh, it was the year I officially became the Bride of Jesus",,Nick Cave & The Bad Seeds,2016
Magento,Skeleton Tree,"Oh, it was the year I officially became the Bride of Jesus",,In love in love in love you laugh in love,Nick Cave & The Bad Seeds,2016
Magento,Skeleton Tree,,In love in love in love you laugh in love,You move I move and one more time with feeling,Nick Cave & The Bad Seeds,2016
Magento,Skeleton Tree,In love in love in love you laugh in love,You move I move and one more time with feeling,"I love you love I laugh you laugh, I saw you in half",Nick Cave & The Bad Seeds,2016
Magento,Skeleton Tree,You move I move and one more time with feeling,"I love you love I laugh you laugh, I saw you in half",And the stars are splashed across the ceiling,Nick Cave & The Bad Seeds,2016
Magento,Skeleton Tree,"I love you love I laugh you laugh, I saw you in half",And the stars are splashed across the ceiling,,Nick Cave & The Bad Seeds,2016
Magento,Skeleton Tree,And the stars are splashed across the ceiling,,"Oh, the urge to kill somebody was basically overwhelming",Nick Cave & The Bad Seeds,2016
Magento,Skeleton Tree,,"Oh, the urge to kill somebody was basically overwhelming",I had such hard blues down there in the supermarket queues,Nick Cave & The Bad Seeds,2016
Magento,Skeleton Tree,"Oh, the urge to kill somebody was basically overwhelming",I had such hard blues down there in the supermarket queues,"I had a sudden urge to become someone, someone like you",Nick Cave & The Bad Seeds,2016
Magento,Skeleton Tree,I had such hard blues down there in the supermarket queues,"I had a sudden urge to become someone, someone like you",Who had started out with less than anyone I ever knew,Nick Cave & The Bad Seeds,2016
Magento,Skeleton Tree,"I had a sudden urge to become someone, someone like you",Who had started out with less than anyone I ever knew,,Nick Cave & The Bad Seeds,2016
Magento,Skeleton Tree,Who had started out with less than anyone I ever knew,,In love in love I love you love I laugh you laugh,Nick Cave & The Bad Seeds,2016
Magento,Skeleton Tree,,In love in love I love you love I laugh you laugh,I move you move and one more time with feeling,Nick Cave & The Bad Seeds,2016
Magento,Skeleton Tree,In love in love I love you love I laugh you laugh,I move you move and one more time with feeling,"I love you love I laugh you laugh, I’m sawn in half",Nick Cave & The Bad Seeds,2016
Magento,Skeleton Tree,I move you move and one more time with feeling,"I love you love I laugh you laugh, I’m sawn in half",And all the stars are splashed across the ceiling,Nick Cave & The Bad Seeds,2016
Magento,Skeleton Tree,"I love you love I laugh you laugh, I’m sawn in half",And all the stars are splashed across the ceiling,,Nick Cave & The Bad Seeds,2016
Magento,Skeleton Tree,And all the stars are splashed across the ceiling,,"And oh, you come shyly. And softly to the hole to drink",Nick Cave & The Bad Seeds,2016
Magento,Skeleton Tree,,"And oh, you come shyly. And softly to the hole to drink",Come as far as the edge of my blood and then swim,Nick Cave & The Bad Seeds,2016
Magento,Skeleton Tree,"And oh, you come shyly. And softly to the hole to drink",Come as far as the edge of my blood and then swim,And in the bathroom mirror I see me vomit in the sink,Nick Cave & The Bad Seeds,2016
Magento,Skeleton Tree,Come as far as the edge of my blood and then swim,And in the bathroom mirror I see me vomit in the sink,And all through the house we hear the hyena’s hymns,Nick Cave & The Bad Seeds,2016
Magento,Skeleton Tree,And in the bathroom mirror I see me vomit in the sink,And all through the house we hear the hyena’s hymns,,Nick Cave & The Bad Seeds,2016
Magento,Skeleton Tree,And all through the house we hear the hyena’s hymns,,Of love I love you love I love you love I laugh you laugh,Nick Cave & The Bad Seeds,2016
Magento,Skeleton Tree,,Of love I love you love I love you love I laugh you laugh,I move you move you move and one more time with feeling,Nick Cave & The Bad Seeds,2016
Magento,Skeleton Tree,Of love I love you love I love you love I laugh you laugh,I move you move you move and one more time with feeling,I love you love I laugh you laugh we saw each other in half,Nick Cave & The Bad Seeds,2016
Magento,Skeleton Tree,I move you move you move and one more time with feeling,I love you love I laugh you laugh we saw each other in half,And all the stars are splashed and splattered across the ceiling,Nick Cave & The Bad Seeds,2016
Magento,Skeleton Tree,I love you love I laugh you laugh we saw each other in half,And all the stars are splashed and splattered across the ceiling,,Nick Cave & The Bad Seeds,2016
Anthrocene,Skeleton Tree,,Oh the fine wind is gone,And this sweet world is so much older,Nick Cave & The Bad Seeds,2016
Anthrocene,Skeleton Tree,Oh the fine wind is gone,And this sweet world is so much older,The animals pull the night around their shoulders,Nick Cave & The Bad Seeds,2016
Anthrocene,Skeleton Tree,And this sweet world is so much older,The animals pull the night around their shoulders,The flowers fall to their naked knees,Nick Cave & The Bad Seeds,2016
Anthrocene,Skeleton Tree,The animals pull the night around their shoulders,The flowers fall to their naked knees,Here I come now! Here I come!,Nick Cave & The Bad Seeds,2016
Anthrocene,Skeleton Tree,The flowers fall to their naked knees,Here I come now! Here I come!,I hear you’ve been out there looking for something to love,Nick Cave & The Bad Seeds,2016
Anthrocene,Skeleton Tree,Here I come now! Here I come!,I hear you’ve been out there looking for something to love,There’s a dark force that shifts at the edge of the trees,Nick Cave & The Bad Seeds,2016
Anthrocene,Skeleton Tree,I hear you’ve been out there looking for something to love,There’s a dark force that shifts at the edge of the trees,It’s all right! It’s all right!,Nick Cave & The Bad Seeds,2016
Anthrocene,Skeleton Tree,There’s a dark force that shifts at the edge of the trees,It’s all right! It’s all right!,"Well, you’ve turned so long and lovely it’s hard to believe",Nick Cave & The Bad Seeds,2016
Anthrocene,Skeleton Tree,It’s all right! It’s all right!,"Well, you’ve turned so long and lovely it’s hard to believe",That we’re falling now in the name of the Anthrocene,Nick Cave & The Bad Seeds,2016
Anthrocene,Skeleton Tree,"Well, you’ve turned so long and lovely it’s hard to believe",That we’re falling now in the name of the Anthrocene,"O the things we love we love we love, we lose",Nick Cave & The Bad Seeds,2016
Anthrocene,Skeleton Tree,That we’re falling now in the name of the Anthrocene,"O the things we love we love we love, we lose",It’s our bodies that fall when we’re trying to rise,Nick Cave & The Bad Seeds,2016
Anthrocene,Skeleton Tree,"O the things we love we love we love, we lose",It’s our bodies that fall when we’re trying to rise,I hear you’ve been out looking for something to love,Nick Cave & The Bad Seeds,2016
Anthrocene,Skeleton Tree,It’s our bodies that fall when we’re trying to rise,I hear you’ve been out looking for something to love,Sit down beside me and I’ll name it for you,Nick Cave & The Bad Seeds,2016
Anthrocene,Skeleton Tree,I hear you’ve been out looking for something to love,Sit down beside me and I’ll name it for you,Behold! Behold the heaven-bound seas!,Nick Cave & The Bad Seeds,2016
Anthrocene,Skeleton Tree,Sit down beside me and I’ll name it for you,Behold! Behold the heaven-bound seas!,The wind casts its shadow and it moves through the trees,Nick Cave & The Bad Seeds,2016
Anthrocene,Skeleton Tree,Behold! Behold the heaven-bound seas!,The wind casts its shadow and it moves through the trees,Behold the animals and the birds and the sky entire,Nick Cave & The Bad Seeds,2016
Anthrocene,Skeleton Tree,The wind casts its shadow and it moves through the trees,Behold the animals and the birds and the sky entire,I hear you’ve been out there looking for something to set on fire,Nick Cave & The Bad Seeds,2016
Anthrocene,Skeleton Tree,Behold the animals and the birds and the sky entire,I hear you’ve been out there looking for something to set on fire,The head-bowed children fall to their knees,Nick Cave & The Bad Seeds,2016
Anthrocene,Skeleton Tree,I hear you’ve been out there looking for something to set on fire,The head-bowed children fall to their knees,Humbled in the age of the Anthrocene,Nick Cave & The Bad Seeds,2016
Anthrocene,Skeleton Tree,The head-bowed children fall to their knees,Humbled in the age of the Anthrocene,"Here they come now! Here they come, pulling you away",Nick Cave & The Bad Seeds,2016
Anthrocene,Skeleton Tree,Humbled in the age of the Anthrocene,"Here they come now! Here they come, pulling you away",There are powers at play more forceful than we,Nick Cave & The Bad Seeds,2016
Anthrocene,Skeleton Tree,"Here they come now! Here they come, pulling you away",There are powers at play more forceful than we,Come over here and sit down and say a short prayer,Nick Cave & The Bad Seeds,2016
Anthrocene,Skeleton Tree,There are powers at play more forceful than we,Come over here and sit down and say a short prayer,A prayer to the air! To the air that we breathe!,Nick Cave & The Bad Seeds,2016
Anthrocene,Skeleton Tree,Come over here and sit down and say a short prayer,A prayer to the air! To the air that we breathe!,And the astonishing rise of the Anthrocene,Nick Cave & The Bad Seeds,2016
Anthrocene,Skeleton Tree,A prayer to the air! To the air that we breathe!,And the astonishing rise of the Anthrocene,Come on now! Come on now!,Nick Cave & The Bad Seeds,2016
Anthrocene,Skeleton Tree,And the astonishing rise of the Anthrocene,Come on now! Come on now!,Hold your breath while you say,Nick Cave & The Bad Seeds,2016
Anthrocene,Skeleton Tree,Come on now! Come on now!,Hold your breath while you say,It’s a long way back and I’m begging you please,Nick Cave & The Bad Seeds,2016
Anthrocene,Skeleton Tree,Hold your breath while you say,It’s a long way back and I’m begging you please,To come home now. Come home now,Nick Cave & The Bad Seeds,2016
Anthrocene,Skeleton Tree,It’s a long way back and I’m begging you please,To come home now. Come home now,I heard you’ve been out looking for something to love,Nick Cave & The Bad Seeds,2016
Anthrocene,Skeleton Tree,To come home now. Come home now,I heard you’ve been out looking for something to love,"Close your eyes, little world, and brace yourself.",Nick Cave & The Bad Seeds,2016
Anthrocene,Skeleton Tree,I heard you’ve been out looking for something to love,"Close your eyes, little world, and brace yourself.",,Nick Cave & The Bad Seeds,2016
I Need You,Skeleton Tree,,When you’re feeling like a lover,Nothing really matters anymore,Nick Cave & The Bad Seeds,2016
I Need You,Skeleton Tree,When you’re feeling like a lover,Nothing really matters anymore,I saw you standing there,Nick Cave & The Bad Seeds,2016
I Need You,Skeleton Tree,Nothing really matters anymore,I saw you standing there,In the supermarket,Nick Cave & The Bad Seeds,2016
I Need You,Skeleton Tree,I saw you standing there,In the supermarket,With your red dress falling,Nick Cave & The Bad Seeds,2016
I Need You,Skeleton Tree,In the supermarket,With your red dress falling,And your eyes to the ground,Nick Cave & The Bad Seeds,2016
I Need You,Skeleton Tree,With your red dress falling,And your eyes to the ground,Nothing really matters,Nick Cave & The Bad Seeds,2016
I Need You,Skeleton Tree,And your eyes to the ground,Nothing really matters,Nothing really matters,Nick Cave & The Bad Seeds,2016
I Need You,Skeleton Tree,Nothing really matters,Nothing really matters,When the one you love is gone,Nick Cave & The Bad Seeds,2016
I Need You,Skeleton Tree,Nothing really matters,When the one you love is gone,It’s still in me,Nick Cave & The Bad Seeds,2016
I Need You,Skeleton Tree,When the one you love is gone,It’s still in me,Baby I need you,Nick Cave & The Bad Seeds,2016
I Need You,Skeleton Tree,It’s still in me,Baby I need you,In my heart,Nick Cave & The Bad Seeds,2016
I Need You,Skeleton Tree,Baby I need you,In my heart,I need you,Nick Cave & The Bad Seeds,2016
I Need You,Skeleton Tree,In my heart,I need you,Cause nothing really matters,Nick Cave & The Bad Seeds,2016
I Need You,Skeleton Tree,I need you,Cause nothing really matters,I’m standing in the doorway,Nick Cave & The Bad Seeds,2016
I Need You,Skeleton Tree,Cause nothing really matters,I’m standing in the doorway,You’re walking round to my place,Nick Cave & The Bad Seeds,2016
I Need You,Skeleton Tree,I’m standing in the doorway,You’re walking round to my place,In your red dress,Nick Cave & The Bad Seeds,2016
I Need You,Skeleton Tree,You’re walking round to my place,In your red dress,Hair hanging down,Nick Cave & The Bad Seeds,2016
I Need You,Skeleton Tree,In your red dress,Hair hanging down,With your eyes on the one,Nick Cave & The Bad Seeds,2016
I Need You,Skeleton Tree,Hair hanging down,With your eyes on the one,We love the ones we can,Nick Cave & The Bad Seeds,2016
I Need You,Skeleton Tree,With your eyes on the one,We love the ones we can,Cause nothing really matters,Nick Cave & The Bad Seeds,2016
I Need You,Skeleton Tree,We love the ones we can,Cause nothing really matters,When you’re standing,Nick Cave & The Bad Seeds,2016
I Need You,Skeleton Tree,Cause nothing really matters,When you’re standing,Standing,Nick Cave & The Bad Seeds,2016
I Need You,Skeleton Tree,When you’re standing,Standing,I need you,Nick Cave & The Bad Seeds,2016
I Need You,Skeleton Tree,Standing,I need you,I need you,Nick Cave & The Bad Seeds,2016
I Need You,Skeleton Tree,I need you,I need you,Cause nothing really matters,Nick Cave & The Bad Seeds,2016
I Need You,Skeleton Tree,I need you,Cause nothing really matters,We followed the lines,Nick Cave & The Bad Seeds,2016
I Need You,Skeleton Tree,Cause nothing really matters,We followed the lines,In the palms of our hands,Nick Cave & The Bad Seeds,2016
I Need You,Skeleton Tree,We followed the lines,In the palms of our hands,You’re standing in the supermarket,Nick Cave & The Bad Seeds,2016
I Need You,Skeleton Tree,In the palms of our hands,You’re standing in the supermarket,Holding hands,Nick Cave & The Bad Seeds,2016
I Need You,Skeleton Tree,You’re standing in the supermarket,Holding hands,In you red dress falling,Nick Cave & The Bad Seeds,2016
I Need You,Skeleton Tree,Holding hands,In you red dress falling,Falling in,Nick Cave & The Bad Seeds,2016
I Need You,Skeleton Tree,In you red dress falling,Falling in,Falling in,Nick Cave & The Bad Seeds,2016
I Need You,Skeleton Tree,Falling in,Falling in,And the long black cars waiting round,Nick Cave & The Bad Seeds,2016
