song,album,prev,lyric,next,artist,year
Loverman,Let Love In,There’s a devil waiting outside your door,,Loverman! Since the world began,Nick Cave & The Bad Seeds,1994
Loverman,Let Love In,,Loverman! Since the world began,"Forever, Amen till the end of time",Nick Cave & The Bad Seeds,1994
Loverman,Let Love In,Loverman! Since the world began,"Forever, Amen till the end of time",Take off that dress I’m coming down,Nick Cave & The Bad Seeds,1994
Loverman,Let Love In,"Forever, Amen till the end of time",Take off that dress I’m coming down,I’m your loverman,Nick Cave & The Bad Seeds,1994
Loverman,Let Love In,Take off that dress I’m coming down,I’m your loverman,Cause I am what I am what I am what I am,Nick Cave & The Bad Seeds,1994
Loverman,Let Love In,I’m your loverman,Cause I am what I am what I am what I am,,Nick Cave & The Bad Seeds,1994
Loverman,Let Love In,Cause I am what I am what I am what I am,,"L is for LOVE, baby",Nick Cave & The Bad Seeds,1994
Loverman,Let Love In,,"L is for LOVE, baby",O is for ONLY you that I do,Nick Cave & The Bad Seeds,1994
Loverman,Let Love In,"L is for LOVE, baby",O is for ONLY you that I do,V is for loving VIRTUALLY everything that you are,Nick Cave & The Bad Seeds,1994
Loverman,Let Love In,O is for ONLY you that I do,V is for loving VIRTUALLY everything that you are,E is for loving almost EVERYTHING that you do,Nick Cave & The Bad Seeds,1994
Loverman,Let Love In,V is for loving VIRTUALLY everything that you are,E is for loving almost EVERYTHING that you do,R is for RAPE me,Nick Cave & The Bad Seeds,1994
Loverman,Let Love In,E is for loving almost EVERYTHING that you do,R is for RAPE me,M is for MURDER me,Nick Cave & The Bad Seeds,1994
Loverman,Let Love In,R is for RAPE me,M is for MURDER me,A is for ANSWERING all of my prayers,Nick Cave & The Bad Seeds,1994
Loverman,Let Love In,M is for MURDER me,A is for ANSWERING all of my prayers,N is for KNOWING your loverman’s going to be the answer to all of yours,Nick Cave & The Bad Seeds,1994
Loverman,Let Love In,A is for ANSWERING all of my prayers,N is for KNOWING your loverman’s going to be the answer to all of yours,,Nick Cave & The Bad Seeds,1994
Loverman,Let Love In,N is for KNOWING your loverman’s going to be the answer to all of yours,,I’ll be your Loverman! Till the bitter end,Nick Cave & The Bad Seeds,1994
Loverman,Let Love In,,I’ll be your Loverman! Till the bitter end,While empires burn down,Nick Cave & The Bad Seeds,1994
Loverman,Let Love In,I’ll be your Loverman! Till the bitter end,While empires burn down,Forever and ever and ever and ever,Nick Cave & The Bad Seeds,1994
Loverman,Let Love In,While empires burn down,Forever and ever and ever and ever,Amen I’m your Loverman,Nick Cave & The Bad Seeds,1994
Loverman,Let Love In,Forever and ever and ever and ever,Amen I’m your Loverman,"So help me, baby So help me",Nick Cave & The Bad Seeds,1994
Loverman,Let Love In,Amen I’m your Loverman,"So help me, baby So help me",Cause I am what I am what I am what I am,Nick Cave & The Bad Seeds,1994
Loverman,Let Love In,"So help me, baby So help me",Cause I am what I am what I am what I am,I’m your Loverman!,Nick Cave & The Bad Seeds,1994
Loverman,Let Love In,Cause I am what I am what I am what I am,I’m your Loverman!,,Nick Cave & The Bad Seeds,1994
Loverman,Let Love In,I’m your Loverman!,,There’s a devil crawling along your floor,Nick Cave & The Bad Seeds,1994
Loverman,Let Love In,,There’s a devil crawling along your floor,"With a trembling heart, he’s coming through your door",Nick Cave & The Bad Seeds,1994
Loverman,Let Love In,There’s a devil crawling along your floor,"With a trembling heart, he’s coming through your door",With his straining sex in his jumping paw,Nick Cave & The Bad Seeds,1994
Loverman,Let Love In,"With a trembling heart, he’s coming through your door",With his straining sex in his jumping paw,There’s a devil crawling along your floor,Nick Cave & The Bad Seeds,1994
Loverman,Let Love In,With his straining sex in his jumping paw,There’s a devil crawling along your floor,And he’s old and he’s stupid and he’s hungry and he’s sore,Nick Cave & The Bad Seeds,1994
Loverman,Let Love In,There’s a devil crawling along your floor,And he’s old and he’s stupid and he’s hungry and he’s sore,And he’s blind and he’s lame and he’s dirty and he’s poor,Nick Cave & The Bad Seeds,1994
Loverman,Let Love In,And he’s old and he’s stupid and he’s hungry and he’s sore,And he’s blind and he’s lame and he’s dirty and he’s poor,There’s a devil crawling along your floor,Nick Cave & The Bad Seeds,1994
Loverman,Let Love In,And he’s blind and he’s lame and he’s dirty and he’s poor,There’s a devil crawling along your floor,,Nick Cave & The Bad Seeds,1994
Loverman,Let Love In,There’s a devil crawling along your floor,,Loverman! Here I stand,Nick Cave & The Bad Seeds,1994
Loverman,Let Love In,,Loverman! Here I stand,"Forever, Amen",Nick Cave & The Bad Seeds,1994
Loverman,Let Love In,Loverman! Here I stand,"Forever, Amen",Cause I am what I am what I am what I am,Nick Cave & The Bad Seeds,1994
Loverman,Let Love In,"Forever, Amen",Cause I am what I am what I am what I am,"Forgive me, baby my hands are tied",Nick Cave & The Bad Seeds,1994
Loverman,Let Love In,Cause I am what I am what I am what I am,"Forgive me, baby my hands are tied",And I got no choice,Nick Cave & The Bad Seeds,1994
Loverman,Let Love In,"Forgive me, baby my hands are tied",And I got no choice,"No, I got no choice at all",Nick Cave & The Bad Seeds,1994
Loverman,Let Love In,And I got no choice,"No, I got no choice at all",,Nick Cave & The Bad Seeds,1994
Loverman,Let Love In,"No, I got no choice at all",,I’ll say it again,Nick Cave & The Bad Seeds,1994
Loverman,Let Love In,,I’ll say it again,"L is for LOVE, baby",Nick Cave & The Bad Seeds,1994
Loverman,Let Love In,I’ll say it again,"L is for LOVE, baby",O is for O yes I do,Nick Cave & The Bad Seeds,1994
Loverman,Let Love In,"L is for LOVE, baby",O is for O yes I do,"V is for loving VIRTUE, so I ain’t gonna hurt you",Nick Cave & The Bad Seeds,1994
Loverman,Let Love In,O is for O yes I do,"V is for loving VIRTUE, so I ain’t gonna hurt you",E is for EVEN if you want me to,Nick Cave & The Bad Seeds,1994
Loverman,Let Love In,"V is for loving VIRTUE, so I ain’t gonna hurt you",E is for EVEN if you want me to,"R is for RENDER unto me, baby",Nick Cave & The Bad Seeds,1994
Loverman,Let Love In,E is for EVEN if you want me to,"R is for RENDER unto me, baby",M is for that which is MINE,Nick Cave & The Bad Seeds,1994
Loverman,Let Love In,"R is for RENDER unto me, baby",M is for that which is MINE,"A is for ANY old how, darling",Nick Cave & The Bad Seeds,1994
Loverman,Let Love In,M is for that which is MINE,"A is for ANY old how, darling",N is for ANY old time,Nick Cave & The Bad Seeds,1994
Loverman,Let Love In,"A is for ANY old how, darling",N is for ANY old time,,Nick Cave & The Bad Seeds,1994
Loverman,Let Love In,N is for ANY old time,,I’ll be your Loverman! I got a masterplan,Nick Cave & The Bad Seeds,1994
Loverman,Let Love In,,I’ll be your Loverman! I got a masterplan,To take off your dress,Nick Cave & The Bad Seeds,1994
Loverman,Let Love In,I’ll be your Loverman! I got a masterplan,To take off your dress,And be your man,Nick Cave & The Bad Seeds,1994
Loverman,Let Love In,To take off your dress,And be your man,Seize the throne,Nick Cave & The Bad Seeds,1994
Loverman,Let Love In,And be your man,Seize the throne,Seize the mantle,Nick Cave & The Bad Seeds,1994
Loverman,Let Love In,Seize the throne,Seize the mantle,Seize the crown,Nick Cave & The Bad Seeds,1994
Loverman,Let Love In,Seize the mantle,Seize the crown,Cause I am what I am what I am what I am,Nick Cave & The Bad Seeds,1994
Loverman,Let Love In,Seize the crown,Cause I am what I am what I am what I am,I’m your Loverman!,Nick Cave & The Bad Seeds,1994
Loverman,Let Love In,Cause I am what I am what I am what I am,I’m your Loverman!,,Nick Cave & The Bad Seeds,1994
Loverman,Let Love In,I’m your Loverman!,,There’s a devil lying by your side,Nick Cave & The Bad Seeds,1994
Loverman,Let Love In,,There’s a devil lying by your side,You might think he’s asleep but take a look at his eyes,Nick Cave & The Bad Seeds,1994
Loverman,Let Love In,There’s a devil lying by your side,You might think he’s asleep but take a look at his eyes,"He wants you, darling, to be his bride",Nick Cave & The Bad Seeds,1994
Loverman,Let Love In,You might think he’s asleep but take a look at his eyes,"He wants you, darling, to be his bride",There’s a devil lying by your side,Nick Cave & The Bad Seeds,1994
Loverman,Let Love In,"He wants you, darling, to be his bride",There’s a devil lying by your side,,Nick Cave & The Bad Seeds,1994
Loverman,Let Love In,There’s a devil lying by your side,,Loverman! Loverman!,Nick Cave & The Bad Seeds,1994
Loverman,Let Love In,,Loverman! Loverman!,,Nick Cave & The Bad Seeds,1994
Jangling Jack,Let Love In,,Jangling Jack,Goes Yackety Yack,Nick Cave & The Bad Seeds,1994
Jangling Jack,Let Love In,Jangling Jack,Goes Yackety Yack,Visits the home of the brave,Nick Cave & The Bad Seeds,1994
Jangling Jack,Let Love In,Goes Yackety Yack,Visits the home of the brave,Hails a fat yellow cab,Nick Cave & The Bad Seeds,1994
Jangling Jack,Let Love In,Visits the home of the brave,Hails a fat yellow cab,Jack wanna celebrate,Nick Cave & The Bad Seeds,1994
Jangling Jack,Let Love In,Hails a fat yellow cab,Jack wanna celebrate,Jack wanna big drink,Nick Cave & The Bad Seeds,1994
Jangling Jack,Let Love In,Jack wanna celebrate,Jack wanna big drink,Driver drops him at a bar,Nick Cave & The Bad Seeds,1994
Jangling Jack,Let Love In,Jack wanna big drink,Driver drops him at a bar,Called the Rinky Dink,Nick Cave & The Bad Seeds,1994
Jangling Jack,Let Love In,Driver drops him at a bar,Called the Rinky Dink,Jack pushes through the door,Nick Cave & The Bad Seeds,1994
Jangling Jack,Let Love In,Called the Rinky Dink,Jack pushes through the door,And crosses the floor,Nick Cave & The Bad Seeds,1994
Jangling Jack,Let Love In,Jack pushes through the door,And crosses the floor,Tips his hat to a man,Nick Cave & The Bad Seeds,1994
Jangling Jack,Let Love In,And crosses the floor,Tips his hat to a man,Grinning in the corner,Nick Cave & The Bad Seeds,1994
Jangling Jack,Let Love In,Tips his hat to a man,Grinning in the corner,Going Do da do Do da do,Nick Cave & The Bad Seeds,1994
Jangling Jack,Let Love In,Grinning in the corner,Going Do da do Do da do,,Nick Cave & The Bad Seeds,1994
Jangling Jack,Let Love In,Going Do da do Do da do,,"Says, I’m Jangling Jack",Nick Cave & The Bad Seeds,1994
Jangling Jack,Let Love In,,"Says, I’m Jangling Jack",I go Do do do,Nick Cave & The Bad Seeds,1994
Jangling Jack,Let Love In,"Says, I’m Jangling Jack",I go Do do do,I wanna Rinky Dink Special,Nick Cave & The Bad Seeds,1994
Jangling Jack,Let Love In,I go Do do do,I wanna Rinky Dink Special,I wanna little umbrella too,Nick Cave & The Bad Seeds,1994
Jangling Jack,Let Love In,I wanna Rinky Dink Special,I wanna little umbrella too,Jack flops on his stool,Nick Cave & The Bad Seeds,1994
Jangling Jack,Let Love In,I wanna little umbrella too,Jack flops on his stool,Sees the grinning man laugh,Nick Cave & The Bad Seeds,1994
Jangling Jack,Let Love In,Jack flops on his stool,Sees the grinning man laugh,So Jack laughs back,Nick Cave & The Bad Seeds,1994
Jangling Jack,Let Love In,Sees the grinning man laugh,So Jack laughs back,Jack raises his glass,Nick Cave & The Bad Seeds,1994
Jangling Jack,Let Love In,So Jack laughs back,Jack raises his glass,"Says, God bless this country",Nick Cave & The Bad Seeds,1994
Jangling Jack,Let Love In,Jack raises his glass,"Says, God bless this country",And everything in it,Nick Cave & The Bad Seeds,1994
Jangling Jack,Let Love In,"Says, God bless this country",And everything in it,The losers and the winners,Nick Cave & The Bad Seeds,1994
Jangling Jack,Let Love In,And everything in it,The losers and the winners,The good guys and the sinners,Nick Cave & The Bad Seeds,1994
Jangling Jack,Let Love In,The losers and the winners,The good guys and the sinners,"The grinning man says, Buddy",Nick Cave & The Bad Seeds,1994
Jangling Jack,Let Love In,The good guys and the sinners,"The grinning man says, Buddy",It’s all Yackety Yack,Nick Cave & The Bad Seeds,1994
Jangling Jack,Let Love In,"The grinning man says, Buddy",It’s all Yackety Yack,Whips out a little black pistol,Nick Cave & The Bad Seeds,1994
Jangling Jack,Let Love In,It’s all Yackety Yack,Whips out a little black pistol,Shoots a bullet in Jack,Nick Cave & The Bad Seeds,1994
Jangling Jack,Let Love In,Whips out a little black pistol,Shoots a bullet in Jack,,Nick Cave & The Bad Seeds,1994
Jangling Jack,Let Love In,Shoots a bullet in Jack,,Jangling Jack,Nick Cave & The Bad Seeds,1994
Jangling Jack,Let Love In,,Jangling Jack,Do Da Do Do Da Do,Nick Cave & The Bad Seeds,1994
Jangling Jack,Let Love In,Jangling Jack,Do Da Do Do Da Do,Jangling Jack,Nick Cave & The Bad Seeds,1994
Jangling Jack,Let Love In,Do Da Do Do Da Do,Jangling Jack,How do you Do Da Do,Nick Cave & The Bad Seeds,1994
Jangling Jack,Let Love In,Jangling Jack,How do you Do Da Do,,Nick Cave & The Bad Seeds,1994
Jangling Jack,Let Love In,How do you Do Da Do,,Jangling Jack flies off his seat,Nick Cave & The Bad Seeds,1994
Jangling Jack,Let Love In,,Jangling Jack flies off his seat,Crashes through the floor,Nick Cave & The Bad Seeds,1994
Jangling Jack,Let Love In,Jangling Jack flies off his seat,Crashes through the floor,Lands in a heap on the street,Nick Cave & The Bad Seeds,1994
Jangling Jack,Let Love In,Crashes through the floor,Lands in a heap on the street,Hears his mother’s voice,Nick Cave & The Bad Seeds,1994
Jangling Jack,Let Love In,Lands in a heap on the street,Hears his mother’s voice,"Going, Do do do",Nick Cave & The Bad Seeds,1994
Jangling Jack,Let Love In,Hears his mother’s voice,"Going, Do do do",Jack is shouting,Nick Cave & The Bad Seeds,1994
Jangling Jack,Let Love In,"Going, Do do do",Jack is shouting,Mummy is that you?,Nick Cave & The Bad Seeds,1994
Jangling Jack,Let Love In,Jack is shouting,Mummy is that you?,He sees the berserk city,Nick Cave & The Bad Seeds,1994
Jangling Jack,Let Love In,Mummy is that you?,He sees the berserk city,Sees the dead stacked in piles,Nick Cave & The Bad Seeds,1994
Jangling Jack,Let Love In,He sees the berserk city,Sees the dead stacked in piles,Sees the screaming crowd,Nick Cave & The Bad Seeds,1994
Jangling Jack,Let Love In,Sees the dead stacked in piles,Sees the screaming crowd,"Screams, Where in hell am I?",Nick Cave & The Bad Seeds,1994
Jangling Jack,Let Love In,Sees the screaming crowd,"Screams, Where in hell am I?",Going Do da do Going Do da do,Nick Cave & The Bad Seeds,1994
Jangling Jack,Let Love In,"Screams, Where in hell am I?",Going Do da do Going Do da do,,Nick Cave & The Bad Seeds,1994
Jangling Jack,Let Love In,Going Do da do Going Do da do,,Well Jangling Jack,Nick Cave & The Bad Seeds,1994
Jangling Jack,Let Love In,,Well Jangling Jack,As a matter of fact,Nick Cave & The Bad Seeds,1994
Jangling Jack,Let Love In,Well Jangling Jack,As a matter of fact,Crawls though the crowd,Nick Cave & The Bad Seeds,1994
Jangling Jack,Let Love In,As a matter of fact,Crawls though the crowd,Back into the bar,Nick Cave & The Bad Seeds,1994
Jangling Jack,Let Love In,Crawls though the crowd,Back into the bar,Jack crawls to his stool,Nick Cave & The Bad Seeds,1994
Jangling Jack,Let Love In,Back into the bar,Jack crawls to his stool,Jack drags himself up,Nick Cave & The Bad Seeds,1994
Jangling Jack,Let Love In,Jack crawls to his stool,Jack drags himself up,Falls back down on his arse,Nick Cave & The Bad Seeds,1994
Jangling Jack,Let Love In,Jack drags himself up,Falls back down on his arse,In a puddle of blood,Nick Cave & The Bad Seeds,1994
Jangling Jack,Let Love In,Falls back down on his arse,In a puddle of blood,Going Goodbye Mummy,Nick Cave & The Bad Seeds,1994
Jangling Jack,Let Love In,In a puddle of blood,Going Goodbye Mummy,Goodbye Goodbye,Nick Cave & The Bad Seeds,1994
Jangling Jack,Let Love In,Going Goodbye Mummy,Goodbye Goodbye,Jack doubles over,Nick Cave & The Bad Seeds,1994
Jangling Jack,Let Love In,Goodbye Goodbye,Jack doubles over,And he vomits and dies,Nick Cave & The Bad Seeds,1994
Jangling Jack,Let Love In,Jack doubles over,And he vomits and dies,Going Do da do Going Do do do,Nick Cave & The Bad Seeds,1994
Jangling Jack,Let Love In,And he vomits and dies,Going Do da do Going Do do do,,Nick Cave & The Bad Seeds,1994
Red Right Hand,Let Love In,,Take a little walk to the edge of town,Go across the tracks,Nick Cave & The Bad Seeds,1994
Red Right Hand,Let Love In,Take a little walk to the edge of town,Go across the tracks,"Where the viaduct looms,",Nick Cave & The Bad Seeds,1994
Red Right Hand,Let Love In,Go across the tracks,"Where the viaduct looms,",Like a bird of doom,Nick Cave & The Bad Seeds,1994
Red Right Hand,Let Love In,"Where the viaduct looms,",Like a bird of doom,As it shifts and cracks,Nick Cave & The Bad Seeds,1994
