song,album,prev,lyric,next,artist,year
Carnage,Carnage,And I hope to see you again,,A rain deer frozen in the headlights,Nick Cave & Warren Ellis,2021
Carnage,Carnage,,A rain deer frozen in the headlights,Steps back into the woods,Nick Cave & Warren Ellis,2021
Carnage,Carnage,A rain deer frozen in the headlights,Steps back into the woods,My heart it is an open road,Nick Cave & Warren Ellis,2021
Carnage,Carnage,Steps back into the woods,My heart it is an open road,Where we ran away for good,Nick Cave & Warren Ellis,2021
Carnage,Carnage,My heart it is an open road,Where we ran away for good,Look over there! Look over there!,Nick Cave & Warren Ellis,2021
Carnage,Carnage,Where we ran away for good,Look over there! Look over there!,"The sun, a barefoot child with fire in his hair",Nick Cave & Warren Ellis,2021
Carnage,Carnage,Look over there! Look over there!,"The sun, a barefoot child with fire in his hair",And then a sudden sun explodes!,Nick Cave & Warren Ellis,2021
Carnage,Carnage,"The sun, a barefoot child with fire in his hair",And then a sudden sun explodes!,"It was you, it was you and only you",Nick Cave & Warren Ellis,2021
Carnage,Carnage,And then a sudden sun explodes!,"It was you, it was you and only you",And it’s only love,Nick Cave & Warren Ellis,2021
Carnage,Carnage,"It was you, it was you and only you",And it’s only love,Driving through the rain,Nick Cave & Warren Ellis,2021
Carnage,Carnage,And it’s only love,Driving through the rain,Rolling down the mountains,Nick Cave & Warren Ellis,2021
Carnage,Carnage,Driving through the rain,Rolling down the mountains,Like a train,Nick Cave & Warren Ellis,2021
Carnage,Carnage,Rolling down the mountains,Like a train,It’s only love,Nick Cave & Warren Ellis,2021
Carnage,Carnage,Like a train,It’s only love,And it comes on like a train,Nick Cave & Warren Ellis,2021
Carnage,Carnage,It’s only love,And it comes on like a train,Rolling down the mountains,Nick Cave & Warren Ellis,2021
Carnage,Carnage,And it comes on like a train,Rolling down the mountains,In the rain,Nick Cave & Warren Ellis,2021
Carnage,Carnage,Rolling down the mountains,In the rain,,Nick Cave & Warren Ellis,2021
White Elephant,Carnage,,The white hunter sits on his porch,With his elephant gun and his tears,Nick Cave & Warren Ellis,2021
White Elephant,Carnage,The white hunter sits on his porch,With his elephant gun and his tears,He’ll shoot you for free,Nick Cave & Warren Ellis,2021
White Elephant,Carnage,With his elephant gun and his tears,He’ll shoot you for free,If you come around here,Nick Cave & Warren Ellis,2021
White Elephant,Carnage,He’ll shoot you for free,If you come around here,A protester kneels on the neck of a statue,Nick Cave & Warren Ellis,2021
White Elephant,Carnage,If you come around here,A protester kneels on the neck of a statue,The statue says I can’t breathe,Nick Cave & Warren Ellis,2021
White Elephant,Carnage,A protester kneels on the neck of a statue,The statue says I can’t breathe,The protester says now you know how it feels,Nick Cave & Warren Ellis,2021
White Elephant,Carnage,The statue says I can’t breathe,The protester says now you know how it feels,And kicks it into the sea,Nick Cave & Warren Ellis,2021
White Elephant,Carnage,The protester says now you know how it feels,And kicks it into the sea,,Nick Cave & Warren Ellis,2021
White Elephant,Carnage,And kicks it into the sea,,I am a Botticelli Venus with a penis,Nick Cave & Warren Ellis,2021
White Elephant,Carnage,,I am a Botticelli Venus with a penis,Riding an enormous scalloped fan,Nick Cave & Warren Ellis,2021
White Elephant,Carnage,I am a Botticelli Venus with a penis,Riding an enormous scalloped fan,I’m a sea foam woman rising from the spray,Nick Cave & Warren Ellis,2021
White Elephant,Carnage,Riding an enormous scalloped fan,I’m a sea foam woman rising from the spray,I’m coming to do you harm,Nick Cave & Warren Ellis,2021
White Elephant,Carnage,I’m a sea foam woman rising from the spray,I’m coming to do you harm,With the gun in my pants full of elephant tears,Nick Cave & Warren Ellis,2021
White Elephant,Carnage,I’m coming to do you harm,With the gun in my pants full of elephant tears,And a seahorse on each arm,Nick Cave & Warren Ellis,2021
White Elephant,Carnage,With the gun in my pants full of elephant tears,And a seahorse on each arm,With my elephant gun of tears,Nick Cave & Warren Ellis,2021
White Elephant,Carnage,And a seahorse on each arm,With my elephant gun of tears,I’ll shoot you all for free,Nick Cave & Warren Ellis,2021
White Elephant,Carnage,With my elephant gun of tears,I’ll shoot you all for free,If you even think about coming round here,Nick Cave & Warren Ellis,2021
White Elephant,Carnage,I’ll shoot you all for free,If you even think about coming round here,I’ll shoot you in the fucking face,Nick Cave & Warren Ellis,2021
White Elephant,Carnage,If you even think about coming round here,I’ll shoot you in the fucking face,If you think of coming around here,Nick Cave & Warren Ellis,2021
White Elephant,Carnage,I’ll shoot you in the fucking face,If you think of coming around here,,Nick Cave & Warren Ellis,2021
White Elephant,Carnage,If you think of coming around here,,I’m an ice sculpture melting in the sun,Nick Cave & Warren Ellis,2021
White Elephant,Carnage,,I’m an ice sculpture melting in the sun,I’m an ice sculpture with an elephant gun,Nick Cave & Warren Ellis,2021
White Elephant,Carnage,I’m an ice sculpture melting in the sun,I’m an ice sculpture with an elephant gun,I’m an ice sculpture made of elephant-sized tears,Nick Cave & Warren Ellis,2021
White Elephant,Carnage,I’m an ice sculpture with an elephant gun,I’m an ice sculpture made of elephant-sized tears,Raining gas and salt upon your heads,Nick Cave & Warren Ellis,2021
White Elephant,Carnage,I’m an ice sculpture made of elephant-sized tears,Raining gas and salt upon your heads,The president has called in the Feds,Nick Cave & Warren Ellis,2021
White Elephant,Carnage,Raining gas and salt upon your heads,The president has called in the Feds,I’ve been planning this for years,Nick Cave & Warren Ellis,2021
White Elephant,Carnage,The president has called in the Feds,I’ve been planning this for years,I’ll shoot you in the fucking face,Nick Cave & Warren Ellis,2021
White Elephant,Carnage,I’ve been planning this for years,I’ll shoot you in the fucking face,If you think of coming around here,Nick Cave & Warren Ellis,2021
White Elephant,Carnage,I’ll shoot you in the fucking face,If you think of coming around here,I’ll shoot you for just for fun,Nick Cave & Warren Ellis,2021
White Elephant,Carnage,If you think of coming around here,I’ll shoot you for just for fun,"I’m a statue lying on my side, in the sun",Nick Cave & Warren Ellis,2021
White Elephant,Carnage,I’ll shoot you for just for fun,"I’m a statue lying on my side, in the sun",With the memory of an elephant,Nick Cave & Warren Ellis,2021
White Elephant,Carnage,"I’m a statue lying on my side, in the sun",With the memory of an elephant,Evaporating before your eyes,Nick Cave & Warren Ellis,2021
White Elephant,Carnage,With the memory of an elephant,Evaporating before your eyes,Becoming a great grey cloud of wrath,Nick Cave & Warren Ellis,2021
White Elephant,Carnage,Evaporating before your eyes,Becoming a great grey cloud of wrath,Roaring my salt upon the earth,Nick Cave & Warren Ellis,2021
White Elephant,Carnage,Becoming a great grey cloud of wrath,Roaring my salt upon the earth,I will shoot you all for free,Nick Cave & Warren Ellis,2021
White Elephant,Carnage,Roaring my salt upon the earth,I will shoot you all for free,If you so much as look at me,Nick Cave & Warren Ellis,2021
White Elephant,Carnage,I will shoot you all for free,If you so much as look at me,,Nick Cave & Warren Ellis,2021
White Elephant,Carnage,If you so much as look at me,,A time is coming,Nick Cave & Warren Ellis,2021
White Elephant,Carnage,,A time is coming,A time is nigh,Nick Cave & Warren Ellis,2021
White Elephant,Carnage,A time is coming,A time is nigh,For the kingdom,Nick Cave & Warren Ellis,2021
White Elephant,Carnage,A time is nigh,For the kingdom,In the sky,Nick Cave & Warren Ellis,2021
White Elephant,Carnage,For the kingdom,In the sky,,Nick Cave & Warren Ellis,2021
White Elephant,Carnage,In the sky,,Don’t ask who,Nick Cave & Warren Ellis,2021
White Elephant,Carnage,,Don’t ask who,Don’t ask why,Nick Cave & Warren Ellis,2021
White Elephant,Carnage,Don’t ask who,Don’t ask why,There’s a kingdom in the sky,Nick Cave & Warren Ellis,2021
White Elephant,Carnage,Don’t ask why,There’s a kingdom in the sky,We’re all coming home,Nick Cave & Warren Ellis,2021
White Elephant,Carnage,There’s a kingdom in the sky,We’re all coming home,For a while,Nick Cave & Warren Ellis,2021
White Elephant,Carnage,We’re all coming home,For a while,,Nick Cave & Warren Ellis,2021
White Elephant,Carnage,For a while,,A time is coming,Nick Cave & Warren Ellis,2021
White Elephant,Carnage,,A time is coming,A time is nigh,Nick Cave & Warren Ellis,2021
White Elephant,Carnage,A time is coming,A time is nigh,For the kingdom in the sky,Nick Cave & Warren Ellis,2021
White Elephant,Carnage,A time is nigh,For the kingdom in the sky,We’re all coming home,Nick Cave & Warren Ellis,2021
White Elephant,Carnage,For the kingdom in the sky,We’re all coming home,For a while,Nick Cave & Warren Ellis,2021
White Elephant,Carnage,We’re all coming home,For a while,,Nick Cave & Warren Ellis,2021
White Elephant,Carnage,For a while,,A time is coming,Nick Cave & Warren Ellis,2021
White Elephant,Carnage,,A time is coming,A time is nigh,Nick Cave & Warren Ellis,2021
White Elephant,Carnage,A time is coming,A time is nigh,For the kingdom in the sky,Nick Cave & Warren Ellis,2021
White Elephant,Carnage,A time is nigh,For the kingdom in the sky,We’re all coming home,Nick Cave & Warren Ellis,2021
White Elephant,Carnage,For the kingdom in the sky,We’re all coming home,In a while,Nick Cave & Warren Ellis,2021
White Elephant,Carnage,We’re all coming home,In a while,,Nick Cave & Warren Ellis,2021
White Elephant,Carnage,In a while,,For Thomas H,Nick Cave & Warren Ellis,2021
White Elephant,Carnage,,For Thomas H,,Nick Cave & Warren Ellis,2021
Albuquerque,Carnage,,"This morning crawls towards us, darling",With a memory in its paws,Nick Cave & Warren Ellis,2021
Albuquerque,Carnage,"This morning crawls towards us, darling",With a memory in its paws,A child swims between two boats,Nick Cave & Warren Ellis,2021
Albuquerque,Carnage,With a memory in its paws,A child swims between two boats,"Her mother waving from the shore, darling",Nick Cave & Warren Ellis,2021
Albuquerque,Carnage,A child swims between two boats,"Her mother waving from the shore, darling",And we won’t get to Amsterdam,Nick Cave & Warren Ellis,2021
Albuquerque,Carnage,"Her mother waving from the shore, darling",And we won’t get to Amsterdam,"Or that lake in Africa, darling",Nick Cave & Warren Ellis,2021
Albuquerque,Carnage,And we won’t get to Amsterdam,"Or that lake in Africa, darling",And we won’t get to anywhere,Nick Cave & Warren Ellis,2021
Albuquerque,Carnage,"Or that lake in Africa, darling",And we won’t get to anywhere,"Anytime this year, darling",Nick Cave & Warren Ellis,2021
Albuquerque,Carnage,And we won’t get to anywhere,"Anytime this year, darling",,Nick Cave & Warren Ellis,2021
Albuquerque,Carnage,"Anytime this year, darling",,"And we won’t get to anywhere, darling",Nick Cave & Warren Ellis,2021
Albuquerque,Carnage,,"And we won’t get to anywhere, darling",Anytime this year,Nick Cave & Warren Ellis,2021
Albuquerque,Carnage,"And we won’t get to anywhere, darling",Anytime this year,"And we won’t get to anywhere, baby",Nick Cave & Warren Ellis,2021
Albuquerque,Carnage,Anytime this year,"And we won’t get to anywhere, baby",Unless I dream you there,Nick Cave & Warren Ellis,2021
Albuquerque,Carnage,"And we won’t get to anywhere, baby",Unless I dream you there,"And we won’t get to anywhere, darling",Nick Cave & Warren Ellis,2021
Albuquerque,Carnage,Unless I dream you there,"And we won’t get to anywhere, darling",Anytime this year,Nick Cave & Warren Ellis,2021
Albuquerque,Carnage,"And we won’t get to anywhere, darling",Anytime this year,"And we won’t get to anywhere, baby",Nick Cave & Warren Ellis,2021
Albuquerque,Carnage,Anytime this year,"And we won’t get to anywhere, baby",Unless you take me there,Nick Cave & Warren Ellis,2021
Albuquerque,Carnage,"And we won’t get to anywhere, baby",Unless you take me there,And we won’t get to Albuquerque,Nick Cave & Warren Ellis,2021
Albuquerque,Carnage,Unless you take me there,And we won’t get to Albuquerque,Anytime this year,Nick Cave & Warren Ellis,2021
Albuquerque,Carnage,And we won’t get to Albuquerque,Anytime this year,"And we won’t get to anywhere, baby",Nick Cave & Warren Ellis,2021
Albuquerque,Carnage,Anytime this year,"And we won’t get to anywhere, baby",Unless you take me there,Nick Cave & Warren Ellis,2021
Albuquerque,Carnage,"And we won’t get to anywhere, baby",Unless you take me there,,Nick Cave & Warren Ellis,2021
Lavender Fields,Carnage,,I am travelling appallingly alone,On a singular road,Nick Cave & Warren Ellis,2021
Lavender Fields,Carnage,I am travelling appallingly alone,On a singular road,Into the lavender fields,Nick Cave & Warren Ellis,2021
Lavender Fields,Carnage,On a singular road,Into the lavender fields,That reach high beyond the sky,Nick Cave & Warren Ellis,2021
Lavender Fields,Carnage,Into the lavender fields,That reach high beyond the sky,,Nick Cave & Warren Ellis,2021
Lavender Fields,Carnage,That reach high beyond the sky,,People ask me how I’ve changed,Nick Cave & Warren Ellis,2021
Lavender Fields,Carnage,,People ask me how I’ve changed,I say it is a singular road,Nick Cave & Warren Ellis,2021
Lavender Fields,Carnage,People ask me how I’ve changed,I say it is a singular road,And the lavender has stained my skin,Nick Cave & Warren Ellis,2021
Lavender Fields,Carnage,I say it is a singular road,And the lavender has stained my skin,And made me strange,Nick Cave & Warren Ellis,2021
Lavender Fields,Carnage,And the lavender has stained my skin,And made me strange,,Nick Cave & Warren Ellis,2021
Lavender Fields,Carnage,And made me strange,,The lavender is tall and reaches,Nick Cave & Warren Ellis,2021
Lavender Fields,Carnage,,The lavender is tall and reaches,Beyond the heavenly cover,Nick Cave & Warren Ellis,2021
Lavender Fields,Carnage,The lavender is tall and reaches,Beyond the heavenly cover,I plough through this furious world,Nick Cave & Warren Ellis,2021
Lavender Fields,Carnage,Beyond the heavenly cover,I plough through this furious world,Of which I’m truly over,Nick Cave & Warren Ellis,2021
Lavender Fields,Carnage,I plough through this furious world,Of which I’m truly over,,Nick Cave & Warren Ellis,2021
Lavender Fields,Carnage,Of which I’m truly over,,And sometimes I hear my name,Nick Cave & Warren Ellis,2021
Lavender Fields,Carnage,,And sometimes I hear my name,Oh where did you go?,Nick Cave & Warren Ellis,2021
Lavender Fields,Carnage,And sometimes I hear my name,Oh where did you go?,But the lavender is broad,Nick Cave & Warren Ellis,2021
Lavender Fields,Carnage,Oh where did you go?,But the lavender is broad,And it’s a singular road,Nick Cave & Warren Ellis,2021
Lavender Fields,Carnage,But the lavender is broad,And it’s a singular road,,Nick Cave & Warren Ellis,2021
Lavender Fields,Carnage,And it’s a singular road,,Once I was running with my friends,Nick Cave & Warren Ellis,2021
Lavender Fields,Carnage,,Once I was running with my friends,All of them busy with their pens,Nick Cave & Warren Ellis,2021
Lavender Fields,Carnage,Once I was running with my friends,All of them busy with their pens,But the lavender grew rare,Nick Cave & Warren Ellis,2021
Lavender Fields,Carnage,All of them busy with their pens,But the lavender grew rare,What happened to them?,Nick Cave & Warren Ellis,2021
Lavender Fields,Carnage,But the lavender grew rare,What happened to them?,,Nick Cave & Warren Ellis,2021
Lavender Fields,Carnage,What happened to them?,,Sometimes I see a pale bird,Nick Cave & Warren Ellis,2021
Lavender Fields,Carnage,,Sometimes I see a pale bird,Wheeling in the sky,Nick Cave & Warren Ellis,2021
