song,album,prev,lyric,next,artist,year
Water’s Edge,Push The Sky Away,They take apart their bodies like toys for the local boys,Because they’re always there at the edge of the water,They come from the capital these city girls,Nick Cave & The Bad Seeds,2013
Water’s Edge,Push The Sky Away,Because they’re always there at the edge of the water,They come from the capital these city girls,Go way down where the stones meet the sea,Nick Cave & The Bad Seeds,2013
Water’s Edge,Push The Sky Away,They come from the capital these city girls,Go way down where the stones meet the sea,"And all you young girls, where do you hide?",Nick Cave & The Bad Seeds,2013
Water’s Edge,Push The Sky Away,Go way down where the stones meet the sea,"And all you young girls, where do you hide?",Down by the water and the restless tide,Nick Cave & The Bad Seeds,2013
Water’s Edge,Push The Sky Away,"And all you young girls, where do you hide?",Down by the water and the restless tide,And the local boys hide on the mound and watch,Nick Cave & The Bad Seeds,2013
Water’s Edge,Push The Sky Away,Down by the water and the restless tide,And the local boys hide on the mound and watch,Reaching for the speech and the word to be heard,Nick Cave & The Bad Seeds,2013
Water’s Edge,Push The Sky Away,And the local boys hide on the mound and watch,Reaching for the speech and the word to be heard,"And the boys grow hard, hard to be heard",Nick Cave & The Bad Seeds,2013
Water’s Edge,Push The Sky Away,Reaching for the speech and the word to be heard,"And the boys grow hard, hard to be heard",Hard to be heard as they reach for the speech,Nick Cave & The Bad Seeds,2013
Water’s Edge,Push The Sky Away,"And the boys grow hard, hard to be heard",Hard to be heard as they reach for the speech,And search for the word on the water’s edge,Nick Cave & The Bad Seeds,2013
Water’s Edge,Push The Sky Away,Hard to be heard as they reach for the speech,And search for the word on the water’s edge,But you grow old and you grow cold,Nick Cave & The Bad Seeds,2013
Water’s Edge,Push The Sky Away,And search for the word on the water’s edge,But you grow old and you grow cold,Yeah you grow old and you grow cold,Nick Cave & The Bad Seeds,2013
Water’s Edge,Push The Sky Away,But you grow old and you grow cold,Yeah you grow old and you grow cold,And they would come in their hoards these city girls,Nick Cave & The Bad Seeds,2013
Water’s Edge,Push The Sky Away,Yeah you grow old and you grow cold,And they would come in their hoards these city girls,With white strings flowing from their ears,Nick Cave & The Bad Seeds,2013
Water’s Edge,Push The Sky Away,And they would come in their hoards these city girls,With white strings flowing from their ears,As the local boys behind the mound think long and hard,Nick Cave & The Bad Seeds,2013
Water’s Edge,Push The Sky Away,With white strings flowing from their ears,As the local boys behind the mound think long and hard,About the girls from the capital,Nick Cave & The Bad Seeds,2013
Water’s Edge,Push The Sky Away,As the local boys behind the mound think long and hard,About the girls from the capital,Who dance at the water’s edge,Nick Cave & The Bad Seeds,2013
Water’s Edge,Push The Sky Away,About the girls from the capital,Who dance at the water’s edge,Shaking their asses,Nick Cave & The Bad Seeds,2013
Water’s Edge,Push The Sky Away,Who dance at the water’s edge,Shaking their asses,And all you young lovers,Nick Cave & The Bad Seeds,2013
Water’s Edge,Push The Sky Away,Shaking their asses,And all you young lovers,Where do you hide?,Nick Cave & The Bad Seeds,2013
Water’s Edge,Push The Sky Away,And all you young lovers,Where do you hide?,Down by the water and the restless tide,Nick Cave & The Bad Seeds,2013
Water’s Edge,Push The Sky Away,Where do you hide?,Down by the water and the restless tide,With a bible of tricks they do with their legs,Nick Cave & The Bad Seeds,2013
Water’s Edge,Push The Sky Away,Down by the water and the restless tide,With a bible of tricks they do with their legs,The girls reach for the speech and the speech to be heard,Nick Cave & The Bad Seeds,2013
Water’s Edge,Push The Sky Away,With a bible of tricks they do with their legs,The girls reach for the speech and the speech to be heard,To be hard the local boys teem down the mound,Nick Cave & The Bad Seeds,2013
Water’s Edge,Push The Sky Away,The girls reach for the speech and the speech to be heard,To be hard the local boys teem down the mound,And seize the girls from the capital,Nick Cave & The Bad Seeds,2013
Water’s Edge,Push The Sky Away,To be hard the local boys teem down the mound,And seize the girls from the capital,Who shriek at the edge of the water,Nick Cave & The Bad Seeds,2013
Water’s Edge,Push The Sky Away,And seize the girls from the capital,Who shriek at the edge of the water,Shriek to speak and reach for the speech,Nick Cave & The Bad Seeds,2013
Water’s Edge,Push The Sky Away,Who shriek at the edge of the water,Shriek to speak and reach for the speech,Yeah reach for the speech and be heard,Nick Cave & The Bad Seeds,2013
Water’s Edge,Push The Sky Away,Shriek to speak and reach for the speech,Yeah reach for the speech and be heard,But you grow old and you grow cold,Nick Cave & The Bad Seeds,2013
Water’s Edge,Push The Sky Away,Yeah reach for the speech and be heard,But you grow old and you grow cold,Yeah you grow old and you grow cold,Nick Cave & The Bad Seeds,2013
Water’s Edge,Push The Sky Away,But you grow old and you grow cold,Yeah you grow old and you grow cold,You grow old,Nick Cave & The Bad Seeds,2013
Water’s Edge,Push The Sky Away,Yeah you grow old and you grow cold,You grow old,Their legs wide to the world like bibles open,Nick Cave & The Bad Seeds,2013
Water’s Edge,Push The Sky Away,You grow old,Their legs wide to the world like bibles open,To be speared and taking their bodies apart like toys,Nick Cave & The Bad Seeds,2013
Water’s Edge,Push The Sky Away,Their legs wide to the world like bibles open,To be speared and taking their bodies apart like toys,They dismantle themselves by the waters edge,Nick Cave & The Bad Seeds,2013
Water’s Edge,Push The Sky Away,To be speared and taking their bodies apart like toys,They dismantle themselves by the waters edge,And reach for the speech and the wide wide world,Nick Cave & The Bad Seeds,2013
Water’s Edge,Push The Sky Away,They dismantle themselves by the waters edge,And reach for the speech and the wide wide world,"And, God knows, the local boys",Nick Cave & The Bad Seeds,2013
Water’s Edge,Push The Sky Away,And reach for the speech and the wide wide world,"And, God knows, the local boys",It’s the will of love,Nick Cave & The Bad Seeds,2013
Water’s Edge,Push The Sky Away,"And, God knows, the local boys",It’s the will of love,It’s the thrill of love,Nick Cave & The Bad Seeds,2013
Water’s Edge,Push The Sky Away,It’s the will of love,It’s the thrill of love,Ah but the chill of love,Nick Cave & The Bad Seeds,2013
Water’s Edge,Push The Sky Away,It’s the thrill of love,Ah but the chill of love,Is comin’ on,Nick Cave & The Bad Seeds,2013
Water’s Edge,Push The Sky Away,Ah but the chill of love,Is comin’ on,It’s the will of love,Nick Cave & The Bad Seeds,2013
Water’s Edge,Push The Sky Away,Is comin’ on,It’s the will of love,It’s the thrill of love,Nick Cave & The Bad Seeds,2013
Water’s Edge,Push The Sky Away,It’s the will of love,It’s the thrill of love,Ah but the chill of love,Nick Cave & The Bad Seeds,2013
Water’s Edge,Push The Sky Away,It’s the thrill of love,Ah but the chill of love,Is comin’ on,Nick Cave & The Bad Seeds,2013
Water’s Edge,Push The Sky Away,Ah but the chill of love,Is comin’ on,It’s the will of love,Nick Cave & The Bad Seeds,2013
Water’s Edge,Push The Sky Away,Is comin’ on,It’s the will of love,It’s the thrill of love,Nick Cave & The Bad Seeds,2013
Water’s Edge,Push The Sky Away,It’s the will of love,It’s the thrill of love,Ah but the chill of love,Nick Cave & The Bad Seeds,2013
Water’s Edge,Push The Sky Away,It’s the thrill of love,Ah but the chill of love,"Is comin’ down, people",Nick Cave & The Bad Seeds,2013
Water’s Edge,Push The Sky Away,Ah but the chill of love,"Is comin’ down, people",,Nick Cave & The Bad Seeds,2013
Jubilee Street,Push The Sky Away,,On Jubilee Street,There was a girl named Bee,Nick Cave & The Bad Seeds,2013
Jubilee Street,Push The Sky Away,On Jubilee Street,There was a girl named Bee,She had a history,Nick Cave & The Bad Seeds,2013
Jubilee Street,Push The Sky Away,There was a girl named Bee,She had a history,But she had no past,Nick Cave & The Bad Seeds,2013
Jubilee Street,Push The Sky Away,She had a history,But she had no past,When they shut her down,Nick Cave & The Bad Seeds,2013
Jubilee Street,Push The Sky Away,But she had no past,When they shut her down,The Russians moved in,Nick Cave & The Bad Seeds,2013
Jubilee Street,Push The Sky Away,When they shut her down,The Russians moved in,"I’m too scared, I’m too scared",Nick Cave & The Bad Seeds,2013
Jubilee Street,Push The Sky Away,The Russians moved in,"I’m too scared, I’m too scared",To even walk on past,Nick Cave & The Bad Seeds,2013
Jubilee Street,Push The Sky Away,"I’m too scared, I’m too scared",To even walk on past,She used to say,Nick Cave & The Bad Seeds,2013
Jubilee Street,Push The Sky Away,To even walk on past,She used to say,All those good people,Nick Cave & The Bad Seeds,2013
Jubilee Street,Push The Sky Away,She used to say,All those good people,Down on Jubilee Street,Nick Cave & The Bad Seeds,2013
Jubilee Street,Push The Sky Away,All those good people,Down on Jubilee Street,They ought to practice what they preach,Nick Cave & The Bad Seeds,2013
Jubilee Street,Push The Sky Away,Down on Jubilee Street,They ought to practice what they preach,Those good people,Nick Cave & The Bad Seeds,2013
Jubilee Street,Push The Sky Away,They ought to practice what they preach,Those good people,On Jubilee Street,Nick Cave & The Bad Seeds,2013
Jubilee Street,Push The Sky Away,Those good people,On Jubilee Street,And here I come up the hill,Nick Cave & The Bad Seeds,2013
Jubilee Street,Push The Sky Away,On Jubilee Street,And here I come up the hill,I’m pushing my wheel of love,Nick Cave & The Bad Seeds,2013
Jubilee Street,Push The Sky Away,And here I come up the hill,I’m pushing my wheel of love,I got love in my tummy,Nick Cave & The Bad Seeds,2013
Jubilee Street,Push The Sky Away,I’m pushing my wheel of love,I got love in my tummy,And a tiny little pain,Nick Cave & The Bad Seeds,2013
Jubilee Street,Push The Sky Away,I got love in my tummy,And a tiny little pain,And a ten ton catastrophe,Nick Cave & The Bad Seeds,2013
Jubilee Street,Push The Sky Away,And a tiny little pain,And a ten ton catastrophe,On a sixty pound chain,Nick Cave & The Bad Seeds,2013
Jubilee Street,Push The Sky Away,And a ten ton catastrophe,On a sixty pound chain,And I’m pushing,Nick Cave & The Bad Seeds,2013
Jubilee Street,Push The Sky Away,On a sixty pound chain,And I’m pushing,My wheel of love up Jubilee Street,Nick Cave & The Bad Seeds,2013
Jubilee Street,Push The Sky Away,And I’m pushing,My wheel of love up Jubilee Street,Oh look at me now,Nick Cave & The Bad Seeds,2013
Jubilee Street,Push The Sky Away,My wheel of love up Jubilee Street,Oh look at me now,The problem was,Nick Cave & The Bad Seeds,2013
Jubilee Street,Push The Sky Away,Oh look at me now,The problem was,She had a little black book,Nick Cave & The Bad Seeds,2013
Jubilee Street,Push The Sky Away,The problem was,She had a little black book,And my name was written on every page,Nick Cave & The Bad Seeds,2013
Jubilee Street,Push The Sky Away,She had a little black book,And my name was written on every page,Well a girl’s got to make ends meet,Nick Cave & The Bad Seeds,2013
Jubilee Street,Push The Sky Away,And my name was written on every page,Well a girl’s got to make ends meet,Even down on Jubilee Street,Nick Cave & The Bad Seeds,2013
Jubilee Street,Push The Sky Away,Well a girl’s got to make ends meet,Even down on Jubilee Street,I was out of place and time,Nick Cave & The Bad Seeds,2013
Jubilee Street,Push The Sky Away,Even down on Jubilee Street,I was out of place and time,And over the hill,Nick Cave & The Bad Seeds,2013
Jubilee Street,Push The Sky Away,I was out of place and time,And over the hill,And out of my mind,Nick Cave & The Bad Seeds,2013
Jubilee Street,Push The Sky Away,And over the hill,And out of my mind,On Jubilee Street,Nick Cave & The Bad Seeds,2013
Jubilee Street,Push The Sky Away,And out of my mind,On Jubilee Street,I ought to practice what I preach,Nick Cave & The Bad Seeds,2013
Jubilee Street,Push The Sky Away,On Jubilee Street,I ought to practice what I preach,These days I go down town,Nick Cave & The Bad Seeds,2013
Jubilee Street,Push The Sky Away,I ought to practice what I preach,These days I go down town,In my tie and tails,Nick Cave & The Bad Seeds,2013
Jubilee Street,Push The Sky Away,These days I go down town,In my tie and tails,I got a foetus on a leash,Nick Cave & The Bad Seeds,2013
Jubilee Street,Push The Sky Away,In my tie and tails,I got a foetus on a leash,I am alone now,Nick Cave & The Bad Seeds,2013
Jubilee Street,Push The Sky Away,I got a foetus on a leash,I am alone now,I am beyond recriminations,Nick Cave & The Bad Seeds,2013
Jubilee Street,Push The Sky Away,I am alone now,I am beyond recriminations,The curtains are shut,Nick Cave & The Bad Seeds,2013
Jubilee Street,Push The Sky Away,I am beyond recriminations,The curtains are shut,The furniture has gone,Nick Cave & The Bad Seeds,2013
Jubilee Street,Push The Sky Away,The curtains are shut,The furniture has gone,I am transforming,Nick Cave & The Bad Seeds,2013
Jubilee Street,Push The Sky Away,The furniture has gone,I am transforming,I am vibrating,Nick Cave & The Bad Seeds,2013
Jubilee Street,Push The Sky Away,I am transforming,I am vibrating,I am glowing,Nick Cave & The Bad Seeds,2013
Jubilee Street,Push The Sky Away,I am vibrating,I am glowing,I am flying,Nick Cave & The Bad Seeds,2013
Jubilee Street,Push The Sky Away,I am glowing,I am flying,Look at me now,Nick Cave & The Bad Seeds,2013
Jubilee Street,Push The Sky Away,I am flying,Look at me now,,Nick Cave & The Bad Seeds,2013
Mermaids,Push The Sky Away,,She was a catch,We were a match,Nick Cave & The Bad Seeds,2013
Mermaids,Push The Sky Away,She was a catch,We were a match,I was the match,Nick Cave & The Bad Seeds,2013
Mermaids,Push The Sky Away,We were a match,I was the match,That would fire up her snatch,Nick Cave & The Bad Seeds,2013
Mermaids,Push The Sky Away,I was the match,That would fire up her snatch,But there was a catch,Nick Cave & The Bad Seeds,2013
Mermaids,Push The Sky Away,That would fire up her snatch,But there was a catch,I was no match,Nick Cave & The Bad Seeds,2013
Mermaids,Push The Sky Away,But there was a catch,I was no match,I was fired from her crotch,Nick Cave & The Bad Seeds,2013
Mermaids,Push The Sky Away,I was no match,I was fired from her crotch,Now I sit around and watch,Nick Cave & The Bad Seeds,2013
Mermaids,Push The Sky Away,I was fired from her crotch,Now I sit around and watch,The mermaids sun themselves,Nick Cave & The Bad Seeds,2013
Mermaids,Push The Sky Away,Now I sit around and watch,The mermaids sun themselves,Out on the rocks,Nick Cave & The Bad Seeds,2013
Mermaids,Push The Sky Away,The mermaids sun themselves,Out on the rocks,They are beyond our touch,Nick Cave & The Bad Seeds,2013
Mermaids,Push The Sky Away,Out on the rocks,They are beyond our touch,I watch and watch,Nick Cave & The Bad Seeds,2013
Mermaids,Push The Sky Away,They are beyond our touch,I watch and watch,Them wave at me,Nick Cave & The Bad Seeds,2013
Mermaids,Push The Sky Away,I watch and watch,Them wave at me,They wave at me,Nick Cave & The Bad Seeds,2013
Mermaids,Push The Sky Away,Them wave at me,They wave at me,They wave and slip,Nick Cave & The Bad Seeds,2013
Mermaids,Push The Sky Away,They wave at me,They wave and slip,Back into the sea,Nick Cave & The Bad Seeds,2013
Mermaids,Push The Sky Away,They wave and slip,Back into the sea,All the ones who come,Nick Cave & The Bad Seeds,2013
Mermaids,Push The Sky Away,Back into the sea,All the ones who come,And all the ones who go,Nick Cave & The Bad Seeds,2013
Mermaids,Push The Sky Away,All the ones who come,And all the ones who go,Down to the water,Nick Cave & The Bad Seeds,2013
Mermaids,Push The Sky Away,And all the ones who go,Down to the water,All the ones who come,Nick Cave & The Bad Seeds,2013
Mermaids,Push The Sky Away,Down to the water,All the ones who come,And all the ones who go,Nick Cave & The Bad Seeds,2013
Mermaids,Push The Sky Away,All the ones who come,And all the ones who go,Down to the sea,Nick Cave & The Bad Seeds,2013
Mermaids,Push The Sky Away,And all the ones who go,Down to the sea,I believe in God,Nick Cave & The Bad Seeds,2013
Mermaids,Push The Sky Away,Down to the sea,I believe in God,I believe in mermaids too,Nick Cave & The Bad Seeds,2013
Mermaids,Push The Sky Away,I believe in God,I believe in mermaids too,I believe in seventy two virgins,Nick Cave & The Bad Seeds,2013
Mermaids,Push The Sky Away,I believe in mermaids too,I believe in seventy two virgins,On a chain why not why not,Nick Cave & The Bad Seeds,2013
Mermaids,Push The Sky Away,I believe in seventy two virgins,On a chain why not why not,I believe in the rapture,Nick Cave & The Bad Seeds,2013
Mermaids,Push The Sky Away,On a chain why not why not,I believe in the rapture,For I’ve seen your face,Nick Cave & The Bad Seeds,2013
Mermaids,Push The Sky Away,I believe in the rapture,For I’ve seen your face,On the floor of the ocean,Nick Cave & The Bad Seeds,2013
Mermaids,Push The Sky Away,For I’ve seen your face,On the floor of the ocean,At the bottom of the rain,Nick Cave & The Bad Seeds,2013
Mermaids,Push The Sky Away,On the floor of the ocean,At the bottom of the rain,I do driver alertness course,Nick Cave & The Bad Seeds,2013
Mermaids,Push The Sky Away,At the bottom of the rain,I do driver alertness course,I do husband alertness course,Nick Cave & The Bad Seeds,2013
Mermaids,Push The Sky Away,I do driver alertness course,I do husband alertness course,I do mermaid alertness course,Nick Cave & The Bad Seeds,2013
Mermaids,Push The Sky Away,I do husband alertness course,I do mermaid alertness course,I watch them out on the rocks,Nick Cave & The Bad Seeds,2013
Mermaids,Push The Sky Away,I do mermaid alertness course,I watch them out on the rocks,They wave at me,Nick Cave & The Bad Seeds,2013
Mermaids,Push The Sky Away,I watch them out on the rocks,They wave at me,They wave at me,Nick Cave & The Bad Seeds,2013
Mermaids,Push The Sky Away,They wave at me,They wave at me,They wave and slip,Nick Cave & The Bad Seeds,2013
Mermaids,Push The Sky Away,They wave at me,They wave and slip,Back into the sea,Nick Cave & The Bad Seeds,2013
Mermaids,Push The Sky Away,They wave and slip,Back into the sea,All the ones who come,Nick Cave & The Bad Seeds,2013
Mermaids,Push The Sky Away,Back into the sea,All the ones who come,And all the ones who go,Nick Cave & The Bad Seeds,2013
Mermaids,Push The Sky Away,All the ones who come,And all the ones who go,Down to the water,Nick Cave & The Bad Seeds,2013
Mermaids,Push The Sky Away,And all the ones who go,Down to the water,All the ones who come,Nick Cave & The Bad Seeds,2013
Mermaids,Push The Sky Away,Down to the water,All the ones who come,And the ones who go,Nick Cave & The Bad Seeds,2013
Mermaids,Push The Sky Away,All the ones who come,And the ones who go,Down to the sea,Nick Cave & The Bad Seeds,2013
Mermaids,Push The Sky Away,And the ones who go,Down to the sea,,Nick Cave & The Bad Seeds,2013
We Real Cool,Push The Sky Away,,Who took your measurements,From your toes to the top of your head?,Nick Cave & The Bad Seeds,2013
We Real Cool,Push The Sky Away,Who took your measurements,From your toes to the top of your head?,Who bought you clothes and new shoes,Nick Cave & The Bad Seeds,2013
We Real Cool,Push The Sky Away,From your toes to the top of your head?,Who bought you clothes and new shoes,And wrote you a book you never read?,Nick Cave & The Bad Seeds,2013
We Real Cool,Push The Sky Away,Who bought you clothes and new shoes,And wrote you a book you never read?,"Yeah, you know",Nick Cave & The Bad Seeds,2013
We Real Cool,Push The Sky Away,And wrote you a book you never read?,"Yeah, you know",Who was it?,Nick Cave & The Bad Seeds,2013
We Real Cool,Push The Sky Away,"Yeah, you know",Who was it?,"Yeah, you know we real cool",Nick Cave & The Bad Seeds,2013
We Real Cool,Push The Sky Away,Who was it?,"Yeah, you know we real cool",On the far side of the morning,Nick Cave & The Bad Seeds,2013
We Real Cool,Push The Sky Away,"Yeah, you know we real cool",On the far side of the morning,Who was it?,Nick Cave & The Bad Seeds,2013
We Real Cool,Push The Sky Away,On the far side of the morning,Who was it?,"Yeah, you know yeah we real cool",Nick Cave & The Bad Seeds,2013
We Real Cool,Push The Sky Away,Who was it?,"Yeah, you know yeah we real cool",Now I hope you’re listening,Nick Cave & The Bad Seeds,2013
We Real Cool,Push The Sky Away,"Yeah, you know yeah we real cool",Now I hope you’re listening,Are you?,Nick Cave & The Bad Seeds,2013
We Real Cool,Push The Sky Away,Now I hope you’re listening,Are you?,Who was it you called the good shepherd,Nick Cave & The Bad Seeds,2013
We Real Cool,Push The Sky Away,Are you?,Who was it you called the good shepherd,Rounding up the kids for their meal?,Nick Cave & The Bad Seeds,2013
We Real Cool,Push The Sky Away,Who was it you called the good shepherd,Rounding up the kids for their meal?,Who chased your shadow,Nick Cave & The Bad Seeds,2013
We Real Cool,Push The Sky Away,Rounding up the kids for their meal?,Who chased your shadow,Running out behind?,Nick Cave & The Bad Seeds,2013
We Real Cool,Push The Sky Away,Who chased your shadow,Running out behind?,Clinging to your high flying heels,Nick Cave & The Bad Seeds,2013
We Real Cool,Push The Sky Away,Running out behind?,Clinging to your high flying heels,"Your high flying, high flying, high flying heels",Nick Cave & The Bad Seeds,2013
